workers,group_count,proposal_count,evidence_commit_count,worker_failure_count,stale_rejection_count,conflict_rejection_count,worker_process_count_observed,compute_wall_seconds,aggregate_wall_seconds,total_wall_seconds,serial_parity_pass
1,1,1,1,0,0,0,1,274.1980356000131,0.0014628000790253282,274.1995128999697,True
