artifact,manifest,expected_sha256,actual_sha256,file_size_bytes,line_count,task_count_from_manifest,regenerated_this_run,skip_reason,generation_level,topology_changed,verification_status,regeneration_command
artifacts/tasks/g4irsf2_high_flow_tasks.jsonl,artifacts/tasks/g4irsf2_high_flow_manifest.json,904e39132b08e20242566977436a1daf7fa325c8941b1c5ebf7ad6ad77fbeefc,904e39132b08e20242566977436a1daf7fa325c8941b1c5ebf7ad6ad77fbeefc,146397454,348824,348824,False,existing_file_sha256_matches_manifest,distribution_preserving_resample,False,PASS,python scripts/data/g4irsf3_reproduce_high_flow_tasks.py --manifest artifacts/tasks/g4irsf2_high_flow_manifest.json --output artifacts/tasks/g4irsf2_high_flow_tasks.jsonl --verify-sha256
