calibration,risk_margin_threshold,risk_historical_threshold,risk_bottleneck_threshold,route_groups,planned,wrong_high_confidence_actions,fallback_actions,fallback_rate,notes
selected_risk_head,5,0.95,99,4449,4449,0,6786,0.17261466,"Selected by validation wrong-high-confidence first, fallback rate second."
