policy_variant,evaluation_scope,policy_runtime_status,task_count,baseline_failure_cases_evaluated,planned_count,recovered_from_baseline_failures_shadow,held_or_waited_shadow,remaining_failed_shadow,node_window_conflicts,runtime_full_cie_astar_calls,edge_capacity_primary_constraint,uses_teacher_path_or_future_schedule,promoted_to_runtime,notes
baseline_g4irsf2_runtime_model_plus_pibt,g4irsf2_static_fault_18_22_4096_runtime,MEASURED_EXISTING_CPP_RUNTIME,4096,1150,2946,0,0,1150,0,0,False,False,False,Measured G4IRSF2 runtime failures; not a shadow route.
shadow_dead_end_depth2_soft_penalty,g4irsf2_static_fault_18_22_failure_cases_shadow_only,SHADOW_LOCAL_POLICY_PROXY_NOT_PROMOTED,4096,1150,2946,0,0,1150,not_evaluated_shadow,0,False,False,False,"Local static topology dead-end penalty.; reasons={'loop_guard': 542, 'all_candidates_faulted': 608}; sample_paths=[[3, 16, 21, 23, 24, 27, 28, 29, 30, 31, 43, 15, 14, 46, 36, 38, 39, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 39, 40, 41, 42, 25, 26, 43], [3, 16, 21, 23, 24, 27, 28, 29, 30, 31, 43, 15, 14, 46, 36, 38, 39, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 39, 40, 41, 42, 25, 26, 43]]"
shadow_dead_end_depth3_soft_penalty,g4irsf2_static_fault_18_22_failure_cases_shadow_only,SHADOW_LOCAL_POLICY_PROXY_NOT_PROMOTED,4096,1150,2946,0,0,1150,not_evaluated_shadow,0,False,False,False,"Looks one more hop upstream, enough to see 3->16->17->18->22.; reasons={'loop_guard': 542, 'all_candidates_faulted': 608}; sample_paths=[[3, 16, 21, 23, 24, 27, 28, 29, 30, 31, 43, 15, 14, 46, 36, 38, 39, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 39, 40, 41, 42, 25, 26, 43], [3, 16, 21, 23, 24, 27, 28, 29, 30, 31, 43, 15, 14, 46, 36, 38, 39, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 39, 40, 41, 42, 25, 26, 43]]"
shadow_dead_end_depth3_hard_avoid,g4irsf2_static_fault_18_22_failure_cases_shadow_only,SHADOW_LOCAL_POLICY_PROXY_NOT_PROMOTED,4096,1150,2946,0,0,1150,not_evaluated_shadow,0,False,False,False,"Avoid risky candidates only when a local safe alternative exists.; reasons={'loop_guard': 542, 'all_candidates_faulted': 608}; sample_paths=[[3, 16, 21, 23, 24, 27, 28, 29, 30, 31, 43, 15, 14, 46, 36, 38, 39, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 39, 40, 41, 42, 25, 26, 43], [3, 16, 21, 23, 24, 27, 28, 29, 30, 31, 43, 15, 14, 46, 36, 38, 39, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 39, 40, 41, 42, 25, 26, 43]]"
shadow_depth3_wait_if_no_safe_candidate,g4irsf2_static_fault_18_22_failure_cases_shadow_only,SHADOW_LOCAL_POLICY_PROXY_NOT_PROMOTED,4096,1150,2946,0,1150,0,not_evaluated_shadow,0,False,False,False,"If every visible candidate leads into the broken 18->22 corridor, hold/wait instead of entering.; reasons={'wait_at_upstream_fault_risk': 1150}; sample_paths=[[3], [3]]"
