source_file,artifact_present,cell_status,artifact_status,schema,map,scale,arm,artifact_map,artifact_scale,artifact_arm,s4_score_component_mask,integrity_pass,execution_integrity_failed_gates,request_identity_pass,population_raw_bag_count,population_segment_count,business_denominator_raw_bags,fixed_denominator,survivor_or_common_cohort_used,timing_status,tht_mean_seconds,tht_p95_seconds,tht_p99_seconds,completed_raw_bag_count,completion_rate,on_time_raw_bag_count,on_time_rate,missed_bag_count,missed_bag_rate,tardiness_sum_seconds,tardiness_mean_seconds,tardiness_p95_seconds,tardiness_p99_seconds,backlog_area_seconds,backlog_area_legacy_seconds,backlog_area_status,backlog_area_method,backlog_peak,backlog_end,base_full_s4_request_sha256,binary_sha256,runtime_loaded_binary_sha256,binary_identity_match,workload_sha256,wall_seconds,cpu_seconds,pre_feasibility_raw_argmin_is_final_action
C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\cie_revision\targeted_ablation\FULL_S4\map2_2x.json,True,COMPLETE,COMPLETE,czr005.cie_targeted_ablation.run.v1,map2,2,FULL_S4,map2,2,FULL_S4,15,True,NA,True,57012,87206,57012,True,False,FORMAL_2X_TIMING_NA_BY_PROTOCOL,NA,NA,NA,57012,1.0,56875,0.9975969971234127,137,0.0024030028765873457,80310.00100999969,1.4086508280712777,0.0,0.0,144729150.0641583,144729150.0641583,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4539,0,c78ebcb28edce6e76acdbb66ead130b8f9fb5171a1c6053a1c1dad9994984a6f,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,True,430534934c72ba441f5ca61b542a3f5ee5af5e12b5a6a417437cca9c7fac7890,76.6069964999333,75.03125,False
C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\cie_revision\targeted_ablation\H_ONLY_SERVICE_AWARE\map2_2x.json,True,COMPLETE,COMPLETE,czr005.cie_targeted_ablation.run.v1,map2,2,H_ONLY_SERVICE_AWARE,map2,2,H_ONLY_SERVICE_AWARE,0,True,NA,True,57012,87206,57012,True,False,FORMAL_2X_TIMING_NA_BY_PROTOCOL,NA,NA,NA,57012,1.0,56186,0.9855118220725462,826,0.014488177927453827,479910.7911299979,8.417715413070896,0.0,213.4078611999977,149953898.85156766,149953898.85156766,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4688,0,c78ebcb28edce6e76acdbb66ead130b8f9fb5171a1c6053a1c1dad9994984a6f,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,True,430534934c72ba441f5ca61b542a3f5ee5af5e12b5a6a417437cca9c7fac7890,87.46451659989543,85.625,False
C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\cie_revision\targeted_ablation\FULL_MINUS_Q\map2_2x.json,True,COMPLETE,COMPLETE,czr005.cie_targeted_ablation.run.v1,map2,2,FULL_MINUS_Q,map2,2,FULL_MINUS_Q,14,True,NA,True,57012,87206,57012,True,False,FORMAL_2X_TIMING_NA_BY_PROTOCOL,NA,NA,NA,57012,1.0,56929,0.9985441661404617,83,0.0014558338595382914,45366.65281999985,0.7957386658948967,0.0,0.0,144281235.39032832,144281235.39032832,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4500,0,c78ebcb28edce6e76acdbb66ead130b8f9fb5171a1c6053a1c1dad9994984a6f,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,True,430534934c72ba441f5ca61b542a3f5ee5af5e12b5a6a417437cca9c7fac7890,76.80591179989278,75.25,False
C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\cie_revision\targeted_ablation\FULL_MINUS_I\map2_2x.json,True,COMPLETE,COMPLETE,czr005.cie_targeted_ablation.run.v1,map2,2,FULL_MINUS_I,map2,2,FULL_MINUS_I,13,True,NA,True,57012,87206,57012,True,False,FORMAL_2X_TIMING_NA_BY_PROTOCOL,NA,NA,NA,57012,1.0,56221,0.9861257279169298,791,0.013874272083070238,632329.1518299978,11.091158910930993,0.0,301.8984904999955,150282017.5659577,150282017.5659577,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4705,0,c78ebcb28edce6e76acdbb66ead130b8f9fb5171a1c6053a1c1dad9994984a6f,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,True,430534934c72ba441f5ca61b542a3f5ee5af5e12b5a6a417437cca9c7fac7890,86.36946580000222,84.53125,False
C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\cie_revision\targeted_ablation\FULL_MINUS_WS\map2_2x.json,True,COMPLETE,COMPLETE,czr005.cie_targeted_ablation.run.v1,map2,2,FULL_MINUS_WS,map2,2,FULL_MINUS_WS,7,True,NA,True,57012,87206,57012,True,False,FORMAL_2X_TIMING_NA_BY_PROTOCOL,NA,NA,NA,57012,1.0,56884,0.9977548586262541,128,0.0022451413737458736,73552.19001999972,1.2901176948712503,0.0,0.0,144773009.5859792,144773009.5859792,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4549,0,c78ebcb28edce6e76acdbb66ead130b8f9fb5171a1c6053a1c1dad9994984a6f,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,True,430534934c72ba441f5ca61b542a3f5ee5af5e12b5a6a417437cca9c7fac7890,76.13377550011501,74.5625,False
C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\cie_revision\targeted_ablation\H_PLUS_Q_PLUS_I\map2_2x.json,True,COMPLETE,COMPLETE,czr005.cie_targeted_ablation.run.v1,map2,2,H_PLUS_Q_PLUS_I,map2,2,H_PLUS_Q_PLUS_I,3,True,NA,True,57012,87206,57012,True,False,FORMAL_2X_TIMING_NA_BY_PROTOCOL,NA,NA,NA,57012,1.0,56884,0.9977548586262541,128,0.0022451413737458736,73552.19001999972,1.2901176948712503,0.0,0.0,144773009.5859792,144773009.5859792,EXACT_LEGACY_ZERO_END_BACKLOG,LEGACY_LAST_EVENT_EQUIVALENT_AT_ZERO_END_BACKLOG,4549,0,c78ebcb28edce6e76acdbb66ead130b8f9fb5171a1c6053a1c1dad9994984a6f,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,085a87615d5cd9a38fa3c7e5a26249ea99593d1a9277d064dd5a309a03452aca,True,430534934c72ba441f5ca61b542a3f5ee5af5e12b5a6a417437cca9c7fac7890,76.41123869991861,74.78125,False
C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\cie_revision\targeted_ablation\FULL_MINUS_WC\map2_2x.json,False,MISSING_CELL,NA,NA,map2,2,FULL_MINUS_WC,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,FORMAL_2X_TIMING_NA_BY_PROTOCOL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False
C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\cie_revision\targeted_ablation\FULL_S4\nanning_2x.json,True,COMPLETE,COMPLETE,czr005.cie_targeted_ablation.run.v1,nanning,2,FULL_S4,nanning,2,FULL_S4,15,True,NA,True,57012,87206,57012,True,False,FORMAL_2X_TIMING_NA_BY_PROTOCOL,NA,NA,NA,57012,1.0,20963,0.3676945204518347,36049,0.6323054795481653,537025170.3447227,9419.511161592696,32344.402479000004,44561.11580450032,777998374.6485779,NA,EXACT_NATIVE_OBSERVATION_END_V2,EVENT_STEP_INTEGRAL_THROUGH_OBSERVATION_END_V2,15268,0,071c7270af404df8c75edb6da2b12dc7ca42547db09851098e8be3b12488c1aa,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,True,55538837011a1ed31eb272cc170fdc9fefb3b40ec14e2ae0574877a8c465a115,1689.4837446000893,1508.078125,False
C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\cie_revision\targeted_ablation\H_ONLY_SERVICE_AWARE\nanning_2x.json,True,COMPLETE,COMPLETE,czr005.cie_targeted_ablation.run.v1,nanning,2,H_ONLY_SERVICE_AWARE,nanning,2,H_ONLY_SERVICE_AWARE,0,True,NA,True,57012,87206,57012,True,False,FORMAL_2X_TIMING_NA_BY_PROTOCOL,NA,NA,NA,57012,1.0,20334,0.3566617554199116,36678,0.6433382445800884,536049213.24784446,9402.392711145802,30137.39375299999,42428.05032000058,782179082.166447,NA,EXACT_NATIVE_OBSERVATION_END_V2,EVENT_STEP_INTEGRAL_THROUGH_OBSERVATION_END_V2,15324,0,071c7270af404df8c75edb6da2b12dc7ca42547db09851098e8be3b12488c1aa,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,True,55538837011a1ed31eb272cc170fdc9fefb3b40ec14e2ae0574877a8c465a115,1917.3650726999622,1812.859375,False
C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\cie_revision\targeted_ablation\FULL_MINUS_Q\nanning_2x.json,True,COMPLETE,COMPLETE,czr005.cie_targeted_ablation.run.v1,nanning,2,FULL_MINUS_Q,nanning,2,FULL_MINUS_Q,14,True,NA,True,57012,87206,57012,True,False,FORMAL_2X_TIMING_NA_BY_PROTOCOL,NA,NA,NA,55925,0.9809338384901424,21044,0.3691152739774083,35968,0.6308847260225917,585249518.2340215,10265.374276187847,30817.44554900001,45159.0,825376651.2362287,NA,EXACT_NATIVE_OBSERVATION_END_V2,EVENT_STEP_INTEGRAL_THROUGH_OBSERVATION_END_V2,15835,1087,071c7270af404df8c75edb6da2b12dc7ca42547db09851098e8be3b12488c1aa,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,True,55538837011a1ed31eb272cc170fdc9fefb3b40ec14e2ae0574877a8c465a115,1308.3041139999405,1290.796875,False
C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\cie_revision\targeted_ablation\FULL_MINUS_I\nanning_2x.json,True,COMPLETE,COMPLETE,czr005.cie_targeted_ablation.run.v1,nanning,2,FULL_MINUS_I,nanning,2,FULL_MINUS_I,13,True,NA,True,57012,87206,57012,True,False,FORMAL_2X_TIMING_NA_BY_PROTOCOL,NA,NA,NA,57012,1.0,20466,0.35897705746158703,36546,0.641022942538413,530083486.2355843,9297.752863179407,30813.902394500044,42305.675990000585,774529781.847835,NA,EXACT_NATIVE_OBSERVATION_END_V2,EVENT_STEP_INTEGRAL_THROUGH_OBSERVATION_END_V2,15284,0,071c7270af404df8c75edb6da2b12dc7ca42547db09851098e8be3b12488c1aa,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,True,55538837011a1ed31eb272cc170fdc9fefb3b40ec14e2ae0574877a8c465a115,1897.637938800035,1789.296875,False
C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\cie_revision\targeted_ablation\FULL_MINUS_WS\nanning_2x.json,True,COMPLETE,COMPLETE,czr005.cie_targeted_ablation.run.v1,nanning,2,FULL_MINUS_WS,nanning,2,FULL_MINUS_WS,7,True,NA,True,57012,87206,57012,True,False,FORMAL_2X_TIMING_NA_BY_PROTOCOL,NA,NA,NA,56059,0.9832842208657826,20990,0.36816810496035923,36022,0.6318318950396408,580513804.8453429,10182.309072569686,31295.58094850002,45159.0,821479954.933493,NA,EXACT_NATIVE_OBSERVATION_END_V2,EVENT_STEP_INTEGRAL_THROUGH_OBSERVATION_END_V2,15949,953,071c7270af404df8c75edb6da2b12dc7ca42547db09851098e8be3b12488c1aa,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,True,55538837011a1ed31eb272cc170fdc9fefb3b40ec14e2ae0574877a8c465a115,1296.121550100157,1277.125,False
C:\PROGRAMING\czr005\.feng_cie_dh_worktree\outputs\runtime\cie_revision\targeted_ablation\H_PLUS_Q_PLUS_I\nanning_2x.json,True,COMPLETE,COMPLETE,czr005.cie_targeted_ablation.run.v1,nanning,2,H_PLUS_Q_PLUS_I,nanning,2,H_PLUS_Q_PLUS_I,3,True,NA,True,57012,87206,57012,True,False,FORMAL_2X_TIMING_NA_BY_PROTOCOL,NA,NA,NA,56059,0.9832842208657826,20990,0.36816810496035923,36022,0.6318318950396408,580513804.8453429,10182.309072569686,31295.58094850002,45159.0,821479954.933493,NA,EXACT_NATIVE_OBSERVATION_END_V2,EVENT_STEP_INTEGRAL_THROUGH_OBSERVATION_END_V2,15949,953,071c7270af404df8c75edb6da2b12dc7ca42547db09851098e8be3b12488c1aa,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,True,55538837011a1ed31eb272cc170fdc9fefb3b40ec14e2ae0574877a8c465a115,1307.987834900152,1289.484375,False
