scenario,paper_arc_ids,mapped_fault_edges,policy,status,evaluation_scope,processed_segment_count,planned_segments,failed_segments,segment_success_rate,paper_baggage_success_rate,runtime_full_cie_astar_calls,node_window_conflicts,elapsed_seconds,fault_task_limit,claim_boundary
no_fault_reference,[],[],model_plus_pibt_lite,PASS,full_processed_inputdata,43603,43603,0,1,1,0,0,5.6528881,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
no_fault_reference,[],[],model_plus_pibt_lite_fault_aware_v1,PASS,full_processed_inputdata,43603,43603,0,1,1,0,0,5.9669452,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arc_1,[1],"[[0, 6]]",model_plus_pibt_lite,PASS,full_processed_inputdata,43603,40403,3200,0.92661055,1,0,0,4.6294246,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arc_1,[1],"[[0, 6]]",model_plus_pibt_lite_fault_aware_v1,PASS,full_processed_inputdata,43603,40403,3200,0.92661055,1,0,0,5.1878005,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arc_2,[2],"[[1, 7]]",model_plus_pibt_lite,PASS,full_processed_inputdata,43603,40410,3193,0.92677109,0.88,0,0,4.5621664,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arc_2,[2],"[[1, 7]]",model_plus_pibt_lite_fault_aware_v1,PASS,full_processed_inputdata,43603,40410,3193,0.92677109,0.88,0,0,5.1946665,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arc_3,[3],"[[2, 9]]",model_plus_pibt_lite,PASS,full_processed_inputdata,43603,40404,3199,0.92663349,1,0,0,4.8237148,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arc_3,[3],"[[2, 9]]",model_plus_pibt_lite_fault_aware_v1,PASS,full_processed_inputdata,43603,40404,3199,0.92663349,1,0,0,5.1791834,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arc_4,[4],"[[3, 16]]",model_plus_pibt_lite,PASS,full_processed_inputdata,43603,38716,4887,0.88792056,0.95,0,0,4.175456,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arc_4,[4],"[[3, 16]]",model_plus_pibt_lite_fault_aware_v1,PASS,full_processed_inputdata,43603,38716,4887,0.88792056,0.95,0,0,4.7660917,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arc_5,[5],"[[4, 17]]",model_plus_pibt_lite,PASS,full_processed_inputdata,43603,38716,4887,0.88792056,0.97,0,0,4.2463896,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arc_5,[5],"[[4, 17]]",model_plus_pibt_lite_fault_aware_v1,PASS,full_processed_inputdata,43603,38716,4887,0.88792056,0.97,0,0,4.9909913,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arc_6,[6],"[[5, 19]]",model_plus_pibt_lite,PASS,full_processed_inputdata,43603,38717,4886,0.88794349,0.96,0,0,4.1907164,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arc_6,[6],"[[5, 19]]",model_plus_pibt_lite_fault_aware_v1,PASS,full_processed_inputdata,43603,38717,4886,0.88794349,0.96,0,0,4.7080644,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arc_7,[7],"[[6, 8]]",model_plus_pibt_lite,PASS,full_processed_inputdata,43603,43603,0,1,1,0,0,5.5023719,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arc_7,[7],"[[6, 8]]",model_plus_pibt_lite_fault_aware_v1,PASS,full_processed_inputdata,43603,43603,0,1,1,0,0,6.3322937,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arc_8,[8],"[[6, 12]]",model_plus_pibt_lite,PASS,full_processed_inputdata,43603,43603,0,1,0.99,0,0,5.0531707,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arc_8,[8],"[[6, 12]]",model_plus_pibt_lite_fault_aware_v1,PASS,full_processed_inputdata,43603,43603,0,1,0.99,0,0,6.0658469,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arcs_1_7,"[1, 7]","[[0, 6], [6, 8]]",model_plus_pibt_lite,PASS,full_processed_inputdata,43603,40403,3200,0.92661055,1,0,0,4.5385846,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arcs_1_7,"[1, 7]","[[0, 6], [6, 8]]",model_plus_pibt_lite_fault_aware_v1,PASS,full_processed_inputdata,43603,40403,3200,0.92661055,1,0,0,5.1927619,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arcs_2_4,"[2, 4]","[[1, 7], [3, 16]]",model_plus_pibt_lite,PASS,full_processed_inputdata,43603,35523,8080,0.81469165,0.76,0,0,3.7960525,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arcs_2_4,"[2, 4]","[[1, 7], [3, 16]]",model_plus_pibt_lite_fault_aware_v1,PASS,full_processed_inputdata,43603,35523,8080,0.81469165,0.76,0,0,4.5255514,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arcs_3_5,"[3, 5]","[[2, 9], [4, 17]]",model_plus_pibt_lite,PASS,full_processed_inputdata,43603,35517,8086,0.81455404,0.66,0,0,3.6864247,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arcs_3_5,"[3, 5]","[[2, 9], [4, 17]]",model_plus_pibt_lite_fault_aware_v1,PASS,full_processed_inputdata,43603,35517,8086,0.81455404,0.66,0,0,4.3501501,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arcs_4_5,"[4, 5]","[[3, 16], [4, 17]]",model_plus_pibt_lite,PASS,full_processed_inputdata,43603,33829,9774,0.77584111,0,0,0,3.4543161,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arcs_4_5,"[4, 5]","[[3, 16], [4, 17]]",model_plus_pibt_lite_fault_aware_v1,PASS,full_processed_inputdata,43603,33829,9774,0.77584111,0,0,0,4.0367544,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arcs_5_7,"[5, 7]","[[4, 17], [6, 8]]",model_plus_pibt_lite,PASS,full_processed_inputdata,43603,38716,4887,0.88792056,0.48,0,0,4.4763466,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
paper_fault_arcs_5_7,"[5, 7]","[[4, 17], [6, 8]]",model_plus_pibt_lite_fault_aware_v1,PASS,full_processed_inputdata,43603,38716,4887,0.88792056,0.48,0,0,5.0906688,-1,Diagnostic no-A* processed-segment success; paper reports baggage success under original IoT-DRPA interruption mechanism.
