stratum_id,scenario,scale,source,goal,junction,fault,reason,tail,total_count_before_dedupe,unique_total_count,deterministic_repeats_removed,requested_minimum_quota,effective_quota,maximum_quota,minimum_quota_satisfied,sample_weight
2d7518a4f58e0babfe72,trace_highflow_2p5,2.5,0,50,46,no_fault,downstream_pressure+p95_tail,p95_tail,1,1,0,1,1,64,true,1.0
2d8ccaec8a168506a205,trace_fault_delayed,2.5,0,50,44,fault_scenario_inactive_here,downstream_pressure+local_queue_pressure,body,4,4,0,1,4,64,true,1.0
2dad657f5eb7515169fc,trace_highflow_4p0,4.0,52,48,52,no_fault,downstream_pressure+fallback_or_shield_selected+local_queue_pressure+model_fallback_disagreement+risk_gate_triggered+rule:pibt_lite_safe_handoff+source_queue_delay+source_queue_long_backlog,body,6,6,0,1,6,64,true,1.0
2e024aef0a24f07d4e54,trace_fault_delayed,2.5,4,49,28,fault_scenario_inactive_here,downstream_pressure,body,2,2,0,1,2,64,true,1.0
2e4be71362ff8784c1be,trace_highflow_2p5,2.5,0,50,14,no_fault,p99_tail,p99_tail,2,2,0,1,2,64,true,1.0
2e688a7a3ee743549590,trace_highflow_4p0,4.0,5,49,27,no_fault,downstream_pressure,body,16,16,0,1,16,64,true,1.0
2e7891deafa413249812,trace_fault_delayed,2.5,0,50,0,fault_scenario_inactive_here,p99_tail,p99_tail,2,2,0,1,2,64,true,1.0
2f0df1580411a89e19b8,trace_highflow_4p0,4.0,52,48,41,no_fault,downstream_pressure+p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,2,2,0,1,2,64,true,1.0
2f5021e5659409b9e198,trace_highflow_2p5,2.5,1,50,36,no_fault,downstream_pressure+p95_tail,p95_tail,8,8,0,1,8,64,true,1.0
2f74664f4db4aa33195f,trace_fault_delayed,2.5,52,49,52,fault_scenario_inactive_here,downstream_pressure+fallback_or_shield_selected+model_fallback_disagreement+risk_gate_triggered+rule:pibt_lite_safe_handoff+source_queue_delay+source_queue_long_backlog,body,45,45,0,1,45,64,true,1.0
2ff734f4e766403197a4,trace_highflow_4p0,4.0,53,50,36,no_fault,downstream_pressure+p95_tail,p95_tail,1,1,0,1,1,64,true,1.0
3022725de69a61604794,trace_fault_delayed,2.5,52,50,31,fault_scenario_inactive_here,downstream_pressure+p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,1,1,0,1,1,64,true,1.0
3052b6e4a71c8c6e9265,trace_fault_delayed,2.5,52,48,12,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,23,23,0,1,23,64,true,1.0
30d88bc54a40301bb17a,trace_highflow_2p5,2.5,52,48,52,no_fault,downstream_pressure+fallback_or_shield_selected+local_queue_pressure+model_fallback_disagreement+risk_gate_triggered+rule:pibt_lite_safe_handoff+source_queue_delay+source_queue_long_backlog,body,5,5,0,1,5,64,true,1.0
3119f8f0ca5574f314bf,trace_highflow_2p5,2.5,3,49,32,no_fault,downstream_pressure,body,9,9,0,1,9,64,true,1.0
31bc0a743f577d6705f8,trace_highflow_4p0,4.0,2,50,11,no_fault,p95_tail,p95_tail,6,6,0,1,6,64,true,1.0
3207416a27eabe987a3f,trace_highflow_2p5,2.5,3,49,37,no_fault,downstream_pressure+fallback_or_shield_selected+local_queue_pressure+rule:predicted_candidate_allowed,body,1,1,0,1,1,64,true,1.0
325098b4ba5ef89d6550,trace_highflow_4p0,4.0,4,48,27,no_fault,downstream_pressure,body,6,6,0,1,6,64,true,1.0
3256f4783496dda92c7a,trace_highflow_2p5,2.5,1,50,44,no_fault,downstream_pressure+local_queue_pressure+p95_tail,p95_tail,8,8,0,1,8,64,true,1.0
327df7dc13128eb5914e,trace_fault_delayed,2.5,0,50,14,fault_scenario_inactive_here,p95_tail,p95_tail,4,4,0,1,4,64,true,1.0
32a622cc7efa5025aa19,trace_fault_delayed,2.5,2,50,36,fault_scenario_inactive_here,downstream_pressure+p99_tail,p99_tail,4,4,0,1,4,64,true,1.0
32c9fff57c84a0b3d61b,trace_highflow_2p5,2.5,52,48,27,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,14,14,0,1,14,64,true,1.0
3329b8b3dad27f2a374c,trace_fault_delayed,2.5,52,50,52,fault_scenario_inactive_here,downstream_pressure+fallback_or_shield_selected+model_fallback_disagreement+p99_tail+risk_gate_triggered+rule:pibt_lite_safe_handoff+source_queue_delay+source_queue_long_backlog,p99_tail,1,1,0,1,1,64,true,1.0
334e9f15d0bd42d6874b,trace_highflow_4p0,4.0,5,49,23,no_fault,downstream_pressure,body,1,1,0,1,1,64,true,1.0
3366a009b3774346f738,trace_fault_delayed,2.5,52,50,26,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,7,7,0,1,7,64,true,1.0
339866326c5cf3d5d18e,trace_highflow_2p5,2.5,0,50,8,no_fault,p99_tail,p99_tail,2,2,0,1,2,64,true,1.0
33e3f2ca885609d7970f,trace_highflow_2p5,2.5,5,47,27,no_fault,downstream_pressure,body,11,11,0,1,11,64,true,1.0
340889b9b7cd786fa755,trace_highflow_2p5,2.5,52,50,31,no_fault,p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,15,15,0,1,15,64,true,1.0
34142a0c75f229b09a71,trace_highflow_2p5,2.5,5,49,32,no_fault,downstream_pressure+fallback_or_shield_selected+model_fallback_disagreement+risk_gate_triggered+rule:pibt_lite_safe_handoff,body,2,2,0,1,2,64,true,1.0
34246394c2c1a331de6d,trace_highflow_2p5,2.5,5,49,32,no_fault,downstream_pressure,body,13,13,0,1,13,64,true,1.0
34ded74e15d4baa4246e,trace_highflow_4p0,4.0,52,48,32,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,19,19,0,1,19,64,true,1.0
35266bf41577a7d5a356,trace_highflow_2p5,2.5,52,49,41,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,14,14,0,1,14,64,true,1.0
355befe02720820da527,trace_highflow_4p0,4.0,52,49,41,no_fault,downstream_pressure+local_queue_pressure+source_queue_delay+source_queue_long_backlog,body,1,1,0,1,1,64,true,1.0
35b69316ab00b60f59c8,trace_highflow_4p0,4.0,52,48,34,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,4,4,0,1,4,64,true,1.0
35c385a4504f31670d59,trace_fault_delayed,2.5,53,50,14,fault_scenario_inactive_here,p95_tail,p95_tail,1,1,0,1,1,64,true,1.0
35fb848857b024c11b6b,trace_highflow_2p5,2.5,0,50,36,no_fault,downstream_pressure,body,5,5,0,1,5,64,true,1.0
36a11a6a984be130fe23,trace_highflow_2p5,2.5,5,49,29,no_fault,downstream_pressure,body,1,1,0,1,1,64,true,1.0
37a801f12328be6436bf,trace_highflow_4p0,4.0,52,50,15,no_fault,p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,3,3,0,1,3,64,true,1.0
37b9322fc4ba104820d0,trace_fault_delayed,2.5,0,50,14,fault_scenario_inactive_here,p99_tail,p99_tail,2,2,0,1,2,64,true,1.0
393759d221af0016a757,trace_fault_delayed,2.5,52,50,30,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,92,92,0,1,64,64,true,1.4375
3969fa94ba65543ee967,trace_fault_delayed,2.5,4,49,30,fault_scenario_inactive_here,downstream_pressure,body,2,2,0,1,2,64,true,1.0
39b2267e2fd8f3273f11,trace_highflow_4p0,4.0,52,48,52,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,16,16,0,1,16,64,true,1.0
39bd251fcf22a2d020e5,trace_highflow_4p0,4.0,52,48,12,no_fault,source_queue_delay+source_queue_long_backlog,body,36,36,0,1,36,64,true,1.0
39d41cc4b49c3381dcbd,trace_highflow_2p5,2.5,4,49,27,no_fault,downstream_pressure,body,4,4,0,1,4,64,true,1.0
3a30e9e513699f35712c,trace_highflow_4p0,4.0,0,49,32,no_fault,downstream_pressure,body,1,1,0,1,1,64,true,1.0
3ad39e88dce51296e7d3,trace_highflow_4p0,4.0,3,49,29,no_fault,downstream_pressure,body,1,1,0,1,1,64,true,1.0
3af7e97c0ec318764b44,trace_highflow_2p5,2.5,5,47,18,no_fault,downstream_pressure,body,1,1,0,1,1,64,true,1.0
3b4d5b2987cbd9945b96,trace_highflow_2p5,2.5,0,49,37,no_fault,downstream_pressure+local_queue_pressure,body,1,1,0,1,1,64,true,1.0
3b856c66770a68021ba5,trace_highflow_4p0,4.0,52,50,40,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,2,2,0,1,2,64,true,1.0
3c4696797b0f2742b731,trace_highflow_4p0,4.0,0,50,31,no_fault,p95_tail,p95_tail,1,1,0,1,1,64,true,1.0
3d818d024a856d11612e,trace_fault_delayed,2.5,52,50,44,fault_scenario_inactive_here,downstream_pressure+local_queue_pressure+p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,18,18,0,1,18,64,true,1.0
3dbba10edabd2983eb1f,trace_fault_delayed,2.5,2,50,44,fault_scenario_inactive_here,downstream_pressure+local_queue_pressure,body,6,6,0,1,6,64,true,1.0
3e32abc7670ff0369105,trace_highflow_2p5,2.5,52,49,27,no_fault,source_queue_delay+source_queue_long_backlog,body,23,23,0,1,23,64,true,1.0
3e63e500c95357f0c5d1,trace_fault_delayed,2.5,52,48,13,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,23,23,0,1,23,64,true,1.0
3e9f99d727f1a3f2d6ce,trace_highflow_4p0,4.0,0,49,27,no_fault,downstream_pressure,body,1,1,0,1,1,64,true,1.0
3ea13a7e54f0a6988d02,trace_highflow_2p5,2.5,52,48,29,no_fault,source_queue_delay+source_queue_long_backlog,body,17,17,0,1,17,64,true,1.0
3ef0f1e64ad28f0dc8b7,trace_highflow_2p5,2.5,52,50,30,no_fault,p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,16,16,0,1,16,64,true,1.0
3f0020e8106648915c5b,trace_highflow_4p0,4.0,52,50,36,no_fault,downstream_pressure+p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,3,3,0,1,3,64,true,1.0
3f1b8ce7db1349b5e0d5,trace_highflow_4p0,4.0,3,48,27,no_fault,downstream_pressure,body,5,5,0,1,5,64,true,1.0
3f38cd0e8db82fa5bf50,trace_highflow_4p0,4.0,4,47,27,no_fault,downstream_pressure,body,12,12,0,1,12,64,true,1.0
3faff1a2ffaf852f9139,trace_fault_delayed,2.5,52,50,46,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,6,6,0,1,6,64,true,1.0
401057145922f99c660e,trace_highflow_2p5,2.5,1,50,11,no_fault,p95_tail,p95_tail,8,8,0,1,8,64,true,1.0
40a111139f44c6f511de,trace_highflow_4p0,4.0,5,48,27,no_fault,downstream_pressure+p95_tail,p95_tail,3,3,0,1,3,64,true,1.0
4102100621b82d82f732,trace_highflow_4p0,4.0,1,49,37,no_fault,downstream_pressure,body,2,2,0,1,2,64,true,1.0
41712a35ce4660397256,trace_highflow_2p5,2.5,4,49,29,no_fault,downstream_pressure,body,2,2,0,1,2,64,true,1.0
4194481753aab64cacc1,trace_highflow_4p0,4.0,53,47,21,no_fault,downstream_pressure,body,1,1,0,1,1,64,true,1.0
41ca556e6f25e4dbe226,trace_fault_delayed,2.5,52,50,40,fault_scenario_inactive_here,p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,7,7,0,1,7,64,true,1.0
42059d257c5ab57a8bf5,trace_highflow_4p0,4.0,52,50,44,no_fault,downstream_pressure+local_queue_pressure+source_queue_delay+source_queue_long_backlog,body,40,40,0,1,40,64,true,1.0
4225eed345948a8610ba,trace_fault_delayed,2.5,53,50,44,fault_scenario_inactive_here,downstream_pressure,body,2,2,0,1,2,64,true,1.0
42f9582dee779d294a3f,trace_highflow_2p5,2.5,52,49,52,no_fault,downstream_pressure+fallback_or_shield_selected+model_fallback_disagreement+risk_gate_triggered+rule:pibt_lite_safe_handoff+source_queue_delay+source_queue_long_backlog,body,45,45,0,1,45,64,true,1.0
430ec7dfa6ded9149dcf,trace_highflow_2p5,2.5,52,49,41,no_fault,source_queue_delay+source_queue_long_backlog,body,36,36,0,1,36,64,true,1.0
4349be7a97fc0e8f81ee,trace_fault_delayed,2.5,52,49,32,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,94,94,0,1,64,64,true,1.46875
438839d73136773a19d7,trace_fault_delayed,2.5,52,50,32,fault_scenario_inactive_here,downstream_pressure+local_queue_pressure+source_queue_delay+source_queue_long_backlog,body,3,3,0,1,3,64,true,1.0
44adbebccadc6fa3d0c7,trace_fault_delayed,2.5,4,48,22,fault_local_active,local_fault_state,body,2,2,0,1,2,64,true,1.0
44c8bc2ed1251dd139c4,trace_fault_delayed,2.5,0,47,28,fault_scenario_inactive_here,downstream_pressure,body,1,1,0,1,1,64,true,1.0
45183d1fce6c96899926,trace_highflow_4p0,4.0,52,50,30,no_fault,p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,8,8,0,1,8,64,true,1.0
454428a2cf6e5f374c77,trace_fault_delayed,2.5,52,50,32,fault_scenario_inactive_here,downstream_pressure+p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,12,12,0,1,12,64,true,1.0
455fc37d2ea2aa47ad9e,trace_fault_delayed,2.5,2,50,46,fault_scenario_inactive_here,p99_tail,p99_tail,4,4,0,1,4,64,true,1.0
45d0bb671040c51d00b2,trace_highflow_2p5,2.5,52,48,52,no_fault,source_queue_delay+source_queue_long_backlog,body,38,38,0,1,38,64,true,1.0
45fb50bfdbdc2a2cdd7c,trace_highflow_2p5,2.5,2,50,9,no_fault,p95_tail,p95_tail,10,10,0,1,10,64,true,1.0
46901fd92b2756902cf0,trace_highflow_2p5,2.5,52,49,25,no_fault,source_queue_delay+source_queue_long_backlog,body,10,10,0,1,10,64,true,1.0
46c0e23255d24cdd44e9,trace_highflow_4p0,4.0,1,50,14,no_fault,p95_tail,p95_tail,8,8,0,1,8,64,true,1.0
472c94558c0dffe5c0ac,trace_fault_delayed,2.5,2,50,14,fault_scenario_inactive_here,p95_tail,p95_tail,10,10,0,1,10,64,true,1.0
47378e89d229d93e917e,trace_highflow_4p0,4.0,53,50,15,no_fault,p95_tail,p95_tail,1,1,0,1,1,64,true,1.0
4814d0b372575d96b88d,trace_fault_delayed,2.5,2,50,44,fault_scenario_inactive_here,downstream_pressure,body,7,7,0,1,7,64,true,1.0
48615e1575b40f390714,trace_highflow_4p0,4.0,2,50,44,no_fault,downstream_pressure,body,10,10,0,1,10,64,true,1.0
48980a00fc545c965835,trace_highflow_4p0,4.0,5,48,18,no_fault,p95_tail,p95_tail,3,3,0,1,3,64,true,1.0
48b615b5b862d685a33a,trace_fault_delayed,2.5,52,50,14,fault_scenario_inactive_here,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,1,1,0,1,1,64,true,1.0
48e85a8c295c54ea0a0d,trace_highflow_4p0,4.0,5,49,37,no_fault,downstream_pressure,body,10,10,0,1,10,64,true,1.0
4935680f2326497e2a22,trace_highflow_4p0,4.0,0,50,11,no_fault,downstream_pressure+p95_tail,p95_tail,1,1,0,1,1,64,true,1.0
493bb75c1b94d23dfe13,trace_fault_delayed,2.5,52,50,52,fault_scenario_inactive_here,downstream_pressure+fallback_or_shield_selected+local_queue_pressure+model_fallback_disagreement+p95_tail+risk_gate_triggered+rule:pibt_lite_safe_handoff+source_queue_delay+source_queue_long_backlog,p95_tail,2,2,0,1,2,64,true,1.0
4974c1fb8c33381f926c,trace_fault_delayed,2.5,1,50,8,fault_scenario_inactive_here,p95_tail,p95_tail,8,8,0,1,8,64,true,1.0
4ac3555222bcafd0ec1e,trace_highflow_4p0,4.0,5,48,27,no_fault,downstream_pressure,body,6,6,0,1,6,64,true,1.0
4aeb8f323730e87bd0d6,trace_highflow_4p0,4.0,0,50,36,no_fault,downstream_pressure,body,8,8,0,1,8,64,true,1.0
4aebcd4bca1c4d07c317,trace_highflow_2p5,2.5,53,50,44,no_fault,downstream_pressure+local_queue_pressure+p95_tail,p95_tail,1,1,0,1,1,64,true,1.0
4b6a06ca71d0db49547f,trace_fault_delayed,2.5,52,50,42,fault_scenario_inactive_here,downstream_pressure+p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,2,2,0,1,2,64,true,1.0
4b89505244c6bfbe52dd,trace_highflow_2p5,2.5,52,50,14,no_fault,source_queue_delay+source_queue_long_backlog,body,6,6,0,1,6,64,true,1.0
4b951208cade7c778034,trace_highflow_2p5,2.5,4,49,30,no_fault,downstream_pressure,body,2,2,0,1,2,64,true,1.0
4b981f20d27cb735dfa8,trace_highflow_4p0,4.0,52,50,32,no_fault,downstream_pressure+p99_tail+source_queue_delay+source_queue_long_backlog,p99_tail,6,6,0,1,6,64,true,1.0
4bb2fc9293070852ade4,trace_highflow_4p0,4.0,52,49,12,no_fault,source_queue_delay+source_queue_long_backlog,body,19,19,0,1,19,64,true,1.0
4bc81016684d7ff2d26b,trace_highflow_2p5,2.5,52,50,29,no_fault,p99_tail+source_queue_delay+source_queue_long_backlog,p99_tail,4,4,0,1,4,64,true,1.0
4c4c1a391124ce60f825,trace_fault_delayed,2.5,52,48,32,fault_scenario_inactive_here,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,13,13,0,1,13,64,true,1.0
4c6f6dec3b7b616b549f,trace_highflow_4p0,4.0,52,50,42,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,6,6,0,1,6,64,true,1.0
4cc325a0df0fee29e6eb,trace_highflow_2p5,2.5,52,50,52,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,16,16,0,1,16,64,true,1.0
4cd1ff1ccf7618dc0546,trace_highflow_2p5,2.5,52,49,32,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,61,61,0,1,61,64,true,1.0
4d0fb77a3e0ecdee686b,trace_highflow_2p5,2.5,1,49,37,no_fault,downstream_pressure,body,1,1,0,1,1,64,true,1.0
4d55b519a18b8ccbaa87,trace_highflow_2p5,2.5,2,50,36,no_fault,downstream_pressure+p95_tail,p95_tail,10,10,0,1,10,64,true,1.0
4db0c29166e04d16454a,trace_highflow_4p0,4.0,52,50,43,no_fault,p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,3,3,0,1,3,64,true,1.0
4e0f6ab52e7f834631e7,trace_fault_delayed,2.5,52,49,15,fault_scenario_inactive_here,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,1,1,0,1,1,64,true,1.0
4e270cf752007c53bcec,trace_highflow_2p5,2.5,52,50,41,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,15,15,0,1,15,64,true,1.0
4e981362b68c2469d9c9,trace_highflow_4p0,4.0,2,50,44,no_fault,downstream_pressure+local_queue_pressure+p95_tail,p95_tail,6,6,0,1,6,64,true,1.0
4ec3931f0ce69f85efeb,trace_highflow_2p5,2.5,4,49,32,no_fault,downstream_pressure,body,13,13,0,1,13,64,true,1.0
4ef231bb54213ee52ae4,trace_highflow_2p5,2.5,4,48,45,no_fault,downstream_pressure,body,5,5,0,1,5,64,true,1.0
4f3e580235c9f953b198,trace_highflow_4p0,4.0,5,49,28,no_fault,downstream_pressure,body,1,1,0,1,1,64,true,1.0
4faefb732628e979ce9c,trace_highflow_4p0,4.0,52,48,45,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,20,20,0,1,20,64,true,1.0
50be5a196e273300d783,trace_fault_delayed,2.5,52,49,42,fault_scenario_inactive_here,downstream_pressure+fallback_or_shield_selected+model_fallback_disagreement+risk_gate_triggered+rule:pibt_lite_safe_handoff+source_queue_delay+source_queue_long_backlog,body,10,10,0,1,10,64,true,1.0
50cc2aae307837773ab6,trace_highflow_4p0,4.0,5,47,28,no_fault,downstream_pressure,body,1,1,0,1,1,64,true,1.0
50d5786992aa98019b8c,trace_fault_delayed,2.5,2,50,44,fault_scenario_inactive_here,downstream_pressure+local_queue_pressure+p95_tail,p95_tail,10,10,0,1,10,64,true,1.0
50f81e7751379ba78d2b,trace_highflow_4p0,4.0,52,48,29,no_fault,source_queue_delay+source_queue_long_backlog,body,30,30,0,1,30,64,true,1.0
50fd8bad1d25e0c5574d,trace_highflow_4p0,4.0,53,48,27,no_fault,downstream_pressure,body,1,1,0,1,1,64,true,1.0
514fd44fa56d54b5ee0c,trace_highflow_4p0,4.0,5,47,22,no_fault,downstream_pressure+fallback_or_shield_selected+model_fallback_disagreement+risk_gate_triggered+rule:pibt_lite_safe_handoff,body,1,1,0,1,1,64,true,1.0
519df83de3190aed6215,trace_fault_delayed,2.5,52,48,40,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,56,56,0,1,56,64,true,1.0
51e60f4f1fb265a1a634,trace_highflow_4p0,4.0,1,50,36,no_fault,downstream_pressure,body,5,5,0,1,5,64,true,1.0
525f1b45617d1cca6752,trace_fault_delayed,2.5,52,50,52,fault_scenario_inactive_here,downstream_pressure+p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,3,3,0,1,3,64,true,1.0
52651c7ddbe2352d6f28,trace_highflow_4p0,4.0,1,49,33,no_fault,downstream_pressure,body,1,1,0,1,1,64,true,1.0
52b97eaff1e10f1ea9cb,trace_fault_delayed,2.5,2,47,27,fault_scenario_inactive_here,downstream_pressure,body,7,7,0,1,7,64,true,1.0
52e445a1beea7330dd47,trace_fault_delayed,2.5,52,49,37,fault_scenario_inactive_here,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,44,44,0,1,44,64,true,1.0
5302c02509557bde567b,trace_highflow_2p5,2.5,52,49,15,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,1,1,0,1,1,64,true,1.0
534c1578c9ffa1e58245,trace_highflow_2p5,2.5,52,49,43,no_fault,source_queue_delay+source_queue_long_backlog,body,10,10,0,1,10,64,true,1.0
537e040ec233506934b1,trace_fault_delayed,2.5,52,50,52,fault_scenario_inactive_here,downstream_pressure+fallback_or_shield_selected+model_fallback_disagreement+p95_tail+risk_gate_triggered+rule:pibt_lite_safe_handoff+source_queue_delay+source_queue_long_backlog,p95_tail,5,5,0,1,5,64,true,1.0
544b1b8b6549c63e75de,trace_highflow_2p5,2.5,52,50,52,no_fault,downstream_pressure+fallback_or_shield_selected+model_fallback_disagreement+p99_tail+risk_gate_triggered+rule:pibt_lite_safe_handoff+source_queue_delay+source_queue_long_backlog,p99_tail,1,1,0,1,1,64,true,1.0
54e1836158cc0c8c09e3,trace_fault_delayed,2.5,52,48,23,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,22,22,0,1,22,64,true,1.0
5506541856b378addb83,trace_highflow_2p5,2.5,52,49,52,no_fault,downstream_pressure+fallback_or_shield_selected+local_queue_pressure+model_fallback_disagreement+risk_gate_triggered+rule:pibt_lite_safe_handoff+source_queue_delay+source_queue_long_backlog,body,7,7,0,1,7,64,true,1.0
552be125bef6f3267189,trace_highflow_2p5,2.5,0,50,44,no_fault,downstream_pressure+local_queue_pressure+p95_tail,p95_tail,4,4,0,1,4,64,true,1.0
5543f3d2f558ea3c0306,trace_highflow_2p5,2.5,52,50,52,no_fault,downstream_pressure+local_queue_pressure+source_queue_delay+source_queue_long_backlog,body,12,12,0,1,12,64,true,1.0
555ba94633ef7e8a2a44,trace_highflow_4p0,4.0,4,49,37,no_fault,downstream_pressure+local_queue_pressure,body,11,11,0,1,11,64,true,1.0
556d5af1cd6a8af89102,trace_fault_delayed,2.5,52,50,36,fault_scenario_inactive_here,downstream_pressure+p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,2,2,0,1,2,64,true,1.0
55786a9348b12f4894ef,trace_fault_delayed,2.5,53,50,15,fault_scenario_inactive_here,p95_tail,p95_tail,1,1,0,1,1,64,true,1.0
561522394011e01463f0,trace_highflow_2p5,2.5,3,49,37,no_fault,downstream_pressure+local_queue_pressure,body,7,7,0,1,7,64,true,1.0
5617488fd78a3dca43da,trace_highflow_4p0,4.0,52,49,27,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,10,10,0,1,10,64,true,1.0
56530eca7091802e15d1,trace_highflow_4p0,4.0,5,48,22,no_fault,downstream_pressure,body,1,1,0,1,1,64,true,1.0
566f958ab1d9e55b5f18,trace_fault_delayed,2.5,5,49,37,fault_scenario_inactive_here,downstream_pressure+local_queue_pressure,body,9,9,0,1,9,64,true,1.0
5687faf229f8bb9315d8,trace_fault_delayed,2.5,5,49,23,fault_scenario_inactive_here,downstream_pressure,body,1,1,0,1,1,64,true,1.0
568a5ed75e022f5f655e,trace_fault_delayed,2.5,5,49,29,fault_scenario_inactive_here,downstream_pressure,body,1,1,0,1,1,64,true,1.0
57318f5514421923ce18,trace_fault_delayed,2.5,3,47,22,fault_local_active,local_fault_state,body,4,4,0,1,4,64,true,1.0
57503e2b35f3f047fbe3,trace_highflow_2p5,2.5,2,50,2,no_fault,p99_tail,p99_tail,4,4,0,1,4,64,true,1.0
576ec639a44112648c50,trace_highflow_2p5,2.5,0,50,0,no_fault,p99_tail,p99_tail,2,2,0,1,2,64,true,1.0
5772f10136d9e0fb1f4b,trace_fault_delayed,2.5,52,50,41,fault_scenario_inactive_here,p99_tail+source_queue_delay+source_queue_long_backlog,p99_tail,1,1,0,1,1,64,true,1.0
577321cbaa7e575caa7c,trace_fault_delayed,2.5,4,49,29,fault_scenario_inactive_here,downstream_pressure,body,2,2,0,1,2,64,true,1.0
57bfe7955154fcc67bc1,trace_fault_delayed,2.5,52,48,31,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,22,22,0,1,22,64,true,1.0
586cca485986f0f08297,trace_highflow_2p5,2.5,52,50,26,no_fault,source_queue_delay+source_queue_long_backlog,body,7,7,0,1,7,64,true,1.0
58e5cdb9d92e9649797c,trace_highflow_4p0,4.0,52,49,32,no_fault,source_queue_delay+source_queue_long_backlog,body,76,76,0,1,64,64,true,1.1875
596fb97cae420c6961ed,trace_highflow_2p5,2.5,52,48,33,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,9,9,0,1,9,64,true,1.0
59973e9e8b620ecc52da,trace_highflow_4p0,4.0,3,47,27,no_fault,downstream_pressure,body,11,11,0,1,11,64,true,1.0
59b454aa29a334114cb2,trace_highflow_4p0,4.0,52,50,52,no_fault,downstream_pressure+local_queue_pressure+source_queue_delay+source_queue_long_backlog,body,5,5,0,1,5,64,true,1.0
5a024f3a747d1a880c83,trace_highflow_2p5,2.5,0,50,11,no_fault,p99_tail,p99_tail,2,2,0,1,2,64,true,1.0
5a075f9a22eb038b6ace,trace_highflow_2p5,2.5,2,47,28,no_fault,downstream_pressure,body,2,2,0,1,2,64,true,1.0
5a23a01fe45c9f42d938,trace_highflow_4p0,4.0,52,50,31,no_fault,p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,8,8,0,1,8,64,true,1.0
5a475e11d572501de230,trace_fault_delayed,2.5,52,50,33,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,49,49,0,1,49,64,true,1.0
5ad040ee75c8be60129f,trace_fault_delayed,2.5,52,50,15,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,6,6,0,1,6,64,true,1.0
5af258433f70ab413277,trace_highflow_2p5,2.5,52,50,29,no_fault,source_queue_delay+source_queue_long_backlog,body,63,63,0,1,63,64,true,1.0
5af73cb67e74ba860ccc,trace_highflow_2p5,2.5,52,49,32,no_fault,source_queue_delay+source_queue_long_backlog,body,94,94,0,1,64,64,true,1.46875
5bac7df90e74a2518354,trace_fault_delayed,2.5,3,49,27,fault_scenario_inactive_here,downstream_pressure,body,5,5,0,1,5,64,true,1.0
5bc2f65c9e778c461aa9,trace_fault_delayed,2.5,0,49,37,fault_scenario_inactive_here,downstream_pressure+local_queue_pressure,body,1,1,0,1,1,64,true,1.0
