schema,descriptor_id,split,signed_class,beneficial_label,harmful_label,benefit_probability_mean,benefit_probability_lcb,harmful_probability_mean,harmful_probability_ucb,utility_mean_seconds,utility_lcb_seconds,activation
czr005.g4irsf16.calibration.v1,16983b7c86e17cbca1ec6a02657718b45825f69c3559aaa522c166f44ba16001,calibration,HARMFUL,0,1,0.004999325298114439,0.0020818229550613365,0.883304836169683,0.8946771354311301,-1.1600916060355737,-1.42093550167613,False
czr005.g4irsf16.calibration.v1,17d05e6a78ffb732490331383b43a7e3d94b6358ec38638840ebe776e523e96a,calibration,HARMFUL,0,1,0.0009548559454392406,0.0005251883677606439,0.4938398438245039,0.5603671390984207,0.08380604625311366,-0.10459291649559824,False
czr005.g4irsf16.calibration.v1,1ae4da607af640dbb65aa9e15e7ae40e19ed4b27db76f3516c9220bd7bd51cb1,calibration,NEUTRAL,0,0,0.005461095504508733,0.0020318131116616894,0.7591455765832117,0.83576437122227,-0.4704158649513323,-0.6905949761874352,False
czr005.g4irsf16.calibration.v1,1debd168e21b3a90ebe633e6c6f36851e2e898b8ed2c13a70e60507d118d8945,calibration,HARMFUL,0,1,0.0339662192047891,0.015615069122194989,0.7614260078954156,0.80437652964003,-0.6084943654442011,-0.8996045145205875,False
czr005.g4irsf16.calibration.v1,201df97f790ed46e3211e9d9af215db0b1c783ed48403f9722cab858af3b0118,calibration,BENEFICIAL,1,0,0.021991756721232197,0.010487582564398166,0.5982359778910429,0.6585306179996595,-0.225308497171429,-0.4601094198191802,False
czr005.g4irsf16.calibration.v1,23fc6022a9968c292fd03fec6acc41d1689e96310137902350429c48360bcb32,calibration,HARMFUL,0,1,0.002569025545610469,0.0010547496202575881,0.4951766158642225,0.5736115621186382,0.17022535802181132,-0.0082702058314994,False
czr005.g4irsf16.calibration.v1,2732ea5b0f8284da0ceb0d5bfff832d9cf79bf3f35f37e2194d687d73cae4a1c,calibration,NEUTRAL,0,0,0.010866377508222377,0.005355951088583676,0.8576353233044516,0.9082883937433227,-0.7185196359891017,-0.967789495688314,False
czr005.g4irsf16.calibration.v1,27a692e0ecdc14a9c411254ddf833e23795da1b2052809999341733eea8094cb,calibration,NEUTRAL,0,0,0.0015109064957373106,0.0006676472760375782,0.44451176914464124,0.5146981830798562,-0.4986556965851262,-0.8936917115654233,False
czr005.g4irsf16.calibration.v1,27a9c014eb4c2101c658cea23b3931f356d23c82db39fdcf4c2e6443c1ff62dc,calibration,HARMFUL,0,1,0.0014417320432027147,0.000483793327870142,0.9356132966946218,0.9593503878050025,-1.0386193104661405,-1.2597310167808047,False
czr005.g4irsf16.calibration.v1,2979ccec50c7707b4a1d99192bfeb1d9af6b23664f8b714991af966c31f24bb4,calibration,NEUTRAL,0,0,0.019681328599360753,0.008693276724649477,0.7778030344956732,0.8365678661450879,0.049567986479094196,-0.14363247549086997,False
czr005.g4irsf16.calibration.v1,29d28e86fdf9d91df6210927ba10954841ec85d4dc6bc54a4297e6e9d5eef950,calibration,HARMFUL,0,1,0.007008738599986531,0.0019298832840233186,0.7987795586032405,0.8476526026096507,-0.39031398029029024,-0.6966600339531644,False
czr005.g4irsf16.calibration.v1,2a1cbe9a26434c3ff0259a369eb62e3ff09bb86fffd27b5c814a5994e61fba7a,calibration,NEUTRAL,0,0,0.004535136370824411,0.0010478140119408133,0.8562518146887501,0.8821409017499253,-1.6686210561950792,-2.116215003005708,False
czr005.g4irsf16.calibration.v1,2aa69acce4e09cd5aa30c8396b505a5dfa2d285b744a765e6b679fdc26207f2a,calibration,HARMFUL,0,1,0.01768464699258659,0.013243195359846586,0.5594609155619219,0.6021251706089353,-0.779832177798244,-1.3296359717578712,False
czr005.g4irsf16.calibration.v1,2f73f24659668dec63e1357ce1090af0b84e989da1cccc14fcbc3f4c9f32835e,calibration,NEUTRAL,0,0,0.07269989394957495,0.0465187633851244,0.4802103548542424,0.5879606853902204,-0.21989586699331062,-0.5883591231851548,False
czr005.g4irsf16.calibration.v1,2fbcb2ddb0c716c5826bb4975cbb80d00a1efbbab0b3db5cbee999bda21e8e68,calibration,HARMFUL,0,1,0.0032505610216891512,0.0007389118533478481,0.9725518069586628,0.9873585817581191,-0.8828827114426969,-1.0396842654142016,False
czr005.g4irsf16.calibration.v1,31c823fde879c17f7e91e0260d368deee1f076c9cbee3990a07c9dc950507a84,calibration,NEUTRAL,0,0,0.03332973330952042,0.02170577472974743,0.579070089435637,0.6370381460246178,-0.09477590662254591,-0.2526264810410039,False
czr005.g4irsf16.calibration.v1,33efd69f5f4a95a18c32c5466d351726dd8b2c2c1b63b291cd1c19d21400313c,calibration,NEUTRAL,0,0,0.002468914111271602,0.0009941993936081897,0.45541916815324734,0.5261313429413542,-0.20380121714802343,-0.46461596697779306,False
czr005.g4irsf16.calibration.v1,34756d4d12e83ef77da5eb4929fbafd1b99b13ae63c487f1fb21f708f73da4d9,calibration,HARMFUL,0,1,0.002392771240355389,0.001020074640098764,0.8932001156264716,0.9131254690258881,-1.0452179018029524,-1.17822868226723,False
czr005.g4irsf16.calibration.v1,34aef8ad522b3ec0b846a575f59e73283aad4ec4abfa130a1bc1fe53985c1f61,calibration,NEUTRAL,0,0,0.004738983592986287,0.0029355256935408107,0.08621565942782715,0.16144750243586184,-0.2869335459175285,-0.6436007803440762,False
czr005.g4irsf16.calibration.v1,34d1395e008d44e2a3b130628f4b09129fcf1b32be881d1223cb3f19e14d5bc9,calibration,BENEFICIAL,1,0,0.058657756961337994,0.04265507006925847,0.500287288911438,0.5489209481099429,0.14641648916020145,-0.12001858372072581,False
czr005.g4irsf16.calibration.v1,3618fa4ac3f9b1f4409bf44932611443a7db1cd1964f3556800eddf5a7321918,calibration,HARMFUL,0,1,0.051909893326929725,0.03651712149521096,0.634939047731733,0.6835713560919904,-0.12882087642174264,-0.3096361828627328,False
czr005.g4irsf16.calibration.v1,384aae29f61fcecba975a89bb8f681929528e4027572e92121baaf4b5d80d6db,calibration,HARMFUL,0,1,0.00064821088922131,0.00014948407322611213,0.9502250817660154,0.9768260424531432,-1.8980932308879597,-2.4861395987489745,False
czr005.g4irsf16.calibration.v1,3872d0af65908fe7302ab423a627ff49ceba6f1989938ed7b700b6a6889e8aeb,calibration,HARMFUL,0,1,0.00554640652212631,0.0010579032632494895,0.8652803492911675,0.8911116489715075,-1.3697954554321274,-1.7343707286122776,False
czr005.g4irsf16.calibration.v1,3a5940e4d83a36859480bd96870fd3c04755aafb20a12d237546f9388168bea3,calibration,HARMFUL,0,1,0.006225231033768238,0.0013451890721186404,0.7203997888608172,0.7731861213970747,-1.0127479788037732,-1.4043918889187608,False
czr005.g4irsf16.calibration.v1,3a71815a944168beec18be20a810f94014ba74c2ff85650a9ba67640f0c44f27,calibration,HARMFUL,0,1,0.007915224626625547,0.0034841810525730226,0.7039072472679874,0.7654236520743751,-0.9087815459173721,-1.4262071119475395,False
czr005.g4irsf16.calibration.v1,3e2a8deddb463b59f10c76982c79f2d72b64c944bc199037a8db1e48435e15e3,calibration,HARMFUL,0,1,0.01759462317846512,0.012343135615667364,0.546999650886204,0.6032235012052434,-0.1668784581877742,-0.42361060022916086,False
czr005.g4irsf16.calibration.v1,3fc67c8a0c6bc87daf8203877a96cc3ab696e9c75a45b07acfc545041abb917f,calibration,HARMFUL,0,1,0.0019625929528883884,0.000969019715882364,0.9952173926825858,0.998576014700761,-1.703368936375177,-2.052336334067804,False
czr005.g4irsf16.calibration.v1,41063027986b209ce76a854fb79a1317df0a00c668444c4471fa5178be8b3c0d,calibration,HARMFUL,0,1,0.0032584063361379943,0.0014934606935710045,0.867093786174256,0.9143447781666895,-1.1430193860889577,-1.7283507828623776,False
czr005.g4irsf16.calibration.v1,436d36664fc5566e02de10aca09dfdf8c1ff75b640a8410483369fc440b9e567,calibration,HARMFUL,0,1,0.04792593535757308,0.03248631135580661,0.6217922268892344,0.6658998468671715,-0.25300186445224143,-0.4067181913269775,False
czr005.g4irsf16.calibration.v1,44965345892d56d4e6e677ab3e818a2515aa918cbea9cce1ca075819b6b7564d,calibration,HARMFUL,0,1,0.005556069648289005,0.0036749869969786393,0.9830250186340056,0.9919910463333556,-1.2053498223942427,-1.4755257477409518,False
czr005.g4irsf16.calibration.v1,44b41329fa1f9f0a658775f7051ce3d97c5b587d3b4b965c86a4c173a8111cd5,calibration,HARMFUL,0,1,0.007061030892331346,0.00564703184519939,0.8599392198776858,0.8909679675148561,-1.2452809144824104,-1.6759147004406194,False
czr005.g4irsf16.calibration.v1,44fa2ee571c8abab8b51efa3159f43d063bbd3c185253588cf45e40238a84ec4,calibration,HARMFUL,0,1,0.06216483249351094,0.0438045860059278,0.5332553293847474,0.5889959965755491,-0.01451390141655896,-0.21760114647746856,False
czr005.g4irsf16.calibration.v1,4555ae9876128d6889db412cc33a1616b28f00bf6eb05c386c4cc7bbeffd2508,calibration,HARMFUL,0,1,0.003508806435327359,0.001436296311307767,0.9717886590215669,0.9885433073327711,-0.4016868650137059,-0.6825798040055213,False
czr005.g4irsf16.calibration.v1,4c3e097cf9d862d1bd05081b84c5b7885bc2f828ea730aad423dccac0c2567bf,calibration,HARMFUL,0,1,0.04293725971467474,0.0283662155947619,0.5377518427087372,0.5806936445909999,-0.3745906017493907,-0.5706950984805743,False
czr005.g4irsf16.calibration.v1,4d3e14d22a9b12e3380f6ebb2ed84f0ee66dfd5a4f410692a3e46a617a16c28c,calibration,NEUTRAL,0,0,0.032406973490770714,0.020903572581000347,0.44968049781071984,0.5118324227088875,-0.4369761386074522,-0.7054542285569323,False
czr005.g4irsf16.calibration.v1,4eaab22a8cfd228595d7a9c00d9c9bc803f5a2a18ee004c2a3da6c1dd528a170,calibration,HARMFUL,0,1,0.0022716000509814234,0.0004253703765403155,0.9152705564013278,0.9389481621328021,-1.3942761846846032,-1.7249098945029302,False
czr005.g4irsf16.calibration.v1,4f6b7d192e9cc03c7d6b957c18acde265b57be61405111f625dc161c79bd22ad,calibration,HARMFUL,0,1,0.0026261181918639403,0.00048757474881418574,0.9252998217382696,0.9465074453733486,-1.5741692258034408,-1.8888788006530648,False
czr005.g4irsf16.calibration.v1,51470029790f38c0c9e4eafd56c8d47e93373fd9a63f3fbbb31d391bd3f40ff8,calibration,HARMFUL,0,1,0.023070013216221933,0.014500849367738829,0.6244515428380056,0.6869331016331747,-0.7260014406710981,-1.1728170896742944,False
czr005.g4irsf16.calibration.v1,544019dd48614f5cd1bae70f9051edfb70f5a296b7bef04c203610bbbac8e510,calibration,HARMFUL,0,1,0.004816698798521003,0.003513401346010689,0.8771237355949515,0.908631568788764,-1.3343617951099795,-1.8683092159893064,False
czr005.g4irsf16.calibration.v1,578ab74431b7afac21531324f06ddc0d89698d897095f5f06390ec5f0b9e0721,calibration,NEUTRAL,0,0,0.0006116661063934613,0.00023430358811091107,0.4578346508499143,0.5560198275966761,-0.156421022014692,-0.40788170365847093,False
czr005.g4irsf16.calibration.v1,582e062e1f943b962a004a5da79325939e94c0f737cdbd322e1e0dc6324e5c3d,calibration,NEUTRAL,0,0,0.019606180726374708,0.014893464735430193,0.5622715558952662,0.6005313796573178,-0.7810763278883182,-1.3154727201115741,False
czr005.g4irsf16.calibration.v1,5c2b7fb5564d9b365bc8e9df8fd7a4c6961ebf7671426f73c4d099390bdf200b,calibration,NEUTRAL,0,0,0.05248216542511266,0.03878295465799554,0.5509131734027303,0.621473620297827,-0.08196324423168957,-0.2579199714756823,False
czr005.g4irsf16.calibration.v1,5d93c1349196ae75f52330589574a933b35364760c6aac4a463216e7e6a8dbcd,calibration,HARMFUL,0,1,0.01431155589818661,0.0047734771126356525,0.8072814303919659,0.8575513762690121,-0.6257294004186292,-0.9782584006686074,False
czr005.g4irsf16.calibration.v1,5e9e77b15b322d98a66798591d7593c767927465c7ba56ccefee59346f183b52,calibration,HARMFUL,0,1,0.00044744617297366957,0.0001859038282195418,0.393534045985835,0.5075526973992591,0.386828147581023,0.11068480457384086,False
czr005.g4irsf16.calibration.v1,5f0f98b4b4c0dedd366935d688a7c55324c26ea669b11f315994fb375d615e6d,calibration,NEUTRAL,0,0,0.006640135448356978,0.003256569537049291,0.25442807698607633,0.3224743494588256,-0.19099676063858442,-0.5849511897121773,False
czr005.g4irsf16.calibration.v1,6418f5ff14b10688f8df4d818589a8be74bd8babcf95395ce8523adfa52a25f4,calibration,BENEFICIAL,1,0,0.030230950415887924,0.016226488030494403,0.328947843991081,0.4478173419409617,-0.18386672805999604,-0.4835742042333678,False
czr005.g4irsf16.calibration.v1,68f19db08a3f2d8f40699740a1ad80b154383a7cd22ad87c81dc4eebf30f8394,calibration,HARMFUL,0,1,0.003835989181344612,0.002181498333254767,0.994839362931368,0.9980522679185125,-1.615256925324096,-1.9490048047637143,False
czr005.g4irsf16.calibration.v1,6b3bbecfd49097e58f2a0c141fdb42ff27b1171a07356b95787d22cee80f865a,calibration,HARMFUL,0,1,0.000783281680818062,0.00025992861404943693,0.41635059615086695,0.48940920999280935,-0.16377948806961615,-0.31446015269739713,False
czr005.g4irsf16.calibration.v1,6b40723b1cc566ab1d938820e46cf28c73da9c591a462a027c2421c641c415aa,calibration,HARMFUL,0,1,0.0008036907930683122,0.0004099141306137499,0.4943146069734403,0.5734865635533871,0.1668565144374638,-0.062226178100850446,False
czr005.g4irsf16.calibration.v1,6c461b2e050aa9808180d576813893f986edcff6682c1fc4a34e82a610978d7b,calibration,HARMFUL,0,1,0.0031476001826410025,0.0013182146667300334,0.49310047853153016,0.5897921765338007,0.3978214160195105,0.08994049735729476,False
czr005.g4irsf16.calibration.v1,6e2c62da2900de9f63e01b5329ec4efdcbca95e5011e0a063eaafcbdf2cfb119,calibration,NEUTRAL,0,0,0.023647094203242867,0.011526091232344608,0.4323841875630219,0.5575056888568899,-0.5398731300668039,-0.8687186225713024,False
czr005.g4irsf16.calibration.v1,70d38794676d9e656c741cc39c6d29640b2a9b0107bfe8ab1b9ac6bafb28b8ea,calibration,HARMFUL,0,1,0.011771768087635434,0.0049785566984996915,0.8288173369692224,0.8677104173507405,-0.15427389890266682,-0.6277834613054453,False
czr005.g4irsf16.calibration.v1,72c5ce4d683b3c12732f7e447cc7c5227ea7a13f09b82b2199350194b658ae59,calibration,HARMFUL,0,1,0.003430976465404611,0.0014356393486276214,0.9732982982547563,0.98923984069444,-0.37942592815065734,-0.6931723273624436,False
czr005.g4irsf16.calibration.v1,769efe9a6a926973e96ff5164ade940191bfd99aca1bd2d31c71ac21f4afbe30,calibration,HARMFUL,0,1,0.0051694699967954495,0.0037589909691108318,0.86135952190791,0.8943784132562819,-1.328708123067009,-1.828501938033554,False
czr005.g4irsf16.calibration.v1,76a69f1f868457a51814691682a2e9e82954f6578e75e9764b28c34a13c8ce6b,calibration,HARMFUL,0,1,0.0077197742557860195,0.0015486131343083083,0.7690350692080359,0.8049667252613326,-0.9556299088419368,-1.1997687869294942,False
czr005.g4irsf16.calibration.v1,7783e64837f2619b6c94ddd42e91ddc190b9757565e76ce0bca1f818d2f20f4c,calibration,HARMFUL,0,1,0.0015747235418881978,0.0006996207487432858,0.9513975277942222,0.9691036716655028,-1.142941842887451,-1.3963697231294192,False
czr005.g4irsf16.calibration.v1,787ef17eb3b31f4407392b4b6b26b43fe5919e917b55e53a0441d113a792f6bb,calibration,HARMFUL,0,1,0.00629766965269279,0.002545332810467264,0.9099400693225496,0.9230173433241788,-1.023711838636114,-1.4190665165344,False
czr005.g4irsf16.calibration.v1,78c0548f3e3f7aec3b0a66ff937939283c89f684c5f5521df5de17528d5818ed,calibration,HARMFUL,0,1,0.021009712870396584,0.013947491279204806,0.5260683243398896,0.575974441796957,-0.35662579363311314,-0.5989140017116785,False
czr005.g4irsf16.calibration.v1,7afd02ae64a6b4e7d9b9f6aabb5e64de07b1b7451f205ad585cbe6835624990a,calibration,HARMFUL,0,1,0.05619289587202426,0.04136353929890428,0.5918055221212956,0.6611230360054149,-0.1203567933007384,-0.3383454014660898,False
czr005.g4irsf16.calibration.v1,7c025c59afff5c1a5eeca665424e6b77a43538ffac50cda192486f9c0b8013e9,calibration,NEUTRAL,0,0,0.03416548624488374,0.024894286127469505,0.5619133238853856,0.622813470322455,-0.47195031598445664,-0.7358190880876041,False
czr005.g4irsf16.calibration.v1,7e12e38748cc9efc621237f3c463b5bbd35aae2df2b6080258896ccad1757cd9,calibration,HARMFUL,0,1,0.04577476523285027,0.032606879312721146,0.5952171214248416,0.6428180069827095,-0.5126596399375383,-0.7416674668338827,False
czr005.g4irsf16.calibration.v1,81302e9914e260dd2690d07688c12bec6c0a8efbfebb7dabf390f0665f0cc800,calibration,HARMFUL,0,1,0.004901367148025569,0.0017922116411227518,0.8795241481581856,0.8943143295574689,-1.2541970717288313,-1.542036054199611,False
czr005.g4irsf16.calibration.v1,835ccbd324659c5f162662ed3553b42807d130c142021a78dff0f2218b00119b,calibration,NEUTRAL,0,0,0.01077443072333183,0.0014052409926614,0.8707138096591951,0.90802624453483,-1.1588977701066798,-1.478116248438396,False
czr005.g4irsf16.calibration.v1,8410a7e5eb246698843714efd9ddc237579e2452c52a2fe18c48f38c37db7d4f,calibration,HARMFUL,0,1,0.003325719420270504,0.00120908489891572,0.9768292050899401,0.9895189618981959,-0.6396118213653237,-0.9143631902158302,False
czr005.g4irsf16.calibration.v1,87d69727a3b0b4d04857df47de391c1bd2ae92b200f32023b4b217abd0f09a89,calibration,NEUTRAL,0,0,0.006741970510682881,0.0014382982578795799,0.7135741658706996,0.7646884805721769,-1.0286634036651061,-1.4260733000478631,False
czr005.g4irsf16.calibration.v1,8a1cd9d67f022e4ac17c24f79d341b475612c918e8398da2adaa9075422e28e7,calibration,HARMFUL,0,1,0.005552356142148837,0.00255360846092166,0.7156420424808266,0.795195061438073,-0.42370052944206843,-0.6604828082165409,False
czr005.g4irsf16.calibration.v1,8a6daad54aa9cc8a4a05efc635bf729b8af23146a385dfdf7f1ac9ffa8a1415b,calibration,HARMFUL,0,1,0.05055066407675572,0.035438780028658565,0.6020244590031346,0.6474122394457018,-0.2699248507189981,-0.420729465186125,False
czr005.g4irsf16.calibration.v1,8a99059544909bf4d0d8bf179197402a93613eb0f8a1674846670ebbca3aece9,calibration,NEUTRAL,0,0,0.004964068188444735,0.002930221311023611,0.5205873642363122,0.5998209290937979,-0.0005246572056148043,-0.2770321793376946,False
czr005.g4irsf16.calibration.v1,8ba1219b3648023179e39fa6918983eed2109a3df28ccf91d42d395abbfbc432,calibration,NEUTRAL,0,0,0.0005467494519188,0.0002219001382825101,0.39887046171570667,0.5092757616614776,0.39958243916460867,0.17479121665762146,False
czr005.g4irsf16.calibration.v1,8cd4abdb84d6d43e670858d0521729f197d3102e7a9e441265dadf2e7d09ca88,calibration,HARMFUL,0,1,0.05389114775059482,0.03728710516783794,0.5694761912723751,0.6153933408034833,-0.1809521196138258,-0.346133585842132,False
czr005.g4irsf16.calibration.v1,8d3131854c923f115577c3b74d3e4edec283b78f6e18120f36f2191726c8288c,calibration,HARMFUL,0,1,0.0017055444133510385,0.000610084374510269,0.9293216008160377,0.9478054712831134,-1.391913057203947,-1.7706438225413716,False
czr005.g4irsf16.calibration.v1,903ab114de522155147491de4c15056d8f81109a64cf8c326a41a43c8c159ce2,calibration,HARMFUL,0,1,0.022892684786178105,0.016407818731915692,0.5288700202198378,0.5656116132795163,-0.08239419356702263,-0.2465478151432011,False
czr005.g4irsf16.calibration.v1,981f3adca0c641c6e17054a9a3378772c64dad2867fff6f5d5eca19cadb894f2,calibration,HARMFUL,0,1,0.036751883419600576,0.024948068782801373,0.5840347684579552,0.6180334035761195,-0.40738380236849503,-0.645513067754508,False
czr005.g4irsf16.calibration.v1,996c6db7feafedc9d586fc9eb58d0f221033ad048ece635380c624f70012706b,calibration,HARMFUL,0,1,0.013282165857592712,0.005021663239757113,0.8348705515629649,0.8747360022931905,-0.400736489652404,-0.8003624200623489,False
czr005.g4irsf16.calibration.v1,9a0d665952692c718b05aca904553a4ba87bf77ddae3838a79d2f3017c2d2c0c,calibration,HARMFUL,0,1,0.028929326027049337,0.011522747183607396,0.8989574685028835,0.9627115693675072,0.9004038655561712,0.002490750377279055,False
czr005.g4irsf16.calibration.v1,9b5934789a598ef53538914b659a4dc33895451769b88fc4a3b78036211888c6,calibration,HARMFUL,0,1,0.0015056368395085261,0.00033800926003200863,0.9249043756460091,0.9459544275177365,-1.6485592328931722,-2.025289354100721,False
czr005.g4irsf16.calibration.v1,9f61d10c91f72f4f2cb24957580f4a7a46dc6cb9446ca83edd9d5c8519e0d4df,calibration,HARMFUL,0,1,0.0003817804957532148,0.00013602275637382403,0.458797613583519,0.5559082984844892,-0.34680188633739795,-0.5784679577626567,False
czr005.g4irsf16.calibration.v1,9f90d722d1355883f34b8f605bf154fa31cc048290d5eebe40e6bbcc7443f7ea,calibration,HARMFUL,0,1,0.003737103027840691,0.0006575760473289522,0.8216549048830288,0.8555949639423659,-1.568821933094952,-2.059776710660898,False
czr005.g4irsf16.calibration.v1,a0510eb37fbc99ad79bfadd7b6144142f045f99c1b9c70701732e12dcce19f40,calibration,NEUTRAL,0,0,0.0007598117594497626,0.00032252613662665656,0.38054791648108044,0.4873322747778749,0.5079421388603288,0.25196722981084224,False
czr005.g4irsf16.calibration.v1,a07eca897d53721066a3765771f4afd269ab05c948e8d5b1263b15554bb95704,calibration,HARMFUL,0,1,0.0021006339840590076,0.0005855256621914346,0.61058243298734,0.7652566501292194,0.4339292488961195,0.2619844709197592,False
czr005.g4irsf16.calibration.v1,a2a9028287723ef7733c3dca0d50f3baf2db912621cfb35bf28e8c807915048c,calibration,NEUTRAL,0,0,0.0005408270908185605,0.0002227007803322544,0.4026987820551142,0.46015476790640625,-0.22269884049650923,-0.38714680212247465,False
czr005.g4irsf16.calibration.v1,a322cd11148aab93e0457ba1de28ec68d61d9cced74f2c24b120002d13bb9fe9,calibration,HARMFUL,0,1,0.029770822512418187,0.01790172506738645,0.5165836309507384,0.5827968054759476,-0.7407000280130644,-1.212732160304296,False
czr005.g4irsf16.calibration.v1,a33b1a261c6f544b45c9a8a6753ed8da906a3ade0e9e46332a4886ac6770f6b1,calibration,HARMFUL,0,1,0.0053776910483196326,0.0010699620695848525,0.7257114844509127,0.7770547210452765,-1.0752458665074809,-1.5200764319584161,False
czr005.g4irsf16.calibration.v1,a3c295d59def69ddb16278812eda0f05c869b0f7e2027d87894cf5508224b3ff,calibration,NEUTRAL,0,0,0.03323536350075056,0.02163617795114861,0.5793697749665718,0.6370871301490385,-0.0953185064881523,-0.25346406012659983,False
czr005.g4irsf16.calibration.v1,a9c8fb0b88ad16c0630b93fd9bcbfa7349eac5d71c9a249ff4b2335b0bf660bb,calibration,HARMFUL,0,1,0.009100782055592217,0.005797559847654782,0.6986916050128342,0.7654511301581016,-1.4369211397090924,-2.22852952718497,False
czr005.g4irsf16.calibration.v1,abae0a51bdf27a8fb27ce9b2ecf7171769bde49443df2061cbd790e2809a8f75,calibration,HARMFUL,0,1,0.037274411041797816,0.01739788667659318,0.7290638882685581,0.7838748396607423,-0.3977225054592259,-0.5715042288903913,False
czr005.g4irsf16.calibration.v1,ad1a48c989093838bf1a7a5924346f146e7c7f427684e4c48701011f3e3165a6,calibration,HARMFUL,0,1,0.019004178249688496,0.013843523658026761,0.632447856130545,0.6777595122635561,-0.8406265548686049,-1.3649332259166749,False
czr005.g4irsf16.calibration.v1,ae8754a5b218647b04b25c489ae3a17d57a6471655c4de754895080f3646433d,calibration,HARMFUL,0,1,0.003298015406140135,0.0007478255514117284,0.9730184447521747,0.9879595859094814,-0.9067531641120664,-1.069454246030249,False
czr005.g4irsf16.calibration.v1,aec1a0185ca219e54318886e2f07533254d550af5706c06ad3e3cf93b3ddae60,calibration,HARMFUL,0,1,0.038646651753030246,0.02610788688220545,0.5290135909407262,0.6172054273349024,-0.3302410641594935,-0.5249261590539693,False
czr005.g4irsf16.calibration.v1,b076b9eae299625efa4a7ae1bab942d15bd3fd6b7973b32212d548851cb8d680,calibration,NEUTRAL,0,0,0.005103738982661906,0.0031116805227017924,0.08747776613176177,0.16338083404261824,-0.2893953455390613,-0.6370705594912762,False
czr005.g4irsf16.calibration.v1,b0e94bb691b13e85b9181e1439f5fc8f73756db6277dff8ccdef292176c1ca44,calibration,HARMFUL,0,1,0.03912719572090503,0.025313699706933326,0.5989465163094789,0.6455272834675099,-0.5619327584223788,-0.827203699647302,False
czr005.g4irsf16.calibration.v1,b4b6236549c77f08f80715739c33f422e659ab200a8689961b542e81ed5f84f4,calibration,HARMFUL,0,1,0.006951434950524918,0.0010453018237912405,0.86848914059309,0.9057599942101782,-1.3573854662696523,-1.6712149359748945,False
czr005.g4irsf16.calibration.v1,b4bc7605343be09fd139bd91d64689d48408ca161762b204b56c033b3625adee,calibration,HARMFUL,0,1,0.002485489345573492,0.0010500297328032186,0.5276463400462497,0.6081279458907872,0.17711506346228714,0.017070581676573438,False
