scenario,context,teacher_source,decision_ordinal,task_decision_ordinal,segment_id,task_id,source_line,current,next_label,goal,ready_time,route_suffix,label_kind,label_source,replan_reason,fault_state,repair_state,constraint_summary,out_degree,node_kind,candidate_next_nodes,safe_next_nodes,label_in_candidate,label_in_safe_mask,label_block_reason,executed_next,executed_kind,replay_action
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,2,2,0:storage_in,0,2,16,17,47,8270.445453,16 17 18 22 24 27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,17 21,17 21,True,True,none,17,move,teacher_move
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,5,5,0:storage_in,0,2,22,24,47,8287.045453,22 24 27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,24 26,24 26,True,True,none,24,move,teacher_move
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,7,7,0:storage_in,0,2,27,28,47,8301.045453,27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,28 45,28,True,True,none,28,move,teacher_move
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,8,8,0:storage_in,0,2,28,47,47,8312.845453,28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,29 47,29 47,True,True,none,47,move,teacher_move
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,13,2,2:storage_in,2,4,19,18,47,8878.416299,19 18 22 24 27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,18 25,18 25,True,True,none,18,move,teacher_move
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,15,3,2:storage_in,2,4,18,22,47,8882.216299,18 22 24 27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,1,linear,22,,True,False,edge_capacity,18,hold,shield_hold
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,16,2,3:storage_in,3,5,16,17,47,8882.600872,16 17 18 22 24 27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,17 21,17 21,True,True,none,17,move,teacher_move
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,17,4,2:storage_in,2,4,18,22,47,8883.216299,18 22 24 27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,1,linear,22,,True,False,edge_capacity,18,hold,shield_hold
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,19,4,1:storage_in,1,3,22,24,47,8884.445453,22 24 27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,24 26,24 26,True,True,none,24,move,teacher_move
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,21,4,3:storage_in,3,5,18,22,47,8889.800872000002,18 22 24 27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,1,linear,22,,True,False,edge_capacity,18,hold,shield_hold
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,22,5,3:storage_in,3,5,18,22,47,8890.800872000002,18 22 24 27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,1,linear,22,,True,False,edge_capacity,18,hold,shield_hold
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,23,6,3:storage_in,3,5,18,22,47,8891.800872000002,18 22 24 27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,1,linear,22,,True,False,edge_capacity,18,hold,shield_hold
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,25,6,2:storage_in,2,4,22,24,47,8893.616299,22 24 27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,24 26,26,True,False,edge_capacity,22,hold,shield_hold
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,26,7,2:storage_in,2,4,22,24,47,8894.616299,22 24 27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,24 26,26,True,False,edge_capacity,22,hold,shield_hold
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,27,8,2:storage_in,2,4,22,24,47,8895.616299,22 24 27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,24 26,24 26,True,True,none,24,move,teacher_move
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,29,6,1:storage_in,1,3,27,28,47,8898.445453,27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,28 45,28,True,True,none,28,move,teacher_move
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,30,8,3:storage_in,3,5,22,24,47,8902.200872000001,22 24 27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,24 26,26,True,False,edge_capacity,22,hold,shield_hold
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,31,9,3:storage_in,3,5,22,24,47,8903.200872000001,22 24 27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,24 26,26,True,False,edge_capacity,22,hold,shield_hold
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,32,10,3:storage_in,3,5,22,24,47,8904.200872000001,22 24 27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,24 26,26,True,False,edge_capacity,22,hold,shield_hold
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,33,11,3:storage_in,3,5,22,24,47,8905.200872000001,22 24 27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,24 26,26,True,False,edge_capacity,22,hold,shield_hold
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,34,12,3:storage_in,3,5,22,24,47,8906.200872000001,22 24 27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,24 26,24 26,True,True,none,24,move,teacher_move
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,36,10,2:storage_in,2,4,27,28,47,8909.616299,27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,28 45,28,True,True,none,28,move,teacher_move
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,37,7,1:storage_in,1,3,28,47,47,8910.245453,28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,29 47,29 47,True,True,none,47,move,teacher_move
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,39,14,3:storage_in,3,5,27,28,47,8920.200872000001,27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,28 45,,True,False,edge_capacity,27,hold,shield_hold
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,40,15,3:storage_in,3,5,27,28,47,8921.200872000001,27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,28 45,28,True,True,none,28,move,teacher_move
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,41,11,2:storage_in,2,4,28,47,47,8921.416298999999,28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,29 47,29 47,True,True,none,47,move,teacher_move
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,42,16,3:storage_in,3,5,28,47,47,8933.000872,28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,29 47,29 47,True,True,none,47,move,teacher_move
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,44,2,4:storage_in,4,6,16,17,47,9465.082986000001,16 17 18 22 24 27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,2,branch,17 21,17 21,True,True,none,17,move,teacher_move
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,49,3,5:storage_in,5,7,18,22,47,9477.815484,18 22 24 27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,1,linear,22,,True,False,edge_capacity,18,hold,shield_hold
legacy_first16,no_fault,python_faithful_legacy_astar_event_trace,50,4,5:storage_in,5,7,18,22,47,9478.815484,18 22 24 27 28 47,move,python_faithful_legacy_astar,event_decision_reroute,none,none,fault_edges=none|fault_windows=none|node_capacities=none|merge_groups=none,1,linear,22,,True,False,edge_capacity,18,hold,shield_hold
