case,policy,fault_edges,python_planned,cpp_planned,planned_match,python_unplanned,cpp_unplanned,unplanned_match,python_steps,cpp_decision_count,decision_match,python_mean_travel_time,cpp_mean_travel_time,mean_travel_abs_diff,mean_travel_match,python_conflicts,cpp_conflicts,conflict_match,python_truncated,strict_parity_pass,safety_pass
first8,edge_score_runtime,none,8,8,True,0,0,True,78,78,True,49.749999999999545,49.749999999999545,0.0,True,0,0,True,False,True,True
first8,shortest_safe_fallback,none,8,8,True,0,0,True,73,73,True,55.224999999999,55.224999999999,0.0,True,0,0,True,False,True,True
first16,edge_score_runtime,none,16,16,True,0,0,True,173,173,True,57.01249999999948,57.01249999999948,0.0,True,0,0,True,False,True,True
first16,shortest_safe_fallback,none,16,16,True,0,0,True,198,198,True,58.7999999999995,58.7999999999995,0.0,True,0,0,True,False,True,True
fault_alt_route_first8,edge_score_runtime,16->17,8,8,True,0,0,True,74,74,True,51.849999999999,51.849999999999,0.0,True,0,0,True,False,True,True
fault_alt_route_first8,shortest_safe_fallback,16->17,8,8,True,0,0,True,73,73,True,55.224999999999,55.224999999999,0.0,True,0,0,True,False,True,True
fault_goal_exit_first8,edge_score_runtime,28->47,8,8,True,0,0,True,186,186,True,146.75000000000045,146.75000000000045,0.0,True,0,0,True,False,True,True
fault_goal_exit_first8,shortest_safe_fallback,28->47,8,8,True,0,0,True,155,155,True,132.5749999999996,132.5749999999996,0.0,True,0,0,True,False,True,True
