policy,planned_count,teacher_planned_scope,node_window_conflicts,runtime_full_cie_astar_calls,pibt_lite_only_planned,g4g_gate,repro_seconds,source
model_plus_pibt_lite_fallback,4449,4449,0,0,582,PASS,176.7651557,fresh_g4g_script_rerun
