schema,run_id,arm,mode,family,workload,scale,execution_mode,repeat,order_index,bounded_wall_seconds,status,evidence_status,not_measured_reason,release_csv,artifact_label,artifact_mode,artifact_path,workload_descriptor,safety,g25_counters,committed_mutations_by_branch,error,segments_requested,segments_released,segments_completed,segments_failed,current_backlog,raw_bags_completed,processed_attempt_count,processed_attempt_min_seconds,processed_attempt_mean_seconds,processed_attempt_median_seconds,processed_attempt_p95_seconds,processed_attempt_p99_seconds,processed_attempt_max_seconds,java_release_mean_seconds,original_entry_mean_seconds,deadline_miss_count,route_evaluations,eligible_candidates,proposals,committed_mutations,fallbacks,fairness_fallbacks,fault_fallbacks,event_count,events_per_completed_segment,max_junction_queue_length,max_source_queue_length,wall_seconds,cpu_seconds,safety_pass
czr005.g4irsf25.native_campaign.v1,prefix_144_r0_00_S4,S4,off,BASELINE,prefix_144,1,screen_full,0,0,NOT_MEASURED,COMPLETE,MEASURED_COMPLETE,,artifacts/datasets/g4irsf24_release_compact.csv,S4,off,NOT_APPLICABLE,"{""protocol"": ""canonical_prefix_exact_hca_release"", ""scale"": 1, ""segments"": 144, ""topology_changed"": false}","{""gates"": {""all_required_fields_present"": true, ""all_segments_completed"": true, ""bag_future_path_field_present_false"": true, ""event_limit_reached_false"": true, ""failed_count_zero"": true, ""first_edge_credit_future_route_count_zero"": true, ""first_edge_credit_global_scan_count_zero"": true, ""full_cie_astar_runtime_fallback_false"": true, ""full_future_routes_stored_zero"": true, ""g4irsf20_event_hotpath_policy_echo"": true, ""global_reservation_scan_count_zero"": true, ""merge_grant_timing_mode_echo"": true, ""microphase_runtime_global_scan_count_zero"": true, ""physical_fault_edge_entry_violation_count_zero"": true, ""priority_future_route_input_count_zero"": true, ""priority_global_scan_count_zero"": true, ""reservation_conflicts_zero"": true, ""runtime_full_astar_calls_zero"": true, ""scorer_future_route_input_count_zero"": true, ""scorer_future_schedule_input_count_zero"": true, ""scorer_mode_echo"": true, ""scorer_runtime_global_scan_count_zero"": true, ""time_limit_reached_false"": true, ""unresolved_deadlock_count_zero"": true}, ""missing_fields"": [], ""pass"": true}","{""committed_mutations"": 0, ""eligible_candidates"": 0, ""fairness_fallbacks"": 0, ""fallbacks"": 0, ""fault_fallbacks"": 0, ""feedback_count"": 0, ""full_astar_calls"": 0, ""future_route_inputs"": 0, ""low_support_fallbacks"": 0, ""margin_fallbacks"": 0, ""non_corridor_fallbacks"": 0, ""online_bias_updates"": 0, ""ood_fallbacks"": 0, ""proposals"": 0, ""route_evaluations"": 0, ""runtime_global_scans"": 0, ""same_actions"": 0, ""supported_candidates"": 0, ""threshold_fallbacks"": 0, ""trajectory_completed"": 0, ""trajectory_started"": 0, ""trajectory_timeout"": 0}",{},,144,144,144,0,0,72,72,190.8040000000001,221.64566666666522,232.90399999999954,247.2039999999979,247.2039999999979,247.2039999999979,221.64566666666522,10299.086769527778,0,0,0,0,0,0,0,0,11638,80.81944444444444,1,1,0.08029339998029172,0.09375,True
czr005.g4irsf25.native_campaign.v1,prefix_144_r0_01_T0,T0,t0,THRESHOLD,prefix_144,1,screen_full,0,1,NOT_MEASURED,COMPLETE,MEASURED_COMPLETE,,artifacts/datasets/g4irsf24_release_compact.csv,T0,t0,artifacts/policies/g4irsf25_t0_threshold.json,"{""protocol"": ""canonical_prefix_exact_hca_release"", ""scale"": 1, ""segments"": 144, ""topology_changed"": false}","{""gates"": {""all_required_fields_present"": true, ""all_segments_completed"": true, ""bag_future_path_field_present_false"": true, ""event_limit_reached_false"": true, ""failed_count_zero"": true, ""first_edge_credit_future_route_count_zero"": true, ""first_edge_credit_global_scan_count_zero"": true, ""full_cie_astar_runtime_fallback_false"": true, ""full_future_routes_stored_zero"": true, ""g4irsf20_event_hotpath_policy_echo"": true, ""global_reservation_scan_count_zero"": true, ""merge_grant_timing_mode_echo"": true, ""microphase_runtime_global_scan_count_zero"": true, ""physical_fault_edge_entry_violation_count_zero"": true, ""priority_future_route_input_count_zero"": true, ""priority_global_scan_count_zero"": true, ""reservation_conflicts_zero"": true, ""runtime_full_astar_calls_zero"": true, ""scorer_future_route_input_count_zero"": true, ""scorer_future_schedule_input_count_zero"": true, ""scorer_mode_echo"": true, ""scorer_runtime_global_scan_count_zero"": true, ""time_limit_reached_false"": true, ""unresolved_deadlock_count_zero"": true}, ""missing_fields"": [], ""pass"": true}","{""committed_mutations"": 0, ""eligible_candidates"": 0, ""fairness_fallbacks"": 0, ""fallbacks"": 989, ""fault_fallbacks"": 0, ""feedback_count"": 0, ""full_astar_calls"": 0, ""future_route_inputs"": 0, ""low_support_fallbacks"": 0, ""margin_fallbacks"": 0, ""non_corridor_fallbacks"": 941, ""online_bias_updates"": 0, ""ood_fallbacks"": 0, ""proposals"": 0, ""route_evaluations"": 989, ""runtime_global_scans"": 0, ""same_actions"": 0, ""supported_candidates"": 0, ""threshold_fallbacks"": 48, ""trajectory_completed"": 0, ""trajectory_started"": 0, ""trajectory_timeout"": 0}",{},,144,144,144,0,0,72,72,190.8040000000001,221.64566666666522,232.90399999999954,247.2039999999979,247.2039999999979,247.2039999999979,221.64566666666522,10299.086769527778,0,989,0,0,0,989,0,0,11638,80.81944444444444,1,1,0.07544029998825863,0.078125,True
czr005.g4irsf25.native_campaign.v1,prefix_144_r0_02_L1,L1,l1,LEARNING,prefix_144,1,screen_full,0,2,NOT_MEASURED,COMPLETE,MEASURED_COMPLETE,,artifacts/datasets/g4irsf24_release_compact.csv,L1,l1,artifacts/policies/g4irsf25_clcr_l1.json,"{""protocol"": ""canonical_prefix_exact_hca_release"", ""scale"": 1, ""segments"": 144, ""topology_changed"": false}","{""gates"": {""all_required_fields_present"": true, ""all_segments_completed"": true, ""bag_future_path_field_present_false"": true, ""event_limit_reached_false"": true, ""failed_count_zero"": true, ""first_edge_credit_future_route_count_zero"": true, ""first_edge_credit_global_scan_count_zero"": true, ""full_cie_astar_runtime_fallback_false"": true, ""full_future_routes_stored_zero"": true, ""g4irsf20_event_hotpath_policy_echo"": true, ""global_reservation_scan_count_zero"": true, ""merge_grant_timing_mode_echo"": true, ""microphase_runtime_global_scan_count_zero"": true, ""physical_fault_edge_entry_violation_count_zero"": true, ""priority_future_route_input_count_zero"": true, ""priority_global_scan_count_zero"": true, ""reservation_conflicts_zero"": true, ""runtime_full_astar_calls_zero"": true, ""scorer_future_route_input_count_zero"": true, ""scorer_future_schedule_input_count_zero"": true, ""scorer_mode_echo"": true, ""scorer_runtime_global_scan_count_zero"": true, ""time_limit_reached_false"": true, ""unresolved_deadlock_count_zero"": true}, ""missing_fields"": [], ""pass"": true}","{""committed_mutations"": 22, ""eligible_candidates"": 96, ""fairness_fallbacks"": 0, ""fallbacks"": 1015, ""fault_fallbacks"": 0, ""feedback_count"": 0, ""full_astar_calls"": 0, ""future_route_inputs"": 0, ""low_support_fallbacks"": 0, ""margin_fallbacks"": 0, ""non_corridor_fallbacks"": 989, ""online_bias_updates"": 0, ""ood_fallbacks"": 0, ""proposals"": 22, ""route_evaluations"": 1037, ""runtime_global_scans"": 0, ""same_actions"": 26, ""supported_candidates"": 96, ""threshold_fallbacks"": 0, ""trajectory_completed"": 0, ""trajectory_started"": 0, ""trajectory_timeout"": 0}","{""19"": 14, ""9"": 8}",,144,144,144,0,0,72,72,190.8040000000001,230.32344444444323,232.90399999999954,275.003999999999,275.003999999999,275.003999999999,230.32344444444323,10307.764547305553,0,1037,96,22,22,1015,0,0,12143,84.32638888888889,1,1,0.07244339998578653,0.078125,True
czr005.g4irsf25.native_campaign.v1,prefix_144_r0_03_L2,L2,l2,LEARNING,prefix_144,1,screen_full,0,3,NOT_MEASURED,COMPLETE,MEASURED_COMPLETE,,artifacts/datasets/g4irsf24_release_compact.csv,L2,l2,artifacts/policies/g4irsf25_clcr_l2.json,"{""protocol"": ""canonical_prefix_exact_hca_release"", ""scale"": 1, ""segments"": 144, ""topology_changed"": false}","{""gates"": {""all_required_fields_present"": true, ""all_segments_completed"": true, ""bag_future_path_field_present_false"": true, ""event_limit_reached_false"": true, ""failed_count_zero"": true, ""first_edge_credit_future_route_count_zero"": true, ""first_edge_credit_global_scan_count_zero"": true, ""full_cie_astar_runtime_fallback_false"": true, ""full_future_routes_stored_zero"": true, ""g4irsf20_event_hotpath_policy_echo"": true, ""global_reservation_scan_count_zero"": true, ""merge_grant_timing_mode_echo"": true, ""microphase_runtime_global_scan_count_zero"": true, ""physical_fault_edge_entry_violation_count_zero"": true, ""priority_future_route_input_count_zero"": true, ""priority_global_scan_count_zero"": true, ""reservation_conflicts_zero"": true, ""runtime_full_astar_calls_zero"": true, ""scorer_future_route_input_count_zero"": true, ""scorer_future_schedule_input_count_zero"": true, ""scorer_mode_echo"": true, ""scorer_runtime_global_scan_count_zero"": true, ""time_limit_reached_false"": true, ""unresolved_deadlock_count_zero"": true}, ""missing_fields"": [], ""pass"": true}","{""committed_mutations"": 28, ""eligible_candidates"": 96, ""fairness_fallbacks"": 0, ""fallbacks"": 985, ""fault_fallbacks"": 0, ""feedback_count"": 0, ""full_astar_calls"": 0, ""future_route_inputs"": 0, ""low_support_fallbacks"": 0, ""margin_fallbacks"": 0, ""non_corridor_fallbacks"": 965, ""online_bias_updates"": 0, ""ood_fallbacks"": 0, ""proposals"": 28, ""route_evaluations"": 1013, ""runtime_global_scans"": 0, ""same_actions"": 20, ""supported_candidates"": 96, ""threshold_fallbacks"": 0, ""trajectory_completed"": 0, ""trajectory_started"": 0, ""trajectory_timeout"": 0}","{""16"": 14, ""19"": 6, ""6"": 7, ""9"": 1}",,144,144,144,0,0,72,72,191.00399999999718,225.9678888888869,234.503999999999,251.4039999999968,275.003999999999,275.003999999999,225.9678888888869,10303.408991749999,0,1013,96,28,28,985,0,0,11823,82.10416666666667,2,1,0.07139330002246425,0.0625,True
czr005.g4irsf25.native_campaign.v1,prefix_512_r0_00_L2,L2,l2,LEARNING,prefix_512,1,screen_full,0,0,NOT_MEASURED,COMPLETE,MEASURED_COMPLETE,,artifacts/datasets/g4irsf24_release_compact.csv,L2,l2,artifacts/policies/g4irsf25_clcr_l2.json,"{""protocol"": ""canonical_prefix_exact_hca_release"", ""scale"": 1, ""segments"": 512, ""topology_changed"": false}","{""gates"": {""all_required_fields_present"": true, ""all_segments_completed"": true, ""bag_future_path_field_present_false"": true, ""event_limit_reached_false"": true, ""failed_count_zero"": true, ""first_edge_credit_future_route_count_zero"": true, ""first_edge_credit_global_scan_count_zero"": true, ""full_cie_astar_runtime_fallback_false"": true, ""full_future_routes_stored_zero"": true, ""g4irsf20_event_hotpath_policy_echo"": true, ""global_reservation_scan_count_zero"": true, ""merge_grant_timing_mode_echo"": true, ""microphase_runtime_global_scan_count_zero"": true, ""physical_fault_edge_entry_violation_count_zero"": true, ""priority_future_route_input_count_zero"": true, ""priority_global_scan_count_zero"": true, ""reservation_conflicts_zero"": true, ""runtime_full_astar_calls_zero"": true, ""scorer_future_route_input_count_zero"": true, ""scorer_future_schedule_input_count_zero"": true, ""scorer_mode_echo"": true, ""scorer_runtime_global_scan_count_zero"": true, ""time_limit_reached_false"": true, ""unresolved_deadlock_count_zero"": true}, ""missing_fields"": [], ""pass"": true}","{""committed_mutations"": 86, ""eligible_candidates"": 292, ""fairness_fallbacks"": 0, ""fallbacks"": 3543, ""fault_fallbacks"": 0, ""feedback_count"": 0, ""full_astar_calls"": 0, ""future_route_inputs"": 0, ""low_support_fallbacks"": 0, ""margin_fallbacks"": 0, ""non_corridor_fallbacks"": 3483, ""online_bias_updates"": 0, ""ood_fallbacks"": 0, ""proposals"": 86, ""route_evaluations"": 3629, ""runtime_global_scans"": 0, ""same_actions"": 60, ""supported_candidates"": 292, ""threshold_fallbacks"": 0, ""trajectory_completed"": 0, ""trajectory_started"": 0, ""trajectory_timeout"": 0}","{""16"": 33, ""19"": 19, ""6"": 25, ""9"": 9}",,512,512,512,0,0,256,256,191.00399999999718,225.72274999999814,234.40400000000045,261.60399999999754,275.003999999999,275.4039999999968,225.72274999999814,8938.617945179685,0,3629,292,86,86,3543,0,0,41943,81.919921875,3,1,0.23017739999340847,0.234375,True
czr005.g4irsf25.native_campaign.v1,prefix_512_r0_01_L1,L1,l1,LEARNING,prefix_512,1,screen_full,0,1,NOT_MEASURED,COMPLETE,MEASURED_COMPLETE,,artifacts/datasets/g4irsf24_release_compact.csv,L1,l1,artifacts/policies/g4irsf25_clcr_l1.json,"{""protocol"": ""canonical_prefix_exact_hca_release"", ""scale"": 1, ""segments"": 512, ""topology_changed"": false}","{""gates"": {""all_required_fields_present"": true, ""all_segments_completed"": true, ""bag_future_path_field_present_false"": true, ""event_limit_reached_false"": true, ""failed_count_zero"": true, ""first_edge_credit_future_route_count_zero"": true, ""first_edge_credit_global_scan_count_zero"": true, ""full_cie_astar_runtime_fallback_false"": true, ""full_future_routes_stored_zero"": true, ""g4irsf20_event_hotpath_policy_echo"": true, ""global_reservation_scan_count_zero"": true, ""merge_grant_timing_mode_echo"": true, ""microphase_runtime_global_scan_count_zero"": true, ""physical_fault_edge_entry_violation_count_zero"": true, ""priority_future_route_input_count_zero"": true, ""priority_global_scan_count_zero"": true, ""reservation_conflicts_zero"": true, ""runtime_full_astar_calls_zero"": true, ""scorer_future_route_input_count_zero"": true, ""scorer_future_schedule_input_count_zero"": true, ""scorer_mode_echo"": true, ""scorer_runtime_global_scan_count_zero"": true, ""time_limit_reached_false"": true, ""unresolved_deadlock_count_zero"": true}, ""missing_fields"": [], ""pass"": true}","{""committed_mutations"": 71, ""eligible_candidates"": 292, ""fairness_fallbacks"": 0, ""fallbacks"": 3572, ""fault_fallbacks"": 0, ""feedback_count"": 0, ""full_astar_calls"": 0, ""future_route_inputs"": 0, ""low_support_fallbacks"": 0, ""margin_fallbacks"": 0, ""non_corridor_fallbacks"": 3497, ""online_bias_updates"": 0, ""ood_fallbacks"": 0, ""proposals"": 71, ""route_evaluations"": 3643, ""runtime_global_scans"": 0, ""same_actions"": 75, ""supported_candidates"": 292, ""threshold_fallbacks"": 0, ""trajectory_completed"": 0, ""trajectory_started"": 0, ""trajectory_timeout"": 0}","{""19"": 42, ""9"": 29}",,512,512,512,0,0,256,256,190.8040000000001,229.22978124999855,231.2039999999979,275.003999999999,275.4039999999968,275.4039999999968,229.22978124999855,8942.124976429686,0,3643,292,71,71,3572,0,0,42692,83.3828125,1,1,0.2380663999938406,0.234375,True
czr005.g4irsf25.native_campaign.v1,prefix_512_r0_02_T0,T0,t0,THRESHOLD,prefix_512,1,screen_full,0,2,NOT_MEASURED,COMPLETE,MEASURED_COMPLETE,,artifacts/datasets/g4irsf24_release_compact.csv,T0,t0,artifacts/policies/g4irsf25_t0_threshold.json,"{""protocol"": ""canonical_prefix_exact_hca_release"", ""scale"": 1, ""segments"": 512, ""topology_changed"": false}","{""gates"": {""all_required_fields_present"": true, ""all_segments_completed"": true, ""bag_future_path_field_present_false"": true, ""event_limit_reached_false"": true, ""failed_count_zero"": true, ""first_edge_credit_future_route_count_zero"": true, ""first_edge_credit_global_scan_count_zero"": true, ""full_cie_astar_runtime_fallback_false"": true, ""full_future_routes_stored_zero"": true, ""g4irsf20_event_hotpath_policy_echo"": true, ""global_reservation_scan_count_zero"": true, ""merge_grant_timing_mode_echo"": true, ""microphase_runtime_global_scan_count_zero"": true, ""physical_fault_edge_entry_violation_count_zero"": true, ""priority_future_route_input_count_zero"": true, ""priority_global_scan_count_zero"": true, ""reservation_conflicts_zero"": true, ""runtime_full_astar_calls_zero"": true, ""scorer_future_route_input_count_zero"": true, ""scorer_future_schedule_input_count_zero"": true, ""scorer_mode_echo"": true, ""scorer_runtime_global_scan_count_zero"": true, ""time_limit_reached_false"": true, ""unresolved_deadlock_count_zero"": true}, ""missing_fields"": [], ""pass"": true}","{""committed_mutations"": 0, ""eligible_candidates"": 0, ""fairness_fallbacks"": 0, ""fallbacks"": 3563, ""fault_fallbacks"": 0, ""feedback_count"": 0, ""full_astar_calls"": 0, ""future_route_inputs"": 0, ""low_support_fallbacks"": 0, ""margin_fallbacks"": 0, ""non_corridor_fallbacks"": 3417, ""online_bias_updates"": 0, ""ood_fallbacks"": 0, ""proposals"": 0, ""route_evaluations"": 3563, ""runtime_global_scans"": 0, ""same_actions"": 0, ""supported_candidates"": 0, ""threshold_fallbacks"": 146, ""trajectory_completed"": 0, ""trajectory_started"": 0, ""trajectory_timeout"": 0}",{},,512,512,512,0,0,256,256,190.8040000000001,221.65087499999825,231.30399999999827,247.2039999999979,247.69399999999706,248.80399999999645,221.65087499999825,8934.546070179686,0,3563,0,0,0,3563,0,0,41321,80.705078125,3,1,0.2229813999729231,0.234375,True
czr005.g4irsf25.native_campaign.v1,prefix_512_r0_03_S4,S4,off,BASELINE,prefix_512,1,screen_full,0,3,NOT_MEASURED,COMPLETE,MEASURED_COMPLETE,,artifacts/datasets/g4irsf24_release_compact.csv,S4,off,NOT_APPLICABLE,"{""protocol"": ""canonical_prefix_exact_hca_release"", ""scale"": 1, ""segments"": 512, ""topology_changed"": false}","{""gates"": {""all_required_fields_present"": true, ""all_segments_completed"": true, ""bag_future_path_field_present_false"": true, ""event_limit_reached_false"": true, ""failed_count_zero"": true, ""first_edge_credit_future_route_count_zero"": true, ""first_edge_credit_global_scan_count_zero"": true, ""full_cie_astar_runtime_fallback_false"": true, ""full_future_routes_stored_zero"": true, ""g4irsf20_event_hotpath_policy_echo"": true, ""global_reservation_scan_count_zero"": true, ""merge_grant_timing_mode_echo"": true, ""microphase_runtime_global_scan_count_zero"": true, ""physical_fault_edge_entry_violation_count_zero"": true, ""priority_future_route_input_count_zero"": true, ""priority_global_scan_count_zero"": true, ""reservation_conflicts_zero"": true, ""runtime_full_astar_calls_zero"": true, ""scorer_future_route_input_count_zero"": true, ""scorer_future_schedule_input_count_zero"": true, ""scorer_mode_echo"": true, ""scorer_runtime_global_scan_count_zero"": true, ""time_limit_reached_false"": true, ""unresolved_deadlock_count_zero"": true}, ""missing_fields"": [], ""pass"": true}","{""committed_mutations"": 0, ""eligible_candidates"": 0, ""fairness_fallbacks"": 0, ""fallbacks"": 0, ""fault_fallbacks"": 0, ""feedback_count"": 0, ""full_astar_calls"": 0, ""future_route_inputs"": 0, ""low_support_fallbacks"": 0, ""margin_fallbacks"": 0, ""non_corridor_fallbacks"": 0, ""online_bias_updates"": 0, ""ood_fallbacks"": 0, ""proposals"": 0, ""route_evaluations"": 0, ""runtime_global_scans"": 0, ""same_actions"": 0, ""supported_candidates"": 0, ""threshold_fallbacks"": 0, ""trajectory_completed"": 0, ""trajectory_started"": 0, ""trajectory_timeout"": 0}",{},,512,512,512,0,0,256,256,190.8040000000001,221.65087499999825,231.30399999999827,247.2039999999979,247.69399999999706,248.80399999999645,221.65087499999825,8934.546070179686,0,0,0,0,0,0,0,0,41321,80.705078125,3,1,0.24113280000165105,0.234375,True
czr005.g4irsf25.native_campaign.v1,prefix_8192_r0_00_S4,S4,off,BASELINE,prefix_8192,1,screen_full,0,0,NOT_MEASURED,COMPLETE,MEASURED_COMPLETE,,artifacts/datasets/g4irsf24_release_compact.csv,S4,off,NOT_APPLICABLE,"{""protocol"": ""canonical_prefix_exact_hca_release"", ""scale"": 1, ""segments"": 8192, ""topology_changed"": false}","{""gates"": {""all_required_fields_present"": true, ""all_segments_completed"": true, ""bag_future_path_field_present_false"": true, ""event_limit_reached_false"": true, ""failed_count_zero"": true, ""first_edge_credit_future_route_count_zero"": true, ""first_edge_credit_global_scan_count_zero"": true, ""full_cie_astar_runtime_fallback_false"": true, ""full_future_routes_stored_zero"": true, ""g4irsf20_event_hotpath_policy_echo"": true, ""global_reservation_scan_count_zero"": true, ""merge_grant_timing_mode_echo"": true, ""microphase_runtime_global_scan_count_zero"": true, ""physical_fault_edge_entry_violation_count_zero"": true, ""priority_future_route_input_count_zero"": true, ""priority_global_scan_count_zero"": true, ""reservation_conflicts_zero"": true, ""runtime_full_astar_calls_zero"": true, ""scorer_future_route_input_count_zero"": true, ""scorer_future_schedule_input_count_zero"": true, ""scorer_mode_echo"": true, ""scorer_runtime_global_scan_count_zero"": true, ""time_limit_reached_false"": true, ""unresolved_deadlock_count_zero"": true}, ""missing_fields"": [], ""pass"": true}","{""committed_mutations"": 0, ""eligible_candidates"": 0, ""fairness_fallbacks"": 0, ""fallbacks"": 0, ""fault_fallbacks"": 0, ""feedback_count"": 0, ""full_astar_calls"": 0, ""future_route_inputs"": 0, ""low_support_fallbacks"": 0, ""margin_fallbacks"": 0, ""non_corridor_fallbacks"": 0, ""online_bias_updates"": 0, ""ood_fallbacks"": 0, ""proposals"": 0, ""route_evaluations"": 0, ""runtime_global_scans"": 0, ""same_actions"": 0, ""supported_candidates"": 0, ""threshold_fallbacks"": 0, ""trajectory_completed"": 0, ""trajectory_started"": 0, ""trajectory_timeout"": 0}",{},,8192,8192,8192,0,0,4898,4898,49.901999999998225,219.0820200081631,219.20199999999932,247.80399999999645,272.0039999999972,407.403999999995,219.0820200081631,3685.959737743157,0,0,0,0,0,0,0,0,708853,86.5299072265625,19,1,4.224749299988616,4.203125,True
czr005.g4irsf25.native_campaign.v1,prefix_8192_r0_01_T0,T0,t0,THRESHOLD,prefix_8192,1,screen_full,0,1,NOT_MEASURED,COMPLETE,MEASURED_COMPLETE,,artifacts/datasets/g4irsf24_release_compact.csv,T0,t0,artifacts/policies/g4irsf25_t0_threshold.json,"{""protocol"": ""canonical_prefix_exact_hca_release"", ""scale"": 1, ""segments"": 8192, ""topology_changed"": false}","{""gates"": {""all_required_fields_present"": true, ""all_segments_completed"": true, ""bag_future_path_field_present_false"": true, ""event_limit_reached_false"": true, ""failed_count_zero"": true, ""first_edge_credit_future_route_count_zero"": true, ""first_edge_credit_global_scan_count_zero"": true, ""full_cie_astar_runtime_fallback_false"": true, ""full_future_routes_stored_zero"": true, ""g4irsf20_event_hotpath_policy_echo"": true, ""global_reservation_scan_count_zero"": true, ""merge_grant_timing_mode_echo"": true, ""microphase_runtime_global_scan_count_zero"": true, ""physical_fault_edge_entry_violation_count_zero"": true, ""priority_future_route_input_count_zero"": true, ""priority_global_scan_count_zero"": true, ""reservation_conflicts_zero"": true, ""runtime_full_astar_calls_zero"": true, ""scorer_future_route_input_count_zero"": true, ""scorer_future_schedule_input_count_zero"": true, ""scorer_mode_echo"": true, ""scorer_runtime_global_scan_count_zero"": true, ""time_limit_reached_false"": true, ""unresolved_deadlock_count_zero"": true}, ""missing_fields"": [], ""pass"": true}","{""committed_mutations"": 0, ""eligible_candidates"": 0, ""fairness_fallbacks"": 0, ""fallbacks"": 66727, ""fault_fallbacks"": 0, ""feedback_count"": 0, ""full_astar_calls"": 0, ""future_route_inputs"": 0, ""low_support_fallbacks"": 0, ""margin_fallbacks"": 0, ""non_corridor_fallbacks"": 64077, ""online_bias_updates"": 0, ""ood_fallbacks"": 0, ""proposals"": 0, ""route_evaluations"": 66727, ""runtime_global_scans"": 0, ""same_actions"": 0, ""supported_candidates"": 0, ""threshold_fallbacks"": 2650, ""trajectory_completed"": 0, ""trajectory_started"": 0, ""trajectory_timeout"": 0}",{},,8192,8192,8192,0,0,4898,4898,49.901999999998225,219.0820200081631,219.20199999999932,247.80399999999645,272.0039999999972,407.403999999995,219.0820200081631,3685.959737743157,0,66727,0,0,0,66727,0,0,708853,86.5299072265625,19,1,4.253950199985411,4.15625,True
