campaign,margin_s,strongest_no_go_evidence,scale,candidate_id,status,segments,raw_bags,safety_pass,processed_mean_s,processed_p50_s,processed_p95_s,processed_p99_s,processed_max_s,events_per_completed,deadline_miss_count,proposals,committed_mutations,fallback_s4,mean_delta_s,p95_delta_s,p99_delta_s,max_delta_s,events_relative_increase,candidate_eligible,active_policy
DLP_LADDER,NOT_MEASURED,False,1,S4,PASS,43603,28506,True,210.76973465235392,201.4019999999946,247.20399999998335,254.00400000001446,407.403999999995,91.64412999105566,0,0,0,0,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,,NOT_MEASURED,NOT_MEASURED,S4
DLP_LADDER,NOT_MEASURED,False,2,S4,PASS,87206,57012,True,283.17635343436575,223.80399999999645,512.0039999999935,1284.028999999999,5511.453999999994,108.41901933353209,0,0,0,0,NOT_MEASURED,NOT_MEASURED,NOT_MEASURED,,NOT_MEASURED,NOT_MEASURED,S4
RECONVERGENT_CORRIDOR,0.5,True,1,CORRIDOR_MARGIN_0.500,CORRIDOR_NO_GO_KEEP_S4,43603,28506,True,210.99676054164033,201.4019999999946,247.20399999998335,254.804000000031,404.0039999999972,91.92156502992913,0,1835,1834,370878,0.2270258892864092,0.0,0.8000000000165528,-3.399999999997817,0.003027308338248602,False,S4
RECONVERGENT_CORRIDOR,0.5,True,2,CORRIDOR_MARGIN_0.500,CORRIDOR_NO_GO_KEEP_S4,87206,57012,True,278.3212843261078,224.2019999999975,495.6764999999905,1124.6684999999852,5935.303999999993,108.01983808453546,0,46074,8897,1395779,-4.855069108257965,-16.327500000003056,-159.36050000001387,423.84999999999854,-0.00368183784958076,False,S4
RECONVERGENT_CORRIDOR,2.0,False,1,CORRIDOR_MARGIN_2.000,CORRIDOR_NO_GO_KEEP_S4,43603,28506,True,210.99676054164033,201.4019999999946,247.20399999998335,254.804000000031,404.0039999999972,91.92156502992913,0,1835,1834,370878,0.2270258892864092,0.0,0.8000000000165528,-3.399999999997817,0.003027308338248602,False,S4
RECONVERGENT_CORRIDOR,2.0,False,2,CORRIDOR_MARGIN_2.000,CORRIDOR_NO_GO_KEEP_S4,87206,57012,True,282.94748144250434,225.2019999999975,511.0705999999976,1213.7239999999947,6487.0039999999935,108.93674747150425,0,45602,8961,1430105,-0.2288719918614106,-0.9333999999959133,-70.30500000000438,975.5499999999993,0.0047752519913453195,False,S4
