sample_id,scenario,context,task_id,segment_id,decision_index,current_node,goal_node,candidate_next_nodes,teacher_next_node,is_branch_node,is_source_retry,current_time,task_entry_time,deadline_or_std,time_slack,candidate_shortest_time_to_goal,candidate_travel_time,candidate_service_time,candidate_node_type,candidate_fault_status,local_node_time_window_pressure,local_queue_or_occupancy_summary,source_retry_age_seconds,label_type,split,edge_capacity_primary
g4a_move_000882,legacy_offset64_merge32,merge_window,93,93:storage_in,0,2,47,[9],9,False,False,13075.92116,13075.92116,26700,13624.07884,"{""9"": 40.0}","{""9"": 3.6}","{""9"": 1.0}","{""9"": 4}","{""9"": false}",0,"{""candidate_node_pressure"": {""9"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000883,legacy_offset64_merge32,merge_window,93,93:storage_in,1,9,47,"[7, 10]",7,True,False,13080.52116,13075.92116,26700,13619.47884,"{""10"": 57.6, ""7"": 37.2}","{""10"": 8.0, ""7"": 2.8}","{""10"": 1.0, ""7"": 1.0}","{""10"": 5, ""7"": 5}","{""10"": false, ""7"": false}",0,"{""candidate_node_pressure"": {""10"": 0, ""7"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000884,legacy_offset64_merge32,merge_window,93,93:storage_in,2,7,47,[8],8,False,False,13084.32116,13075.92116,26700,13615.67884,"{""8"": 35.6}","{""8"": 1.6}","{""8"": 1.0}","{""8"": 5}","{""8"": false}",0,"{""candidate_node_pressure"": {""8"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000885,legacy_offset64_merge32,merge_window,93,93:storage_in,3,8,47,[11],11,False,False,13086.92116,13075.92116,26700,13613.07884,"{""11"": 32.4}","{""11"": 3.2}","{""11"": 1.0}","{""11"": 4}","{""11"": false}",0,"{""candidate_node_pressure"": {""11"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000886,legacy_offset64_merge32,merge_window,93,93:storage_in,4,11,47,"[13, 14]",13,True,False,13091.12116,13075.92116,26700,13608.87884,"{""13"": 21.2, ""14"": 41.6}","{""13"": 11.2, ""14"": 12.8}","{""13"": 1.0, ""14"": 1.0}","{""13"": 5, ""14"": 5}","{""13"": false, ""14"": false}",0,"{""candidate_node_pressure"": {""13"": 0, ""14"": 1}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000887,legacy_offset64_merge32,merge_window,93,93:storage_in,5,13,47,[23],23,False,False,13103.32116,13075.92116,26700,13596.67884,"{""23"": 18.0}","{""23"": 3.2}","{""23"": 1.0}","{""23"": 5}","{""23"": false}",0,"{""candidate_node_pressure"": {""23"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000888,legacy_offset64_merge32,merge_window,93,93:storage_in,6,23,47,[24],24,False,False,13107.52116,13075.92116,26700,13592.47884,"{""24"": 16.4}","{""24"": 1.6}","{""24"": 1.0}","{""24"": 5}","{""24"": false}",0,"{""candidate_node_pressure"": {""24"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000889,legacy_offset64_merge32,merge_window,93,93:storage_in,7,24,47,[27],27,False,False,13110.12116,13075.92116,26700,13589.87884,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000890,legacy_offset64_merge32,merge_window,93,93:storage_in,8,27,47,"[28, 45]",28,True,False,13112.72116,13075.92116,26700,13587.27884,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000891,legacy_offset64_merge32,merge_window,93,93:storage_in,9,28,47,"[29, 47]",47,True,False,13124.52116,13075.92116,26700,13575.47884,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000892,legacy_offset64_merge32,merge_window,94,94:storage_in,0,5,47,[19],19,False,False,13077.44086,13077.44086,25200,12122.55914,"{""19"": 38.0}","{""19"": 1.6}","{""19"": 1.0}","{""19"": 4}","{""19"": false}",0,"{""candidate_node_pressure"": {""19"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000893,legacy_offset64_merge32,merge_window,94,94:storage_in,1,19,47,"[18, 25]",18,True,False,13080.04086,13077.44086,25200,12119.95914,"{""18"": 35.2, ""25"": 51.2}","{""18"": 2.8, ""25"": 14.0}","{""18"": 1.0, ""25"": 1.0}","{""18"": 5, ""25"": 5}","{""18"": false, ""25"": false}",0,"{""candidate_node_pressure"": {""18"": 0, ""25"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000894,legacy_offset64_merge32,merge_window,94,94:storage_in,2,18,47,[22],22,False,False,13083.84086,13077.44086,25200,12116.15914,"{""22"": 26.8}","{""22"": 8.4}","{""22"": 1.0}","{""22"": 4}","{""22"": false}",0,"{""candidate_node_pressure"": {""22"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000895,legacy_offset64_merge32,merge_window,94,94:storage_in,3,22,47,"[24, 26]",24,True,False,13093.24086,13077.44086,25200,12106.75914,"{""24"": 16.4, ""26"": 48.0}","{""24"": 10.4, ""26"": 6.8}","{""24"": 1.0, ""26"": 1.0}","{""24"": 5, ""26"": 5}","{""24"": false, ""26"": false}",0,"{""candidate_node_pressure"": {""24"": 0, ""26"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000896,legacy_offset64_merge32,merge_window,94,94:storage_in,4,24,47,[27],27,False,False,13104.64086,13077.44086,25200,12095.35914,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000897,legacy_offset64_merge32,merge_window,94,94:storage_in,5,27,47,"[28, 45]",28,True,False,13107.24086,13077.44086,25200,12092.75914,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000898,legacy_offset64_merge32,merge_window,94,94:storage_in,6,28,47,"[29, 47]",47,True,False,13119.04086,13077.44086,25200,12080.95914,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000899,legacy_offset64_merge32,merge_window,95,95:storage_in,0,0,47,[6],6,False,False,13079,13078.60448,24600,11521,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""candidate_node_pressure"": {""6"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,test,False
g4a_move_000900,legacy_offset64_merge32,merge_window,95,95:storage_in,1,6,47,"[8, 12]",12,True,False,13083.2,13078.60448,24600,11516.8,"{""12"": 25.2, ""8"": 35.6}","{""12"": 10.0, ""8"": 2.8}","{""12"": 1.0, ""8"": 1.0}","{""12"": 5, ""8"": 5}","{""12"": false, ""8"": false}",0,"{""candidate_node_pressure"": {""12"": 0, ""8"": 1}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,test,False
g4a_move_000901,legacy_offset64_merge32,merge_window,95,95:storage_in,2,12,47,[13],13,False,False,13094.2,13078.60448,24600,11505.8,"{""13"": 21.2}","{""13"": 4.0}","{""13"": 1.0}","{""13"": 5}","{""13"": false}",0,"{""candidate_node_pressure"": {""13"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,test,False
g4a_move_000902,legacy_offset64_merge32,merge_window,95,95:storage_in,3,13,47,[23],23,False,False,13099.2,13078.60448,24600,11500.8,"{""23"": 18.0}","{""23"": 3.2}","{""23"": 1.0}","{""23"": 5}","{""23"": false}",0,"{""candidate_node_pressure"": {""23"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,test,False
g4a_move_000903,legacy_offset64_merge32,merge_window,95,95:storage_in,4,23,47,[24],24,False,False,13103.4,13078.60448,24600,11496.6,"{""24"": 16.4}","{""24"": 1.6}","{""24"": 1.0}","{""24"": 5}","{""24"": false}",0,"{""candidate_node_pressure"": {""24"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,test,False
g4a_move_000904,legacy_offset64_merge32,merge_window,95,95:storage_in,5,24,47,[27],27,False,False,13106,13078.60448,24600,11494,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,test,False
g4a_move_000905,legacy_offset64_merge32,merge_window,95,95:storage_in,6,27,47,"[28, 45]",28,True,False,13108.6,13078.60448,24600,11491.4,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,test,False
g4a_move_000906,legacy_offset64_merge32,merge_window,95,95:storage_in,7,28,47,"[29, 47]",47,True,False,13120.4,13078.60448,24600,11479.6,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,test,False
g4a_move_000907,legacy_offset64_repair32,repair_window,64,64:storage_in,0,3,47,[16],16,False,False,12474.63977,12474.63977,24600,12125.36023,"{""16"": 40.4}","{""16"": 1.6}","{""16"": 1.0}","{""16"": 4}","{""16"": false}",0,"{""candidate_node_pressure"": {""16"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000908,legacy_offset64_repair32,repair_window,64,64:storage_in,1,16,47,"[17, 21]",17,True,False,12477.23977,12474.63977,24600,12122.76023,"{""17"": 36.8, ""21"": 22.8}","{""17"": 3.6, ""21"": 22.8}","{""17"": 1.0, ""21"": 1.0}","{""17"": 5, ""21"": 5}","{""17"": false, ""21"": false}",0,"{""candidate_node_pressure"": {""17"": 0, ""21"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000909,legacy_offset64_repair32,repair_window,64,64:storage_in,2,17,47,[18],18,False,False,12481.83977,12474.63977,24600,12118.16023,"{""18"": 35.2}","{""18"": 1.6}","{""18"": 1.0}","{""18"": 5}","{""18"": false}",0,"{""candidate_node_pressure"": {""18"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000910,legacy_offset64_repair32,repair_window,64,64:storage_in,3,18,47,[22],22,False,False,12484.43977,12474.63977,24600,12115.56023,"{""22"": 26.8}","{""22"": 8.4}","{""22"": 1.0}","{""22"": 4}","{""22"": false}",0,"{""candidate_node_pressure"": {""22"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000911,legacy_offset64_repair32,repair_window,64,64:storage_in,4,22,47,"[24, 26]",24,True,False,12493.83977,12474.63977,24600,12106.16023,"{""24"": 16.4, ""26"": 48.0}","{""24"": 10.4, ""26"": 6.8}","{""24"": 1.0, ""26"": 1.0}","{""24"": 5, ""26"": 5}","{""24"": false, ""26"": false}",0,"{""candidate_node_pressure"": {""24"": 0, ""26"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000912,legacy_offset64_repair32,repair_window,64,64:storage_in,5,24,47,[27],27,False,False,12505.23977,12474.63977,24600,12094.76023,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000913,legacy_offset64_repair32,repair_window,64,64:storage_in,6,27,47,"[28, 45]",28,True,False,12507.83977,12474.63977,24600,12092.16023,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000914,legacy_offset64_repair32,repair_window,64,64:storage_in,7,28,47,"[29, 47]",47,True,False,12519.63977,12474.63977,24600,12080.36023,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000915,legacy_offset64_repair32,repair_window,65,65:storage_in,0,0,47,[6],6,False,False,12475.93777,12475.93777,24900,12424.06223,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""candidate_node_pressure"": {""6"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000916,legacy_offset64_repair32,repair_window,65,65:storage_in,1,6,47,"[8, 12]",12,True,False,12480.13777,12475.93777,24900,12419.86223,"{""12"": 25.2, ""8"": 35.6}","{""12"": 10.0, ""8"": 2.8}","{""12"": 1.0, ""8"": 1.0}","{""12"": 5, ""8"": 5}","{""12"": false, ""8"": false}",0,"{""candidate_node_pressure"": {""12"": 0, ""8"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000917,legacy_offset64_repair32,repair_window,65,65:storage_in,2,12,47,[13],13,False,False,12491.13777,12475.93777,24900,12408.86223,"{""13"": 21.2}","{""13"": 4.0}","{""13"": 1.0}","{""13"": 5}","{""13"": false}",0,"{""candidate_node_pressure"": {""13"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000918,legacy_offset64_repair32,repair_window,65,65:storage_in,3,13,47,[23],23,False,False,12496.13777,12475.93777,24900,12403.86223,"{""23"": 18.0}","{""23"": 3.2}","{""23"": 1.0}","{""23"": 5}","{""23"": false}",0,"{""candidate_node_pressure"": {""23"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000919,legacy_offset64_repair32,repair_window,65,65:storage_in,4,23,47,[24],24,False,False,12500.33777,12475.93777,24900,12399.66223,"{""24"": 16.4}","{""24"": 1.6}","{""24"": 1.0}","{""24"": 5}","{""24"": false}",0,"{""candidate_node_pressure"": {""24"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000920,legacy_offset64_repair32,repair_window,65,65:storage_in,5,24,47,[27],27,False,False,12502.93777,12475.93777,24900,12397.06223,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000921,legacy_offset64_repair32,repair_window,65,65:storage_in,6,27,47,"[28, 45]",28,True,False,12505.53777,12475.93777,24900,12394.46223,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000922,legacy_offset64_repair32,repair_window,65,65:storage_in,7,28,47,"[29, 47]",47,True,False,12517.33777,12475.93777,24900,12382.66223,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000923,legacy_offset64_repair32,repair_window,66,66:storage_in,0,4,47,[17],17,False,False,12478.58782,12477.43655,25800,13321.41218,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""candidate_node_pressure"": {""17"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000924,legacy_offset64_repair32,repair_window,66,66:storage_in,1,17,47,[18],18,False,False,12483.18782,12477.43655,25800,13316.81218,"{""18"": 35.2}","{""18"": 1.6}","{""18"": 1.0}","{""18"": 5}","{""18"": false}",0,"{""candidate_node_pressure"": {""18"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000925,legacy_offset64_repair32,repair_window,66,66:storage_in,2,18,47,[22],22,False,False,12485.78782,12477.43655,25800,13314.21218,"{""22"": 26.8}","{""22"": 8.4}","{""22"": 1.0}","{""22"": 4}","{""22"": false}",0,"{""candidate_node_pressure"": {""22"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000926,legacy_offset64_repair32,repair_window,66,66:storage_in,3,22,47,"[24, 26]",24,True,False,12495.18782,12477.43655,25800,13304.81218,"{""24"": 16.4, ""26"": 48.0}","{""24"": 10.4, ""26"": 6.8}","{""24"": 1.0, ""26"": 1.0}","{""24"": 5, ""26"": 5}","{""24"": false, ""26"": false}",0,"{""candidate_node_pressure"": {""24"": 0, ""26"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000927,legacy_offset64_repair32,repair_window,66,66:storage_in,4,24,47,[27],27,False,False,12506.58782,12477.43655,25800,13293.41218,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000928,legacy_offset64_repair32,repair_window,66,66:storage_in,5,27,47,"[28, 45]",28,True,False,12509.18782,12477.43655,25800,13290.81218,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000929,legacy_offset64_repair32,repair_window,66,66:storage_in,6,28,47,"[29, 47]",47,True,False,12520.98782,12477.43655,25800,13279.01218,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000930,legacy_offset64_repair32,repair_window,67,67:storage_in,0,1,47,[7],7,False,False,12478.58782,12478.58782,26400,13921.41218,"{""7"": 37.2}","{""7"": 4.8}","{""7"": 1.0}","{""7"": 5}","{""7"": false}",0,"{""candidate_node_pressure"": {""7"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000931,legacy_offset64_repair32,repair_window,67,67:storage_in,1,7,47,[8],8,False,False,12484.38782,12478.58782,26400,13915.61218,"{""8"": 35.6}","{""8"": 1.6}","{""8"": 1.0}","{""8"": 5}","{""8"": false}",0,"{""candidate_node_pressure"": {""8"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000932,legacy_offset64_repair32,repair_window,67,67:storage_in,2,8,47,[11],11,False,False,12486.98782,12478.58782,26400,13913.01218,"{""11"": 32.4}","{""11"": 3.2}","{""11"": 1.0}","{""11"": 4}","{""11"": false}",0,"{""candidate_node_pressure"": {""11"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000933,legacy_offset64_repair32,repair_window,67,67:storage_in,3,11,47,"[13, 14]",13,True,False,12491.18782,12478.58782,26400,13908.81218,"{""13"": 21.2, ""14"": 41.6}","{""13"": 11.2, ""14"": 12.8}","{""13"": 1.0, ""14"": 1.0}","{""13"": 5, ""14"": 5}","{""13"": false, ""14"": false}",0,"{""candidate_node_pressure"": {""13"": 0, ""14"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000934,legacy_offset64_repair32,repair_window,67,67:storage_in,4,13,47,[23],23,False,False,12503.38782,12478.58782,26400,13896.61218,"{""23"": 18.0}","{""23"": 3.2}","{""23"": 1.0}","{""23"": 5}","{""23"": false}",0,"{""candidate_node_pressure"": {""23"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000935,legacy_offset64_repair32,repair_window,67,67:storage_in,5,23,47,[24],24,False,False,12507.58782,12478.58782,26400,13892.41218,"{""24"": 16.4}","{""24"": 1.6}","{""24"": 1.0}","{""24"": 5}","{""24"": false}",0,"{""candidate_node_pressure"": {""24"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000936,legacy_offset64_repair32,repair_window,67,67:storage_in,6,24,47,[27],27,False,False,12510.18782,12478.58782,26400,13889.81218,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000937,legacy_offset64_repair32,repair_window,67,67:storage_in,7,27,47,"[28, 45]",28,True,False,12512.78782,12478.58782,26400,13887.21218,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000938,legacy_offset64_repair32,repair_window,67,67:storage_in,8,28,47,"[29, 47]",47,True,False,12524.58782,12478.58782,26400,13875.41218,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000939,legacy_offset64_repair32,repair_window,68,68:storage_in,0,5,47,[19],19,False,False,12480.10318,12480.10318,24600,12119.89682,"{""19"": 38.0}","{""19"": 1.6}","{""19"": 1.0}","{""19"": 4}","{""19"": false}",0,"{""candidate_node_pressure"": {""19"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000940,legacy_offset64_repair32,repair_window,68,68:storage_in,1,19,47,"[18, 25]",25,True,False,12482.70318,12480.10318,24600,12117.29682,"{""18"": 35.2, ""25"": 51.2}","{""18"": 2.8, ""25"": 14.0}","{""18"": 1.0, ""25"": 1.0}","{""18"": 5, ""25"": 5}","{""18"": false, ""25"": false}",0,"{""candidate_node_pressure"": {""18"": 1, ""25"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000941,legacy_offset64_repair32,repair_window,68,68:storage_in,2,25,47,[26],26,False,False,12497.70318,12480.10318,24600,12102.29682,"{""26"": 48.0}","{""26"": 3.2}","{""26"": 1.0}","{""26"": 5}","{""26"": false}",0,"{""candidate_node_pressure"": {""26"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000942,legacy_offset64_repair32,repair_window,68,68:storage_in,3,26,47,[43],43,False,False,12501.90318,12480.10318,24600,12098.09682,"{""43"": 46.4}","{""43"": 1.6}","{""43"": 1.0}","{""43"": 5}","{""43"": false}",0,"{""candidate_node_pressure"": {""43"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000943,legacy_offset64_repair32,repair_window,68,68:storage_in,4,43,47,[15],15,False,False,12504.50318,12480.10318,24600,12095.49682,"{""15"": 43.2}","{""15"": 3.2}","{""15"": 1.0}","{""15"": 5}","{""15"": false}",0,"{""candidate_node_pressure"": {""15"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000944,legacy_offset64_repair32,repair_window,68,68:storage_in,5,15,47,[14],14,False,False,12508.70318,12480.10318,24600,12091.29682,"{""14"": 41.6}","{""14"": 1.6}","{""14"": 1.0}","{""14"": 5}","{""14"": false}",0,"{""candidate_node_pressure"": {""14"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
