replay_variant,variant_mode,best_executable_variant,planned_count,planned_gate,real_constraint_conflicts,real_conflict_gate,post_shield_conflicts,post_shield_gate,branch_executable_coverage,branch_gate,route_intent_coverage,route_intent_gate,unresolved_edge_capacity_cases,unresolved_edge_capacity_share_of_g3d,unresolved_gate,g4a_pilot_eligible
capacity_wait_budget_10s,wait_budget,False,92,False,0,True,0,True,0.9631449631449631,True,144,True,30,0.05545286506469501,True,False
capacity_wait_budget_30s,wait_budget,False,92,False,0,True,0,True,0.9631449631449631,True,144,True,30,0.05545286506469501,True,False
capacity_wait_budget_5s,wait_budget,True,96,False,0,True,0,True,0.9672897196261683,True,144,True,29,0.053604436229205174,True,False
capacity_wait_budget_60s,wait_budget,False,92,False,0,True,0,True,0.9631449631449631,True,144,True,30,0.05545286506469501,True,False
edge_release_wait_scheduler,edge_release_wait,False,88,False,0,True,0,True,0.9323308270676691,True,144,True,42,0.07763401109057301,True,False
fifo_edge_queue_scheduler,fifo_queue,False,88,False,0,True,0,True,0.9323308270676691,True,144,True,42,0.07763401109057301,True,False
g3d_reroute_anchor,reroute,False,94,False,0,True,0,True,0.6419213973799127,False,144,True,421,0.7781885397412199,False,False
hybrid_executable_teacher,hybrid,False,92,False,0,True,0,True,0.9580246913580247,True,144,True,32,0.059149722735674676,True,False
route_intent_only_teacher,route_intent,False,0,False,0,True,0,True,0.0,False,144,True,0,0.0,True,False
