model_family,learning_rate,epochs,selection_partition,validation_listwise_top1,validation_pairwise_accuracy,validation_high_confidence_harmful_rate,selected,fresh_audit_read_during_selection,source_manifest_sha256
pairwise_linear,0.2,120,validation,0.7799564270152506,0.7138810198300283,0.22985781990521326,False,False,b30a8dff4dbf8e4f9d987fa9d0bfc28e8a58b9b7fcdc63a20f1fcc5507ce09f5
pairwise_linear,0.5,120,validation,0.7777777777777778,0.7110481586402266,0.2141280353200883,False,False,b30a8dff4dbf8e4f9d987fa9d0bfc28e8a58b9b7fcdc63a20f1fcc5507ce09f5
pairwise_linear,1.0,120,validation,0.7777777777777778,0.7110481586402266,0.10776942355889724,False,False,b30a8dff4dbf8e4f9d987fa9d0bfc28e8a58b9b7fcdc63a20f1fcc5507ce09f5
pairwise_linear,0.5,240,validation,0.7777777777777778,0.7110481586402266,0.20179372197309417,False,False,b30a8dff4dbf8e4f9d987fa9d0bfc28e8a58b9b7fcdc63a20f1fcc5507ce09f5
pairwise_linear,1.0,240,validation,0.8627450980392157,0.8215297450424929,0.07049608355091384,True,False,b30a8dff4dbf8e4f9d987fa9d0bfc28e8a58b9b7fcdc63a20f1fcc5507ce09f5
tiny_mlp,0.5,200,validation,0.7777777777777778,0.7110481586402266,0.21806167400881057,False,False,b30a8dff4dbf8e4f9d987fa9d0bfc28e8a58b9b7fcdc63a20f1fcc5507ce09f5
tiny_mlp,0.75,200,validation,0.7799564270152506,0.7138810198300283,0.21365638766519823,False,False,b30a8dff4dbf8e4f9d987fa9d0bfc28e8a58b9b7fcdc63a20f1fcc5507ce09f5
tiny_mlp,1.0,160,validation,0.7799564270152506,0.7138810198300283,0.2119205298013245,False,False,b30a8dff4dbf8e4f9d987fa9d0bfc28e8a58b9b7fcdc63a20f1fcc5507ce09f5
tiny_mlp,1.0,240,validation,0.7843137254901961,0.7195467422096318,0.2097130242825607,True,False,b30a8dff4dbf8e4f9d987fa9d0bfc28e8a58b9b7fcdc63a20f1fcc5507ce09f5
