window_id,task_id,segment_id,current_node,goal_node,candidate_next_nodes,model_prediction,teacher_next,fallback_reason,risk_margin,historical_risk,bottleneck_score,downstream_pressure_2hop,downstream_pressure_3hop,node_pressure,candidate_pressure,is_branch_node,did_fallback_match_teacher,would_model_have_been_wrong,whether_task_later_success,scores,label_type
g4d_first512_no_fault,301,301:storage_in,6,47,"[8, 12]",12,12,low_margin+historical_risk,0.71874445,1,1,0,0,0,0,True,True,False,True,"[0.038449054014617734, 0.7571935082366567]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,302,302:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45511802,0,1,0,0,0,0,True,True,False,True,"[1.5904353524584658, -0.8646826723543823]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,303,303:storage_in,19,47,"[18, 25]",18,18,low_margin+historical_risk,1.81160877,1,1,0,0,0,0,True,True,False,True,"[0.879892837672557, -0.931715930155004]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,303,303:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45187835,0,1,0,0,0,0,True,True,False,True,"[1.5023357324897546, -0.9495426172839376]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,304,304:storage_in,9,47,"[7, 10]",7,7,low_margin,0.90904709,0,1,0,0,0,0,True,True,False,True,"[-0.01998026781793305, -0.9290273550721007]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,304,304:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.18481361,1,1,0,0,0,0,True,True,False,True,"[0.9986896598376974, -0.1861239524336189]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,305,305:storage_in,16,47,"[17, 21]",21,17,low_margin,0.50231429,0,1,0,0,0,0,True,True,True,True,"[0.7233093998305096, 1.2256236921051364]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,305,305:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45364691,0,1,0,0,0,0,True,True,False,True,"[1.5462076912542415, -0.9074392198899226]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,306,306:storage_in,22,47,"[24, 26]",24,26,low_margin,2.2611764,0,1,2,3,0,1,True,True,True,True,"[1.329117100236981, -0.9320592956344624]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,307,307:storage_in,19,47,"[18, 25]",18,25,low_margin+historical_risk,1.60115326,1,1,2,4,0,1,True,True,True,True,"[0.7121399876362031, -0.8890132766323069]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,308,308:storage_in,6,47,"[8, 12]",12,8,low_margin+historical_risk,0.64348573,1,1,1,2,0,0,True,True,True,True,"[0.1986533085480402, 0.8421390409412659]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,308,308:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.18454272,1,1,0,0,0,0,True,True,False,True,"[1.2093775038044448, 0.02483478250273341]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,309,309:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.18508873,1,1,0,0,0,0,True,True,False,True,"[1.1095383962044096, -0.07555033236975439]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,310,310:storage_in,16,47,"[17, 21]",21,21,low_margin,0.50449137,0,1,0,0,0,0,True,True,False,True,"[0.5526323990844177, 1.0571237685459751]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,311,311:storage_in,9,47,"[7, 10]",7,7,low_margin,0.91100728,0,1,0,0,0,0,True,True,False,True,"[0.0024228815108995327, -0.9085843950476074]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,311,311:storage_in,11,47,"[13, 14]",13,14,low_margin+historical_risk,1.11319207,1,1,1,2,0,0,True,True,True,True,"[0.9486947415381538, -0.16449733050029325]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,312,312:storage_in,22,47,"[24, 26]",24,26,low_margin,2.25343534,0,1,2,3,0,1,True,True,True,True,"[1.1878841346545777, -1.0655512064644423]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,313,313:storage_in,6,47,"[8, 12]",12,12,low_margin+historical_risk,0.90771819,1,1,0,0,0,0,True,True,False,True,"[-0.03195397401204447, 0.8757642171548261]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,314,314:storage_in,19,47,"[18, 25]",18,18,low_margin+historical_risk,1.87538619,1,1,0,0,0,0,True,True,False,True,"[0.7886124623034129, -1.0867737247637106]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,314,314:storage_in,22,47,"[24, 26]",24,24,low_margin,2.44734306,0,1,0,0,0,0,True,True,False,True,"[1.4130641536842812, -1.0342789112492066]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,315,315:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.18508884,1,1,0,0,0,0,True,True,False,True,"[1.064842095077815, -0.12024674461287144]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,316,316:storage_in,9,47,"[7, 10]",7,7,low_margin,0.92326848,0,1,0,0,0,0,True,True,False,True,"[0.1514593990895855, -0.7718090806163733]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,316,316:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.37465941,1,1,0,0,0,0,True,True,False,True,"[1.1645220703411967, -0.2101373386411336]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,317,317:storage_in,6,47,"[8, 12]",12,12,low_margin+historical_risk,0.92830833,1,1,0,0,0,0,True,True,False,True,"[-0.09576070780491008, 0.832547620202767]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,318,318:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.18473452,1,1,0,0,0,0,True,True,False,True,"[1.1865304860114583, 0.0017959696489719956]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,319,319:storage_in,22,47,"[24, 26]",24,26,low_margin,2.251127,0,1,2,3,0,1,True,True,True,True,"[1.1539418157085164, -1.097185186314506]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,320,320:storage_in,9,47,"[7, 10]",7,7,low_margin,0.99251553,0,1,0,0,0,0,True,True,False,True,"[0.15113050872938927, -0.8413850219194565]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,320,320:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.18488352,1,1,0,0,0,0,True,True,False,True,"[1.164205325182835, -0.02067819147996608]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,321,321:storage_in,19,47,"[18, 25]",18,18,low_margin+historical_risk,1.88130893,1,1,0,0,0,0,True,True,False,True,"[0.8900452690133004, -0.9912636605330225]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,321,321:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45230428,0,1,0,0,0,0,True,True,False,True,"[1.5122385253163917, -0.9400657551257268]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,322,322:storage_in,6,47,"[8, 12]",12,12,low_margin+historical_risk,0.71750069,1,1,0,0,0,0,True,True,False,True,"[0.09415455493621339, 0.8116552471392509]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,323,323:storage_in,16,47,"[17, 21]",21,17,low_margin,0.50304546,0,1,0,0,0,0,True,True,True,True,"[0.675487000632304, 1.178532458448239]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,323,323:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45176506,0,1,0,0,0,0,True,True,False,True,"[1.4997609860405867, -0.9520040783247967]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,324,324:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.18504099,1,1,0,0,0,0,True,True,False,True,"[1.1291922656688735, -0.055848725700565094]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,325,325:storage_in,9,47,"[7, 10]",7,7,low_margin,0.91274847,0,1,0,0,0,0,True,True,False,True,"[0.02262164432261138, -0.8901268227254542]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,325,325:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.18502407,1,1,0,0,0,0,True,True,False,True,"[1.0400343443659743, -0.14498972784483577]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,326,326:storage_in,16,47,"[17, 21]",21,17,low_margin,0.50480288,0,1,0,0,0,0,True,True,True,True,"[0.51579546036692, 1.0205983438331392]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,326,326:storage_in,22,47,"[24, 26]",24,24,low_margin,2.44296132,0,1,0,0,0,0,True,True,False,True,"[1.3436282258864733, -1.0993330900326763]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,327,327:storage_in,22,47,"[24, 26]",24,24,low_margin,2.44293826,0,1,0,0,0,0,True,True,False,True,"[1.3432914107079914, -1.0996468510718265]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,328,328:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45464637,0,1,0,0,0,0,True,True,False,True,"[1.5751852798877202, -0.8794610868125674]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,329,329:storage_in,6,47,"[8, 12]",12,12,low_margin+historical_risk,0.71500356,1,1,0,0,0,0,True,True,False,True,"[0.19408613215026005, 0.9090896929369555]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,330,330:storage_in,19,47,"[18, 25]",18,18,low_margin+historical_risk,1.80884026,1,1,0,0,0,0,True,True,False,True,"[0.8294154625563267, -0.9794248012363107]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,330,330:storage_in,22,47,"[24, 26]",24,24,low_margin,2.4495271,0,1,0,0,0,0,True,True,False,True,"[1.453021720085968, -0.9965053777468802]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,331,331:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.18469652,1,1,0,0,0,0,True,True,False,True,"[1.1914581749218285, 0.006761657660069531]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,332,332:storage_in,20,47,"[10, 21]",21,21,low_margin,1.9521357,0,1,0,0,0,0,True,True,False,True,"[-0.8329903567035382, 1.1191453387477317]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,333,333:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95212373,0,1,0,0,0,0,True,True,False,True,"[-0.8331686208023303, 1.1189551125587582]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,334,334:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95211122,0,1,0,0,0,0,True,True,False,True,"[-0.8333549643273634, 1.118756259659291]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,335,335:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95209928,0,1,0,0,0,0,True,True,False,True,"[-0.833532772672654, 1.1185665100241944]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,336,336:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95208784,0,1,0,0,0,0,True,True,False,True,"[-0.83370312448626, 1.1183847132104494]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,337,337:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95207586,0,1,0,0,0,0,True,True,False,True,"[-0.8338813759946893, 1.118194481273473]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,338,338:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95206333,0,1,0,0,0,0,True,True,False,True,"[-0.8340677063547219, 1.1179956223696883]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,339,339:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95205137,0,1,0,0,0,0,True,True,False,True,"[-0.8342455021341952, 1.117805867009297]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,340,340:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95203991,0,1,0,0,0,0,True,True,False,True,"[-0.8344158419054433, 1.11762406471402]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,341,341:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95203108,0,1,0,0,0,0,True,True,False,True,"[-0.8345469184272756, 1.1174841647920768]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,342,342:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95202791,0,1,0,0,0,0,True,True,False,True,"[-0.8345940808094106, 1.117433827045161]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,343,343:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95201911,0,1,0,0,0,0,True,True,False,True,"[-0.8347247441780186, 1.117294364574585]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,344,344:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95271339,0,1,0,0,0,0,True,True,False,True,"[-0.8242945842516007, 1.128418803829223]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,345,345:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95270581,0,1,0,0,0,0,True,True,False,True,"[-0.8244098393271861, 1.1282959664878198]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,346,346:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95270168,0,1,0,0,0,0,True,True,False,True,"[-0.8244725510315796, 1.1282291283384167]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,347,347:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95269402,0,1,0,0,0,0,True,True,False,True,"[-0.8245888993577459, 1.1281051226950771]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,348,348:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95269046,0,1,0,0,0,0,True,True,False,True,"[-0.8246430546802517, 1.1280474025131197]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,349,349:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95198307,0,1,0,0,0,0,True,True,False,True,"[-0.8352595750992557, 1.116723490315876]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,350,350:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95267871,0,1,0,0,0,0,True,True,False,True,"[-0.8248214651113506, 1.1278572448077586]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,351,351:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95197107,0,1,0,0,0,0,True,True,False,True,"[-0.8354373886072832, 1.1165336840258717]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,352,352:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95266643,0,1,0,0,0,0,True,True,False,True,"[-0.8250079616477952, 1.1276584634466529]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,353,353:storage_in,20,47,"[10, 21]",21,21,low_margin,1.9526547,0,1,0,0,0,0,True,True,False,True,"[-0.8251859160407577, 1.1274687820263984]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,354,354:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95264346,0,1,0,0,0,0,True,True,False,True,"[-0.8253564078183742, 1.1272870505239683]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,355,355:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95263169,0,1,0,0,0,0,True,True,False,True,"[-0.8255348058242558, 1.1270968868820426]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,356,356:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95261939,0,1,0,0,0,0,True,True,False,True,"[-0.8257212893683288, 1.126898099319503]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,357,357:storage_in,20,47,"[10, 21]",21,21,low_margin,1.9526112,0,1,0,0,0,0,True,True,False,True,"[-0.8258453075085486, 1.1267658956704025]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,358,358:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95260549,0,1,0,0,0,0,True,True,False,True,"[-0.8259317751854625, 1.1266737195377998]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,359,359:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95259846,0,1,0,0,0,0,True,True,False,True,"[-0.8260382675082012, 1.1265601952159716]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,360,360:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95259356,0,1,0,0,0,0,True,True,False,True,"[-0.8261125410938306, 1.1264810161165975]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,361,361:storage_in,20,47,"[10, 21]",21,21,low_margin,1.9518868,0,1,0,0,0,0,True,True,False,True,"[-0.8366848497448085, 1.115201952523739]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,362,362:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95188087,0,1,0,0,0,0,True,True,False,True,"[-0.8367725266988089, 1.1151083438417448]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,363,363:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95187101,0,1,0,0,0,0,True,True,False,True,"[-0.8369181699766721, 1.114952844594188]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,364,364:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95185898,0,1,0,0,0,0,True,True,False,True,"[-0.8370959153522517, 1.1147630664934405]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,365,365:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95184745,0,1,0,0,0,0,True,True,False,True,"[-0.8372662068193393, 1.1145812424261203]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,366,366:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95253744,0,1,0,0,0,0,True,True,False,True,"[-0.8269613380416005, 1.1255761000038613]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,367,367:storage_in,20,47,"[10, 21]",21,21,low_margin,1.9525251,0,1,0,0,0,0,True,True,False,True,"[-0.8271477955566717, 1.1253773000889415]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,368,368:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95178462,0,1,0,0,0,0,True,True,False,True,"[-0.838192821936983, 1.1135917976163734]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,369,369:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95246879,0,1,0,0,0,0,True,True,False,True,"[-0.8279974342045342, 1.124471353948337]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,370,370:storage_in,20,47,"[10, 21]",21,21,low_margin,1.951753,0,1,0,0,0,0,True,True,False,True,"[-0.8386584473489671, 1.1130945512052786]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,371,371:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95164485,0,1,0,0,0,0,True,True,False,True,"[-0.8402473028502118, 1.1113975485017509]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,372,372:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95234538,0,1,0,0,0,0,True,True,False,True,"[-0.8298538856491706, 1.122491492387773]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,373,373:storage_in,20,47,"[10, 21]",21,21,low_margin,1.94786446,0,1,0,0,0,0,True,True,False,True,"[-0.8926342870147665, 1.0552301758421005]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,374,374:storage_in,20,47,"[10, 21]",21,21,low_margin,1.94539901,0,1,0,0,0,0,True,True,False,True,"[-0.9240162148100355, 1.0213827902691128]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,375,375:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95160674,0,1,0,0,0,0,True,True,False,True,"[-0.8408059356429436, 1.1108008010555162]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,376,376:storage_in,19,47,"[18, 25]",18,18,low_margin+historical_risk,1.80065205,1,1,0,0,0,0,True,True,False,True,"[0.701516254233864, -1.099135798056443]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,376,376:storage_in,22,47,"[24, 26]",24,24,low_margin,2.44183709,0,1,0,0,0,0,True,True,False,True,"[1.3274871703242694, -1.1143499200887395]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,377,377:storage_in,16,47,"[17, 21]",21,17,low_margin,0.50492578,0,1,0,0,0,0,True,True,True,True,"[0.49905056960733185, 1.0039763456640078]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,377,377:storage_in,22,47,"[24, 26]",24,24,low_margin,2.44181415,0,1,0,0,0,0,True,True,False,True,"[1.3271635629049214, -1.1146505832575049]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,378,378:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95150528,0,1,0,0,0,0,True,True,False,True,"[-0.8422895838431639, 1.109215696690931]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,379,379:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.18483086,1,1,0,0,0,0,True,True,False,True,"[1.0013269731728953, -0.18350388453790778]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,380,380:storage_in,16,47,"[17, 21]",21,21,low_margin,0.50297216,0,1,0,0,0,0,True,True,False,True,"[0.6805729949361514, 1.1835451592226225]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,381,381:storage_in,22,47,"[24, 26]",24,26,low_margin,2.24977237,0,1,2,3,0,1,True,True,True,True,"[1.1350635169199417, -1.1147088497149824]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,382,382:storage_in,9,47,"[7, 10]",7,7,low_margin,0.98026098,0,1,0,0,0,0,True,True,False,True,"[0.005364348321480028, -0.9748966353350292]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,382,382:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.1849543,1,1,0,0,0,0,True,True,False,True,"[1.0232972524489725, -0.16165704347938448]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,383,383:storage_in,9,47,"[7, 10]",7,7,low_margin,0.92220214,0,1,0,0,0,0,True,True,False,True,"[0.16055345315194947, -0.7616486823507211]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,383,383:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.37606386,1,1,0,0,0,0,True,True,False,True,"[1.1753591521290003, -0.20070471013863433]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,384,384:storage_in,6,47,"[8, 12]",12,12,low_margin+historical_risk,0.90674872,1,1,0,0,0,0,True,True,False,True,"[0.005496612956871427, 0.9122453331646609]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,385,385:storage_in,16,47,"[17, 21]",21,21,low_margin,0.50492858,0,1,0,0,0,0,True,True,False,True,"[0.49864870306169196, 1.0035772845090762]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,386,386:storage_in,22,47,"[24, 26]",24,24,low_margin,2.44179252,0,1,0,0,0,0,True,True,False,True,"[1.3268587371000493, -1.114933781913417]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,387,387:storage_in,19,47,"[18, 25]",18,25,low_margin+historical_risk,1.60822319,1,1,2,3,0,1,True,True,True,True,"[0.5084737673495918, -1.0997494189756456]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,388,388:storage_in,19,47,"[18, 25]",18,25,low_margin+historical_risk,1.79169775,1,1,0,1,0,0,True,True,True,True,"[0.8727211556608159, -0.9189765935617762]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,389,389:storage_in,22,47,"[24, 26]",24,24,low_margin,2.44177903,0,1,0,0,0,0,True,True,False,True,"[1.3266687256115683, -1.1151103050998545]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,390,390:storage_in,6,47,"[8, 12]",12,8,low_margin+historical_risk,0.643427,1,1,1,2,0,0,True,True,True,True,"[0.2010137455580434, 0.8444407451890491]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,390,390:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.18452151,1,1,0,0,0,0,True,True,False,True,"[1.2116454045556806, 0.027123896051519214]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,391,391:storage_in,16,47,"[17, 21]",21,21,low_margin,0.50493039,0,1,0,0,0,0,True,True,False,True,"[0.4983896248531867, 1.0033200113207357]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,392,392:storage_in,16,47,"[17, 21]",21,21,low_margin,0.50149911,0,1,0,0,0,0,True,True,False,True,"[0.7705952924228632, 1.2720943998070036]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,393,393:storage_in,20,47,"[10, 21]",21,21,low_margin,1.95216427,0,1,0,0,0,0,True,True,False,True,"[-0.8325642572153333, 1.1196000114330604]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,394,394:storage_in,22,47,"[24, 26]",24,24,low_margin,2.44175338,0,1,0,0,0,0,True,True,False,True,"[1.3263075410724372, -1.1154458352026222]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,395,395:storage_in,19,47,"[18, 25]",18,25,low_margin+historical_risk,1.61052947,1,1,2,3,0,1,True,True,True,True,"[0.541918008548444, -1.068611458644306]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,396,396:storage_in,22,47,"[24, 26]",24,24,low_margin,2.44747209,0,1,0,0,0,0,True,True,False,True,"[1.4153046249813046, -1.0321674620056986]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,397,397:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.18466113,1,1,0,0,0,0,True,True,False,True,"[0.9781039126127762, -0.20655722091943352]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,398,398:storage_in,19,47,"[18, 25]",18,25,low_margin+historical_risk,1.59429935,1,1,2,4,0,1,True,True,True,True,"[0.5892598690968666, -1.0050394764491786]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,399,399:storage_in,19,47,"[18, 25]",18,25,low_margin+historical_risk,1.79107825,1,1,0,1,0,0,True,True,True,True,"[0.8607925952554918, -0.9302856549792935]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,400,400:storage_in,9,47,"[7, 10]",7,7,low_margin,0.99542086,0,1,0,0,0,0,True,True,False,True,"[0.18831171094748234, -0.8071091482473196]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,400,400:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.37447495,1,1,0,0,0,0,True,True,False,True,"[1.1999799837770946, -0.17449496991809954]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,401,401:storage_in,16,47,"[17, 21]",21,17,low_margin,0.50457607,0,1,0,0,0,0,True,True,True,True,"[0.5432509498783674, 1.0478270184744294]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,401,401:storage_in,22,47,"[24, 26]",24,24,low_margin,2.44475034,0,1,0,0,0,0,True,True,False,True,"[1.3705859015050654, -1.0741644349015742]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,402,402:storage_in,6,47,"[8, 12]",12,12,low_margin+historical_risk,0.931972,1,1,0,0,0,0,True,True,False,True,"[-0.2338103712270332, 0.6981616298765536]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,403,403:storage_in,22,47,"[24, 26]",24,24,low_margin,2.4546219,0,1,0,0,0,0,True,True,False,True,"[1.5662775984993833, -0.8883443018660493]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,404,404:storage_in,16,47,"[17, 21]",21,17,low_margin,0.50493486,0,1,0,0,0,0,True,True,True,True,"[0.49774594556121243, 1.002680804451158]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,404,404:storage_in,22,47,"[24, 26]",24,24,low_margin,2.44172298,0,1,0,0,0,0,True,True,False,True,"[1.325880026711212, -1.1158429582191867]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,405,405:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.37385019,1,1,0,0,0,0,True,True,False,True,"[0.977805559051872, -0.39604463174254745]",MOVE_TO_NEXT_CIE
g4d_first512_no_fault,406,406:storage_in,19,47,"[18, 25]",18,25,low_margin+historical_risk,1.5988708,1,1,2,4,0,1,True,True,True,True,"[0.6683459265948126, -0.9305248757751381]",MOVE_TO_NEXT_CIE
