audit_schema,status,evidence_scope,formal_pass_claimed,causal_label_count,bundle_generation_id,census_self_sha256,binary_path,binary_sha256,clone_event_ordinal,intervention_applied,source_baseline_exact_match,source_clone_exact_match,baseline_clone_exact_match,complete_bags_sha256,segment_result_sha256,junction_state_sha256,algorithm_summary_sha256,deterministic_result_sha256,all_five_replay_hashes_exact_match,clone_replay_fidelity
czr005.g4irsf14.clone_fidelity_audit.v1,PARTIAL_WITH_EXPLICIT_BLOCKER,ONE_NOOP_THREE_WAY_REPLAY_FIDELITY_AUDIT_NOT_A_CAUSAL_INTERVENTION,false,0,a19c406aa5ea5a501f0ed43f220d3b476ab909986f4de2da24e35a8c970d6d3f,9d0da238e0bef3aed5cd12b6a713c6e53d1a0156f1b2abd64a31a528088e555d,C:\PROGRAMING\czr005\build_g4irsf14_evidence_1336da0\python\czr005_cpp.cp311-win_amd64.pyd,11b957890666a4ac4dd056fca4828cecb6b3f3ff29fdc590d05c4cff875ebc71,1000,false,true,true,true,cf959c27705bf2cefb5fc705f11ab5f2dbedcdac73cb033bdf1a44597cfde9f6,9747a46fc59693c5f6adee59348a2ba655b2bd70531a847fa7f1a85fad1c4a72,ebee03ed0d2db3240f6da9ffdc5049eb26e9e32b307827172cf11a6ffadf52e1,0392defb0fc6b3a53f4cdca5c889d91e5da1077534dda4da12e491b7240e1089,5b0030239cc4f685a78b13c5a34d97a5901eb4d295bbd053f6102dd5bd09ea85,true,1.0
