scenario,task_stream_generation_level,topology_changed,source_manifest,task_id,segment_id,start,failed_reason,steps,path,node_window_conflicts,runtime_full_cie_astar_calls
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57,57:storage_in:g4irsf2_c0,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28563,28563:storage_in:g4irsf2_c1,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57069,57069:storage_in:g4irsf2_c2,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85575,85575:storage_in:g4irsf2_c3,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114081,114081:storage_in:g4irsf2_c4,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142587,142587:storage_in:g4irsf2_c5,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171093,171093:storage_in:g4irsf2_c6,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199599,199599:storage_in:g4irsf2_c7,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,58,58:storage_in:g4irsf2_c0,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28564,28564:storage_in:g4irsf2_c1,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57070,57070:storage_in:g4irsf2_c2,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85576,85576:storage_in:g4irsf2_c3,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114082,114082:storage_in:g4irsf2_c4,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142588,142588:storage_in:g4irsf2_c5,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171094,171094:storage_in:g4irsf2_c6,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199600,199600:storage_in:g4irsf2_c7,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,60,60:storage_in:g4irsf2_c0,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28566,28566:storage_in:g4irsf2_c1,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57072,57072:storage_in:g4irsf2_c2,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85578,85578:storage_in:g4irsf2_c3,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114084,114084:storage_in:g4irsf2_c4,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142590,142590:storage_in:g4irsf2_c5,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171096,171096:storage_in:g4irsf2_c6,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199602,199602:storage_in:g4irsf2_c7,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,61,61:storage_in:g4irsf2_c0,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28567,28567:storage_in:g4irsf2_c1,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57073,57073:storage_in:g4irsf2_c2,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85579,85579:storage_in:g4irsf2_c3,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114085,114085:storage_in:g4irsf2_c4,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142591,142591:storage_in:g4irsf2_c5,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171097,171097:storage_in:g4irsf2_c6,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199603,199603:storage_in:g4irsf2_c7,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,62,62:storage_in:g4irsf2_c0,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28568,28568:storage_in:g4irsf2_c1,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57074,57074:storage_in:g4irsf2_c2,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85580,85580:storage_in:g4irsf2_c3,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114086,114086:storage_in:g4irsf2_c4,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142592,142592:storage_in:g4irsf2_c5,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171098,171098:storage_in:g4irsf2_c6,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199604,199604:storage_in:g4irsf2_c7,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57076,57076:storage_in:g4irsf2_c2,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85582,85582:storage_in:g4irsf2_c3,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114088,114088:storage_in:g4irsf2_c4,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142594,142594:storage_in:g4irsf2_c5,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171100,171100:storage_in:g4irsf2_c6,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199606,199606:storage_in:g4irsf2_c7,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,66,66:storage_in:g4irsf2_c0,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28572,28572:storage_in:g4irsf2_c1,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57078,57078:storage_in:g4irsf2_c2,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85584,85584:storage_in:g4irsf2_c3,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114090,114090:storage_in:g4irsf2_c4,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142596,142596:storage_in:g4irsf2_c5,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171102,171102:storage_in:g4irsf2_c6,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199608,199608:storage_in:g4irsf2_c7,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,71,71:storage_in:g4irsf2_c0,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28577,28577:storage_in:g4irsf2_c1,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57083,57083:storage_in:g4irsf2_c2,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85589,85589:storage_in:g4irsf2_c3,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114095,114095:storage_in:g4irsf2_c4,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142601,142601:storage_in:g4irsf2_c5,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171107,171107:storage_in:g4irsf2_c6,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199613,199613:storage_in:g4irsf2_c7,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,77,77:storage_in:g4irsf2_c0,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28583,28583:storage_in:g4irsf2_c1,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57089,57089:storage_in:g4irsf2_c2,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85595,85595:storage_in:g4irsf2_c3,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114101,114101:storage_in:g4irsf2_c4,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142607,142607:storage_in:g4irsf2_c5,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171113,171113:storage_in:g4irsf2_c6,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199619,199619:storage_in:g4irsf2_c7,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,79,79:storage_in:g4irsf2_c0,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28585,28585:storage_in:g4irsf2_c1,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57091,57091:storage_in:g4irsf2_c2,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85597,85597:storage_in:g4irsf2_c3,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114103,114103:storage_in:g4irsf2_c4,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142609,142609:storage_in:g4irsf2_c5,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171115,171115:storage_in:g4irsf2_c6,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199621,199621:storage_in:g4irsf2_c7,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,81,81:storage_in:g4irsf2_c0,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28587,28587:storage_in:g4irsf2_c1,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57093,57093:storage_in:g4irsf2_c2,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85599,85599:storage_in:g4irsf2_c3,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114105,114105:storage_in:g4irsf2_c4,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142611,142611:storage_in:g4irsf2_c5,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171117,171117:storage_in:g4irsf2_c6,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199623,199623:storage_in:g4irsf2_c7,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,82,82:storage_in:g4irsf2_c0,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28588,28588:storage_in:g4irsf2_c1,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57094,57094:storage_in:g4irsf2_c2,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85600,85600:storage_in:g4irsf2_c3,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114106,114106:storage_in:g4irsf2_c4,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142612,142612:storage_in:g4irsf2_c5,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171118,171118:storage_in:g4irsf2_c6,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199624,199624:storage_in:g4irsf2_c7,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171119,171119:storage_in:g4irsf2_c6,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199625,199625:storage_in:g4irsf2_c7,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,84,84:storage_in:g4irsf2_c0,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28590,28590:storage_in:g4irsf2_c1,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57096,57096:storage_in:g4irsf2_c2,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85602,85602:storage_in:g4irsf2_c3,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114108,114108:storage_in:g4irsf2_c4,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142614,142614:storage_in:g4irsf2_c5,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171120,171120:storage_in:g4irsf2_c6,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199626,199626:storage_in:g4irsf2_c7,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,89,89:storage_in:g4irsf2_c0,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28595,28595:storage_in:g4irsf2_c1,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57101,57101:storage_in:g4irsf2_c2,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85607,85607:storage_in:g4irsf2_c3,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114113,114113:storage_in:g4irsf2_c4,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142619,142619:storage_in:g4irsf2_c5,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171125,171125:storage_in:g4irsf2_c6,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199631,199631:storage_in:g4irsf2_c7,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,91,91:storage_in:g4irsf2_c0,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28597,28597:storage_in:g4irsf2_c1,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57103,57103:storage_in:g4irsf2_c2,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85609,85609:storage_in:g4irsf2_c3,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114115,114115:storage_in:g4irsf2_c4,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142621,142621:storage_in:g4irsf2_c5,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171127,171127:storage_in:g4irsf2_c6,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199633,199633:storage_in:g4irsf2_c7,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,98,98:storage_in:g4irsf2_c0,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28604,28604:storage_in:g4irsf2_c1,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57110,57110:storage_in:g4irsf2_c2,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85616,85616:storage_in:g4irsf2_c3,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114122,114122:storage_in:g4irsf2_c4,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142628,142628:storage_in:g4irsf2_c5,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171134,171134:storage_in:g4irsf2_c6,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199640,199640:storage_in:g4irsf2_c7,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,118,118:storage_in:g4irsf2_c0,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28624,28624:storage_in:g4irsf2_c1,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57130,57130:storage_in:g4irsf2_c2,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85636,85636:storage_in:g4irsf2_c3,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114142,114142:storage_in:g4irsf2_c4,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142648,142648:storage_in:g4irsf2_c5,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171154,171154:storage_in:g4irsf2_c6,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199660,199660:storage_in:g4irsf2_c7,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,119,119:storage_in:g4irsf2_c0,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28625,28625:storage_in:g4irsf2_c1,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57131,57131:storage_in:g4irsf2_c2,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85637,85637:storage_in:g4irsf2_c3,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
