standard_speed_mps,deviation_percent,effective_speed_mps,paper_reported_dynamic_iotdrpa_mean_tth,paper_reported_static_lra_mean_tth,paper_reported_improvement_percent,noastar_dynamic_mean_tth,static_astar_lower_bound_mean_tth,java_semantics_static_proxy,same_input,same_metric,same_runtime_family,same_deviation_model,claim_allowed,notes
1.5,10,1.35,6.45,6.59,2.12,6.81931452,6.12952266,blocked_full_java_runtime,True,True,False,False,False,No-A* effective-speed replay is diagnostic only; it is not the thesis dynamic IoT-DRPA vs static LRA* deviation simulator.
1.5,20,1.2,6.67,6.86,2.77,7.59410605,6.89571299,blocked_full_java_runtime,True,True,False,False,False,No-A* effective-speed replay is diagnostic only; it is not the thesis dynamic IoT-DRPA vs static LRA* deviation simulator.
1.5,30,1.05,6.91,7.11,2.81,8.60226294,7.88081484,blocked_full_java_runtime,True,True,False,False,False,No-A* effective-speed replay is diagnostic only; it is not the thesis dynamic IoT-DRPA vs static LRA* deviation simulator.
2,10,1.8,4.92,5.07,2.96,5.27341548,4.59714199,blocked_full_java_runtime,True,True,False,False,False,No-A* effective-speed replay is diagnostic only; it is not the thesis dynamic IoT-DRPA vs static LRA* deviation simulator.
2,20,1.6,5.16,5.36,3.73,5.85366978,5.17178474,blocked_full_java_runtime,True,True,False,False,False,No-A* effective-speed replay is diagnostic only; it is not the thesis dynamic IoT-DRPA vs static LRA* deviation simulator.
2,30,1.4,5.42,5.62,3.56,6.59780501,5.91061113,blocked_full_java_runtime,True,True,False,False,False,No-A* effective-speed replay is diagnostic only; it is not the thesis dynamic IoT-DRPA vs static LRA* deviation simulator.
2.5,10,2.25,3.99,4.19,4.77,4.3461841,3.67771359,blocked_full_java_runtime,True,True,False,False,False,No-A* effective-speed replay is diagnostic only; it is not the thesis dynamic IoT-DRPA vs static LRA* deviation simulator.
2.5,20,2,4.25,4.46,4.71,4.81150548,4.13742779,blocked_full_java_runtime,True,True,False,False,False,No-A* effective-speed replay is diagnostic only; it is not the thesis dynamic IoT-DRPA vs static LRA* deviation simulator.
2.5,30,1.75,4.49,4.72,4.87,5.4059868,4.72848891,blocked_full_java_runtime,True,True,False,False,False,No-A* effective-speed replay is diagnostic only; it is not the thesis dynamic IoT-DRPA vs static LRA* deviation simulator.
3,10,2.7,3.39,3.56,4.78,3.72846719,3.06476133,blocked_full_java_runtime,True,True,False,False,False,No-A* effective-speed replay is diagnostic only; it is not the thesis dynamic IoT-DRPA vs static LRA* deviation simulator.
3,20,2.4,3.51,3.72,5.65,4.11589996,3.44785649,blocked_full_java_runtime,True,True,False,False,False,No-A* effective-speed replay is diagnostic only; it is not the thesis dynamic IoT-DRPA vs static LRA* deviation simulator.
3,30,2.1,3.64,3.87,5.94,4.61216745,3.94040742,blocked_full_java_runtime,True,True,False,False,False,No-A* effective-speed replay is diagnostic only; it is not the thesis dynamic IoT-DRPA vs static LRA* deviation simulator.
