leg,row_count,mean_delta_total_seconds,mean_delta_source_wait_seconds,mean_delta_route_wait_inclusive_seconds,mean_coordination_residual_delta_seconds,mean_delta_network_seconds,s4_slower_fraction
direct,26818,2.6981068361854694,6.004819524200164,2.7206035212846587,-6.027316209300152,-3.3067126880146858,0.40014169587590426
storage_in,30194,93.72331476778439,8.681741405577267,88.94782008297803,-3.90624672077349,85.0415733622052,0.6546002517056368
storage_out,30194,74.6822004178908,89.20528913029078,-9.91016520427923,-4.612923508115194,-14.523088712394651,0.673047625356031
