policy,experiment_scope,window_name,task_id,segment_id,step_index,current_node,goal_node,selected_next_node,priority_rule,candidate_scores,selected_components
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,0,3,47,16,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""16"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 1.6000000000000014, ""score"": 41.44, ""static_cost"": 42.0, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 1.6000000000000014, ""score"": 41.44, ""static_cost"": 42.0, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,1,16,47,17,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""17"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 3.6000000000000014, ""score"": 39.14, ""static_cost"": 40.4, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}, ""21"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 17.599999999999998, ""score"": 39.440000000000005, ""static_cost"": 45.6, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 3.6000000000000014, ""score"": 39.14, ""static_cost"": 40.4, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,2,17,47,18,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""18"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 1.5999999999999943, ""score"": 36.24000000000001, ""static_cost"": 36.800000000000004, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 1.5999999999999943, ""score"": 36.24000000000001, ""static_cost"": 36.800000000000004, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,3,18,47,22,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""22"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 8.400000000000002, ""score"": 32.260000000000005, ""static_cost"": 35.2, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 8.400000000000002, ""score"": 32.260000000000005, ""static_cost"": 35.2, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,4,22,47,24,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""24"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 10.400000000000002, ""score"": 23.159999999999997, ""static_cost"": 26.799999999999997, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}, ""26"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": -21.2, ""score"": 62.22, ""static_cost"": 54.8, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 10.400000000000002, ""score"": 23.159999999999997, ""static_cost"": 26.799999999999997, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,5,24,47,27,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""27"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 1.5999999999999979, ""score"": 15.840000000000003, ""static_cost"": 16.400000000000002, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 1.5999999999999979, ""score"": 15.840000000000003, ""static_cost"": 16.400000000000002, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,6,27,47,28,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""28"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 10.8, ""score"": 11.020000000000001, ""static_cost"": 14.8, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}, ""45"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": -3985.2, ""score"": 5401.22, ""static_cost"": 4006.4, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 10.8, ""score"": 11.020000000000001, ""static_cost"": 14.8, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,7,28,47,29,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""29"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": -58.4, ""score"": 88.03999999999999, ""static_cost"": 67.6, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}, ""47"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": -3996.0, ""score"": 5402.6, ""static_cost"": 4004.0, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": -58.4, ""score"": 88.03999999999999, ""static_cost"": 67.6, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,8,29,47,30,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""30"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 2.3999999999999986, ""score"": 61.56, ""static_cost"": 62.4, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 2.3999999999999986, ""score"": 61.56, ""static_cost"": 62.4, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,9,30,47,31,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""31"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 1.6000000000000014, ""score"": 59.44, ""static_cost"": 60.0, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 1.6000000000000014, ""score"": 59.44, ""static_cost"": 60.0, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}"
