policy,experiment_scope,window_name,task_id,segment_id,step_index,current_node,goal_node,selected_next_node,priority_rule,candidate_scores,selected_components
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,10,31,47,32,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""32"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 1.6000000000000014, ""score"": 57.839999999999996, ""static_cost"": 58.4, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}, ""43"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 12.0, ""score"": 58.2, ""static_cost"": 62.4, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 1.6000000000000014, ""score"": 57.839999999999996, ""static_cost"": 58.4, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,11,32,47,33,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""33"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 11.199999999999996, ""score"": 52.879999999999995, ""static_cost"": 56.8, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}, ""37"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": -3943.2, ""score"": 5394.92, ""static_cost"": 4014.8, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 11.199999999999996, ""score"": 52.879999999999995, ""static_cost"": 56.8, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,12,33,47,34,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""34"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 8.800000000000004, ""score"": 42.519999999999996, ""static_cost"": 45.599999999999994, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}, ""44"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": -3954.4, ""score"": 5393.639999999999, ""static_cost"": 4009.6, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 8.800000000000004, ""score"": 42.519999999999996, ""static_cost"": 45.599999999999994, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,13,34,47,12,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""12"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 11.599999999999998, ""score"": 32.739999999999995, ""static_cost"": 36.8, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}, ""35"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": -3963.2, ""score"": 5394.719999999999, ""static_cost"": 4007.6, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 11.599999999999998, ""score"": 32.739999999999995, ""static_cost"": 36.8, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,14,12,47,13,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""13"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 4.0, ""score"": 23.8, ""static_cost"": 25.2, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 4.0, ""score"": 23.8, ""static_cost"": 25.2, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,15,13,47,23,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""23"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 3.1999999999999993, ""score"": 20.08, ""static_cost"": 21.2, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 3.1999999999999993, ""score"": 20.08, ""static_cost"": 21.2, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,16,23,47,24,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""24"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 1.0, ""pressure"": 0.0, ""progress"": 1.6000000000000014, ""score"": 35.44, ""static_cost"": 18.0, ""traffic_penalty"": 0.6931471805599453, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 1.0, ""pressure"": 0.0, ""progress"": 1.6000000000000014, ""score"": 35.44, ""static_cost"": 18.0, ""traffic_penalty"": 0.6931471805599453, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,17,24,47,27,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""27"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 1.0, ""pressure"": 0.0, ""progress"": 1.5999999999999979, ""score"": 33.84, ""static_cost"": 16.400000000000002, ""traffic_penalty"": 1.3862943611198906, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 1.0, ""pressure"": 0.0, ""progress"": 1.5999999999999979, ""score"": 33.84, ""static_cost"": 16.400000000000002, ""traffic_penalty"": 1.3862943611198906, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,18,27,47,28,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""28"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 1.0, ""pressure"": 0.0, ""progress"": 10.8, ""score"": 29.019999999999996, ""static_cost"": 14.8, ""traffic_penalty"": 1.3862943611198906, ""wait_seconds"": 0.0}, ""45"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": -3985.2, ""score"": 5401.22, ""static_cost"": 4006.4, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 1.0, ""pressure"": 0.0, ""progress"": 10.8, ""score"": 29.019999999999996, ""static_cost"": 14.8, ""traffic_penalty"": 1.3862943611198906, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,19,28,47,29,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""29"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 1.0, ""pressure"": 0.0, ""progress"": -58.4, ""score"": 106.03999999999999, ""static_cost"": 67.6, ""traffic_penalty"": 1.3862943611198906, ""wait_seconds"": 0.0}, ""47"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": -3996.0, ""score"": 5402.6, ""static_cost"": 4004.0, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 1.0, ""pressure"": 0.0, ""progress"": -58.4, ""score"": 106.03999999999999, ""static_cost"": 67.6, ""traffic_penalty"": 1.3862943611198906, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,20,29,47,30,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""30"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 1.0, ""pressure"": 0.0, ""progress"": 2.3999999999999986, ""score"": 79.56, ""static_cost"": 62.4, ""traffic_penalty"": 1.3862943611198906, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 1.0, ""pressure"": 0.0, ""progress"": 2.3999999999999986, ""score"": 79.56, ""static_cost"": 62.4, ""traffic_penalty"": 1.3862943611198906, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,21,30,47,31,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""31"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 1.0, ""pressure"": 0.0, ""progress"": 1.6000000000000014, ""score"": 77.44, ""static_cost"": 60.0, ""traffic_penalty"": 1.3862943611198906, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 1.0, ""pressure"": 0.0, ""progress"": 1.6000000000000014, ""score"": 77.44, ""static_cost"": 60.0, ""traffic_penalty"": 1.3862943611198906, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,22,31,47,43,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""32"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 1.0, ""pressure"": 0.0, ""progress"": 1.6000000000000014, ""score"": 75.84, ""static_cost"": 58.4, ""traffic_penalty"": 1.3862943611198906, ""wait_seconds"": 0.0}, ""43"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 12.0, ""score"": 58.2, ""static_cost"": 62.4, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 12.0, ""score"": 58.2, ""static_cost"": 62.4, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,0,0:storage_in,23,43,47,15,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""15"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 3.1999999999999957, ""score"": 45.28000000000001, ""static_cost"": 46.400000000000006, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 3.1999999999999957, ""score"": 45.28000000000001, ""static_cost"": 46.400000000000006, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,1,1:storage_in,0,4,47,17,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""17"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 3.6000000000000014, ""score"": 39.14, ""static_cost"": 40.4, ""traffic_penalty"": 0.6931471805599453, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 3.6000000000000014, ""score"": 39.14, ""static_cost"": 40.4, ""traffic_penalty"": 0.6931471805599453, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,1,1:storage_in,1,17,47,18,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""18"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 1.5999999999999943, ""score"": 36.24000000000001, ""static_cost"": 36.800000000000004, ""traffic_penalty"": 1.3862943611198906, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 1.5999999999999943, ""score"": 36.24000000000001, ""static_cost"": 36.800000000000004, ""traffic_penalty"": 1.3862943611198906, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,1,1:storage_in,2,18,47,22,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""22"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 8.400000000000002, ""score"": 32.260000000000005, ""static_cost"": 35.2, ""traffic_penalty"": 1.3862943611198906, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 8.400000000000002, ""score"": 32.260000000000005, ""static_cost"": 35.2, ""traffic_penalty"": 1.3862943611198906, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,1,1:storage_in,3,22,47,24,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""24"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 10.400000000000002, ""score"": 23.159999999999997, ""static_cost"": 26.799999999999997, ""traffic_penalty"": 1.791759469228055, ""wait_seconds"": 0.0}, ""26"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": -21.2, ""score"": 62.22, ""static_cost"": 54.8, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 10.400000000000002, ""score"": 23.159999999999997, ""static_cost"": 26.799999999999997, ""traffic_penalty"": 1.791759469228055, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,1,1:storage_in,4,24,47,27,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""27"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 1.5999999999999979, ""score"": 15.840000000000003, ""static_cost"": 16.400000000000002, ""traffic_penalty"": 2.1972245773362196, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 1.5999999999999979, ""score"": 15.840000000000003, ""static_cost"": 16.400000000000002, ""traffic_penalty"": 2.1972245773362196, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,1,1:storage_in,5,27,47,28,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""28"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 10.8, ""score"": 11.020000000000001, ""static_cost"": 14.8, ""traffic_penalty"": 2.1972245773362196, ""wait_seconds"": 0.0}, ""45"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": -3985.2, ""score"": 5401.22, ""static_cost"": 4006.4, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 10.8, ""score"": 11.020000000000001, ""static_cost"": 14.8, ""traffic_penalty"": 2.1972245773362196, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,1,1:storage_in,6,28,47,29,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""29"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": -58.4, ""score"": 88.03999999999999, ""static_cost"": 67.6, ""traffic_penalty"": 2.1972245773362196, ""wait_seconds"": 0.0}, ""47"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": -3996.0, ""score"": 5402.6, ""static_cost"": 4004.0, ""traffic_penalty"": 0.0, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": -58.4, ""score"": 88.03999999999999, ""static_cost"": 67.6, ""traffic_penalty"": 2.1972245773362196, ""wait_seconds"": 0.0}"
pibt_lite_only,g4d_teacher_planned_scope,g4d_first1024_no_fault,1,1:storage_in,7,29,47,30,static_distance + node_window_wait + slack + loop/backtrack penalty,"{""30"": {""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 2.3999999999999986, ""score"": 61.56, ""static_cost"": 62.4, ""traffic_penalty"": 2.1972245773362196, ""wait_seconds"": 0.0}}","{""backtrack"": 0.0, ""faulted"": false, ""lookahead_cost"": 0.0, ""loop_penalty"": 0.0, ""pressure"": 0.0, ""progress"": 2.3999999999999986, ""score"": 61.56, ""static_cost"": 62.4, ""traffic_penalty"": 2.1972245773362196, ""wait_seconds"": 0.0}"
