scope,task_count,noastar_runtime_seconds,static_astar_proxy_seconds,static_astar_runtime_over_noastar,java_cie_runtime_available,timeout_rate,retry_attempts_superlinear,failed_or_no_path_increased,hardness_gate,negative_result_preserved,notes
g4irsf3_full_manifest_chunk000,32768,75.3512774,0.317054,0.00420768,False,0,not_measured_without_java_runner,False,FAIL,True,Static A* lower-bound proxy remains faster; Java CIE runner is required before stronger hardness claims.
g4irsf3_full_manifest_chunk001,32768,95.3025295,0.2781032,0.00291811,False,0,not_measured_without_java_runner,False,FAIL,True,Static A* lower-bound proxy remains faster; Java CIE runner is required before stronger hardness claims.
g4irsf3_full_manifest_chunk002,32768,97.4319721,0.3291567,0.00337832,False,0,not_measured_without_java_runner,False,FAIL,True,Static A* lower-bound proxy remains faster; Java CIE runner is required before stronger hardness claims.
g4irsf3_full_manifest_chunk003,32768,84.2452066,0.2393798,0.00284146,False,0,not_measured_without_java_runner,False,FAIL,True,Static A* lower-bound proxy remains faster; Java CIE runner is required before stronger hardness claims.
g4irsf3_full_manifest_chunk004,32768,85.7455886,0.2742295,0.00319818,False,0,not_measured_without_java_runner,False,FAIL,True,Static A* lower-bound proxy remains faster; Java CIE runner is required before stronger hardness claims.
g4irsf3_full_manifest_chunk005,32768,92.1372397,0.2331228,0.00253017,False,0,not_measured_without_java_runner,False,FAIL,True,Static A* lower-bound proxy remains faster; Java CIE runner is required before stronger hardness claims.
g4irsf3_full_manifest_chunk006,32768,77.6264923,0.2308865,0.00297433,False,0,not_measured_without_java_runner,False,FAIL,True,Static A* lower-bound proxy remains faster; Java CIE runner is required before stronger hardness claims.
g4irsf3_full_manifest_chunk007,32768,83.3438502,0.2975999,0.00357075,False,0,not_measured_without_java_runner,False,FAIL,True,Static A* lower-bound proxy remains faster; Java CIE runner is required before stronger hardness claims.
g4irsf3_full_manifest_chunk008,32768,77.2686115,0.2914766,0.00377225,False,0,not_measured_without_java_runner,False,FAIL,True,Static A* lower-bound proxy remains faster; Java CIE runner is required before stronger hardness claims.
g4irsf3_full_manifest_chunk009,32768,155.0958736,0.2552626,0.00164584,False,0,not_measured_without_java_runner,True,FAIL,True,Static A* lower-bound proxy remains faster; Java CIE runner is required before stronger hardness claims.
g4irsf3_full_manifest_chunk010,21144,98.6929816,0.16647,0.00168675,False,0,not_measured_without_java_runner,True,FAIL,True,Static A* lower-bound proxy remains faster; Java CIE runner is required before stronger hardness claims.
