schema,evidence_scope,selection,dimension,dimension_value,completed_movement_count,unique_requesting_segment_count,request_count,active_grant_rejection_count,arbitration_count,lifecycle_transition_count,lifecycle_dropped_count,requests_per_completed_movement,rejections_per_completed_movement,arbitrations_per_completed_movement,event_count,events_per_completed_movement,protocol_mean_grant_wait_seconds,mean_successful_fifo_wait_seconds,peak_pending_request_count,multi_request_live_boundary_count,queue_capacity_block_count,exact_slot_busy_count,stale_generation_count,fault_count,breakdown_available,extrapolation_allowed,source_limitation,row_sha256
czr005.g4irsf15.merge_request_churn.v1,G4IRSF14_ORIGINAL_1X_E4_SCREENING,map2_inputdata_original_1x,all,all,43603,,335770,178263,335770,,1011439,7.7006169300277501,4.0883196110359377,7.7006169300277501,5445012,124.87700387588011,,,2,1,1337,0,0,0,true,false,aggregate counters only; lifecycle rows were truncated,6b03ec4be089ecfc359db8a78eaedd08ca939c2ac0e7fe77ec0aef40a9e46d28
czr005.g4irsf15.merge_request_churn.v1,G4IRSF14_ORIGINAL_1X_E4_SCREENING,map2_inputdata_original_1x,destination,NOT_RETAINED,,,,,,,1011439,,,,,,,,,,,,,,false,false,original-1x per-request rows are not present in the committed evidence; no destination/hour/class value is inferred from the 144-segment mechanism run,7dadf3ea8fd5dce7366c85510ca4ec2edb514ba46f956d9bd3770c81a744539f
czr005.g4irsf15.merge_request_churn.v1,G4IRSF14_ORIGINAL_1X_E4_SCREENING,map2_inputdata_original_1x,upstream,NOT_RETAINED,,,,,,,1011439,,,,,,,,,,,,,,false,false,original-1x per-request rows are not present in the committed evidence; no destination/hour/class value is inferred from the 144-segment mechanism run,95b9e3bbaebc79c9f66071d660adad6d3ad8b408c3691bc1836e03a23b040f30
czr005.g4irsf15.merge_request_churn.v1,G4IRSF14_ORIGINAL_1X_E4_SCREENING,map2_inputdata_original_1x,hour,NOT_RETAINED,,,,,,,1011439,,,,,,,,,,,,,,false,false,original-1x per-request rows are not present in the committed evidence; no destination/hour/class value is inferred from the 144-segment mechanism run,00040c537be28d1fc87ba712984eb9402a8f841c357da1d574694a62bbe4da64
czr005.g4irsf15.merge_request_churn.v1,G4IRSF14_ORIGINAL_1X_E4_SCREENING,map2_inputdata_original_1x,source,NOT_RETAINED,,,,,,,1011439,,,,,,,,,,,,,,false,false,original-1x per-request rows are not present in the committed evidence; no destination/hour/class value is inferred from the 144-segment mechanism run,01d158c3684d14bbb5d3ecc126513edd703187a808536b6cae2e570fff153304
czr005.g4irsf15.merge_request_churn.v1,G4IRSF14_ORIGINAL_1X_E4_SCREENING,map2_inputdata_original_1x,goal,NOT_RETAINED,,,,,,,1011439,,,,,,,,,,,,,,false,false,original-1x per-request rows are not present in the committed evidence; no destination/hour/class value is inferred from the 144-segment mechanism run,ceb19d1863559ea13f6dbf0807574b6f0eb785a0fa422f8e6992dedd32dd95b8
czr005.g4irsf15.merge_request_churn.v1,G4IRSF14_ORIGINAL_1X_E4_SCREENING,map2_inputdata_original_1x,storage_direct,NOT_RETAINED,,,,,,,1011439,,,,,,,,,,,,,,false,false,original-1x per-request rows are not present in the committed evidence; no destination/hour/class value is inferred from the 144-segment mechanism run,0f27a828739696fd00b708432c3d425f7bd176d425141aeb3ecb1c3df5b789e9
czr005.g4irsf15.merge_request_churn.v1,G4IRSF14_ORIGINAL_1X_E4_SCREENING,map2_inputdata_original_1x,entry_time_band,NOT_RETAINED,,,,,,,1011439,,,,,,,,,,,,,,false,false,original-1x per-request rows are not present in the committed evidence; no destination/hour/class value is inferred from the 144-segment mechanism run,1a9bc8c2510113fb4ecc83a78e53ec818bff769f6fcf57b3c145167cf6441efd
czr005.g4irsf15.merge_request_churn.v1,G4IRSF14_ORIGINAL_1X_E4_SCREENING,map2_inputdata_original_1x,deadline_slack_bucket,NOT_RETAINED,,,,,,,1011439,,,,,,,,,,,,,,false,false,original-1x per-request rows are not present in the committed evidence; no destination/hour/class value is inferred from the 144-segment mechanism run,6c449c26510382ac8ca5556168d2af4e954b2dbee36f7f10afd49bda5257570c
czr005.g4irsf15.merge_request_churn.v1,G4IRSF14_ORIGINAL_1X_E4_SCREENING,map2_inputdata_original_1x,retry_count,NOT_RETAINED,,,,,,,1011439,,,,,,,,,,,,,,false,false,original-1x per-request rows are not present in the committed evidence; no destination/hour/class value is inferred from the 144-segment mechanism run,4e2c133b2686df2220995d4fd68a3c6d3ddbd3be6906357b7c9308d3f7b79a73
