source_file,schema,case_id,map,scale,speed_mps,arm,arm_label,family,ablation,config,release,coordination,status,whole_population,raw_bag_population,segment_population,capacity_eligible,denominator_raw_bags,completed_raw_bags,completion_rate,unfinished_raw_bags,deadline_success_count,deadline_success_rate,formal_timing_status,formal_timing_min_seconds,formal_timing_mean_seconds,formal_timing_p95_seconds,formal_timing_p99_seconds,formal_timing_max_seconds,binary_sha256,requested_binary_sha256,wall_seconds,event_count,safety_status
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo\g31\canonical\map2_2x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_2x_speed_2p5,map2,2,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",canonical,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",COMPLETE,True,57012,87206,True,57012,57012,1.0,0,56872,0.9975443766224654,NOT_FORMAL_SAME_HCA,,,,,,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,70.47239580005407,8275574,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo_final\g31\canonical\map2_2x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_2x_speed_2p5,map2,2,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",canonical,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",COMPLETE,True,57012,87206,True,57012,57012,1.0,0,56872,0.9975443766224654,NOT_FORMAL_SAME_HCA,,,,,,17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,62.908944099908695,8275574,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\literature\g31\canonical\map2_2x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_2x_speed_2p5,map2,2,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,{},canonical,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,57012,87206,True,57012,57012,1.0,0,56875,0.9975969971234127,NOT_FORMAL_SAME_HCA,,,,,,d08504ea570511048a112626b7c6b510b8e6808eac242af748520d41383fee04,d08504ea570511048a112626b7c6b510b8e6808eac242af748520d41383fee04,75.54569729999639,8276538,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\s5\canonical\map2_2x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_2x_speed_2p5,map2,2,2.5,s5,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""scorer_mode"":""S5_dynamic_workload_oracle""}",canonical,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,57012,87206,True,57012,57012,1.0,0,57012,1.0,NOT_FORMAL_SAME_HCA,,,,,,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,68.25730860000476,8307939,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\ssp_time\canonical\map2_2x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_2x_speed_2p5,map2,2,2.5,ssp_time,SSP_TIME_ADAPTATION_NOT_FENG_DHA,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""scorer_mode"":""S3_shortest_potential_only""}",canonical,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,57012,87206,True,57012,57012,1.0,0,56186,0.9855118220725462,NOT_FORMAL_SAME_HCA,,,,,,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,52.12661919998936,8338492,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo_final\tarau_distributed_2010\canonical\map2_2x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_2x_speed_2p5,map2,2,2.5,tarau_distributed_2010,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY_NOT_EXACT,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo"",""scorer_mode"":""TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY""}",canonical,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",COMPLETE,True,57012,87206,True,57012,57012,1.0,0,57012,1.0,NOT_FORMAL_SAME_HCA,,,,,,17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,56.60255530010909,8476044,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo\tarau_local_2009\canonical\map2_2x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_2x_speed_2p5,map2,2,2.5,tarau_local_2009,TARAU_LOCAL_2009_CIE_DH_ADAPTED_NOT_EXACT,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo"",""scorer_mode"":""FENG_DH_REIMPLEMENTATION_COEFFICIENTS_UNDISCLOSED""}",canonical,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",COMPLETE,True,57012,87206,True,57012,57012,1.0,0,57012,1.0,NOT_FORMAL_SAME_HCA,,,,,,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,64.2317777001299,8189748,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\g31\nanning_1x.json,czr005.g4irsf31.nanning_s4_case.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,g31,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,"{""decision_scope"":""one_next_edge_at_current_junction"",""direct_neighbor_merge_calendar_visibility"":{""decision_scope"":""one_next_edge_at_current_junction"",""enabled"":true,""learning_active"":false,""merge_authority"":""E4/J2_unchanged"",""read_scope"":""direct_outgoing_merge_neighbor_service_calendar_scalar"",""score_input"":""existing_target_next_available_calendar_wait"",""score_weight"":""existing_calendar_wait_weight""},""event_hotpath_policy"":""E2"",""goal_arrival_completion"":{""enabled"":true,""goal_service"":""not_reserved_or_executed"",""legacy_reference"":""HCA_Tasks_ICS_goal_arrival_completion"",""terminal_event"":""physical_goal_edge_exit""},""learning_active"":false,""local_potential_descent_guard"":{""decision_scope"":""one_next_edge_at_current_junction"",""enabled"":true,""learned_values_allowed"":false,""learning_active"":false,""no_descending_action"":""hold_retry"",""read_scope"":""current_and_direct_outgoing_neighbors"",""rule"":""H_eff(next,goal)+epsilon<H_eff(current,goal)""},""local_software_queue_cap"":{""local_queue_capacity"":0,""semantics"":""no configured software queue cap; service calendar/R3 and E4/J2 retained; capacity-triggered PIBT relief inactive""},""merge_grant_rule"":""M3"",""merge_grant_timing_mode"":""jit_fair_aging_deadline"",""queue_discipline"":""fifo"",""scorer_mode"":""S4_queue_aware_rule_only""}",NOT_REPORTED,"{""event_hotpath_policy"":""E2"",""merge_grant_rule"":""M3"",""merge_grant_timing_mode"":""jit_fair_aging_deadline"",""queue_discipline"":""fifo""}",COMPLETE_G31_FIXED_HORIZON_CAPACITY_EVIDENCE,True,28506,43603,True,28506,28506,1.0,0,28395,0.9961060829299095,TIMING_NOT_REPORTED,,,,,,NOT_REPORTED,NOT_REPORTED,51.03884880011901,7087605,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\literature\feng_dh\canonical\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,feng_dh,FENG_DH_REIMPLEMENTATION_COEFFICIENTS_UNDISCLOSED_NOT_EXACT,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""scorer_mode"":""FENG_DH_REIMPLEMENTATION_COEFFICIENTS_UNDISCLOSED""}",canonical,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,27133,0.951834701466358,NOT_FORMAL_SAME_HCA,,,,,,d08504ea570511048a112626b7c6b510b8e6808eac242af748520d41383fee04,d08504ea570511048a112626b7c6b510b8e6808eac242af748520d41383fee04,76.36069540004246,6963948,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo\g31\canonical\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",canonical,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",COMPLETE,True,28506,43603,True,28506,28506,1.0,0,28395,0.9961060829299095,NOT_FORMAL_SAME_HCA,,,,,,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,60.6202014000155,7087585,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo_final\g31\canonical\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",canonical,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",COMPLETE,True,28506,43603,True,28506,28506,1.0,0,28395,0.9961060829299095,NOT_FORMAL_SAME_HCA,,,,,,17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,56.40400620014407,7087585,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\literature\g31\canonical\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,{},canonical,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,28395,0.9961060829299095,NOT_FORMAL_SAME_HCA,,,,,,d08504ea570511048a112626b7c6b510b8e6808eac242af748520d41383fee04,d08504ea570511048a112626b7c6b510b8e6808eac242af748520d41383fee04,63.56560399988666,7087605,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\s5\canonical\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,s5,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""scorer_mode"":""S5_dynamic_workload_oracle""}",canonical,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28275,0.9918964428541359,231,22915,0.8038658528029187,INCOMPLETE_POPULATION,,,,,,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,435.3928095998708,12954197,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\ssp_time\canonical\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,ssp_time,SSP_TIME_ADAPTATION_NOT_FENG_DHA,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""scorer_mode"":""S3_shortest_potential_only""}",canonical,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,28426,0.9971935732828177,NOT_FORMAL_SAME_HCA,,,,,,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,43.678754300111905,6719486,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo_final\tarau_distributed_2010\canonical\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,tarau_distributed_2010,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY_NOT_EXACT,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo"",""scorer_mode"":""TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY""}",canonical,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",COMPLETE,True,28506,43603,True,28506,28506,1.0,0,24463,0.8581702097803972,NOT_FORMAL_SAME_HCA,,,,,,17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,73.09920319984667,8605281,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo\tarau_local_2009\canonical\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,tarau_local_2009,TARAU_LOCAL_2009_CIE_DH_ADAPTED_NOT_EXACT,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo"",""scorer_mode"":""FENG_DH_REIMPLEMENTATION_COEFFICIENTS_UNDISCLOSED""}",canonical,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",COMPLETE,True,28506,43603,True,28506,28506,1.0,0,27133,0.951834701466358,NOT_FORMAL_SAME_HCA,,,,,,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,70.42784699983895,6963903,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\literature\feng_dh\same_hca\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,feng_dh,FENG_DH_REIMPLEMENTATION_COEFFICIENTS_UNDISCLOSED_NOT_EXACT,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""scorer_mode"":""FENG_DH_REIMPLEMENTATION_COEFFICIENTS_UNDISCLOSED""}",same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,18470,0.6479337683294745,FORMAL_SAME_HCA_FULL_POPULATION,48.40099999999802,280.70699985968344,469.97774999999547,525.4961000000205,794.5310000000027,d08504ea570511048a112626b7c6b510b8e6808eac242af748520d41383fee04,d08504ea570511048a112626b7c6b510b8e6808eac242af748520d41383fee04,45.28988149994984,6255494,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_ablations\same_hca\a0_h_only\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""s4_score_component_mask"":0}",same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,18476,0.6481442503332632,FORMAL_SAME_HCA_FULL_POPULATION,48.40099999999802,281.7237447204141,473.15199999998913,552.3691999999978,808.585000000021,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,47.547456400003284,6336627,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_ablations\same_hca\a1_h_q\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""s4_score_component_mask"":1}",same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,18476,0.6481442503332632,FORMAL_SAME_HCA_FULL_POPULATION,48.40099999999802,281.7458334034984,473.18825000000015,552.7945500000095,808.585000000021,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,47.35147040011361,6359314,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_ablations\same_hca\a2_h_q_i\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""s4_score_component_mask"":3}",same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,18472,0.6480039289974041,FORMAL_SAME_HCA_FULL_POPULATION,48.40099999999802,283.1339341892966,475.5749999999989,553.6295000000058,812.6979999999967,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,49.10368929989636,6669030,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_ablations\same_hca\a4_full\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,{},same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,18476,0.6481442503332632,FORMAL_SAME_HCA_FULL_POPULATION,48.40099999999802,282.9330630393633,475.3385000000035,553.4658999999936,812.6979999999967,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,47.52039399999194,6654023,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_ablations\same_hca\b1_full_minus_q\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""s4_score_component_mask"":14}",same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,18474,0.6480740896653336,FORMAL_SAME_HCA_FULL_POPULATION,48.40099999999802,282.85617445450396,474.96799999999894,553.4185499999977,811.1979999999967,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,48.34154669987038,6638937,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_ablations\same_hca\b2_full_minus_i\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""s4_score_component_mask"":13}",same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,18476,0.6481442503332632,FORMAL_SAME_HCA_FULL_POPULATION,48.40099999999802,281.4609065459947,472.77724999999555,552.1500500000061,808.585000000021,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,47.53775770007633,6349148,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_ablations\same_hca\b5_full_minus_strict_descent\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_local_potential_descent_guard"":false}",same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,18476,0.6481442503332632,FORMAL_SAME_HCA_FULL_POPULATION,48.40099999999802,282.9330630393633,475.3385000000035,553.4658999999936,812.6979999999967,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,48.74991029989906,6654023,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_ablations\same_hca\c_fifo\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",same_hca,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",COMPLETE,True,28506,43603,True,28506,28506,1.0,0,18476,0.6481442503332632,FORMAL_SAME_HCA_FULL_POPULATION,48.40099999999802,282.9330630393633,475.3385000000035,553.4658999999936,812.6979999999967,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,48.871123699937016,6654023,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_ablations\same_hca\f1_service_rate_normalized\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""queue_time_scaling"":""service_rate_normalized""}",same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,18473,0.6480390093313688,FORMAL_SAME_HCA_FULL_POPULATION,48.40099999999802,283.8454510629372,477.3387499999935,552.9560499999952,808.8279999999941,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,49.45090750022791,6739557,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo_final\g31\same_hca\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",same_hca,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",COMPLETE,True,28506,43603,True,28506,28506,1.0,0,18476,0.6481442503332632,FORMAL_SAME_HCA_FULL_POPULATION,48.40099999999802,282.9330630393633,475.3385000000035,553.4658999999936,812.6979999999967,17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,45.12005109991878,6654023,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\g31\same_hca\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,g31,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,{},same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,18476,0.6481442503332632,FORMAL_SAME_HCA_FULL_POPULATION,48.40099999999802,282.9330630393633,475.3385000000035,553.4658999999936,812.6979999999967,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,38.459528899984434,6654023,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\literature\g31\same_hca\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,{},same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,18476,0.6481442503332632,FORMAL_SAME_HCA_FULL_POPULATION,48.40099999999802,282.9330630393633,475.3385000000035,553.4658999999936,812.6979999999967,d08504ea570511048a112626b7c6b510b8e6808eac242af748520d41383fee04,d08504ea570511048a112626b7c6b510b8e6808eac242af748520d41383fee04,52.79065169999376,6654023,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\s5\same_hca\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,s5,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""scorer_mode"":""S5_dynamic_workload_oracle""}",same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,18475,0.6481091699992984,FORMAL_SAME_HCA_FULL_POPULATION,48.40099999999802,281.3614284712035,472.99500000002627,549.3846999999954,805.0799999999945,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,59.017794399987906,6338487,NOT_REPORTED
