group_type,group_value,group_id,metric,observation_count,clone_group_count,unweighted_realized_panel_mean,reference_design_horvitz_thompson_total,reference_design_estimated_denominator,reference_design_hajek_mean,cluster_bootstrap_ci95_lower,cluster_bootstrap_ci95_upper,bootstrap_seed_sha256,bootstrap_replicates,population_inference_status,estimate_scope
kind,I4,kind:I4,raw_bag_delta_original_entry_mean_minutes,128,128,-2.561618151875056e-06,,,,-1.0564833054058086e-05,1.5936772833055612e-06,f8806e0dbc64b5b02465b6b406612c3ebc689369011d027e204d98943741ceac,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,raw_bag_delta_original_entry_median_seconds,128,128,0.0,,,,0.0,0.0,b7f7898bfab7d1bb88159ab10e145e60b405da8838aa00fa326661f5eedb6833,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,raw_bag_delta_original_entry_p95_seconds,128,128,0.0,,,,0.0,0.0,702e91b8f1834714ef7133ba85a889b08a865d10f4803cf0bf75820f22509410,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,raw_bag_delta_original_entry_p99_seconds,128,128,-0.007421875000005684,,,,-0.022265625000017053,0.0,8f1730962a97820c4ded6279c2645670c7ef97357ecc23288606831faeb18c43,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,raw_bag_delta_scheduled_pre_release_wait_mean_minutes,128,128,0.0,,,,0.0,0.0,1768924fb319a8accd25db933790d1826fd101d9967318561113e402fbe81148,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,raw_bag_delta_source_wait_mean_minutes,128,128,-3.064961470099388e-06,,,,-9.212042028066651e-06,4.796139409324416e-08,33329917fad181fdf7432f0b047039ae9366a645cecdfed0b77625b831bff6bf,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,raw_bag_delta_total_system_time_mean_minutes,128,128,-2.561618151875056e-06,,,,-1.0014664735132072e-05,1.5057597174267243e-06,dbc0b9c6884e4383dcd8e9a49aca3ceabdb228b10d04b67323f93bd9de6a0ed9,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_bag,horizon:H_bag,delta_completion_mean_seconds,1916,1913,21.233389838204477,,,,19.74675272707623,22.705455603079454,09aca0a5ca289318c4e6317ccafd97a258d5231222e53fc5b935806c5005d8f0,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_bag,horizon:H_bag,delta_completion_p95_seconds,1916,1913,21.233389838204477,,,,19.86775424265898,22.580908882697667,7c7259ed38d9a6f1c2e83427f717794ce3da5b3c6be8bca74925fdfa7862e999,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_bag,horizon:H_bag,delta_completion_p99_seconds,1916,1913,21.233389838204477,,,,19.98750943384653,22.66319721572348,4886e1f4f34880a1eb42b7e8a2f13f7d0d2d047fb46bcad6da330aff37c81606,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_bag,horizon:H_bag,delta_deadline_miss_count,1916,1913,0.0,,,,0.0,0.0,c5292529105d6bc6889953a1beece2e465fecb0cd8233d009f14f2d1cffa337b,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_bag,horizon:H_bag,delta_edge_travel_mean_seconds,1916,1913,17.979958246346552,,,,16.947813027621052,19.059405815485402,646a679f3f07b8f24272dfabd1a8e51493bed97daf03d74ddf4fad3e8d78a05b,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_bag,horizon:H_bag,delta_junction_wait_mean_seconds,1916,1913,0.6234733455115756,,,,0.05630287708988873,1.1880999159709311,ae6e5bd2f04f5c6c11726535ba0ad200391d1551dadffa9196c5dd16dd65f369,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_bag,horizon:H_bag,delta_loop_extra_mean_seconds,1916,1913,0.0,,,,0.0,0.0,1cf9f21ca3e0ad0ec5de728b7ca726f1d0d717a015217b9e4263e479f96709d0,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_bag,horizon:H_bag,delta_merge_wait_mean_seconds,1916,1913,1.0734802609604697,,,,0.7091669464207975,1.437675596424967,6921ca800520010d270f2c2988cb992ab20d809d565edc81a890fb23913ce0dc,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_bag,horizon:H_bag,delta_node_service_mean_seconds,1916,1913,2.6299582463465554,,,,2.448556806678853,2.8304881510123137,547a1c527433911b1bc0b1e0db52450a602763377c78e2d4b430b1fa4b0c2cd2,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_bag,horizon:H_bag,delta_path_length_hops_mean,1916,1913,2.6299582463465554,,,,2.4424106582492944,2.815957564752556,8b8e3bebcded32367b4152f61062736dd6b08eae54a44845e9211499e8708151,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_bag,horizon:H_bag,delta_path_length_hops_total,1916,1913,2.6299582463465554,,,,2.4410229645093944,2.8241734483631213,e3246003ec1227fb15bfed5a421f14fba7a062a66b96b22fc793628b528e1c67,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_bag,horizon:H_bag,delta_source_wait_mean_seconds,1916,1913,0.0,,,,0.0,0.0,6829336aa8077ad5cb2ede1dd6519fa9184f61a7e186c061530b23ee0ddcb443,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_bag,horizon:H_bag,delta_total_local_wait_mean_seconds,1916,1913,0.6234733455115756,,,,0.08686924265009462,1.1462868459839772,a1e85af39c373138db58655ffb5a156a9d00fd2e4939fb7e02fadb292cc73bf1,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_bag,horizon:H_bag,direct_affected_delta_completion_mean_seconds,1916,1913,21.233389838204477,,,,19.890887159141027,22.646302753855334,259b7593a566fa6a1e59297968f591031f246bbfdd6c181cde3ae1fcf272bf52,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,delta_completion_mean_seconds,256,256,4.953366525095593e-05,,,,-0.0004385238815661024,0.0004195109052280432,a682abc91590779850f5f1fb32d46a1142d0a6bf05e88b51a436c5280cc1b124,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,delta_completion_p95_seconds,256,256,-0.0009765624995878852,,,,-0.004101562499373657,0.001757812500223821,cd2e4a0bf9c0fa3e9081b3d76585446c15c5b88e18724a319d3270e671a01628,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,delta_completion_p99_seconds,256,256,-0.005078125000395062,,,,-0.015625000000612843,0.0007861328121990097,199f297745498977fc7f502b3cae1333ad5ac49aa328b12236de64c9776b58b2,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,delta_deadline_miss_count,256,256,0.0,,,,0.0,0.0,6282553b7fb190f268c8c34bc5acaa913b67eec1a251efbf15ea3355bbdbef75,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,delta_edge_travel_mean_seconds,256,256,0.0004553155746188642,,,,0.00038771163968250033,0.0005297030164233246,1939869809d94cc4fccc7b25324f3277d964bdf63a3c859d48dada82bd0b5b3e,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,delta_junction_wait_mean_seconds,256,256,-0.00023355142922987931,,,,-0.0006408530160886194,4.9032229385369065e-05,7ec4a3425ffb54393249ff04538946d19bd3e91d96a090301f3eba44d7c8b590,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,delta_loop_extra_mean_seconds,256,256,0.0,,,,0.0,0.0,192180f20587fee22a5b34e32a2138669a7fde9ae77d2c7b29aa742d188fef89,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,delta_merge_wait_mean_seconds,256,256,7.91356188937619e-05,,,,4.1041030451600004e-05,0.00011459181239588429,2bb437715f242f7450be65d065266e7d468511c7ef5518b08df3861a0117144b,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,delta_node_service_mean_seconds,256,256,6.629417700611956e-05,,,,5.419996903878784e-05,7.87467318761898e-05,9d48ee8a49bd256cf94bd99fd3f23306233defe6f59395be54bb4e9a72e44655,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,delta_path_length_hops_mean,256,256,6.62941770060918e-05,,,,5.384162213602217e-05,7.83032775840276e-05,b8ba80f97cd95344053a0f507a0ad4dfe8bd6bc65889d437d76f0bc2f5d79f41,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,delta_path_length_hops_total,256,256,2.890625,,,,2.34365234375,3.46103515625,3cae858c72233c1ac279e6eedf33f4feb8bad522a59ee2bb5e3f0064c8af289d,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,delta_source_wait_mean_seconds,256,256,-0.00023852465713375404,,,,-0.00046928718440393796,-4.967191997259108e-05,b1f9c0b35eaec6bbe7bf6286687850a908522c7a5237b93afc678835fe954c9e,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,delta_total_local_wait_mean_seconds,256,256,-0.0004720760863661244,,,,-0.0009248159042298691,-0.00012794678732330455,85ecb707063c3e50c7cddd8009b0c254b1f0d2939aac3159841ccb7c8c1d4c22,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,direct_affected_delta_completion_mean_seconds,256,256,22.820323437499688,,,,18.95729137695301,26.66341776855514,c8b2243f0b3e10af0bce140a903b9a0c61fa43f58b6046b12c3c567e4ac9ce36,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,raw_bag_delta_deadline_miss_raw_bag_count,256,256,0.0,,,,0.0,0.0,49b9ffe27406316c8615c00491841d10f57894d06ff2b51908d1c3d8a1f88ea2,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,raw_bag_delta_java_release_mean_minutes,256,256,1.2627846809956655e-06,,,,-1.0017546086894465e-05,1.0011159884875523e-05,d4fce2fee168a91e7363dfac28d92a71f6b9a14239fb4e084fa2dfb9ed314cd8,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,raw_bag_delta_network_time_mean_minutes,256,256,7.343604288773467e-06,,,,-4.136999691189275e-06,1.5209621588428916e-05,802959a333bd71d9491b40a85d827dced879f617d7c5fd10a505b61b557891a1,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,raw_bag_delta_original_entry_max_seconds,256,256,0.2972656249999801,,,,0.0,0.8917968749999403,1fb45daf306c2bb5e235f04be30a3a56ca6e696672a99efd4e363b9276a99c3f,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,raw_bag_delta_original_entry_mean_minutes,256,256,1.2627846777135687e-06,,,,-1.0733745455862587e-05,1.1367041554350558e-05,a65d8ea5f97c871f023e04ae7eb5db7b55e3e6616fd0ac3961c469d5dc2a091b,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,raw_bag_delta_original_entry_median_seconds,256,256,-0.0001819531250148998,,,,-0.0008430468750191267,0.0002971874999744273,5566b4d08a7a2e126f28e642bc7c6d09f2103f36eabbd4aaa59e1dcaac6726a2,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,raw_bag_delta_original_entry_p95_seconds,256,256,0.0,,,,0.0,0.0,3e793822a2c56981774829d4b05cb138e8bc5a4809b9e30a3e9b9ae542964db4,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,raw_bag_delta_original_entry_p99_seconds,256,256,-0.003710937500002842,,,,-0.011132812500008527,0.0,e08df03a0ed871eff2cbe1b8a156945b021cbcba5b8baaf0ba289321b2af7d2f,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,raw_bag_delta_scheduled_pre_release_wait_mean_minutes,256,256,0.0,,,,0.0,0.0,f6113e3eef95d1aca8f3ebe90b4a8ceed0dd0d8d0aa12361ae60d9bc93127d72,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,raw_bag_delta_source_wait_mean_minutes,256,256,-6.080819608152285e-06,,,,-1.174044967598147e-05,-1.2617129717939721e-06,2bc8499f192279bb60744657fd57f3fd7e2bd325640fb9f8cb5b012b2c449d39,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
horizon,H_system,horizon:H_system,raw_bag_delta_total_system_time_mean_minutes,256,256,1.2627846777135687e-06,,,,-1.0026295915960964e-05,1.0779754237431188e-05,668e13542f87c91f83eb1dbe100bbc033f4a5ed397f7bd29aac877e7d8ab7034,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind_horizon,I3:H_bag,kind_horizon:I3:H_bag,delta_completion_mean_seconds,958,958,42.15600641962387,,,,40.03593523825639,44.291157574895244,1aae8c07ba9c918c006ce08f987f301fe4680d0fb8215702d07d83f83737903d,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind_horizon,I3:H_bag,kind_horizon:I3:H_bag,delta_completion_p95_seconds,958,958,42.15600641962387,,,,40.02892206158666,44.14560401774525,e60f315e962d28317dfd56dfbdf165ddc0f4de22fca9a7a696c76e7968f7d977,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind_horizon,I3:H_bag,kind_horizon:I3:H_bag,delta_completion_p99_seconds,958,958,42.15600641962387,,,,40.06210100939434,44.10350564509348,b3060e1cdaf1906be907deb60b8b0d5a4461c741b139e451e12338df0878e370,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind_horizon,I3:H_bag,kind_horizon:I3:H_bag,delta_deadline_miss_count,958,958,0.0,,,,0.0,0.0,1b1ec860af136d58adf2624cba076807e190195001530fae207b87f96cc27195,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind_horizon,I3:H_bag,kind_horizon:I3:H_bag,delta_edge_travel_mean_seconds,958,958,35.959916492693104,,,,34.41154488517745,37.383778705636736,099737a96b0d304d26413a49e54c1d986d5f6c950e49e016e6da2be516ce548d,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind_horizon,I3:H_bag,kind_horizon:I3:H_bag,delta_junction_wait_mean_seconds,958,958,0.9361734342380766,,,,-0.1603543021919833,2.0705415474950013,f36927b6fa636697f298f4d1dbab2f8bbb2eb3dfee3632dcd225d002a318a492,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind_horizon,I3:H_bag,kind_horizon:I3:H_bag,delta_loop_extra_mean_seconds,958,958,0.0,,,,0.0,0.0,d176fa9f171aba7dc46da9b4e6e4c1a58ea6f20d5973d7a479bebf31246bcdfa,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind_horizon,I3:H_bag,kind_horizon:I3:H_bag,delta_merge_wait_mean_seconds,958,958,2.2591247807935027,,,,1.5974977181629806,2.8744231599687,f0fc4a9b0bc3f2ab4174059111f1e67dbad8907391089757e049521bcd54d3cc,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind_horizon,I3:H_bag,kind_horizon:I3:H_bag,delta_node_service_mean_seconds,958,958,5.259916492693111,,,,4.963335073068893,5.55848121085595,bff0401c955b92c8480e642113c4000f0e4a260e50336e1d288e0cf7ab64b434,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind_horizon,I3:H_bag,kind_horizon:I3:H_bag,delta_path_length_hops_mean,958,958,5.259916492693111,,,,4.9665709812108565,5.5375782881002085,c743add213345ed58d4fb1eb644406a65b2f1893a674c578522876ad1510098f,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind_horizon,I3:H_bag,kind_horizon:I3:H_bag,delta_path_length_hops_total,958,958,5.259916492693111,,,,4.944676409185804,5.55018267223382,ed0aae8d39d7d7163a140deac90f2d74ac7534d6d05650f5b5aca3f5f901283a,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind_horizon,I3:H_bag,kind_horizon:I3:H_bag,delta_source_wait_mean_seconds,958,958,0.0,,,,0.0,0.0,c98dbfb9ba5cdeaffca2ef86d1f795348e10665a04bfb54d6ecc30d1d1c5dcc4,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind_horizon,I3:H_bag,kind_horizon:I3:H_bag,delta_total_local_wait_mean_seconds,958,958,0.9361734342380766,,,,-0.12082523669087118,2.006727718945901,cd136e07a05a0e5d7a2ce2b999fe17bb711a22b538ea720cc3a961b5e6bc503d,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind_horizon,I3:H_bag,kind_horizon:I3:H_bag,direct_affected_delta_completion_mean_seconds,958,958,42.15600641962387,,,,40.065306957463264,44.08735757254682,da8ead50e133423b2c8aae0f652fac15de3ae60696461e741f304136eff3bb6d,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind_horizon,I4:H_bag,kind_horizon:I4:H_bag,delta_completion_mean_seconds,958,958,0.31077325678507467,,,,0.05593282933183685,0.45438773538635446,231a11b43bfa487a91876cfa346741e6d1fcb32979d243defe83de347d6f78f7,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind_horizon,I4:H_bag,kind_horizon:I4:H_bag,delta_completion_p95_seconds,958,958,0.31077325678507467,,,,0.11641880767228162,0.45325293919631865,d0eba6e50145a03f5d54a6a712247fe2bdf0c948a3ca317ee56b8cf70c0c095a,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind_horizon,I4:H_bag,kind_horizon:I4:H_bag,delta_completion_p99_seconds,958,958,0.31077325678507467,,,,0.06854113569947505,0.4533836557932996,aa9a6f24bce80db416781ad303a614ebc04f85665f0e96b6973a7cff84eb4036,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind_horizon,I4:H_bag,kind_horizon:I4:H_bag,delta_deadline_miss_count,958,958,0.0,,,,0.0,0.0,b9e7923dc200f65eca6d9628eeab51e89e0fff07b81c304315d80f56f39c29a4,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind_horizon,I4:H_bag,kind_horizon:I4:H_bag,delta_edge_travel_mean_seconds,958,958,0.0,,,,0.0,0.0,84b2b30901effad2c026526c99dea51a03254c8d46a4d4a888e2bbb977ae82fc,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind_horizon,I4:H_bag,kind_horizon:I4:H_bag,delta_junction_wait_mean_seconds,958,958,0.31077325678507467,,,,0.08712009916524216,0.457592527139963,b5a6d9cd472eec4d3145d674df2af6a60043db192ee7c4b523b7a4f8d59bf7a2,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind_horizon,I4:H_bag,kind_horizon:I4:H_bag,delta_loop_extra_mean_seconds,958,958,0.0,,,,0.0,0.0,ad40f85b6553813bda23ea1aff35df4fd2c3d8837251798814d3871c2c5fea1a,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
