schema,phase,case_id,candidate_id,framework_label,resource_label,scorer_label,pibt_label,control_label,resource_semantics_echo,scorer_mode_echo,pibt_mode_echo,pressure_mode_echo,admission_mode_echo,framework_mode_echo,pibt_max_depth_echo,max_events_echo,entry_headway_seconds_echo,pressure_weight_echo,pressure_age_weight_echo,pressure_distance_bias_echo,credit_validity_seconds_echo,credit_snapshot_max_age_seconds_echo,credit_capacity_per_edge_echo,credit_lifecycle_limit_echo,pibt_max_ready_bags_echo,pibt_max_local_resources_echo,pibt_max_candidates_per_bag_echo,legacy_pibt_lite_enabled_echo,fault_profile,size_segments,repeat_index,execution_status,gate_status,evidence_status,termination_reason,early_abort_status,blocker,summary_only,summary_only_contract_pass,decision_trace_stored_count,hold_trace_stored_count,input_order,prefix_selection,map_raw_sha256,map_semantic_sha256,source_raw_sha256,source_semantic_sha256,input_prefix_sha256,case_config_sha256,source_bundle_sha256,source_path_manifest_sha256,binary_sha256,loaded_cpp_binary_path,loaded_cpp_binary_sha256,binary_provenance_pass,executor_id,executor_source_sha256,deterministic_result_sha256,evidence_row_binding_sha256,repeat_consistency,primary_denominator,reported_mean_minutes,denominator_scope,selected_segment_count,selected_raw_bag_count,completed_segment_count,complete_raw_bag_count,failed_segment_count,completion_rate,comparison_eligible,original_entry_mean_minutes,original_entry_p95_seconds,original_entry_p99_seconds,java_release_mean_minutes,source_wait_mean_minutes,network_time_mean_minutes,total_system_time_mean_minutes,survivor_original_entry_mean_minutes,survivor_metric_comparison_allowed,v2_safe_original_entry_target_minutes,v2_safe_original_entry_gate,corrected_hca_original_entry_target_minutes,corrected_hca_original_entry_gate,matched_original_entry_performance_gate,processed_attempt_reference_minutes,processed_attempt_reference_comparable,processed_attempt_warning,conflict_count,unsafe_entry_count,runtime_full_astar_calls,global_reservation_scan_count,future_routes_stored,unresolved_deadlock_count,event_limit_reached,time_limit_reached,reservation_depth,local_queue_capacity,declared_max_events,max_edges_selected_per_bag_per_decision,max_edges_selected_per_arrive,max_actions_committed_per_pibt_batch,event_count,wall_seconds,peak_working_set_bytes,fault_affected_bag_count,fault_affected_completed_count,fault_policy_enabled_echo,sensor_loss_mode_used,fault_notification_drop_count,fault_physical_interlock_rejection_count,fault_physical_interlock_hold_count,fault_physical_interlock_reroute_count,fault_local_action_count,fault_local_hold_count,fault_reroute_count,fault_recovery_seconds_available,fault_recovery_seconds,repair_backlog_slope_available,repair_backlog_slope,unrecovered_window_seconds,fault_p95_delta_seconds,fault_p99_delta_seconds,credit_issued_count,credit_consumed_count,credit_expired_count,credit_fault_revocation_count,credit_generation_revocation_count,credit_local_hold_count,pibt_applicability_count,pibt_attempt_count,pibt_prepare_count,pibt_validate_count,pibt_commit_count,pibt_rollback_count,pibt_backtrack_count,pibt_wait_for_cycle_count,pibt_handoff_count,pibt_same_bag_fallback_count,route_change_count,route_oscillation_count,notes
czr005.g4irsf12.experiment_result.v4,B,B_control_historical_hca_processed_segment_attempt_time_tth,historical_hca_parsed,B0,,,,,,,,,,,,,,,,,,,,,,,,,historical_control,43603,,NOT_RUN,NOT_APPLICABLE,PARSED_HISTORICAL_HCA_NOT_FRESH_RERUN,NOT_RERUN,,historical/committed control only; no fresh execution,True,,,,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,,,,,,,,,,,,HISTORICAL_NOT_RERUN,processed_segment_attempt_time_tth,3.96712271,outputs/tables/g4irsf8_tth_denominator_comparison.csv,43603,28506,43603,28506,0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.967122711 is valid only for processed-segment-attempt; the recomputed historical original-entry value is reported separately
czr005.g4irsf12.experiment_result.v4,B,B_control_historical_hca_java_release_time_tth,historical_hca_parsed,B0,,,,,,,,,,,,,,,,,,,,,,,,,historical_control,43603,,NOT_RUN,NOT_APPLICABLE,PARSED_HISTORICAL_HCA_NOT_FRESH_RERUN,NOT_RERUN,,historical/committed control only; no fresh execution,True,,,,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,,,,,,,,,,,,HISTORICAL_NOT_RERUN,java_release_time_tth,5.19722515,outputs/tables/g4irsf8_tth_denominator_comparison.csv,43603,28506,43603,28506,0,1.0,True,,,,5.19722515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.967122711 is valid only for processed-segment-attempt; the recomputed historical original-entry value is reported separately
czr005.g4irsf12.experiment_result.v4,B,B_control_historical_hca_original_entry_time_tth,historical_hca_parsed,B0,,,,,,,,,,,,,,,,,,,,,,,,,historical_control,43603,,NOT_RUN,NOT_APPLICABLE,PARSED_HISTORICAL_HCA_NOT_FRESH_RERUN,NOT_RERUN,,historical/committed control only; no fresh execution,True,,,,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,,,,,,,,,,,,HISTORICAL_NOT_RERUN,original_entry_time_tth,5.76493675,outputs/tables/g4irsf8_tth_denominator_comparison.csv,43603,28506,43603,28506,0,1.0,True,5.76493675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.967122711 is valid only for processed-segment-attempt; the recomputed historical original-entry value is reported separately
czr005.g4irsf12.experiment_result.v4,B,B_control_v2_safe_java_release_time_tth,frozen_v2_safe,B1,,,,,,,,,,,,,,,,,,,,,,,,,historical_control,43603,,NOT_RUN,NOT_APPLICABLE,PARSED_FROZEN_V2_SAFE_NOT_RERUN,NOT_RERUN,,historical/committed control only; no fresh execution,True,,,,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,,,,,,,,,,,,HISTORICAL_NOT_RERUN,java_release_time_tth,3.55659385,outputs/tables/g4irsf8_tth_denominator_comparison.csv,43603,28506,43603,28506,0,1.0,True,,,,3.55659385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frozen central/future-reservation control; never a runtime fallback
czr005.g4irsf12.experiment_result.v4,B,B_control_v2_safe_original_entry_time_tth,frozen_v2_safe,B1,,,,,,,,,,,,,,,,,,,,,,,,,historical_control,43603,,NOT_RUN,NOT_APPLICABLE,PARSED_FROZEN_V2_SAFE_NOT_RERUN,NOT_RERUN,,historical/committed control only; no fresh execution,True,,,,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,,,,,,,,,,,,HISTORICAL_NOT_RERUN,original_entry_time_tth,4.12430545,outputs/tables/g4irsf8_tth_denominator_comparison.csv,43603,28506,43603,28506,0,1.0,True,4.12430545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frozen central/future-reservation control; never a runtime fallback
czr005.g4irsf12.experiment_result.v4,B,B2_old_order_one_step,B2,B2,R3,S1,P0,C0,,,,,,,,,,,,,,,,,,,,,no_fault,144,,NOT_RUN,PENDING,PLANNED_NOT_EXECUTED,NOT_RUN,,OLD_SCHEDULING_ORDER_ONE_STEP_EXECUTOR_NOT_IMPLEMENTED,True,,,,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,fbd09f1bb2ebee8e7f50beaafdfb1ae0ef811963d8850ba252a4d68c20748b2a,,,,,,,,,,,NOT_EVALUATED,original_entry_time_tth,,,144,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,32,20000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,declared old-order one-step diagnostic; the current executor does not implement those scheduling semantics
czr005.g4irsf12.experiment_result.v4,B,B2_old_order_one_step,B2,B2,R3,S1,P0,C0,,,,,,,,,,,,,,,,,,,,,no_fault,512,,NOT_RUN,PENDING,PLANNED_NOT_EXECUTED,NOT_RUN,,OLD_SCHEDULING_ORDER_ONE_STEP_EXECUTOR_NOT_IMPLEMENTED,True,,,,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,fbd09f1bb2ebee8e7f50beaafdfb1ae0ef811963d8850ba252a4d68c20748b2a,,,,,,,,,,,NOT_EVALUATED,original_entry_time_tth,,,512,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,32,20000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,declared old-order one-step diagnostic; the current executor does not implement those scheduling semantics
czr005.g4irsf12.experiment_result.v4,B,B2_old_order_one_step,B2,B2,R3,S1,P0,C0,,,,,,,,,,,,,,,,,,,,,no_fault,2048,,NOT_RUN,PENDING,PLANNED_NOT_EXECUTED,NOT_RUN,,OLD_SCHEDULING_ORDER_ONE_STEP_EXECUTOR_NOT_IMPLEMENTED,True,,,,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,fbd09f1bb2ebee8e7f50beaafdfb1ae0ef811963d8850ba252a4d68c20748b2a,,,,,,,,,,,NOT_EVALUATED,original_entry_time_tth,,,2048,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,32,20000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,declared old-order one-step diagnostic; the current executor does not implement those scheduling semantics
czr005.g4irsf12.experiment_result.v4,B,B2_old_order_one_step,B2,B2,R3,S1,P0,C0,,,,,,,,,,,,,,,,,,,,,no_fault,8192,,NOT_RUN,PENDING,PLANNED_NOT_EXECUTED,NOT_RUN,,OLD_SCHEDULING_ORDER_ONE_STEP_EXECUTOR_NOT_IMPLEMENTED,True,,,,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,,fbd09f1bb2ebee8e7f50beaafdfb1ae0ef811963d8850ba252a4d68c20748b2a,,,,,,,,,,,NOT_EVALUATED,original_entry_time_tth,,,8192,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,32,20000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,declared old-order one-step diagnostic; the current executor does not implement those scheduling semantics
czr005.g4irsf12.experiment_result.v4,B,B3_event_java_window_frozen,B3,B3,R3,S1,P0,C0,R3_java_node_window_compatible,S1_frozen_g4e_legal_local_adapter,P0,off,off,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,144,1,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,e5688fdd82c93baafe7e78eb93e33410181baf3996317cadfd8e10285d726a94,f98434a7667cfa3739c5ecd9e7b7c0f7b4276352b6c8ccf4f18aad87f2371279,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,bdaed80cc497f317f8d9db762940b791a96d8a6f97fe0b9d4918d3bce9156e3e,6c7bd1c13ca6cbefccac7a8894c4da0963168c2a621b83635a724291d1c5a70e,SINGLE_RESULT,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,144,72,144,72,0,1.0,True,170.2065503131944,11436.12360435,11543.1381596,3.758314270833308,0.021238425925925928,3.7370758449073818,170.2065503131944,170.2065503131944,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,12621,0.0164861,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,event loop plus Java/node-window-compatible resource semantics
