schema,map,scale,service_condition,service_time_multiplier,comparison_status,missing_or_failed_arms,normalized_pair_status,normalized_pair_status_detail,no_qi_pair_status,no_qi_pair_status_detail,metric,metric_label,preferred_direction,raw_count_as_seconds,service_rate_normalized,no_qi_but_calendar,normalized_minus_raw,normalized_relative_to_raw_percent,normalized_outcome,no_qi_minus_raw,no_qi_relative_to_raw_percent,no_qi_outcome,comparison_identity_sha256,timing_protocol,source_files
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,decision_count,native decision count,diagnostic,336638,336638,336770,0.0,0.0,TIE,132.0,0.03921125957259727,DIAGNOSTIC_ONLY,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,wall_seconds,wall time (s),compute only,21.798478099983186,25.03746939986013,24.44766079983674,3.2389912998769432,14.858795577474014,DIAGNOSTIC_ONLY,2.6491826998535544,12.153062648238722,DIAGNOSTIC_ONLY,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,cpu_seconds,CPU time (s),compute only,21.15625,24.65625,23.921875,3.5,16.54357459379616,DIAGNOSTIC_ONLY,2.765625,13.072378138847858,DIAGNOSTIC_ONLY,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,completed_segment_count,completed segments,higher,43603,43603,43603,0.0,0.0,TIE,0.0,0.0,TIE,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,completed_raw_bag_count,completed raw bags,higher,28506,28506,28506,0.0,0.0,TIE,0.0,0.0,TIE,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,completion_rate,raw-bag completion rate,higher,1.0,1.0,1.0,0.0,0.0,TIE,0.0,0.0,TIE,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,population_latency_min_seconds,population latency minimum (s),lower,196.00099999999657,196.00099999999657,196.00099999999657,0.0,0.0,TIE,0.0,0.0,TIE,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,population_latency_mean_seconds,population latency mean (s),lower,710.6695257437045,534.0530786230985,694.7185909675172,-176.61644712060604,-24.852120531801287,IMPROVED,-15.950934776187296,-2.244493987482423,IMPROVED,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,population_latency_p95_seconds,population latency P95 (s),lower,4139.705089999992,2539.3800274999903,3859.3433649999906,-1600.3250625000019,-38.65794851826039,IMPROVED,-280.36172500000157,-6.772504777629029,IMPROVED,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,population_latency_p99_seconds,population latency P99 (s),lower,6184.456426999998,4200.128243999992,6393.249240499998,-1984.328183000006,-32.08573310237677,IMPROVED,208.7928135000002,3.376089975967103,WORSE,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,population_latency_max_seconds,population latency maximum (s),lower,6625.7403599999925,4633.524789999996,6832.281929999994,-1992.2155699999967,-30.06781826265222,IMPROVED,206.54157000000123,3.1172602422954205,WORSE,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,business_on_time_raw_bag_count,on-time raw bags,higher,28371,28475,28416,104.0,0.3665714990659476,IMPROVED,45.0,0.1586126678650735,IMPROVED,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,business_on_time_rate,on-time raw-bag rate,higher,0.9952641549147548,0.9989125096470919,0.9968427699431699,0.0036483547323370447,0.3665714990659469,IMPROVED,0.0015786150284150535,0.15861266786507178,IMPROVED,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,business_missed_raw_bag_count,missed raw bags,lower,135,31,90,-104.0,-77.03703703703704,IMPROVED,-45.0,-33.333333333333336,IMPROVED,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,business_missed_rate,missed raw-bag rate,lower,0.004735845085245161,0.001087490352908116,0.003157230056830107,-0.0036483547323370447,-77.03703703703772,IMPROVED,-0.0015786150284150535,-33.333333333333336,IMPROVED,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,business_fixed_horizon_tardiness_sum_seconds,fixed-horizon all-population tardiness sum (s),lower,127281.17201999982,9454.19262999995,49680.97680999983,-117826.97938999988,-92.57219863711312,IMPROVED,-77600.19520999999,-60.96753665798001,IMPROVED,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,business_fixed_horizon_tardiness_mean_seconds,fixed-horizon all-population tardiness mean (s),lower,4.465066021890122,0.3316562348277538,1.7428252581912522,-4.1334097870623685,-92.57219863711312,IMPROVED,-2.7222407636988697,-60.967536657980006,IMPROVED,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,business_fixed_horizon_tardiness_p95_seconds,fixed-horizon all-population tardiness P95 (s),lower,0.0,0.0,0.0,0.0,,TIE,0.0,,TIE,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,business_fixed_horizon_tardiness_p99_seconds,fixed-horizon all-population tardiness P99 (s),lower,0.0,0.0,0.0,0.0,,TIE,0.0,,TIE,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,business_fixed_horizon_tardiness_max_seconds,fixed-horizon all-population tardiness maximum (s),lower,2560.8798899999965,772.2130899999975,2750.1884900000005,-1788.666799999999,-69.84579038574127,IMPROVED,189.30860000000393,7.392326392941615,WORSE,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,business_time_to_90_percent_elapsed_seconds,time to 90% completion (s),lower,63166.24329700002,63041.482957000015,63160.24329700002,-124.760340000008,-0.19751109688983717,IMPROVED,-6.0,-0.009498744403381292,IMPROVED,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,business_time_to_95_percent_elapsed_seconds,time to 95% completion (s),lower,67300.13779700002,67300.13779700002,67300.13779700002,0.0,0.0,TIE,0.0,0.0,TIE,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,business_time_to_99_percent_elapsed_seconds,time to 99% completion (s),lower,71130.43991700003,71130.43991700003,71130.43991700003,0.0,0.0,TIE,0.0,0.0,TIE,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,business_raw_total_backlog_area_seconds,raw-bag total backlog area (bag-s),lower,75369618.25841275,73400620.06274197,75083785.03231311,-1968998.1956707835,-2.6124561078707655,IMPROVED,-285833.22609964013,-0.3792419713731739,IMPROVED,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,business_raw_total_backlog_peak,raw-bag total backlog peak,lower,2490,2458,2468,-32.0,-1.285140562248996,IMPROVED,-22.0,-0.8835341365461847,IMPROVED,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,business_raw_total_backlog_end,raw-bag total backlog at horizon end,lower,0,0,0,0.0,,TIE,0.0,,TIE,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,business_raw_source_backlog_area_seconds,raw-bag source backlog area (bag-s),lower,64163634.43424304,64163634.43424304,64163634.43424304,0.0,0.0,TIE,0.0,0.0,TIE,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,business_raw_source_backlog_peak,raw-bag source backlog peak,lower,2194,2194,2194,0.0,0.0,TIE,0.0,0.0,TIE,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,business_raw_source_backlog_end,raw-bag source backlog at horizon end,lower,0,0,0,0.0,,TIE,0.0,,TIE,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,SERVICE_X2,2.0,COMPLETE,,COMPLETE,,COMPLETE,,business_raw_network_backlog_area_seconds,raw-bag network backlog area (bag-s),lower,11205983.824170109,9236985.628500156,10920150.598070167,-1968998.1956699528,-17.570953399227957,IMPROVED,-285833.2260999419,-2.5507196028913603,IMPROVED,93f86ec66dfc103275ff7c5bd3bd6b9283f2b18f406413274e00dce48d9cba06,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\SERVICE_X2\NO_QI_BUT_CALENDAR.json
