schema,map,scale,service_condition,service_time_multiplier,comparison_status,missing_or_failed_arms,normalized_pair_status,normalized_pair_status_detail,no_qi_pair_status,no_qi_pair_status_detail,metric,metric_label,preferred_direction,raw_count_as_seconds,service_rate_normalized,no_qi_but_calendar,normalized_minus_raw,normalized_relative_to_raw_percent,normalized_outcome,no_qi_minus_raw,no_qi_relative_to_raw_percent,no_qi_outcome,comparison_identity_sha256,timing_protocol,source_files
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,business_missed_raw_bag_count,missed raw bags,lower,0,0,0,0.0,,TIE,0.0,,TIE,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,business_missed_rate,missed raw-bag rate,lower,0.0,0.0,0.0,0.0,,TIE,0.0,,TIE,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,business_fixed_horizon_tardiness_sum_seconds,fixed-horizon all-population tardiness sum (s),lower,0.0,0.0,0.0,0.0,,TIE,0.0,,TIE,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,business_fixed_horizon_tardiness_mean_seconds,fixed-horizon all-population tardiness mean (s),lower,0.0,0.0,0.0,0.0,,TIE,0.0,,TIE,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,business_fixed_horizon_tardiness_p95_seconds,fixed-horizon all-population tardiness P95 (s),lower,0.0,0.0,0.0,0.0,,TIE,0.0,,TIE,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,business_fixed_horizon_tardiness_p99_seconds,fixed-horizon all-population tardiness P99 (s),lower,0.0,0.0,0.0,0.0,,TIE,0.0,,TIE,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,business_fixed_horizon_tardiness_max_seconds,fixed-horizon all-population tardiness maximum (s),lower,0.0,0.0,0.0,0.0,,TIE,0.0,,TIE,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,business_time_to_90_percent_elapsed_seconds,time to 90% completion (s),lower,62870.60591700002,62870.60591700002,62870.60591700002,0.0,0.0,TIE,0.0,0.0,TIE,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,business_time_to_95_percent_elapsed_seconds,time to 95% completion (s),lower,67288.13779700002,67288.13779700002,67288.13779700002,0.0,0.0,TIE,0.0,0.0,TIE,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,business_time_to_99_percent_elapsed_seconds,time to 99% completion (s),lower,71122.43991700003,71122.43991700003,71122.43991700003,0.0,0.0,TIE,0.0,0.0,TIE,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,business_raw_total_backlog_area_seconds,raw-bag total backlog area (bag-s),lower,70149629.17620328,70149629.17620328,70152487.2221336,0.0,0.0,TIE,2858.045930325985,0.0040742138823671985,WORSE,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,business_raw_total_backlog_peak,raw-bag total backlog peak,lower,2340,2340,2340,0.0,0.0,TIE,0.0,0.0,TIE,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,business_raw_total_backlog_end,raw-bag total backlog at horizon end,lower,0,0,0,0.0,,TIE,0.0,,TIE,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,business_raw_source_backlog_area_seconds,raw-bag source backlog area (bag-s),lower,64163634.43424304,64163634.43424304,64163634.43424304,0.0,0.0,TIE,0.0,0.0,TIE,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,business_raw_source_backlog_peak,raw-bag source backlog peak,lower,2194,2194,2194,0.0,0.0,TIE,0.0,0.0,TIE,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,business_raw_source_backlog_end,raw-bag source backlog at horizon end,lower,0,0,0,0.0,,TIE,0.0,,TIE,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,business_raw_network_backlog_area_seconds,raw-bag network backlog area (bag-s),lower,5985994.741960001,5985994.741960001,5988852.787889996,0.0,0.0,TIE,2858.045929994434,0.04774554695079169,WORSE,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,business_raw_network_backlog_peak,raw-bag network backlog peak,lower,463,463,463,0.0,0.0,TIE,0.0,0.0,TIE,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,business_raw_network_backlog_end,raw-bag network backlog at horizon end,lower,0,0,0,0.0,,TIE,0.0,,TIE,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
czr005.cie_service_normalization.summary.v2,map2,1,REAL_SERVICE,1.0,COMPLETE,,COMPLETE,,COMPLETE,,event_count,native event count,diagnostic,3997648,3997648,4007115,0.0,0.0,TIE,9467.0,0.23681424677710494,DIAGNOSTIC_ONLY,8dfd074c2bcb44f4e94e2924892774c0d4d4e4acaec8ac6b8b9195c3898c1ddc,1x full-population raw-bag timing only; no survivor/common cohort,C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\RAW_COUNT_AS_SECONDS.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\SERVICE_RATE_NORMALIZED.json;C:\PROGRAMING\czr005\.cie_native_dh_worktree\outputs\runtime\cie_revision\service_normalization\map2\REAL_SERVICE\NO_QI_BUT_CALENDAR.json
