task_id,segment_id,start_node,entry_time,java_release_time,output_start_time,output_tth,finish_time_if_reconstructable,tth_if_entry_denominator,tth_if_release_denominator,closest_denominator,confidence
20335,20335:storage_in,3,58069.61508,58069,58069,54,58123,53.38492,54,java_release_time_tth,high
20335,20335:storage_out,52,64200,64207,64209,250,64459,259,252,java_release_time_tth,medium
20336,20336:storage_in,3,58070.96664,58070,58071,54,58125,54.03336,55,original_entry_time_tth,medium
20336,20336:storage_out,52,61800,61835,61923,197,62120,320,285,java_release_time_tth,medium
20337,20337:storage_in,2,58071.41183,58071,58071,78,58149,77.58817,78,java_release_time_tth,high
20337,20337:storage_out,52,61500,61584,61623,210,61833,333,249,java_release_time_tth,medium
20338,20338:storage_in,53,58071.47068,58071,58077,73,58150,78.52932,79,original_entry_time_tth,medium
20338,20338:storage_out,52,60600,60644,60669,199,60868,268,224,java_release_time_tth,medium
20339,20339:storage_in,3,58072.35161,58072,58073,54,58127,54.64839,55,original_entry_time_tth,medium
20339,20339:storage_out,52,61800,61836,61924,200,62124,324,288,java_release_time_tth,medium
20340,20340:direct,0,58073.38767,58073,58078,232,58310,236.61233,237,original_entry_time_tth,medium
20341,20341:direct,4,58073.52233,58073,58073,196,58269,195.47767,196,java_release_time_tth,high
20342,20342:direct,0,58074.30182,58074,58088,232,58320,245.69818,246,original_entry_time_tth,medium
20343,20343:storage_in,4,58074.81387,58074,58078,80,58158,83.18613,84,original_entry_time_tth,medium
20343,20343:storage_out,52,62100,62126,62126,199,62325,225,199,java_release_time_tth,high
20344,20344:direct,5,58076.30007,58076,58080,196,58276,199.69993,200,original_entry_time_tth,medium
20345,20345:storage_in,1,58076.79023,58076,58079,50,58129,52.20977,53,original_entry_time_tth,medium
20345,20345:storage_out,52,60600,60645,60671,210,60881,281,236,java_release_time_tth,medium
20346,20346:storage_in,53,58076.80394,58076,58092,47,58139,62.19606,63,original_entry_time_tth,medium
20346,20346:storage_out,52,63300,63345,63351,199,63550,250,205,java_release_time_tth,medium
20347,20347:direct,1,58076.9305,58077,58086,232,58318,241.0695,241,java_release_time_tth,medium
20348,20348:storage_in,5,58077.61084,58077,58086,79,58165,87.38916,88,original_entry_time_tth,medium
20348,20348:storage_out,52,62100,62127,62128,199,62327,227,200,java_release_time_tth,medium
20349,20349:storage_in,3,58078.85574,58078,58078,54,58132,53.14426,54,java_release_time_tth,high
20349,20349:storage_out,52,61800,61837,61925,197,62122,322,285,java_release_time_tth,medium
20350,20350:direct,2,58079.6351,58079,58079,207,58286,206.3649,207,java_release_time_tth,high
20351,20351:storage_in,3,58080.28166,58080,58080,54,58134,53.71834,54,java_release_time_tth,high
20351,20351:storage_out,52,63300,63346,63352,250,63602,302,256,java_release_time_tth,medium
20352,20352:direct,2,58081.7072,58081,58082,235,58317,235.2928,236,original_entry_time_tth,medium
20353,20353:direct,0,58082.09889,58082,58095,232,58327,244.90111,245,original_entry_time_tth,medium
20354,20354:storage_in,4,58082.81394,58082,58084,80,58164,81.18606,82,original_entry_time_tth,medium
20354,20354:storage_out,52,63300,63347,63353,275,63628,328,281,java_release_time_tth,medium
20355,20355:direct,1,58084.93049,58084,58091,232,58323,238.06951,239,original_entry_time_tth,medium
20356,20356:storage_in,5,58085.48051,58085,58089,79,58168,82.51949,83,original_entry_time_tth,medium
20356,20356:storage_out,52,66300,66302,66302,199,66501,201,199,java_release_time_tth,high
20357,20357:storage_in,4,58085.78841,58085,58087,80,58167,81.21159,82,original_entry_time_tth,medium
20357,20357:storage_out,52,60300,60364,60403,171,60574,274,210,java_release_time_tth,medium
20358,20358:direct,2,58087.42848,58087,58087,204,58291,203.57152,204,java_release_time_tth,high
20359,20359:direct,0,58087.58879,58087,58098,232,58330,242.41121,243,original_entry_time_tth,medium
20360,20360:direct,0,58090.09515,58090,58100,232,58332,241.90485,242,original_entry_time_tth,medium
20361,20361:storage_in,3,58090.84175,58090,58090,54,58144,53.15825,54,java_release_time_tth,high
20361,20361:storage_out,52,62100,62128,62130,199,62329,229,201,java_release_time_tth,medium
20362,20362:storage_in,1,58091.07516,58091,58096,50,58146,54.92484,55,original_entry_time_tth,medium
20362,20362:storage_out,52,61500,61585,61626,210,61836,336,251,java_release_time_tth,medium
20363,20363:direct,2,58094.0489,58094,58094,207,58301,206.9511,207,java_release_time_tth,high
20364,20364:direct,4,58096.28179,58096,58096,276,58372,275.71821,276,java_release_time_tth,high
20365,20365:storage_in,5,58096.45499,58096,58096,77,58173,76.54501,77,java_release_time_tth,high
20365,20365:storage_out,52,60300,60365,60405,171,60576,276,211,java_release_time_tth,medium
20366,20366:storage_in,0,58097.44201,58097,58103,50,58153,55.55799,56,original_entry_time_tth,medium
20366,20366:storage_out,52,61500,61586,61628,213,61841,341,255,java_release_time_tth,medium
20367,20367:direct,1,58100.4089,58100,58101,232,58333,232.5911,233,original_entry_time_tth,medium
20368,20368:direct,1,58100.5255,58101,58104,232,58336,235.4745,235,java_release_time_tth,medium
20369,20369:storage_in,2,58103.80201,58103,58103,53,58156,52.19799,53,java_release_time_tth,high
20369,20369:storage_out,52,62400,62430,62440,210,62650,250,220,java_release_time_tth,medium
20370,20370:storage_in,1,58104.40349,58104,58107,50,58157,52.59651,53,original_entry_time_tth,medium
20370,20370:storage_out,52,61500,61587,61630,185,61815,315,228,java_release_time_tth,medium
20371,20371:direct,0,58106.7689,58106,58109,279,58388,281.2311,282,original_entry_time_tth,medium
20372,20372:storage_in,3,58106.98918,58106,58106,54,58160,53.01082,54,java_release_time_tth,high
20372,20372:storage_out,52,67800,67805,67806,146,67952,152,147,java_release_time_tth,medium
20373,20373:storage_in,4,58109.79435,58109,58109,80,58189,79.20565,80,java_release_time_tth,high
20373,20373:storage_out,52,60300,60366,60407,171,60578,278,212,java_release_time_tth,medium
20374,20374:storage_in,1,58110.17146,58110,58110,73,58183,72.82854,73,java_release_time_tth,high
20374,20374:storage_out,52,62100,62129,62131,185,62316,216,187,java_release_time_tth,medium
20375,20375:storage_in,5,58112.3516,58112,58113,77,58190,77.6484,78,original_entry_time_tth,medium
20375,20375:storage_out,52,60300,60367,60409,171,60580,280,213,java_release_time_tth,medium
20376,20376:storage_in,2,58114.30183,58114,58116,53,58169,54.69817,55,original_entry_time_tth,medium
20376,20376:storage_out,52,60600,60646,60673,210,60883,283,237,java_release_time_tth,medium
20377,20377:direct,5,58114.94847,58114,58115,218,58333,218.05153,219,original_entry_time_tth,medium
20378,20378:storage_in,3,58115.12779,58115,58115,49,58164,48.87221,49,java_release_time_tth,high
20378,20378:storage_out,52,67800,67806,67807,200,68007,207,201,java_release_time_tth,medium
20379,20379:storage_in,0,58116.75449,58116,58117,46,58163,46.24551,47,original_entry_time_tth,medium
20379,20379:storage_out,52,60600,60647,60674,235,60909,309,262,java_release_time_tth,medium
20380,20380:storage_in,4,58117.79452,58117,58119,47,58166,48.20548,49,original_entry_time_tth,medium
20380,20380:storage_out,52,63000,63009,63014,146,63160,160,151,java_release_time_tth,medium
20381,20381:storage_in,3,58120.14716,58120,58120,54,58174,53.85284,54,java_release_time_tth,high
20381,20381:storage_out,52,61500,61588,61631,275,61906,406,318,java_release_time_tth,medium
20382,20382:storage_in,5,58120.45513,58120,58124,46,58170,49.54487,50,original_entry_time_tth,medium
20382,20382:storage_out,52,60300,60368,60411,171,60582,282,214,java_release_time_tth,medium
20383,20383:storage_in,2,58122.04416,58122,58122,53,58175,52.95584,53,java_release_time_tth,high
20383,20383:storage_out,52,60600,60648,60676,210,60886,286,238,java_release_time_tth,medium
20384,20384:storage_in,1,58123.07844,58123,58123,73,58196,72.92156,73,java_release_time_tth,high
20384,20384:storage_out,52,60600,60649,60679,210,60889,289,240,java_release_time_tth,medium
20385,20385:storage_in,4,58125.50836,58125,58125,47,58172,46.49164,47,java_release_time_tth,high
20385,20385:storage_out,52,61500,61589,61633,199,61832,332,243,java_release_time_tth,medium
20386,20386:storage_in,2,58125.64582,58125,58125,53,58178,52.35418,53,java_release_time_tth,high
20386,20386:storage_out,52,60600,60650,60684,213,60897,297,247,java_release_time_tth,medium
20387,20387:storage_in,3,58125.65071,58125,58126,54,58180,54.34929,55,original_entry_time_tth,medium
20387,20387:storage_out,52,63300,63348,63355,171,63526,226,178,java_release_time_tth,medium
20388,20388:direct,4,58126.74489,58126,58128,196,58324,197.25511,198,original_entry_time_tth,medium
20389,20389:direct,5,58128.28167,58128,58130,218,58348,219.71833,220,original_entry_time_tth,medium
20390,20390:storage_in,5,58129.41169,58129,58132,79,58211,81.58831,82,original_entry_time_tth,medium
20390,20390:storage_out,52,62400,62431,62441,146,62587,187,156,java_release_time_tth,medium
20391,20391:storage_in,3,58130.84171,58130,58130,54,58184,53.15829,54,java_release_time_tth,high
20391,20391:storage_out,52,61500,61590,61635,199,61834,334,244,java_release_time_tth,medium
20392,20392:direct,4,58133.61088,58133,58134,218,58352,218.38912,219,original_entry_time_tth,medium
20393,20393:storage_in,3,58134.96665,58134,58134,54,58188,53.03335,54,java_release_time_tth,high
20393,20393:storage_out,52,61200,61250,61283,171,61454,254,204,java_release_time_tth,medium
20394,20394:direct,0,58135.59714,58135,58135,232,58367,231.40286,232,java_release_time_tth,high
20395,20395:storage_in,5,58136.14711,58136,58136,46,58182,45.85289,46,java_release_time_tth,high
20395,20395:storage_out,52,69000,69002,69003,199,69202,202,200,java_release_time_tth,medium
20396,20396:storage_in,4,58137.6334,58137,58137,80,58217,79.3666,80,java_release_time_tth,high
20396,20396:storage_out,52,61500,61591,61637,171,61808,308,217,java_release_time_tth,medium
20397,20397:direct,1,58138.07875,58138,58139,232,58371,232.92125,233,original_entry_time_tth,medium
20398,20398:direct,2,58140.7451,58140,58140,235,58375,234.2549,235,java_release_time_tth,high
20399,20399:direct,3,58141.50836,58141,58141,225,58366,224.49164,225,java_release_time_tth,high
20400,20400:storage_in,4,58141.79453,58141,58144,47,58191,49.20547,50,original_entry_time_tth,medium
20400,20400:storage_out,52,62400,62432,62442,171,62613,213,181,java_release_time_tth,medium
20401,20401:storage_in,0,58143.59715,58143,58146,72,58218,74.40285,75,original_entry_time_tth,medium
20401,20401:storage_out,52,62100,62130,62132,210,62342,242,212,java_release_time_tth,medium
20402,20402:storage_in,4,58144.27761,58144,58146,80,58226,81.72239,82,original_entry_time_tth,medium
20402,20402:storage_out,52,61500,61592,61639,199,61838,338,246,java_release_time_tth,medium
20403,20403:storage_in,1,58146.30182,58146,58147,50,58197,50.69818,51,original_entry_time_tth,medium
20403,20403:storage_out,52,62100,62131,62133,185,62318,218,187,java_release_time_tth,medium
20404,20404:direct,5,58146.94416,58146,58147,273,58420,273.05584,274,original_entry_time_tth,medium
20405,20405:storage_in,2,58148.9685,58148,58148,53,58201,52.0315,53,java_release_time_tth,high
20405,20405:storage_out,52,60600,60651,60685,185,60870,270,219,java_release_time_tth,medium
20406,20406:direct,3,58149.48044,58149,58149,225,58374,224.51956,225,java_release_time_tth,high
20407,20407:storage_in,5,58149.79443,58149,58149,79,58228,78.20557,79,java_release_time_tth,high
20407,20407:storage_out,52,62400,62433,62444,171,62615,215,182,java_release_time_tth,medium
20408,20408:direct,0,58151.59715,58151,58154,232,58386,234.40285,235,original_entry_time_tth,medium
20409,20409:storage_in,0,58156.54217,58156,58156,50,58206,49.45783,50,java_release_time_tth,high
20409,20409:storage_out,52,61500,61593,61641,210,61851,351,258,java_release_time_tth,medium
20410,20410:storage_in,2,58162.61695,58162,58162,53,58215,52.38305,53,java_release_time_tth,high
20410,20410:storage_out,52,61500,61594,61643,210,61853,353,259,java_release_time_tth,medium
20411,20411:storage_in,3,58163.12164,58163,58163,54,58217,53.87836,54,java_release_time_tth,high
20411,20411:storage_out,52,60300,60369,60413,171,60584,284,215,java_release_time_tth,medium
20412,20412:storage_in,4,58165.68481,58165,58165,47,58212,46.31519,47,java_release_time_tth,high
20412,20412:storage_out,52,60300,60370,60415,171,60586,286,216,java_release_time_tth,medium
20413,20413:direct,1,58175.42849,58175,58175,202,58377,201.57151,202,java_release_time_tth,high
20414,20414:storage_in,5,58176.35166,58176,58176,46,58222,45.64834,46,java_release_time_tth,high
20414,20414:storage_out,52,60300,60371,60417,171,60588,288,217,java_release_time_tth,medium
20415,20415:direct,2,58178.07849,58178,58178,204,58382,203.92151,204,java_release_time_tth,high
20416,20416:direct,1,58178.08216,58178,58178,232,58410,231.91784,232,java_release_time_tth,high
20417,20417:direct,4,58178.81376,58178,58178,218,58396,217.18624,218,java_release_time_tth,high
20418,20418:storage_in,3,58179.12166,58179,58179,54,58233,53.87834,54,java_release_time_tth,high
20418,20418:storage_out,52,60300,60372,60419,200,60619,319,247,java_release_time_tth,medium
20419,20419:direct,5,58181.50836,58181,58181,218,58399,217.49164,218,java_release_time_tth,high
20420,20420:storage_in,4,58181.68493,58181,58182,80,58262,80.31507,81,original_entry_time_tth,medium
20420,20420:storage_out,52,60300,60373,60421,171,60592,292,219,java_release_time_tth,medium
20421,20421:storage_in,5,58184.35159,58184,58185,46,58231,46.64841,47,original_entry_time_tth,medium
20421,20421:storage_out,52,60300,60374,60423,171,60594,294,220,java_release_time_tth,medium
20422,20422:direct,0,58184.40344,58184,58184,227,58411,226.59656,227,java_release_time_tth,high
20423,20423:storage_in,5,58185.57545,58185,58188,79,58267,81.42455,82,original_entry_time_tth,medium
20423,20423:storage_out,52,60300,60375,60425,146,60571,271,196,java_release_time_tth,medium
20424,20424:direct,1,58186.9256,58186,58186,232,58418,231.0744,232,java_release_time_tth,high
20425,20425:storage_in,3,58186.98914,58186,58186,82,58268,81.01086,82,java_release_time_tth,high
20425,20425:storage_out,52,60300,60376,60426,171,60597,297,221,java_release_time_tth,medium
20426,20426:direct,2,58189.24004,58189,58190,204,58394,204.75996,205,original_entry_time_tth,medium
20427,20427:storage_in,0,58191.80166,58191,58191,50,58241,49.19834,50,java_release_time_tth,high
20427,20427:storage_out,52,61500,61595,61645,210,61855,355,260,java_release_time_tth,medium
20428,20428:direct,3,58192.2818,58192,58192,225,58417,224.7182,225,java_release_time_tth,high
20429,20429:direct,4,58194.94859,58194,58194,276,58470,275.05141,276,java_release_time_tth,high
20430,20430:direct,1,58196.76182,58196,58197,232,58429,232.23818,233,original_entry_time_tth,medium
20431,20431:storage_in,4,58197.68504,58197,58197,47,58244,46.31496,47,java_release_time_tth,high
20431,20431:storage_out,52,61500,61596,61647,171,61818,318,222,java_release_time_tth,medium
20432,20432:storage_in,2,58199.63515,58199,58199,53,58252,52.36485,53,java_release_time_tth,high
20432,20432:storage_out,52,69000,69003,69005,210,69215,215,212,java_release_time_tth,medium
20433,20433:direct,5,58200.28165,58200,58200,275,58475,274.71835,275,java_release_time_tth,high
20434,20434:direct,0,58202.30181,58202,58203,227,58430,227.69819,228,original_entry_time_tth,medium
20435,20435:storage_in,2,58202.90035,58202,58202,53,58255,52.09965,53,java_release_time_tth,high
20435,20435:storage_out,52,62700,62739,62751,146,62897,197,158,java_release_time_tth,medium
20436,20436:storage_in,5,58203.01824,58203,58203,77,58280,76.98176,77,java_release_time_tth,high
20436,20436:storage_out,52,61500,61597,61649,200,61849,349,252,java_release_time_tth,medium
20437,20437:direct,1,58204.76553,58204,58206,232,58438,233.23447,234,original_entry_time_tth,medium
20438,20438:direct,3,58205.61086,58205,58205,225,58430,224.38914,225,java_release_time_tth,high
20439,20439:direct,4,58208.1471,58208,58213,218,58431,222.8529,223,original_entry_time_tth,medium
20440,20440:direct,2,58216.30229,58216,58216,235,58451,234.69771,235,java_release_time_tth,high
20441,20441:storage_in,3,58216.32237,58216,58216,49,58265,48.67763,49,java_release_time_tth,high
20441,20441:storage_out,52,61800,61838,61926,171,62097,297,259,java_release_time_tth,medium
20442,20442:storage_in,4,58221.79447,58221,58221,47,58268,46.20553,47,java_release_time_tth,high
20442,20442:storage_out,52,61800,61839,61928,197,62125,325,286,java_release_time_tth,medium
20443,20443:storage_in,5,58224.3517,58224,58224,46,58270,45.6483,46,java_release_time_tth,high
20443,20443:storage_out,52,61500,61598,61651,171,61822,322,224,java_release_time_tth,medium
20444,20444:storage_in,3,58229.78834,58229,58229,54,58283,53.21166,54,java_release_time_tth,high
20444,20444:storage_out,52,61800,61840,61929,222,62151,351,311,java_release_time_tth,medium
20445,20445:storage_in,0,58231.42849,58231,58231,46,58277,45.57151,46,java_release_time_tth,high
20445,20445:storage_out,52,62400,62434,62446,210,62656,256,222,java_release_time_tth,medium
20446,20446:storage_in,4,58232.32255,58232,58232,47,58279,46.67745,47,java_release_time_tth,high
20446,20446:storage_out,52,68700,68700,68702,222,68924,224,224,ambiguous_equal,tie
20447,20447:storage_in,5,58235.1278,58235,58235,46,58281,45.8722,46,java_release_time_tth,high
20447,20447:storage_out,52,67500,67507,67507,171,67678,178,171,java_release_time_tth,high
20448,20448:storage_in,1,58236.96849,58236,58236,50,58286,49.03151,50,java_release_time_tth,high
20448,20448:storage_out,52,62400,62435,62447,185,62632,232,197,java_release_time_tth,medium
20449,20449:storage_in,3,58237.65582,58237,58237,54,58291,53.34418,54,java_release_time_tth,high
20449,20449:storage_out,52,63900,63922,63922,146,64068,168,146,java_release_time_tth,high
20450,20450:storage_in,0,58239.19216,58239,58239,46,58285,45.80784,46,java_release_time_tth,high
20450,20450:storage_out,52,62400,62436,62448,210,62658,258,222,java_release_time_tth,medium
20451,20451:storage_in,4,58240.32247,58240,58240,80,58320,79.67753,80,java_release_time_tth,high
20451,20451:storage_out,52,61800,61841,61931,171,62102,302,261,java_release_time_tth,medium
20452,20452:direct,5,58248.32257,58248,58248,194,58442,193.67743,194,java_release_time_tth,high
20453,20453:direct,2,58250.07848,58250,58250,207,58457,206.92152,207,java_release_time_tth,high
20454,20454:storage_in,0,58252.93049,58252,58252,46,58298,45.06951,46,java_release_time_tth,high
20454,20454:storage_out,52,61200,61251,61285,210,61495,295,244,java_release_time_tth,medium
20455,20455:storage_in,1,58255.41207,58255,58255,50,58305,49.58793,50,java_release_time_tth,high
20455,20455:storage_out,52,61200,61252,61288,213,61501,301,249,java_release_time_tth,medium
20456,20456:storage_in,2,58258.26377,58258,58258,53,58311,52.73623,53,java_release_time_tth,high
20456,20456:storage_out,52,61200,61253,61291,213,61504,304,251,java_release_time_tth,medium
20457,20457:direct,0,58260.76182,58260,58261,227,58488,227.23818,228,original_entry_time_tth,medium
20458,20458:storage_in,1,58263.41181,58263,58263,50,58313,49.58819,50,java_release_time_tth,high
20458,20458:storage_out,52,69300,69300,69300,185,69485,185,185,ambiguous_equal,tie
20459,20459:direct,3,58266.98913,58266,58266,248,58514,247.01087,248,java_release_time_tth,high
20460,20460:storage_in,1,58268.74883,58268,58268,50,58318,49.25117,50,java_release_time_tth,high
20460,20460:storage_out,52,61500,61599,61652,185,61837,337,238,java_release_time_tth,medium
20461,20461:storage_in,4,58275.12158,58275,58275,47,58322,46.87842,47,java_release_time_tth,high
20461,20461:storage_out,52,61200,61254,61292,146,61438,238,184,java_release_time_tth,medium
20462,20462:storage_in,5,58277.68488,58277,58277,46,58323,45.31512,46,java_release_time_tth,high
20462,20462:storage_out,52,61200,61255,61293,200,61493,293,238,java_release_time_tth,medium
20463,20463:storage_in,3,58283.17911,58283,58283,54,58337,53.82089,54,java_release_time_tth,high
20463,20463:storage_out,52,63000,63010,63015,171,63186,186,176,java_release_time_tth,medium
20464,20464:storage_in,4,58286.10761,58286,58286,47,58333,46.89239,47,java_release_time_tth,high
20464,20464:storage_out,52,61200,61256,61295,200,61495,295,239,java_release_time_tth,medium
20465,20465:storage_in,5,58288.43238,58288,58288,46,58334,45.56762,46,java_release_time_tth,high
20465,20465:storage_out,52,61500,61600,61653,171,61824,324,224,java_release_time_tth,medium
20466,20466:storage_in,3,58291.12168,58291,58291,54,58345,53.87832,54,java_release_time_tth,high
20466,20466:storage_out,52,66600,66602,66603,146,66749,149,147,java_release_time_tth,medium
20467,20467:storage_in,4,58293.78838,58293,58293,47,58340,46.21162,47,java_release_time_tth,high
20467,20467:storage_out,52,61200,61257,61297,222,61519,319,262,java_release_time_tth,medium
20468,20468:storage_in,5,58296.45509,58296,58296,46,58342,45.54491,46,java_release_time_tth,high
20468,20468:storage_out,52,68400,68404,68404,146,68550,150,146,java_release_time_tth,high
20469,20469:storage_in,3,58299.12778,58299,58299,54,58353,53.87222,54,java_release_time_tth,high
20469,20469:storage_out,52,61200,61258,61299,171,61470,270,212,java_release_time_tth,medium
20470,20470:storage_in,2,58300.9305,58300,58300,75,58375,74.0695,75,java_release_time_tth,high
20470,20470:storage_out,52,62700,62740,62752,210,62962,262,222,java_release_time_tth,medium
20471,20471:storage_in,0,58304.18184,58304,58304,46,58350,45.81816,46,java_release_time_tth,high
20471,20471:storage_out,52,61200,61259,61301,185,61486,286,227,java_release_time_tth,medium
20472,20472:storage_in,4,58307.12177,58307,58307,47,58354,46.87823,47,java_release_time_tth,high
20472,20472:storage_out,52,63900,63923,63923,171,64094,194,171,java_release_time_tth,high
20473,20473:storage_in,0,58308.76181,58308,58308,72,58380,71.23819,72,java_release_time_tth,high
20473,20473:storage_out,52,61500,61601,61654,210,61864,364,263,java_release_time_tth,medium
20474,20474:storage_in,1,58311.59716,58311,58311,50,58361,49.40284,50,java_release_time_tth,high
20474,20474:storage_out,52,62700,62741,62754,210,62964,264,223,java_release_time_tth,medium
20475,20475:storage_in,2,58314.30182,58314,58314,53,58367,52.69818,53,java_release_time_tth,high
20475,20475:storage_out,52,63300,63349,63356,185,63541,241,192,java_release_time_tth,medium
20476,20476:storage_in,5,58315.18551,58315,58317,46,58363,47.81449,48,original_entry_time_tth,medium
20476,20476:storage_out,52,62400,62437,62449,146,62595,195,158,java_release_time_tth,medium
20477,20477:storage_in,0,58322.09514,58322,58322,50,58372,49.90486,50,java_release_time_tth,high
20477,20477:storage_out,52,61500,61602,61655,213,61868,368,266,java_release_time_tth,medium
20478,20478:direct,1,58324.62199,58324,58324,232,58556,231.37801,232,java_release_time_tth,high
20479,20479:storage_in,2,58327.60784,58327,58327,53,58380,52.39216,53,java_release_time_tth,high
20479,20479:storage_out,52,61500,61603,61657,213,61870,370,267,java_release_time_tth,medium
20480,20480:direct,3,58328.46101,58328,58328,196,58524,195.53899,196,java_release_time_tth,high
20481,20481:direct,4,58336.32248,58336,58336,189,58525,188.67752,189,java_release_time_tth,high
20482,20482:storage_in,5,58339.12172,58339,58339,46,58385,45.87828,46,java_release_time_tth,high
20482,20482:storage_out,52,62400,62438,62450,200,62650,250,212,java_release_time_tth,medium
20483,20483:direct,3,58346.98915,58346,58346,196,58542,195.01085,196,java_release_time_tth,high
20484,20484:storage_in,0,58349.0973,58349,58349,46,58395,45.9027,46,java_release_time_tth,high
20484,20484:storage_out,52,61500,61604,61658,185,61843,343,239,java_release_time_tth,medium
20485,20485:direct,4,58349.79443,58349,58349,189,58538,188.20557,189,java_release_time_tth,high
20486,20486:direct,5,58352.46111,58352,58352,189,58541,188.53889,189,java_release_time_tth,high
20487,20487:direct,3,58355.12785,58355,58355,196,58551,195.87215,196,java_release_time_tth,high
20488,20488:direct,4,58357.68489,58357,58357,189,58546,188.31511,189,java_release_time_tth,high
20489,20489:storage_in,2,58357.76705,58357,58357,53,58410,52.23295,53,java_release_time_tth,high
20489,20489:storage_out,52,61200,61260,61303,210,61513,313,253,java_release_time_tth,medium
20490,20490:direct,3,58377.78234,58377,58377,196,58573,195.21766,196,java_release_time_tth,high
20491,20491:storage_in,53,58377.99227,58377,58377,47,58424,46.00773,47,java_release_time_tth,high
20491,20491:storage_out,52,61500,61605,61659,235,61894,394,289,java_release_time_tth,medium
20492,20492:storage_in,1,58382.31383,58382,58382,50,58432,49.68617,50,java_release_time_tth,high
20492,20492:storage_out,52,62700,62742,62756,210,62966,266,224,java_release_time_tth,medium
20493,20493:storage_in,53,58384.34648,58384,58384,73,58457,72.65352,73,java_release_time_tth,high
20493,20493:storage_out,52,61500,61606,61660,185,61845,345,239,java_release_time_tth,medium
20494,20494:storage_in,53,58387.95708,58387,58387,47,58434,46.04292,47,java_release_time_tth,high
20494,20494:storage_out,52,61500,61607,61661,199,61860,360,253,java_release_time_tth,medium
20495,20495:storage_in,53,58393.05901,58393,58393,47,58440,46.94099,47,java_release_time_tth,high
20495,20495:storage_out,52,61500,61608,61663,250,61913,413,305,java_release_time_tth,medium
20496,20496:storage_in,53,58398.39227,58398,58398,47,58445,46.60773,47,java_release_time_tth,high
20496,20496:storage_out,52,61500,61609,61664,210,61874,374,265,java_release_time_tth,medium
20497,20497:storage_in,53,58403.48134,58403,58403,47,58450,46.51866,47,java_release_time_tth,high
20497,20497:storage_out,52,61500,61610,61666,210,61876,376,266,java_release_time_tth,medium
20498,20498:storage_in,2,58405.89394,58405,58405,53,58458,52.10606,53,java_release_time_tth,high
20498,20498:storage_out,52,62400,62439,62452,210,62662,262,223,java_release_time_tth,medium
20499,20499:storage_in,53,58408.35708,58408,58408,47,58455,46.64292,47,java_release_time_tth,high
20499,20499:storage_out,52,64800,64812,64813,210,65023,223,211,java_release_time_tth,medium
20500,20500:storage_in,53,58413.45901,58413,58413,47,58460,46.54099,47,java_release_time_tth,high
20500,20500:storage_out,52,64800,64813,64814,185,64999,199,186,java_release_time_tth,medium
20501,20501:storage_in,53,58418.79227,58418,58418,47,58465,46.20773,47,java_release_time_tth,high
20501,20501:storage_out,52,64800,64814,64816,185,65001,201,187,java_release_time_tth,medium
20502,20502:storage_in,53,58420.20284,58420,58420,47,58467,46.79716,47,java_release_time_tth,high
20502,20502:storage_out,52,61500,61611,61668,213,61881,381,270,java_release_time_tth,medium
20503,20503:storage_in,53,58422.29918,58422,58422,47,58469,46.70082,47,java_release_time_tth,high
20503,20503:storage_out,52,61800,61842,61933,171,62104,304,262,java_release_time_tth,medium
20504,20504:storage_in,53,58423.88134,58423,58424,47,58471,47.11866,48,original_entry_time_tth,medium
20504,20504:storage_out,52,64800,64815,64818,185,65003,203,188,java_release_time_tth,medium
20505,20505:storage_in,0,58426.96987,58426,58426,72,58498,71.03013,72,java_release_time_tth,high
20505,20505:storage_out,52,61200,61261,61305,185,61490,290,229,java_release_time_tth,medium
20506,20506:storage_in,53,58427.18804,58427,58427,47,58474,46.81196,47,java_release_time_tth,high
20506,20506:storage_out,52,61800,61843,61935,200,62135,335,292,java_release_time_tth,medium
20507,20507:storage_in,53,58428.20283,58428,58429,47,58476,47.79717,48,original_entry_time_tth,medium
20507,20507:storage_out,52,61500,61612,61670,213,61883,383,271,java_release_time_tth,medium
20508,20508:storage_in,53,58429.43781,58429,58431,47,58478,48.56219,49,original_entry_time_tth,medium
20508,20508:storage_out,52,64800,64816,64819,210,65029,229,213,java_release_time_tth,medium
20509,20509:storage_in,53,58431.17662,58431,58433,47,58480,48.82338,49,original_entry_time_tth,medium
20509,20509:storage_out,52,61500,61613,61672,235,61907,407,294,java_release_time_tth,medium
20510,20510:storage_in,53,58432.30844,58432,58435,47,58482,49.69156,50,original_entry_time_tth,medium
20510,20510:storage_out,52,61500,61614,61673,146,61819,319,205,java_release_time_tth,medium
20511,20511:storage_in,53,58433.85901,58433,58437,47,58484,50.14099,51,original_entry_time_tth,medium
20511,20511:storage_out,52,64800,64817,64820,185,65005,205,188,java_release_time_tth,medium
20512,20512:storage_in,53,58434.32731,58434,58439,47,58486,51.67269,52,original_entry_time_tth,medium
20512,20512:storage_out,52,61800,61844,61937,222,62159,359,315,java_release_time_tth,medium
20513,20513:storage_in,53,58437.60899,58437,58441,47,58488,50.39101,51,original_entry_time_tth,medium
20513,20513:storage_out,52,61500,61615,61674,200,61874,374,259,java_release_time_tth,medium
20514,20514:storage_in,53,58439.19227,58439,58443,47,58490,50.80773,51,original_entry_time_tth,medium
20514,20514:storage_out,52,61500,61616,61676,213,61889,389,273,java_release_time_tth,medium
