variant,scenario,context,tick_seconds,max_retry_delay_seconds,max_tasks,planned,unplanned,node_window_conflicts,diagnostic_edge_overlap_only,diagnostic_merge_overlap_only,edge_capacity_model,edge_overlap_counted_as_primary,legacy_path_match_count,legacy_path_mismatch_count,inserted_wait_task_count,g3j_no_path_recovered_count,g3j_no_path_remaining_count,total_retry_attempts,g3j_retry_attempts,mean_recovery_delay_seconds,max_recovery_delay_seconds,g4a_pilot_candidate,decision,teacher_route_source
java_retry_tick_1s_max_delay_60s,g4d_first144_no_fault,no_fault,1,60,144,144,0,0,711,0,not_applied_original_cie_node_window_primary,False,144,0,0,0,0,196,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_max_delay_60s,g4d_first256_no_fault,no_fault,1,60,256,256,0,0,1379,0,not_applied_original_cie_node_window_primary,False,256,0,0,0,0,334,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_max_delay_60s,g4d_first512_no_fault,no_fault,1,60,512,512,0,0,3250,0,not_applied_original_cie_node_window_primary,False,512,0,0,0,0,654,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_max_delay_60s,g4d_first1024_no_fault,no_fault,1,60,1024,1024,0,0,9081,0,not_applied_original_cie_node_window_primary,False,1024,0,0,0,0,1519,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_max_delay_60s,g4d_offset512_512_high_density,no_fault,1,60,512,512,0,0,5632,0,not_applied_original_cie_node_window_primary,False,512,0,0,0,0,852,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_max_delay_60s,g4d_offset2048_1024_high_density,no_fault,1,60,1024,977,47,0,26116,0,not_applied_original_cie_node_window_primary,False,977,0,0,0,0,10970,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_max_delay_60s,g4d_offset64_static512,static_fault,1,60,512,512,0,0,3694,0,not_applied_original_cie_node_window_primary,False,512,0,0,0,0,621,0,,,False,scenario_row,original_cie_legacy_astar
java_retry_tick_1s_max_delay_60s,g4d_offset64_repair512,repair_window,1,60,512,512,0,0,3941,0,not_applied_original_cie_node_window_primary,False,512,0,0,0,0,706,0,,,False,scenario_row,original_cie_legacy_astar
