task_id,original_project_tth,noastar_tth,delta_seconds,start,goal,leg,early_bag_split,source_node,goal_node,noastar_path,reference_flat_result_path_if_available,model_decisions,fallback_calls,wait_seconds,loop_count,source_retry,top_delay_reason
18827,193,221.000015,28.000015,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 40, 41, 42, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,11,4,4.000015,0,1,source_retry
18828,193,203.200011,10.200011,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,3,11.000011,0,1,source_retry
18829,219,217.340911,-1.659089,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 40, 41, 42, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,11,4,0.340911,0,1,no_slower_or_faster
18830,193,273.00006,80.00006,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,3,80.80006,0,1,source_retry
18831,244,204.512843,-39.487157,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,3,12.312843,0,1,no_slower_or_faster
18832,189,189.4,0.4,53,49,direct,False,53,49,"[[53, 20, 21, 23, 24, 27, 28, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,2,0,0,0,fallback_detour
18833,202,201.8,-0.2,53,50,direct,False,53,50,"[[53, 20, 10, 15, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,2,0,0,0,no_slower_or_faster
18834,202,201.8,-0.2,53,50,direct,False,53,50,"[[53, 20, 10, 15, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,2,0,0,0,no_slower_or_faster
18835,232,242.200011,10.200011,53,50,storage_in|storage_out,True,53|52,47|50,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,11,3,11.000011,0,1,source_retry
18836,202,201.8,-0.2,53,50,direct,False,53,50,"[[53, 20, 10, 15, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,2,0,0,0,no_slower_or_faster
18837,202,201.8,-0.2,53,50,direct,False,53,50,"[[53, 20, 10, 15, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,2,0,0,0,no_slower_or_faster
18838,217,272.800061,55.800061,5,49,storage_in|storage_out,True,5|52,47|49,"[[5, 19, 18, 22, 24, 27, 28, 47], [52, 40, 41, 42, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,5,57.000061,0,1,source_retry
18839,273,237.910792,-35.089208,1,49,storage_in|storage_out,True,1|52,47|49,"[[1, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 40, 41, 42, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,13,4,17.710792,0,1,no_slower_or_faster
18840,195,277.200062,82.200062,3,49,storage_in|storage_out,True,3|52,47|49,"[[3, 16, 17, 18, 22, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,4,82.800062,0,1,source_retry
18841,246,241.510793,-4.489207,2,49,storage_in|storage_out,True,2|52,47|49,"[[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 40, 41, 42, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,13,5,18.710793,0,1,no_slower_or_faster
18842,218,288.933457,70.933457,4,49,storage_in|storage_out,True,4|52,47|49,"[[4, 17, 18, 22, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,16,4,42.933457,0,1,source_retry
18843,243,237.623886,-5.376114,0,49,storage_in|storage_out,True,0|52,47|49,"[[0, 6, 12, 13, 23, 24, 27, 28, 47], [52, 40, 41, 42, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,12,4,22.023886,0,1,no_slower_or_faster
18844,248,275.866726,27.866726,5,49,storage_in|storage_out,True,5|52,47|49,"[[5, 19, 18, 22, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,9,4,84.866726,0,1,source_retry
18845,275,220.622051,-54.377949,5,48,direct,False,5,48,"[[5, 19, 18, 22, 24, 27, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,5,2,3.422051,0,0,no_slower_or_faster
18846,219,203.400008,-15.599992,1,49,storage_in|storage_out,True,1|52,47|49,"[[1, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,12,3,8.000008,0,1,no_slower_or_faster
18847,244,241.752896,-2.247104,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 40, 41, 42, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,11,4,24.752896,0,1,no_slower_or_faster
18848,219,223.157236,4.157236,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 40, 41, 42, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,11,4,6.157236,0,1,source_retry
18849,332,304.737553,-27.262447,3,48,storage_in|storage_out,True,3|52,47|48,"[[3, 16, 17, 18, 22, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 34, 12, 13, 23, 24, 27, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,17,4,5.737553,0,1,no_slower_or_faster
18850,238,281.800031,43.800031,2,50,storage_in|storage_out,True,2|52,47|50,"[[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,17,5,16.600031,0,1,source_retry
18851,246,253.27079,7.27079,4,48,storage_in|storage_out,True,4|52,47|48,"[[4, 17, 18, 22, 24, 27, 28, 47], [52, 40, 41, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,8,3,8.67079,0,1,source_retry
18852,196,242.848707,46.848707,0,49,storage_in|storage_out,True,0|52,47|49,"[[0, 6, 12, 13, 23, 24, 27, 28, 47], [52, 40, 41, 42, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,12,4,27.248707,0,1,source_retry
18853,279,292.027459,13.027459,4,48,storage_in|storage_out,True,4|52,47|48,"[[4, 17, 18, 22, 24, 27, 28, 47], [52, 40, 41, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,8,3,47.427459,0,1,source_retry
18854,249,280.728627,31.728627,3,49,storage_in|storage_out,True,3|52,47|49,"[[3, 16, 17, 18, 22, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,4,86.328627,0,1,source_retry
18855,269,222.567654,-46.432346,53,48,direct,False,53,48,"[[53, 20, 21, 23, 24, 27, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,1,4.167654,0,0,no_slower_or_faster
18856,285,249.000012,-35.999988,2,50,storage_in|storage_out,True,2|52,47|50,"[[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,13,4,12.000012,0,1,no_slower_or_faster
18857,276,286.463332,10.463332,5,48,storage_in|storage_out,True,5|52,47|48,"[[5, 19, 18, 22, 24, 27, 28, 47], [52, 40, 41, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,7,4,42.663332,0,1,source_retry
18858,274,245.137788,-28.862212,5,49,storage_in|storage_out,True,5|52,47|49,"[[5, 19, 18, 22, 24, 27, 28, 47], [52, 40, 41, 42, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,5,29.337788,0,1,no_slower_or_faster
18859,251,296.55906,45.55906,4,49,storage_in|storage_out,True,4|52,47|49,"[[4, 17, 18, 22, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,16,4,50.55906,0,1,source_retry
18860,323,308.501454,-14.498546,53,48,storage_in|storage_out,True,53|52,47|48,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 34, 12, 13, 23, 24, 27, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,17,3,11.701454,0,1,no_slower_or_faster
18861,235,251.249057,16.249057,0,50,storage_in|storage_out,True,0|52,47|50,"[[0, 6, 12, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,12,3,21.449057,0,1,source_retry
18862,281,290.890523,9.890523,3,48,storage_in|storage_out,True,3|52,47|48,"[[3, 16, 17, 18, 22, 24, 27, 28, 47], [52, 40, 41, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,8,4,43.690523,0,1,source_retry
18863,192,198.4,6.4,3,49,direct,False,3,49,"[[3, 16, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,3,0,0,0,fallback_detour
18864,223,285.486281,62.486281,5,49,storage_in|storage_out,True,5|52,47|49,"[[5, 19, 18, 22, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,9,4,94.486281,0,1,source_retry
18865,272,248.685315,-23.314685,1,49,storage_in|storage_out,True,1|52,47|49,"[[1, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,12,3,53.285315,0,1,no_slower_or_faster
18866,330,292.330357,-37.669643,4,48,storage_in|storage_out,True,4|52,47|48,"[[4, 17, 18, 22, 24, 27, 28, 47], [52, 40, 41, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,8,3,47.730357,0,1,no_slower_or_faster
18867,251,299.272048,48.272048,4,49,storage_in|storage_out,True,4|52,47|49,"[[4, 17, 18, 22, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,16,4,53.272048,0,1,source_retry
18868,276,292.55707,16.55707,5,48,storage_in|storage_out,True,5|52,47|48,"[[5, 19, 18, 22, 24, 27, 28, 47], [52, 40, 41, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,7,4,48.75707,0,1,source_retry
18869,200,286.262347,86.262347,3,49,storage_in|storage_out,True,3|52,47|49,"[[3, 16, 17, 18, 22, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,4,91.862347,0,1,source_retry
18870,202,201.4,-0.6,1,50,direct,False,1,50,"[[1, 7, 8, 11, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,2,0,0,0,no_slower_or_faster
18871,246,263.701444,17.701444,53,48,storage_in|storage_out,True,53|52,47|48,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 40, 41, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,8,3,18.701444,0,1,source_retry
18872,253,298.894513,45.894513,3,48,storage_in|storage_out,True,3|52,47|48,"[[3, 16, 17, 18, 22, 24, 27, 28, 47], [52, 40, 41, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,8,4,51.694513,0,1,source_retry
18873,196,193.2,-2.8,5,49,direct,False,5,49,"[[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,9,2,0,0,0,no_slower_or_faster
18874,226,212.795737,-13.204263,4,49,storage_in|storage_out,True,4|52,47|49,"[[4, 17, 18, 22, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,3,20.995737,0,1,no_slower_or_faster
18875,235,204.241011,-30.758989,2,50,direct,False,2,50,"[[2, 9, 7, 8, 11, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,3,0.241011,0,0,no_slower_or_faster
18876,235,206.792111,-28.207889,2,50,direct,False,2,50,"[[2, 9, 7, 8, 11, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,3,2.792111,0,0,no_slower_or_faster
18877,269,226.434835,-42.565165,53,48,direct,False,53,48,"[[53, 20, 21, 23, 24, 27, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,1,8.034835,0,0,no_slower_or_faster
18878,330,313.140997,-16.859003,4,48,storage_in|storage_out,True,4|52,47|48,"[[4, 17, 18, 22, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 34, 12, 13, 23, 24, 27, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,17,3,16.740997,0,1,no_slower_or_faster
18879,276,221.293668,-54.706332,3,49,storage_in|storage_out,True,3|52,47|49,"[[3, 16, 17, 18, 22, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,4,26.893668,0,1,no_slower_or_faster
18880,232,205.294172,-26.705828,0,50,direct,False,0,50,"[[0, 6, 8, 11, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,5,3,4.294172,0,0,no_slower_or_faster
18881,227,203.866533,-23.133467,0,50,direct,False,0,50,"[[0, 6, 8, 11, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,5,3,2.866533,0,0,no_slower_or_faster
18882,196,195.8,-0.2,4,49,direct,False,4,49,"[[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,2,0,0,0,no_slower_or_faster
18883,283,246.56469,-36.43531,1,50,storage_in|storage_out,True,1|52,47|50,"[[1, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,13,3,12.16469,0,1,no_slower_or_faster
18884,278,289.35841,11.35841,5,48,storage_in|storage_out,True,5|52,47|48,"[[5, 19, 18, 22, 24, 27, 28, 47], [52, 40, 41, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,7,4,45.55841,0,1,source_retry
18885,232,201.4,-30.6,1,50,direct,False,1,50,"[[1, 7, 8, 11, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,2,0,0,0,no_slower_or_faster
18886,332,307.982802,-24.017198,3,48,storage_in|storage_out,True,3|52,47|48,"[[3, 16, 17, 18, 22, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 34, 12, 13, 23, 24, 27, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,17,4,8.982802,0,1,no_slower_or_faster
18887,288,246.000009,-41.999991,2,50,storage_in|storage_out,True,2|52,47|50,"[[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,13,4,9.000009,0,1,no_slower_or_faster
18888,355,287.663743,-67.336257,4,48,storage_in|storage_out,True,4|52,47|48,"[[4, 17, 18, 22, 24, 27, 28, 47], [52, 40, 41, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,8,3,43.063743,0,1,no_slower_or_faster
18889,285,282.800032,-2.199968,2,50,storage_in|storage_out,True,2|52,47|50,"[[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,13,4,45.800032,0,1,no_slower_or_faster
18890,232,203.501731,-28.498269,0,50,direct,False,0,50,"[[0, 6, 8, 11, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,5,3,2.501731,0,0,no_slower_or_faster
18891,278,244.862585,-33.137415,5,48,storage_in|storage_out,True,5|52,47|48,"[[5, 19, 18, 22, 24, 27, 28, 47], [52, 40, 41, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,7,4,1.062585,0,1,no_slower_or_faster
18892,227,202.605742,-24.394258,0,50,direct,False,0,50,"[[0, 6, 8, 11, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,5,3,1.605742,0,0,no_slower_or_faster
18893,196,188.2,-7.8,5,49,direct,False,5,49,"[[5, 19, 18, 22, 24, 27, 28, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,9,3,0,0,0,no_slower_or_faster
18894,232,203.037983,-28.962017,1,50,direct,False,1,50,"[[1, 7, 8, 11, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,2,1.637983,0,0,no_slower_or_faster
18895,332,250.200005,-81.799995,3,48,storage_in|storage_out,True,3|52,47|48,"[[3, 16, 17, 18, 22, 24, 27, 28, 47], [52, 40, 41, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,8,4,3.000005,0,1,no_slower_or_faster
18896,235,248.664418,13.664418,1,50,storage_in|storage_out,True,1|52,47|50,"[[1, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,13,3,14.264418,0,1,source_retry
18897,196,191.6,-4.4,3,49,direct,False,3,49,"[[3, 16, 17, 18, 22, 24, 27, 28, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,3,0,0,0,no_slower_or_faster
18898,196,191.043385,-4.956615,4,49,direct,False,4,49,"[[4, 17, 18, 22, 24, 27, 28, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,2,2.043385,0,0,no_slower_or_faster
18899,235,204,-31,2,50,direct,False,2,50,"[[2, 9, 7, 8, 11, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,3,0,0,0,no_slower_or_faster
18900,196,195,-1,5,49,direct,False,5,49,"[[5, 19, 18, 22, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,9,3,0,0,0,no_slower_or_faster
18901,232,201.573331,-30.426669,0,50,direct,False,0,50,"[[0, 6, 8, 11, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,5,3,0.573331,0,0,no_slower_or_faster
18902,224,285.800067,61.800067,2,49,storage_in|storage_out,True,2|52,47|49,"[[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,12,4,87.800067,0,1,source_retry
18903,260,310.555516,50.555516,1,50,storage_in|storage_out,True,1|52,47|50,"[[1, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,17,4,47.955516,0,1,source_retry
18904,232,203.495871,-28.504129,0,50,direct,False,0,50,"[[0, 6, 8, 11, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,5,3,2.495871,0,0,no_slower_or_faster
