paper_fault_case,paper_arc_ids,mapped_edges,paper_success_rate,official_noastar_bag_success_rate,fault_aware_v1_bag_success_rate,official_segment_success_rate,fault_aware_v1_segment_success_rate,official_failed_segments,fault_aware_v1_failed_segments,node_window_conflicts,runtime_full_cie_astar_calls,failure_reason,claim_allowed,notes
paper_fault_arc_1,[1],"[[0, 6]]",1,0.88774293,0.88774293,0.92661055,0.92661055,3200,3200,0,0,official=all_candidates_faulted:3200 | fault_aware=all_candidates_faulted:3200,False,Paper metric is baggage success under thesis interruption protocol; no-A* mapped-edge diagnostic is not paper IoT-DRPA.
paper_fault_arc_2,[2],"[[1, 7]]",0.88,0.88798849,0.88798849,0.92677109,0.92677109,3193,3193,0,0,official=all_candidates_faulted:3193 | fault_aware=all_candidates_faulted:3193,False,Paper metric is baggage success under thesis interruption protocol; no-A* mapped-edge diagnostic is not paper IoT-DRPA.
paper_fault_arc_3,[3],"[[2, 9]]",1,0.88777801,0.88777801,0.92663349,0.92663349,3199,3199,0,0,official=all_candidates_faulted:3199 | fault_aware=all_candidates_faulted:3199,False,Paper metric is baggage success under thesis interruption protocol; no-A* mapped-edge diagnostic is not paper IoT-DRPA.
paper_fault_arc_4,[4],"[[3, 16]]",0.95,0.82856241,0.82856241,0.88792056,0.88792056,4887,4887,0,0,official=all_candidates_faulted:4887 | fault_aware=all_candidates_faulted:4887,False,Paper metric is baggage success under thesis interruption protocol; no-A* mapped-edge diagnostic is not paper IoT-DRPA.
paper_fault_arc_5,[5],"[[4, 17]]",0.97,0.82856241,0.82856241,0.88792056,0.88792056,4887,4887,0,0,official=all_candidates_faulted:4887 | fault_aware=all_candidates_faulted:4887,False,Paper metric is baggage success under thesis interruption protocol; no-A* mapped-edge diagnostic is not paper IoT-DRPA.
paper_fault_arc_6,[6],"[[5, 19]]",0.96,0.82859749,0.82859749,0.88794349,0.88794349,4886,4886,0,0,official=all_candidates_faulted:4886 | fault_aware=all_candidates_faulted:4886,False,Paper metric is baggage success under thesis interruption protocol; no-A* mapped-edge diagnostic is not paper IoT-DRPA.
paper_fault_arc_7,[7],"[[6, 8]]",1,1,1,1,1,0,0,0,0,official= | fault_aware=,False,Paper metric is baggage success under thesis interruption protocol; no-A* mapped-edge diagnostic is not paper IoT-DRPA.
paper_fault_arc_8,[8],"[[6, 12]]",0.99,1,1,1,1,0,0,0,0,official= | fault_aware=,False,Paper metric is baggage success under thesis interruption protocol; no-A* mapped-edge diagnostic is not paper IoT-DRPA.
paper_fault_arcs_1_7,"[1, 7]","[[0, 6], [6, 8]]",1,0.88774293,0.88774293,0.92661055,0.92661055,3200,3200,0,0,official=all_candidates_faulted:3200 | fault_aware=all_candidates_faulted:3200,False,Paper metric is baggage success under thesis interruption protocol; no-A* mapped-edge diagnostic is not paper IoT-DRPA.
paper_fault_arcs_2_4,"[2, 4]","[[1, 7], [3, 16]]",0.76,0.7165509,0.7165509,0.81469165,0.81469165,8080,8080,0,0,official=all_candidates_faulted:8080 | fault_aware=all_candidates_faulted:8080,False,Paper metric is baggage success under thesis interruption protocol; no-A* mapped-edge diagnostic is not paper IoT-DRPA.
paper_fault_arcs_3_5,"[3, 5]","[[2, 9], [4, 17]]",0.66,0.71634042,0.71634042,0.81455404,0.81455404,8086,8086,0,0,official=all_candidates_faulted:8086 | fault_aware=all_candidates_faulted:8086,False,Paper metric is baggage success under thesis interruption protocol; no-A* mapped-edge diagnostic is not paper IoT-DRPA.
paper_fault_arcs_4_5,"[4, 5]","[[3, 16], [4, 17]]",0,0.65712482,0.65712482,0.77584111,0.77584111,9774,9774,0,0,official=all_candidates_faulted:9774 | fault_aware=all_candidates_faulted:9774,False,Paper metric is baggage success under thesis interruption protocol; no-A* mapped-edge diagnostic is not paper IoT-DRPA.
paper_fault_arcs_5_7,"[5, 7]","[[4, 17], [6, 8]]",0.48,0.82856241,0.82856241,0.88792056,0.88792056,4887,4887,0,0,official=all_candidates_faulted:4887 | fault_aware=all_candidates_faulted:4887,False,Paper metric is baggage success under thesis interruption protocol; no-A* mapped-edge diagnostic is not paper IoT-DRPA.
paper_fault_arcs_2_4_6,"[2, 4, 6]","[[1, 7], [3, 16], [5, 19]]",0.26,0.54514839,0.54514839,0.70263514,0.70263514,12966,12966,0,0,official=all_candidates_faulted:12966 | fault_aware=all_candidates_faulted:12966,False,Paper metric is baggage success under thesis interruption protocol; no-A* mapped-edge diagnostic is not paper IoT-DRPA.
paper_fault_arcs_3_5_8,"[3, 5, 8]","[[2, 9], [4, 17], [6, 12]]",0.05,0.71634042,0.71634042,0.81455404,0.81455404,8086,8086,0,0,official=all_candidates_faulted:8086 | fault_aware=all_candidates_faulted:8086,False,Paper metric is baggage success under thesis interruption protocol; no-A* mapped-edge diagnostic is not paper IoT-DRPA.
paper_fault_arcs_4_6_7,"[4, 6, 7]","[[3, 16], [5, 19], [6, 8]]",0.26,0.6571599,0.6571599,0.77586405,0.77586405,9773,9773,0,0,official=all_candidates_faulted:9773 | fault_aware=all_candidates_faulted:9773,False,Paper metric is baggage success under thesis interruption protocol; no-A* mapped-edge diagnostic is not paper IoT-DRPA.
