model,split,checkpoint_count,arm_sample_count,system_mae_seconds,private_mae_seconds,pairwise_ranking_accuracy,beneficial_precision,harmful_recall,expected_regret_seconds,mutation_count,mutation_decision_coverage,useful_opportunity_count,useful_opportunity_coverage,harmful_mutation_count,harmful_mutation_rate,safety_failure_count
t0,validation,205,410,1423.5643487793268,165.0803517767683,0.40487804878048783,0.0,0.813953488372093,2198.6433651080843,0,0.0,119,0.0,0,0.0,0
t0,test,205,410,1046.8334715696978,146.8453844308223,0.4292682926829268,0.0,0.7669902912621359,1528.140887901502,0,0.0,102,0.0,0,0.0,0
l1,validation,205,410,1535.7150260255805,52.18824051780172,0.8731707317073171,0.8709677419354839,0.813953488372093,249.65918826515994,124,0.6048780487804878,119,0.907563025210084,16,0.12903225806451613,0
l1,test,205,410,1549.79546620674,61.71860130644479,0.8292682926829268,0.8431372549019608,0.8446601941747572,292.68125789392786,102,0.4975609756097561,102,0.8431372549019608,16,0.1568627450980392,0
l2,validation,205,410,2150.088536374118,44.33891412205978,0.6292682926829268,0.6829268292682927,0.5465116279069767,743.8599664658444,123,0.6,119,0.7058823529411765,39,0.3170731707317073,0
l2,test,205,410,1788.4093360600318,54.193355289658534,0.5463414634146342,0.5789473684210527,0.5339805825242718,591.0424382697856,114,0.5560975609756098,102,0.6470588235294118,48,0.42105263157894735,0
