candidate_id,tier,selection_sha256,execution_status,comparison_eligible,source_wait_mean_seconds,network_time_mean_seconds,total_algorithm_sensitive_mean_seconds,delta_source_wait_vs_d0_seconds,delta_network_vs_d0_seconds,net_delta_vs_d0_seconds,source_gain_offset_by_network_loss,promotion_status,blocker
D0,motif,e922a0f9d8bd957a5f54becf61bf0e3973568b83aa82358a414a9eb121b21961,EXECUTED,True,0.0,88.58277833333027,88.58277833333027,0.0,0.0,0.0,False,ELIGIBLE_FOR_NEXT_TIER,
D0,144,ef7a1919584e7623551d5b3395ea219effd4df8e56b3144a72341f94c93fc573,EXECUTED,True,1.2743055555555556,224.2245506944429,225.49885624999845,0.0,0.0,0.0,False,ELIGIBLE_FOR_NEXT_TIER,
D0,512,4181a84a6c3a36d0bed1edd63939c94889095fe5193a3925f2c85d5025ca3345,EXECUTED,True,3.126953125,228.3976416406232,231.5245947656232,0.0,0.0,0.0,False,ELIGIBLE_FOR_NEXT_TIER,
D0,2048,e94060b03969ffc180881d807521b627e23bae6a816cf70919a9286616b4901d,EXECUTED,True,16.739493791786057,238.48248797516393,255.22198176695,0.0,0.0,0.0,False,ELIGIBLE_FOR_NEXT_TIER,
D0,8192,929636f7b8938361616fe3b91e8154fa381f0f89b632402cb103d021047fa4b2,NOT_RUN,False,,,,,,,,REJECT,SUCCESSIVE_HALVING_NOT_SELECTED
D0,full,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,NOT_RUN,False,,,,,,,,NOT_AUTHORIZED,TIER_NOT_RUN
D1,motif,e922a0f9d8bd957a5f54becf61bf0e3973568b83aa82358a414a9eb121b21961,EXECUTED,True,0.2630208333333333,88.5131601041636,88.77618093749693,0.2630208333333333,-0.06961822916666449,0.19340260416666882,False,ELIGIBLE_FOR_NEXT_TIER,
D1,144,ef7a1919584e7623551d5b3395ea219effd4df8e56b3144a72341f94c93fc573,EXECUTED,True,2.6805555555555554,233.25826680555377,235.93882236110932,1.4062499999999998,9.033716111110863,10.439966111110863,False,REJECT,
D1,512,4181a84a6c3a36d0bed1edd63939c94889095fe5193a3925f2c85d5025ca3345,NOT_RUN,False,,,,,,,,REJECT,SUCCESSIVE_HALVING_NOT_SELECTED
D1,2048,e94060b03969ffc180881d807521b627e23bae6a816cf70919a9286616b4901d,NOT_RUN,False,,,,,,,,REJECT,SUCCESSIVE_HALVING_NOT_SELECTED
D1,8192,929636f7b8938361616fe3b91e8154fa381f0f89b632402cb103d021047fa4b2,NOT_RUN,False,,,,,,,,REJECT,SUCCESSIVE_HALVING_NOT_SELECTED
D1,full,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,NOT_RUN,False,,,,,,,,NOT_AUTHORIZED,TIER_NOT_RUN
D2,motif,e922a0f9d8bd957a5f54becf61bf0e3973568b83aa82358a414a9eb121b21961,EXECUTED,True,0.2630208333333333,88.5131601041636,88.77618093749693,0.2630208333333333,-0.06961822916666449,0.19340260416666882,False,ELIGIBLE_FOR_NEXT_TIER,
D2,144,ef7a1919584e7623551d5b3395ea219effd4df8e56b3144a72341f94c93fc573,EXECUTED,True,2.6805555555555554,233.40826680555372,236.08882236110927,1.4062499999999998,9.183716111110812,10.589966111110812,False,REJECT,
D2,512,4181a84a6c3a36d0bed1edd63939c94889095fe5193a3925f2c85d5025ca3345,NOT_RUN,False,,,,,,,,REJECT,SUCCESSIVE_HALVING_NOT_SELECTED
D2,2048,e94060b03969ffc180881d807521b627e23bae6a816cf70919a9286616b4901d,NOT_RUN,False,,,,,,,,REJECT,SUCCESSIVE_HALVING_NOT_SELECTED
D2,8192,929636f7b8938361616fe3b91e8154fa381f0f89b632402cb103d021047fa4b2,NOT_RUN,False,,,,,,,,REJECT,SUCCESSIVE_HALVING_NOT_SELECTED
D2,full,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,NOT_RUN,False,,,,,,,,NOT_AUTHORIZED,TIER_NOT_RUN
D3,motif,e922a0f9d8bd957a5f54becf61bf0e3973568b83aa82358a414a9eb121b21961,EXECUTED,True,0.2630208333333333,88.5131601041636,88.77618093749693,0.2630208333333333,-0.06961822916666449,0.19340260416666882,False,ELIGIBLE_FOR_NEXT_TIER,
D3,144,ef7a1919584e7623551d5b3395ea219effd4df8e56b3144a72341f94c93fc573,EXECUTED,True,2.6805555555555554,233.40826680555372,236.08882236110927,1.4062499999999998,9.183716111110812,10.589966111110812,False,REJECT,
D3,512,4181a84a6c3a36d0bed1edd63939c94889095fe5193a3925f2c85d5025ca3345,NOT_RUN,False,,,,,,,,REJECT,SUCCESSIVE_HALVING_NOT_SELECTED
D3,2048,e94060b03969ffc180881d807521b627e23bae6a816cf70919a9286616b4901d,NOT_RUN,False,,,,,,,,REJECT,SUCCESSIVE_HALVING_NOT_SELECTED
D3,8192,929636f7b8938361616fe3b91e8154fa381f0f89b632402cb103d021047fa4b2,NOT_RUN,False,,,,,,,,REJECT,SUCCESSIVE_HALVING_NOT_SELECTED
D3,full,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,NOT_RUN,False,,,,,,,,NOT_AUTHORIZED,TIER_NOT_RUN
D4,motif,e922a0f9d8bd957a5f54becf61bf0e3973568b83aa82358a414a9eb121b21961,EXECUTED,True,0.046875,88.56357447916359,88.61044947916359,0.046875,-0.019203854166676138,0.027671145833323862,False,ELIGIBLE_FOR_NEXT_TIER,
D4,144,ef7a1919584e7623551d5b3395ea219effd4df8e56b3144a72341f94c93fc573,EXECUTED,True,5.163194444444445,231.9513861111094,237.11458055555386,3.8888888888888893,7.726835416666489,11.615724305555378,False,REJECT,
D4,512,4181a84a6c3a36d0bed1edd63939c94889095fe5193a3925f2c85d5025ca3345,NOT_RUN,False,,,,,,,,REJECT,SUCCESSIVE_HALVING_NOT_SELECTED
D4,2048,e94060b03969ffc180881d807521b627e23bae6a816cf70919a9286616b4901d,NOT_RUN,False,,,,,,,,REJECT,SUCCESSIVE_HALVING_NOT_SELECTED
D4,8192,929636f7b8938361616fe3b91e8154fa381f0f89b632402cb103d021047fa4b2,NOT_RUN,False,,,,,,,,REJECT,SUCCESSIVE_HALVING_NOT_SELECTED
D4,full,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,NOT_RUN,False,,,,,,,,NOT_AUTHORIZED,TIER_NOT_RUN
D5,motif,e922a0f9d8bd957a5f54becf61bf0e3973568b83aa82358a414a9eb121b21961,EXECUTED,True,0.11979166666666669,88.52722749999691,88.64701916666358,0.11979166666666669,-0.05555083333335631,0.06424083333331038,False,ELIGIBLE_FOR_NEXT_TIER,
D5,144,ef7a1919584e7623551d5b3395ea219effd4df8e56b3144a72341f94c93fc573,EXECUTED,True,2.5902777777777777,233.24096944444267,235.83124722222044,1.315972222222222,9.016418749999758,10.33239097222198,False,REJECT,
D5,512,4181a84a6c3a36d0bed1edd63939c94889095fe5193a3925f2c85d5025ca3345,NOT_RUN,False,,,,,,,,REJECT,SUCCESSIVE_HALVING_NOT_SELECTED
D5,2048,e94060b03969ffc180881d807521b627e23bae6a816cf70919a9286616b4901d,NOT_RUN,False,,,,,,,,REJECT,SUCCESSIVE_HALVING_NOT_SELECTED
D5,8192,929636f7b8938361616fe3b91e8154fa381f0f89b632402cb103d021047fa4b2,NOT_RUN,False,,,,,,,,REJECT,SUCCESSIVE_HALVING_NOT_SELECTED
D5,full,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,NOT_RUN,False,,,,,,,,NOT_AUTHORIZED,TIER_NOT_RUN
D6,motif,e922a0f9d8bd957a5f54becf61bf0e3973568b83aa82358a414a9eb121b21961,EXECUTED,True,0.0,88.58277833333027,88.58277833333027,0.0,0.0,0.0,False,ELIGIBLE_FOR_NEXT_TIER,
D6,144,ef7a1919584e7623551d5b3395ea219effd4df8e56b3144a72341f94c93fc573,EXECUTED,True,1.2743055555555556,224.2245506944429,225.49885624999845,0.0,0.0,0.0,False,ELIGIBLE_FOR_NEXT_TIER,
D6,512,4181a84a6c3a36d0bed1edd63939c94889095fe5193a3925f2c85d5025ca3345,EXECUTED,True,3.126953125,228.3976416406232,231.5245947656232,0.0,0.0,0.0,False,ELIGIBLE_FOR_NEXT_TIER,
D6,2048,e94060b03969ffc180881d807521b627e23bae6a816cf70919a9286616b4901d,NOT_RUN,False,,,,,,,,REJECT,SUCCESSIVE_HALVING_NOT_SELECTED
D6,8192,929636f7b8938361616fe3b91e8154fa381f0f89b632402cb103d021047fa4b2,NOT_RUN,False,,,,,,,,REJECT,SUCCESSIVE_HALVING_NOT_SELECTED
D6,full,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,NOT_RUN,False,,,,,,,,NOT_AUTHORIZED,TIER_NOT_RUN
D7,motif,e922a0f9d8bd957a5f54becf61bf0e3973568b83aa82358a414a9eb121b21961,EXECUTED,True,0.0,88.58277833333027,88.58277833333027,0.0,0.0,0.0,False,ELIGIBLE_FOR_NEXT_TIER,
D7,144,ef7a1919584e7623551d5b3395ea219effd4df8e56b3144a72341f94c93fc573,EXECUTED,True,1.2743055555555556,224.2245506944429,225.49885624999845,0.0,0.0,0.0,False,ELIGIBLE_FOR_NEXT_TIER,
D7,512,4181a84a6c3a36d0bed1edd63939c94889095fe5193a3925f2c85d5025ca3345,EXECUTED,True,3.126953125,228.3976416406232,231.5245947656232,0.0,0.0,0.0,False,ELIGIBLE_FOR_NEXT_TIER,
D7,2048,e94060b03969ffc180881d807521b627e23bae6a816cf70919a9286616b4901d,EXECUTED,True,16.739493791786057,238.48248797516393,255.22198176695,0.0,0.0,0.0,False,ELIGIBLE_FOR_NEXT_TIER,
D7,8192,929636f7b8938361616fe3b91e8154fa381f0f89b632402cb103d021047fa4b2,NOT_RUN,False,,,,,,,,REJECT,SUCCESSIVE_HALVING_NOT_SELECTED
D7,full,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,NOT_RUN,False,,,,,,,,NOT_AUTHORIZED,TIER_NOT_RUN
D8,motif,e922a0f9d8bd957a5f54becf61bf0e3973568b83aa82358a414a9eb121b21961,NOT_RUN,False,,,,,,,,REJECT,MEASURED_QBEST_NOT_AVAILABLE
D8,144,ef7a1919584e7623551d5b3395ea219effd4df8e56b3144a72341f94c93fc573,EXECUTED,True,1.2743055555555556,224.2245506944429,225.49885624999845,0.0,0.0,0.0,False,ELIGIBLE_FOR_NEXT_TIER,
D8,512,4181a84a6c3a36d0bed1edd63939c94889095fe5193a3925f2c85d5025ca3345,EXECUTED,True,3.126953125,228.3976416406232,231.5245947656232,0.0,0.0,0.0,False,ELIGIBLE_FOR_NEXT_TIER,
D8,2048,e94060b03969ffc180881d807521b627e23bae6a816cf70919a9286616b4901d,EXECUTED,True,16.739493791786057,238.48248797516393,255.22198176695,0.0,0.0,0.0,False,ELIGIBLE_FOR_NEXT_TIER,
D8,8192,929636f7b8938361616fe3b91e8154fa381f0f89b632402cb103d021047fa4b2,EXECUTED,False,,,,,,,,ELIGIBLE_FOR_NEXT_TIER,
D8,full,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,NOT_RUN,False,,,,,,,,NOT_AUTHORIZED,TIER_NOT_RUN
D9,motif,e922a0f9d8bd957a5f54becf61bf0e3973568b83aa82358a414a9eb121b21961,NOT_RUN,False,,,,,,,,REJECT,MEASURED_QBEST_NOT_AVAILABLE
D9,144,ef7a1919584e7623551d5b3395ea219effd4df8e56b3144a72341f94c93fc573,EXECUTED,True,1.2743055555555556,224.2245506944429,225.49885624999845,0.0,0.0,0.0,False,ELIGIBLE_FOR_NEXT_TIER,
D9,512,4181a84a6c3a36d0bed1edd63939c94889095fe5193a3925f2c85d5025ca3345,EXECUTED,True,3.126953125,228.3976416406232,231.5245947656232,0.0,0.0,0.0,False,ELIGIBLE_FOR_NEXT_TIER,
D9,2048,e94060b03969ffc180881d807521b627e23bae6a816cf70919a9286616b4901d,EXECUTED,True,16.739493791786057,238.48248797516393,255.22198176695,0.0,0.0,0.0,False,ELIGIBLE_FOR_NEXT_TIER,
D9,8192,929636f7b8938361616fe3b91e8154fa381f0f89b632402cb103d021047fa4b2,EXECUTED,False,,,,,,,,ELIGIBLE_FOR_NEXT_TIER,
D9,full,e5f2e0be1ae62750e2f647370016c7cb141b181ce54a93bf90ca9968507fd8e8,NOT_RUN,False,,,,,,,,NOT_AUTHORIZED,TIER_NOT_RUN
