candidate_id,pibt,cohort_sha256,selected_segment_count,selected_raw_bag_count,execution_status,gate_status,matched_comparison_eligible,matched_gate_status,original_entry_mean_minutes,original_entry_p95_seconds,original_entry_p99_seconds,pibt_applicability_count,pibt_commit_count,pibt_rollback_count,pibt_backtrack_count,pibt_wait_for_cycle_count,pibt_max_observed_depth,blocker,runtime_deterministic_sha256,result_file_sha256
E_P0,P0,1df50671e23800809f00eb8a2372850737a67824ed6b13e55021bf6877dc6a46,8192,4898,EXECUTED,PASS,True,PASS,57.32508198479986,9527.676140999993,11014.033238099995,0,0,0,0,0,0,,0458eebe1f894a82afbc905b18913573ddf9e43cef1e0483b4e74f5759c92063,2e00612b7847eca43e387b728b486f949f9cd7566acf3df10fd11bd363b967c2
E_P1,P1,1df50671e23800809f00eb8a2372850737a67824ed6b13e55021bf6877dc6a46,8192,4898,EXECUTED,PASS,True,PASS,57.326232792272286,9527.676140999993,11014.033238099995,187,4,0,183,0,1,,6c7909522a4556fdd09d2202f46bbae2cf85b917819f308e6133ac9596903d2a,e4ea31b75e22560fb12d359daccfe1af13e3fac8d8867567863cbee8bd1d3725
E_P2,P2,1df50671e23800809f00eb8a2372850737a67824ed6b13e55021bf6877dc6a46,8192,4898,EXECUTED,PASS,True,PASS,57.326232792272286,9527.676140999993,11014.033238099995,187,4,0,183,0,1,,f68ead18f059a7c658f0895945e4e39b88e09f0d0587d50872b440c79e1229e5,dbda78bf8201a07a70ac379ed43619495b44b802cc0dad945899c7e807ac6db6
E_P3,P3,1df50671e23800809f00eb8a2372850737a67824ed6b13e55021bf6877dc6a46,8192,4898,EXECUTED,PASS,True,PASS,57.326232792272286,9527.676140999993,11014.033238099995,187,4,0,183,0,1,,be1594d86b7f1abb82bb67a542458479a25c4e2f11e32c8d61978474c652b503,1aeccba980229d08c136e7e22faea1a87579f6ae2611cb3a74db588d8a18b845
E_P4,P4,1df50671e23800809f00eb8a2372850737a67824ed6b13e55021bf6877dc6a46,8192,4898,EXECUTED,PASS,True,PASS,57.326232792272286,9527.676140999993,11014.033238099995,187,4,0,183,0,1,,0004b7f291ad5f4c8616519b4ebef0c11f406e6c3b49fffb59b73d2f61b288b2,522a8b07a4e1365c382ed1e9b7408ed72ba1d3eba3ee67436ca3e4f350764e32
