scenario,event_variant,edge,blocked_count,mean_wait_needed,max_wait_needed,max_queue_length,release_audit_rows
legacy_offset64_repair32,edge_release_wait_scheduler,24->27,1,0.3332899999950314,0.3332899999950314,2,1
legacy_offset64_repair32,edge_release_wait_scheduler,27->28,13,8.508193333331494,9.599999999998545,2,13
legacy_offset64_repair32,edge_release_wait_scheduler,4->17,2,1.4113600000009683,2.0086800000008225,2,2
legacy_offset64_repair32,edge_release_wait_scheduler,8->11,1,0.46666000000186614,0.46666000000186614,2,1
legacy_offset64_repair32,fifo_edge_queue_scheduler,11->13,10,3.6030200000009245,6.5850700000009965,2,10
legacy_offset64_repair32,fifo_edge_queue_scheduler,13->23,2,1.178650000001653,1.8454600000022765,2,2
legacy_offset64_repair32,fifo_edge_queue_scheduler,17->18,1,0.5333100000007107,0.5333100000007107,2,1
legacy_offset64_repair32,fifo_edge_queue_scheduler,18->22,13,5.507067142855574,7.065599999998085,2,13
legacy_offset64_repair32,fifo_edge_queue_scheduler,22->24,7,4.571428571428571,8.0,2,7
legacy_offset64_repair32,fifo_edge_queue_scheduler,24->27,1,0.3332899999950314,0.3332899999950314,2,1
legacy_offset64_repair32,fifo_edge_queue_scheduler,27->28,13,8.508193333331494,9.599999999998545,2,13
legacy_offset64_repair32,fifo_edge_queue_scheduler,4->17,2,1.4113600000009683,2.0086800000008225,2,2
legacy_offset64_repair32,fifo_edge_queue_scheduler,8->11,1,0.46666000000186614,0.46666000000186614,2,1
legacy_offset64_repair32,g3d_reroute_anchor,11->13,12,4.54605363636322,7.744670000000042,2,12
legacy_offset64_repair32,g3d_reroute_anchor,13->23,2,0.5049150000004374,0.5118400000010297,2,2
legacy_offset64_repair32,g3d_reroute_anchor,17->18,1,0.5333100000007107,0.5333100000007107,2,1
legacy_offset64_repair32,g3d_reroute_anchor,18->22,33,3.5669249999992645,7.2667899999978545,2,33
legacy_offset64_repair32,g3d_reroute_anchor,22->24,3,1.209106666666533,1.6227099999978236,2,3
legacy_offset64_repair32,g3d_reroute_anchor,24->27,1,0.44087000000035914,0.44087000000035914,2,1
legacy_offset64_repair32,g3d_reroute_anchor,27->28,31,3.8504349999985608,8.920369999996183,2,31
legacy_offset64_repair32,g3d_reroute_anchor,4->17,4,0.9600200000008954,2.0086800000008225,2,4
legacy_offset64_repair32,g3d_reroute_anchor,46->36,23,4.35278349999835,9.447049999997034,2,23
legacy_offset64_repair32,g3d_reroute_anchor,8->11,1,0.46666000000186614,0.46666000000186614,2,1
legacy_offset64_repair32,hybrid_executable_teacher,11->13,6,3.6030200000009245,6.5850700000009965,2,6
legacy_offset64_repair32,hybrid_executable_teacher,13->23,1,1.8454600000022765,1.8454600000022765,2,1
legacy_offset64_repair32,hybrid_executable_teacher,17->18,1,0.5333100000007107,0.5333100000007107,2,1
legacy_offset64_repair32,hybrid_executable_teacher,18->22,13,5.507067142855574,7.065599999998085,2,13
legacy_offset64_repair32,hybrid_executable_teacher,22->24,7,4.571428571428571,8.0,2,7
legacy_offset64_repair32,hybrid_executable_teacher,27->28,11,8.900693333332432,9.69800000000032,2,11
legacy_offset64_repair32,hybrid_executable_teacher,4->17,2,1.4113600000009683,2.0086800000008225,2,2
legacy_offset64_repair32,hybrid_executable_teacher,8->11,1,0.46666000000186614,0.46666000000186614,2,1
