candidate_id,size_segments,execution_status,complete_bags,complete_segments,original_entry_mean_minutes,p95_seconds,p99_seconds,delta_vs_f2_seconds_per_bag,delta_vs_v2_seconds_per_bag,hard_gate_status,blocker
S0_handwritten,144,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
S1_frozen_F2,144,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
V3_residual,144,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
V5_residual_risk,144,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
V5_residual_risk_P2_off_diagnostic,144,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
S0_handwritten,512,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
S1_frozen_F2,512,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
V3_residual,512,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
V5_residual_risk,512,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
V5_residual_risk_P2_off_diagnostic,512,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
S0_handwritten,2048,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
S1_frozen_F2,2048,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
V3_residual,2048,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
V5_residual_risk,2048,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
V5_residual_risk_P2_off_diagnostic,2048,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
S0_handwritten,8192,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
S1_frozen_F2,8192,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
V3_residual,8192,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
V5_residual_risk,8192,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
V5_residual_risk_P2_off_diagnostic,8192,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
S0_handwritten,43603,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
S1_frozen_F2,43603,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
V3_residual,43603,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
V5_residual_risk,43603,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
V5_residual_risk_P2_off_diagnostic,43603,NOT_RUN,,,,,,,,NOT_RUN,offline Stage F does not edit/integrate the C++ runtime; closed-loop evidence must be produced later
