comparison_kind,map,scale,policy,policy_label,metric,metric_label,preferred_direction,comparison_status,missing_cells,ff_off,sa_off,ff_full,sa_full,potential_main_effect_sa_minus_ff,dynamic_main_effect_full_minus_off,interaction_difference_in_differences,adaptation_contrast_sa_minus_ff
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_on_time_raw_bag_count,fixed-denominator on-time raw bags,higher,COMPLETE,,,,57012,57012,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_on_time_rate,fixed-denominator on-time rate,higher,COMPLETE,,,,1.0,1.0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_missed_raw_bag_count,fixed-denominator missed raw bags,lower,COMPLETE,,,,0,0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_missed_rate,fixed-denominator missed rate,lower,COMPLETE,,,,0.0,0.0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_fixed_horizon_tardiness_sum_seconds,fixed-horizon all-population tardiness sum (s),lower,COMPLETE,,,,0.0,0.0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_fixed_horizon_tardiness_mean_seconds,fixed-horizon all-population tardiness mean (s),lower,COMPLETE,,,,0.0,0.0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_fixed_horizon_tardiness_p95_seconds,fixed-horizon all-population tardiness P95 (s),lower,COMPLETE,,,,0.0,0.0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_fixed_horizon_tardiness_p99_seconds,fixed-horizon all-population tardiness P99 (s),lower,COMPLETE,,,,0.0,0.0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_fixed_horizon_tardiness_max_seconds,fixed-horizon all-population tardiness max (s),lower,COMPLETE,,,,0.0,0.0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_time_to_90_percent_elapsed_seconds,time to 90% completion from first arrival (s),lower,COMPLETE,,,,64387.355547000014,64387.355547000014,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_time_to_95_percent_elapsed_seconds,time to 95% completion from first arrival (s),lower,COMPLETE,,,,67649.24225700003,67651.30883700003,,,,2.066579999998794
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_time_to_99_percent_elapsed_seconds,time to 99% completion from first arrival (s),lower,COMPLETE,,,,71581.57159700002,71581.57159700002,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_total_backlog_area_seconds,raw-bag total backlog area (bag-s),lower,COMPLETE,,,,145494843.5395882,144855929.33032614,,,,-638914.209262073
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_total_backlog_peak,raw-bag total backlog peak,lower,COMPLETE,,,,4534,4503,,,,-31.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_total_backlog_end,raw-bag total backlog at horizon end,lower,COMPLETE,,,,0,0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_source_backlog_area_seconds,raw-bag source backlog area (bag-s),lower,COMPLETE,,,,128401492.54339544,128401492.54339544,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_source_backlog_peak,raw-bag source backlog peak,lower,COMPLETE,,,,4128,4128,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_source_backlog_end,raw-bag source backlog at horizon end,lower,COMPLETE,,,,0,0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_network_backlog_area_seconds,raw-bag network backlog area (bag-s),lower,COMPLETE,,,,17093350.99619003,16454436.786930108,,,,-638914.2092599217
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_network_backlog_peak,raw-bag network backlog peak,lower,COMPLETE,,,,1722,1619,,,,-103.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_network_backlog_end,raw-bag network backlog at horizon end,lower,COMPLETE,,,,0,0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,pre_feasibility_component_raw_argmin_change_count_total,pre-feasibility component raw-argmin counterfactual changes (total),diagnostic only,METRIC_NOT_REPORTED,,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,wall_seconds,wall time (s),lower is compute only,COMPLETE,,,,51.00188390002586,49.97621240001172,,,,-1.0256715000141412
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,cpu_seconds,CPU time (s),lower is compute only,COMPLETE,,,,49.625,48.71875,,,,-0.90625
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,completed_segment_count,completed segments,higher,COMPLETE,,43603,43603,43603,43603,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,completed_raw_bag_count,completed raw bags,higher,COMPLETE,,28506,28506,28506,28506,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,completion_rate,raw-bag completion rate,higher,COMPLETE,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,population_latency_mean_seconds,population latency mean (s),lower,COMPLETE,,293.4793240721262,281.7237447204141,287.5359826001572,282.9330630393633,-8.17924945625299,-2.367011576509924,7.152659790918165,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,population_latency_p95_seconds,population latency P95 (s),lower,COMPLETE,,508.2669999999962,473.15199999998913,486.769500000024,475.3385000000035,-23.27300000001378,-9.655499999978929,23.683999999986554,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,population_latency_p99_seconds,population latency P99 (s),lower,COMPLETE,,592.0926500000022,552.3691999999978,562.8508499999958,553.4658999999936,-24.554200000003334,-14.072550000005322,30.338500000002114,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,population_latency_max_seconds,population latency max (s),lower,COMPLETE,,929.9949999999881,808.585000000021,822.1449999999895,812.6979999999967,-65.42849999997998,-51.86850000001141,111.96299999997427,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,business_on_time_raw_bag_count,fixed-denominator on-time raw bags,higher,COMPLETE,,18464,18476,18469,18476,9.5,2.5,-5.0,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,business_on_time_rate,fixed-denominator on-time rate,higher,COMPLETE,,0.6477232863256858,0.6481442503332632,0.6478986879955098,0.6481442503332632,0.00033326317266546557,8.770083491194125e-05,-0.00017540166982399352,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,business_missed_raw_bag_count,fixed-denominator missed raw bags,lower,COMPLETE,,10042,10030,10037,10030,-9.5,-2.5,5.0,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,business_missed_rate,fixed-denominator missed rate,lower,COMPLETE,,0.35227671367431423,0.35185574966673683,0.35210131200449024,0.35185574966673683,-0.00033326317266541006,-8.770083491199676e-05,0.00017540166982399352,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_sum_seconds,fixed-horizon all-population tardiness sum (s),lower,COMPLETE,,91119960.27299999,91024915.16700003,91073000.141,91043461.685,-62291.780999973416,-14206.806999996305,65506.64999996126,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_mean_seconds,fixed-horizon all-population tardiness mean (s),lower,COMPLETE,,3196.518637234266,3193.1844231740697,3194.8712601206767,3193.8350412193927,-2.185216480739655,-0.49837953413316427,2.297995158912272,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_p95_seconds,fixed-horizon all-population tardiness P95 (s),lower,COMPLETE,,27473.76300000002,27465.151000000016,27474.518000000025,27468.405000000013,-7.362500000010186,2.0045000000027358,2.4989999999925203,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_p99_seconds,fixed-horizon all-population tardiness P99 (s),lower,COMPLETE,,44639.165000000015,44635.99820000002,44639.32500000002,44637.26660000002,-2.612600000000384,0.7142000000021653,1.1083999999973457,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_max_seconds,fixed-horizon all-population tardiness max (s),lower,COMPLETE,,48875.09200000002,48770.08600000004,48778.513000000035,48771.23500000003,-56.14199999999255,-47.71499999999651,97.72799999997369,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,business_time_to_90_percent_elapsed_seconds,time to 90% completion from first arrival (s),lower,COMPLETE,,68136.155547,68123.99954700003,68131.455547,68122.20754700001,-10.70199999997567,-3.246000000013737,2.907999999981257,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,business_time_to_95_percent_elapsed_seconds,time to 95% completion from first arrival (s),lower,COMPLETE,,71970.50754700002,71968.69954700003,71970.50754700002,71970.50754700002,-0.9039999999949941,0.9039999999949941,1.8079999999899883,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,business_time_to_99_percent_elapsed_seconds,time to 99% completion from first arrival (s),lower,COMPLETE,,75442.50754700002,75440.69954700003,75442.50754700002,75441.98754700001,-1.1639999999897555,0.6439999999856809,1.2879999999859137,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_total_backlog_area_seconds,raw-bag total backlog area (bag-s),lower,COMPLETE,,193372699.9670549,193096488.9780527,193226096.65405282,193131527.8630521,-185389.890001446,-55782.21400132775,181642.19800147414,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_total_backlog_peak,raw-bag total backlog peak,lower,COMPLETE,,3606,3600,3605,3601,-5.0,0.0,2.0,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_total_backlog_end,raw-bag total backlog at horizon end,lower,COMPLETE,,0,0,0,0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_source_backlog_area_seconds,raw-bag source backlog area (bag-s),lower,COMPLETE,,187667478.87905294,187667486.34105298,187667484.15805292,187667492.24105293,7.77250000834465,5.589499980211258,0.6209999620914459,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_source_backlog_peak,raw-bag source backlog peak,lower,COMPLETE,,3477,3477,3477,3477,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_source_backlog_end,raw-bag source backlog at horizon end,lower,COMPLETE,,0,0,0,0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_network_backlog_area_seconds,raw-bag network backlog area (bag-s),lower,COMPLETE,,5705221.08800006,5429002.637000075,5558612.496000069,5464035.622000018,-185397.66250001825,-55787.8035000246,181641.5769999344,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_network_backlog_peak,raw-bag network backlog peak,lower,COMPLETE,,166,159,161,161,-3.5,-1.5,7.0,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_network_backlog_end,raw-bag network backlog at horizon end,lower,COMPLETE,,0,0,0,0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,pre_feasibility_component_raw_argmin_change_count_total,pre-feasibility component raw-argmin counterfactual changes (total),diagnostic only,COMPLETE,,68993,57077,41576,46264,-3614.0,-19115.0,16604.0,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,wall_seconds,wall time (s),lower is compute only,COMPLETE,,42.39325219998136,37.389833400025964,39.94279160001315,37.74919589981437,-3.598507250077091,-1.0455490500899032,2.8098230997566134,
S4_TWO_BY_TWO_FACTORIAL,nanning,1,s4,G31_S4_NEUTRAL_FIFO,cpu_seconds,CPU time (s),lower is compute only,COMPLETE,,40.890625,36.40625,39.109375,36.84375,-3.375,-0.671875,2.21875,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,completed_segment_count,completed segments,higher,COMPLETE,,,,43603,43603,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,completed_raw_bag_count,completed raw bags,higher,COMPLETE,,,,28506,28506,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,completion_rate,raw-bag completion rate,higher,COMPLETE,,,,1.0,1.0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,population_latency_mean_seconds,population latency mean (s),lower,COMPLETE,,,,287.2633348417914,280.7070798428449,,,,-6.556254998946486
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,population_latency_p95_seconds,population latency P95 (s),lower,COMPLETE,,,,484.69225000003826,469.97774999999547,,,,-14.71450000004279
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,population_latency_p99_seconds,population latency P99 (s),lower,COMPLETE,,,,541.4240500000027,525.4961000000205,,,,-15.927949999982161
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,population_latency_max_seconds,population latency max (s),lower,COMPLETE,,,,709.1149999999834,794.5310000000027,,,,85.41600000001927
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_on_time_raw_bag_count,fixed-denominator on-time raw bags,higher,COMPLETE,,,,18470,18470,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_on_time_rate,fixed-denominator on-time rate,higher,COMPLETE,,,,0.6479337683294745,0.6479337683294745,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_missed_raw_bag_count,fixed-denominator missed raw bags,lower,COMPLETE,,,,10036,10036,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_missed_rate,fixed-denominator missed rate,lower,COMPLETE,,,,0.35206623167052553,0.35206623167052553,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_fixed_horizon_tardiness_sum_seconds,fixed-horizon all-population tardiness sum (s),lower,COMPLETE,,,,91066707.81100002,91026479.21600004,,,,-40228.59499998391
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_fixed_horizon_tardiness_mean_seconds,fixed-horizon all-population tardiness mean (s),lower,COMPLETE,,,,3194.65052308286,3193.239290535327,,,,-1.411232547533018
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_fixed_horizon_tardiness_p95_seconds,fixed-horizon all-population tardiness P95 (s),lower,COMPLETE,,,,27473.838000000032,27466.624000000025,,,,-7.214000000007218
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_fixed_horizon_tardiness_p99_seconds,fixed-horizon all-population tardiness P99 (s),lower,COMPLETE,,,,44637.115400000024,44635.867100000025,,,,-1.2482999999992899
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_fixed_horizon_tardiness_max_seconds,fixed-horizon all-population tardiness max (s),lower,COMPLETE,,,,48770.253000000026,48767.01300000002,,,,-3.2400000000052387
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_time_to_90_percent_elapsed_seconds,time to 90% completion from first arrival (s),lower,COMPLETE,,,,68134.85654700002,68123.99954700003,,,,-10.856999999989057
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_time_to_95_percent_elapsed_seconds,time to 95% completion from first arrival (s),lower,COMPLETE,,,,71972.38754700002,71969.49954700003,,,,-2.8879999999917345
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_time_to_99_percent_elapsed_seconds,time to 99% completion from first arrival (s),lower,COMPLETE,,,,75441.38754700002,75440.69954700003,,,,-0.6879999999946449
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_total_backlog_area_seconds,raw-bag total backlog area (bag-s),lower,COMPLETE,,,,193227973.644054,193089148.2950543,,,,-138825.3489997089
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_total_backlog_peak,raw-bag total backlog peak,lower,COMPLETE,,,,3604,3602,,,,-2.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_total_backlog_end,raw-bag total backlog at horizon end,lower,COMPLETE,,,,0,0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_source_backlog_area_seconds,raw-bag source backlog area (bag-s),lower,COMPLETE,,,,187667476.0110529,187667481.3200529,,,,5.308999985456467
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_source_backlog_peak,raw-bag source backlog peak,lower,COMPLETE,,,,3477,3477,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_source_backlog_end,raw-bag source backlog at horizon end,lower,COMPLETE,,,,0,0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_network_backlog_area_seconds,raw-bag network backlog area (bag-s),lower,COMPLETE,,,,5560497.63300015,5421666.9750001,,,,-138830.6580000501
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_network_backlog_peak,raw-bag network backlog peak,lower,COMPLETE,,,,162,159,,,,-3.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_network_backlog_end,raw-bag network backlog at horizon end,lower,COMPLETE,,,,0,0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,pre_feasibility_component_raw_argmin_change_count_total,pre-feasibility component raw-argmin counterfactual changes (total),diagnostic only,METRIC_NOT_REPORTED,,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,wall_seconds,wall time (s),lower is compute only,COMPLETE,,,,43.098197099985555,39.68051510001533,,,,-3.4176819999702275
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,nanning,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,cpu_seconds,CPU time (s),lower is compute only,COMPLETE,,,,41.96875,38.296875,,,,-3.671875
S4_TWO_BY_TWO_FACTORIAL,nanning,2,s4,G31_S4_NEUTRAL_FIFO,completed_segment_count,completed segments,higher,COMPLETE,,77602,87206,87206,87206,4802.0,4802.0,-9604.0,
S4_TWO_BY_TWO_FACTORIAL,nanning,2,s4,G31_S4_NEUTRAL_FIFO,completed_raw_bag_count,completed raw bags,higher,COMPLETE,,47864,57012,57012,57012,4574.0,4574.0,-9148.0,
S4_TWO_BY_TWO_FACTORIAL,nanning,2,s4,G31_S4_NEUTRAL_FIFO,completion_rate,raw-bag completion rate,higher,COMPLETE,,0.8395425524450992,1.0,1.0,1.0,0.08022872377745038,0.08022872377745038,-0.16045744755490077,
S4_TWO_BY_TWO_FACTORIAL,nanning,2,s4,G31_S4_NEUTRAL_FIFO,population_latency_mean_seconds,population latency mean (s),lower,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,nanning,2,s4,G31_S4_NEUTRAL_FIFO,population_latency_p95_seconds,population latency P95 (s),lower,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,nanning,2,s4,G31_S4_NEUTRAL_FIFO,population_latency_p99_seconds,population latency P99 (s),lower,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,nanning,2,s4,G31_S4_NEUTRAL_FIFO,population_latency_max_seconds,population latency max (s),lower,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,nanning,2,s4,G31_S4_NEUTRAL_FIFO,business_on_time_raw_bag_count,fixed-denominator on-time raw bags,higher,COMPLETE,,20482,20334,20910,20963,-47.5,528.5,201.0,
