scenario,context,replay_variant,variant_mode,diagnostic_ablation,teacher_source,decision_ordinal,task_decision_ordinal,task_index,segment_id,task_id,source_line,current,goal,ready_time,candidate_next_nodes,safe_next_nodes,legacy_route_suffix,legacy_next,label_taxonomy,label_kind,label_next,hold_until_time,hold_duration,earliest_safe_time,earliest_hold_duration,earliest_safe_status,block_reason,block_reason_detail,label_source,post_label_safe,teacher_finish_time,branch_or_linear,fault_state,repair_state,merge_state,buffer_state,executed_kind,executed_next,edge_start,edge_end,node_start,node_end,terminal_reason,reroute_attempted,sipp_repair_attempted,g4a_primary_eligible
legacy_first16,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,25,6,2,2:storage_in,2,4,22,47,8893.616299,24 26,26,22 24 27 28 47,24,REROUTE_NOW_LEGACY,move,26,,0.0,8894.845453,1.2291540000005625,ok,edge_capacity,edge_capacity,legacy_reroute_from_current,True,8923.416298999999,branch,none,none,none,none,move,26,8893.616299,8900.416298999999,8900.416298999999,8901.416298999999,,True,False,True
legacy_first16,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,52,7,5,5:storage_in,5,7,22,47,9490.215484,24 26,26,22 24 27 28 47,24,REROUTE_NOW_LEGACY,move,26,,0.0,9492.082986000001,1.867502000000968,ok,edge_capacity,edge_capacity,legacy_reroute_from_current,True,9520.015484,branch,none,none,none,none,move,26,9490.215484,9497.015484,9497.015484,9498.015484,,True,False,True
legacy_first16,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,94,4,9,9:storage_in,9,11,22,47,10101.934140000001,24 26,26,22 24 27 28 47,24,REROUTE_NOW_LEGACY,move,26,,0.0,10102.88213,0.9479899999987538,ok,edge_capacity,edge_capacity,legacy_reroute_from_current,True,10131.73414,branch,none,none,none,none,move,26,10101.934140000001,10108.73414,10108.73414,10109.73414,,True,False,True
legacy_first16,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,120,9,11,11:storage_in,11,13,27,47,10124.639820000002,28 45,,27 28 47,28,ABSTAIN_NO_TEACHER,no_teacher,28,,0.0,,,current_node_hold_conflict,edge_capacity,edge_capacity,abstain_no_safe_hold,False,10140.439820000001,branch,none,none,none,none,unplanned,,,,,,edge_capacity,True,False,False
legacy_first16,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,156,6,14,14:storage_in,14,16,22,47,10691.08828,24 26,26,22 24 27 28 47,24,REROUTE_NOW_LEGACY,move,26,,0.0,10692.17885,1.090570000000298,ok,edge_capacity,edge_capacity,legacy_reroute_from_current,True,10720.88828,branch,none,none,none,none,move,26,10691.08828,10697.88828,10697.88828,10698.88828,,True,False,True
legacy_first16_buffer2,buffer_capacity,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,25,6,2,2:storage_in,2,4,22,47,8893.616299,24 26,26,22 24 27 28 47,24,REROUTE_NOW_LEGACY,move,26,,0.0,8894.845453,1.2291540000005625,ok,edge_capacity,edge_capacity,legacy_reroute_from_current,True,8923.416298999999,branch,none,none,none,28:2;47:2,move,26,8893.616299,8900.416298999999,8900.416298999999,8901.416298999999,,True,False,True
legacy_first16_buffer2,buffer_capacity,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,52,7,5,5:storage_in,5,7,22,47,9490.215484,24 26,26,22 24 27 28 47,24,REROUTE_NOW_LEGACY,move,26,,0.0,9492.082986000001,1.867502000000968,ok,edge_capacity,edge_capacity,legacy_reroute_from_current,True,9520.015484,branch,none,none,none,28:2;47:2,move,26,9490.215484,9497.015484,9497.015484,9498.015484,,True,False,True
legacy_first16_buffer2,buffer_capacity,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,94,4,9,9:storage_in,9,11,22,47,10101.934140000001,24 26,26,22 24 27 28 47,24,REROUTE_NOW_LEGACY,move,26,,0.0,10102.88213,0.9479899999987538,ok,edge_capacity,edge_capacity,legacy_reroute_from_current,True,10131.73414,branch,none,none,none,28:2;47:2,move,26,10101.934140000001,10108.73414,10108.73414,10109.73414,,True,False,True
legacy_first16_buffer2,buffer_capacity,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,120,9,11,11:storage_in,11,13,27,47,10124.639820000002,28 45,,27 28 47,28,ABSTAIN_NO_TEACHER,no_teacher,28,,0.0,,,current_node_hold_conflict,edge_capacity,edge_capacity,abstain_no_safe_hold,False,10140.439820000001,branch,none,none,none,28:2;47:2,unplanned,,,,,,edge_capacity,True,False,False
legacy_first16_buffer2,buffer_capacity,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,156,6,14,14:storage_in,14,16,22,47,10691.08828,24 26,26,22 24 27 28 47,24,REROUTE_NOW_LEGACY,move,26,,0.0,10692.17885,1.090570000000298,ok,edge_capacity,edge_capacity,legacy_reroute_from_current,True,10720.88828,branch,none,none,none,28:2;47:2,move,26,10691.08828,10697.88828,10697.88828,10698.88828,,True,False,True
legacy_first32,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,25,6,2,2:storage_in,2,4,22,47,8893.616299,24 26,26,22 24 27 28 47,24,REROUTE_NOW_LEGACY,move,26,,0.0,8894.845453,1.2291540000005625,ok,edge_capacity,edge_capacity,legacy_reroute_from_current,True,8923.416298999999,branch,none,none,none,none,move,26,8893.616299,8900.416298999999,8900.416298999999,8901.416298999999,,True,False,True
legacy_first32,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,52,7,5,5:storage_in,5,7,22,47,9490.215484,24 26,26,22 24 27 28 47,24,REROUTE_NOW_LEGACY,move,26,,0.0,9492.082986000001,1.867502000000968,ok,edge_capacity,edge_capacity,legacy_reroute_from_current,True,9520.015484,branch,none,none,none,none,move,26,9490.215484,9497.015484,9497.015484,9498.015484,,True,False,True
legacy_first32,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,94,4,9,9:storage_in,9,11,22,47,10101.934140000001,24 26,26,22 24 27 28 47,24,REROUTE_NOW_LEGACY,move,26,,0.0,10102.88213,0.9479899999987538,ok,edge_capacity,edge_capacity,legacy_reroute_from_current,True,10131.73414,branch,none,none,none,none,move,26,10101.934140000001,10108.73414,10108.73414,10109.73414,,True,False,True
legacy_first32,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,120,9,11,11:storage_in,11,13,27,47,10124.639820000002,28 45,,27 28 47,28,ABSTAIN_NO_TEACHER,no_teacher,28,,0.0,,,current_node_hold_conflict,edge_capacity,edge_capacity,abstain_no_safe_hold,False,10140.439820000001,branch,none,none,none,none,unplanned,,,,,,edge_capacity,True,False,False
legacy_first32,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,164,8,15,15:storage_in,15,17,18,47,10689.645400000001,22,,18 22 24 27 28 47,22,ABSTAIN_NO_TEACHER,no_teacher,22,,0.0,,,current_node_hold_conflict,edge_capacity,edge_capacity,abstain_no_safe_hold,False,10728.8454,linear,none,none,none,none,unplanned,,,,,,edge_capacity,True,False,False
legacy_first32,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,168,6,14,14:storage_in,14,16,22,47,10691.08828,24 26,26,22 24 27 28 47,24,REROUTE_NOW_LEGACY,move,26,,0.0,10692.17885,1.090570000000298,ok,edge_capacity,edge_capacity,legacy_reroute_from_current,True,10720.88828,branch,none,none,none,none,move,26,10691.08828,10697.88828,10697.88828,10698.88828,,True,False,True
legacy_first32,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,185,5,19,19:storage_in,19,21,11,47,10700.41115,13 14,14,11 13 23 24 27 28 47,13,REROUTE_NOW_LEGACY,move,14,,0.0,10707.877820000002,7.4666700000016135,ok,edge_capacity,edge_capacity,legacy_reroute_from_current,True,10737.811150000001,branch,none,none,none,none,move,14,10700.41115,10713.21115,10713.21115,10714.21115,,True,False,True
legacy_first32,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,188,4,18,18:storage_in,18,20,13,47,10704.306470000001,23,23,,,LEGACY_NO_PATH,hold_no_path_probe,,10705.306470000001,1.0,,,,legacy_astar_no_path,legacy_astar_no_path,shield_hold_after_legacy_no_path,True,,linear,none,none,none,none,hold,13,,,10704.306470000001,10705.306470000001,,False,False,False
legacy_first32,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,190,5,18,18:storage_in,18,20,13,47,10705.306470000001,23,23,,,LEGACY_NO_PATH,hold_no_path_probe,,10706.306470000001,1.0,,,,legacy_astar_no_path,legacy_astar_no_path,shield_hold_after_legacy_no_path,True,,linear,none,none,none,none,hold,13,,,10705.306470000001,10706.306470000001,,False,False,False
legacy_first32,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,200,7,20,20:storage_in,20,22,22,47,10709.30327,24 26,26,22 24 27 28 47,24,REROUTE_NOW_LEGACY,move,26,,0.0,10710.65953,1.356260000000475,ok,edge_capacity,edge_capacity,legacy_reroute_from_current,True,10739.10327,branch,none,none,none,none,move,26,10709.30327,10716.10327,10716.10327,10717.10327,,True,False,True
legacy_first32,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,214,11,18,18:storage_in,18,20,27,47,10717.706470000003,28 45,,27 28 47,28,ABSTAIN_NO_TEACHER,no_teacher,28,,0.0,,,current_node_hold_conflict,edge_capacity,edge_capacity,abstain_no_safe_hold,False,10733.506470000002,branch,none,none,none,none,unplanned,,,,,,edge_capacity,True,False,False
legacy_first32,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,298,3,25,25:storage_in,25,27,18,47,11275.016360000001,22,,18 22 24 27 28 47,22,ABSTAIN_NO_TEACHER,no_teacher,22,,0.0,11275.68296,0.6665999999986525,ok,edge_capacity,edge_capacity,abstain_no_safe_hold,False,11314.21636,linear,none,none,none,none,unplanned,,,,,,edge_capacity,True,False,False
legacy_first32,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,301,8,24,24:storage_in,24,26,22,47,11276.68296,24 26,26,22 24 27 28 47,24,REROUTE_NOW_LEGACY,move,26,,0.0,11278.045409999999,1.3624499999987165,ok,edge_capacity,edge_capacity,legacy_reroute_from_current,True,11306.48296,branch,none,none,none,none,move,26,11276.68296,11283.48296,11283.48296,11284.48296,,True,False,True
legacy_first32,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,307,6,26,26:storage_in,26,28,18,47,11279.53434,22,,18 22 24 27 28 47,22,ABSTAIN_NO_TEACHER,no_teacher,22,,0.0,,,current_node_hold_conflict,edge_capacity,edge_capacity,abstain_no_safe_hold,False,11318.734339999999,linear,none,none,none,none,unplanned,,,,,,edge_capacity,True,False,False
legacy_first32,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,309,3,30,30:storage_in,30,32,18,47,11281.06746,22,,18 22 24 27 28 47,22,ABSTAIN_NO_TEACHER,no_teacher,22,,0.0,,,current_node_hold_conflict,edge_capacity,edge_capacity,abstain_no_safe_hold,False,11320.26746,linear,none,none,none,none,unplanned,,,,,,edge_capacity,True,False,False
legacy_first32,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,326,8,28,28:storage_in,28,30,22,47,11295.349590000002,24 26,26,22 24 27 28 47,24,REROUTE_NOW_LEGACY,move,26,,0.0,11296.712029999999,1.3624399999971502,ok,edge_capacity,edge_capacity,legacy_reroute_from_current,True,11325.14959,branch,none,none,none,none,move,26,11295.349590000002,11302.14959,11302.14959,11303.14959,,True,False,True
legacy_first32,no_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,343,13,29,29:storage_in,29,31,27,47,11309.039820000002,28 45,,27 28 47,28,ABSTAIN_NO_TEACHER,no_teacher,28,,0.0,,,current_node_hold_conflict,edge_capacity,edge_capacity,abstain_no_safe_hold,False,11324.839820000001,branch,none,none,none,none,unplanned,,,,,,edge_capacity,True,False,False
legacy_offset32_static16,static_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,36,4,4,36:storage_in,36,38,11,47,11299.187810000001,13 14,14,11 13 23 24 27 28 47,13,REROUTE_NOW_LEGACY,move,14,,0.0,11305.173150000002,5.985340000001088,ok,edge_capacity,edge_capacity,legacy_reroute_from_current,True,11336.587810000003,branch,16->17,none,none,none,move,14,11299.187810000001,11311.98781,11311.98781,11312.98781,,True,False,True
legacy_offset32_static16,static_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,53,6,0,32:storage_in,32,34,13,47,11306.173150000002,23,23,,,LEGACY_NO_PATH,hold_no_path_probe,,11307.173150000002,1.0,,,,legacy_astar_no_path,legacy_astar_no_path,shield_hold_after_legacy_no_path,True,,linear,16->17,none,none,none,hold,13,,,11306.173150000002,11307.173150000002,,False,False,False
legacy_offset32_static16,static_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,55,7,0,32:storage_in,32,34,13,47,11307.173150000002,23,23,,,LEGACY_NO_PATH,hold_no_path_probe,,11308.173150000002,1.0,,,,legacy_astar_no_path,legacy_astar_no_path,shield_hold_after_legacy_no_path,True,,linear,16->17,none,none,none,hold,13,,,11307.173150000002,11308.173150000002,,False,False,False
legacy_offset32_static16,static_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,62,11,5,37:storage_in,37,39,22,47,11310.80084,24 26,26,22 24 27 28 47,24,REROUTE_NOW_LEGACY,move,26,,0.0,11312.33412,1.5332799999996496,ok,edge_capacity,edge_capacity,legacy_reroute_from_current,True,11340.60084,branch,16->17,none,none,none,move,26,11310.80084,11317.60084,11317.60084,11318.60084,,True,False,True
legacy_offset32_static16,static_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,71,6,3,35:storage_in,35,37,27,47,11315.93412,28 45,,27 28 47,28,ABSTAIN_NO_TEACHER,no_teacher,28,,0.0,,,current_node_hold_conflict,edge_capacity,edge_capacity,abstain_no_safe_hold,False,11331.73412,branch,16->17,none,none,none,unplanned,,,,,,edge_capacity,True,False,False
legacy_offset32_static16,static_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,76,12,0,32:storage_in,32,34,27,47,11318.573150000004,28 45,,27 28 47,28,ABSTAIN_NO_TEACHER,no_teacher,28,,0.0,,,current_node_hold_conflict,edge_capacity,edge_capacity,abstain_no_safe_hold,False,11334.373150000003,branch,16->17,none,none,none,unplanned,,,,,,edge_capacity,True,False,False
legacy_offset32_static16,static_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,79,6,2,34:storage_in,34,36,27,47,11320.03961,28 45,,27 28 47,28,ABSTAIN_NO_TEACHER,no_teacher,28,,0.0,,,current_node_hold_conflict,edge_capacity,edge_capacity,abstain_no_safe_hold,False,11335.839609999999,branch,16->17,none,none,none,unplanned,,,,,,edge_capacity,True,False,False
legacy_offset32_static16,static_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,135,4,11,43:storage_in,43,45,22,47,11880.94962,24 26,26,22 24 27 28 47,24,REROUTE_NOW_LEGACY,move,26,,0.0,11881.61553,0.6659099999997125,ok,edge_capacity,edge_capacity,legacy_reroute_from_current,True,11910.749619999999,branch,16->17,none,none,none,move,26,11880.94962,11887.749619999999,11887.749619999999,11888.749619999999,,True,False,True
legacy_offset32_static16,static_fault,reroute_from_current_legacy,reroute,False,python_faithful_legacy_astar_wait_horizon_audit,152,5,15,47:storage_in,47,49,11,47,11893.787810000002,13 14,14,11 13 23 24 27 28 47,13,REROUTE_NOW_LEGACY,move,14,,0.0,11894.61115,0.823339999999007,ok,edge_capacity,edge_capacity,legacy_reroute_from_current,True,11931.187810000003,branch,16->17,none,none,none,move,14,11893.787810000002,11906.58781,11906.58781,11907.58781,,True,False,True
