sample_id,window_name,scenario,context,window_offset,window_size,task_id,segment_id,decision_index,current_node,goal_node,candidate_next_nodes,teacher_next_node,is_branch_node,is_source_retry,current_time,task_entry_time,deadline_or_std,time_slack,candidate_shortest_time_to_goal,candidate_travel_time,candidate_service_time,candidate_node_type,candidate_fault_status,local_node_time_window_pressure,local_queue_or_occupancy_summary,g4d_enhanced_features,source_retry_age_seconds,source_retry_pressure,unfinished_task_queue_size_near_current_source,label_type,split,route_row_index,edge_capacity_primary
g4d_source_retry_0014997,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,848,848:direct,-1,4,49,[17],,False,True,17841.28218,17841.28218,22200,4358.71782,"{""17"": 62.4}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.71782,2,2,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0015025,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,851,851:direct,-1,5,49,[19],,False,True,17846.48296,17846.48296,22200,4353.51704,"{""19"": 63.6}","{""19"": 1.6}","{""19"": 1.0}","{""19"": 4}","{""19"": false}",0,"{""out_degree"": 1}",{},0.51704,1,1,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015067,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,855,855:storage_in,-1,1,47,[7],,False,True,17850.14278,17850.14278,23400,5549.85722,"{""7"": 37.2}","{""7"": 4.8}","{""7"": 1.0}","{""7"": 5}","{""7"": false}",0,"{""out_degree"": 1}",{},1.53008,3,3,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0015077,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,856,856:storage_in,-1,0,47,[6],,False,True,17850.53999,17850.53999,28200,10349.46001,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},1.13287,2,2,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0015128,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,861,861:storage_in,-1,2,47,[9],,False,True,17855.87332,17855.87332,23400,5544.12668,"{""9"": 40.0}","{""9"": 3.6}","{""9"": 1.0}","{""9"": 4}","{""9"": false}",0,"{""out_degree"": 1}",{},1.12668,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015154,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,863,863:direct,-1,4,49,[17],,False,True,17857.14961,17857.14961,22200,4342.85039,"{""17"": 62.4}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.39033,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015197,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,867,867:direct,-1,5,49,[19],,False,True,17859.94887,17859.94887,22200,4340.05113,"{""19"": 63.6}","{""19"": 1.6}","{""19"": 1.0}","{""19"": 4}","{""19"": false}",0,"{""out_degree"": 1}",{},1.04378,2,2,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0015242,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,871,871:storage_in,-1,0,47,[6],,False,True,17862.60449,17862.60449,23400,5537.39551,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},1.39551,4,4,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015276,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,872,872:storage_in,-1,53,47,[20],,False,True,17863.47064,17863.47064,24600,6736.52936,"{""20"": 36.8}","{""20"": 4.0}","{""20"": 1.0}","{""20"": 4}","{""20"": false}",0,"{""out_degree"": 1}",{},3.52936,8,8,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015306,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,876,876:storage_in,-1,53,47,[20],,False,True,17866.13731,17866.13731,24900,7033.86269,"{""20"": 36.8}","{""20"": 4.0}","{""20"": 1.0}","{""20"": 4}","{""20"": false}",0,"{""out_degree"": 1}",{},3.86269,7,7,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015335,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,882,882:direct,-1,5,49,[19],,False,True,17870.61558,17870.61558,22200,4329.38442,"{""19"": 63.6}","{""19"": 1.6}","{""19"": 1.0}","{""19"": 4}","{""19"": false}",0,"{""out_degree"": 1}",{},1.38442,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015355,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,878,878:storage_in,-1,53,47,[20],,False,True,17868.80402,17868.80402,24600,6731.19598,"{""20"": 36.8}","{""20"": 4.0}","{""20"": 1.0}","{""20"": 4}","{""20"": false}",0,"{""out_degree"": 1}",{},4.19598,10,10,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015389,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,887,887:storage_in,-1,4,47,[17],,False,True,17874.76984,17874.76984,24600,6725.23016,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},2.23016,6,6,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015413,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,885,885:storage_in,-1,0,47,[6],,False,True,17873.43977,17873.43977,26400,8526.56023,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},4.56023,11,11,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015423,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,886,886:storage_in,-1,53,47,[20],,False,True,17874.13727,17874.13727,24900,7025.86273,"{""20"": 36.8}","{""20"": 4.0}","{""20"": 1.0}","{""20"": 4}","{""20"": false}",0,"{""out_degree"": 1}",{},3.86273,9,9,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015433,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,889,889:storage_in,-1,4,47,[17],,False,True,17875.56243,17875.56243,27600,9724.43757,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},2.77729,6,6,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015476,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,894,894:storage_in,-1,2,47,[9],,False,True,17878.58808,17878.58808,23400,5521.41192,"{""9"": 40.0}","{""9"": 3.6}","{""9"": 1.0}","{""9"": 4}","{""9"": false}",0,"{""out_degree"": 1}",{},1.41192,3,3,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015495,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,899,899:storage_in,-1,4,47,[17],,False,True,17882.77395,17882.77395,25200,7317.22605,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.22605,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015508,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,897,897:storage_in,-1,0,47,[6],,False,True,17881.47781,17881.47781,29100,11218.52219,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},3.26689,6,6,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015518,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,900,900:storage_in,-1,1,47,[7],,False,True,17884.7447,17884.7447,24900,7015.2553,"{""7"": 37.2}","{""7"": 4.8}","{""7"": 1.0}","{""7"": 5}","{""7"": false}",0,"{""out_degree"": 1}",{},0.69177,2,2,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0015539,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,898,898:storage_in,-1,0,47,[6],,False,True,17881.80337,17881.80337,23400,5518.19663,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},5.19663,9,9,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015568,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,904,904:storage_in,-1,0,47,[6],,False,True,17891.97797,17891.97797,24000,6108.02203,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},1.02203,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015604,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,907,907:storage_in,-1,3,47,[16],,False,True,17899.81621,17899.81621,23100,5200.18379,"{""16"": 40.4}","{""16"": 1.6}","{""16"": 1.0}","{""16"": 4}","{""16"": false}",0,"{""out_degree"": 1}",{},0.99328,3,3,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015613,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,909,909:storage_in,-1,2,47,[9],,False,True,17900.80949,17900.80949,24600,6699.19051,"{""9"": 40.0}","{""9"": 3.6}","{""9"": 1.0}","{""9"": 4}","{""9"": false}",0,"{""out_degree"": 1}",{},1.19051,2,2,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0015624,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,910,910:storage_in,-1,4,47,[17],,False,True,17902.61543,17902.61543,23100,5197.38457,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},2.38457,4,4,WAIT_AT_SOURCE_RETRY,test,,False
g4d_source_retry_0015643,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,911,911:storage_in,-1,0,47,[6],,False,True,17903.57171,17903.57171,29400,11496.42829,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},2.42829,5,5,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015653,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,912,912:storage_in,-1,4,47,[17],,False,True,17905.11719,17905.11719,27000,9094.88281,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.19946,3,3,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015684,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,914,914:storage_in,-1,0,47,[6],,False,True,17906.31665,17906.31665,24000,6093.68335,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},2.68335,5,5,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015776,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,926,926:storage_in,-1,5,47,[19],,False,True,17919.97302,17919.97302,23400,5480.02698,"{""19"": 38.0}","{""19"": 1.6}","{""19"": 1.0}","{""19"": 4}","{""19"": false}",0,"{""out_degree"": 1}",{},1.02698,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015814,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,930,930:storage_in,-1,4,47,[17],,False,True,17925.3341,17925.3341,23400,5474.6659,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.11658,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015835,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,932,932:storage_in,-1,3,47,[16],,False,True,17926.62171,17926.62171,23100,5173.37829,"{""16"": 40.4}","{""16"": 1.6}","{""16"": 1.0}","{""16"": 4}","{""16"": false}",0,"{""out_degree"": 1}",{},1.35121,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015871,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,936,936:storage_in,-1,1,47,[7],,False,True,17932.10649,17932.10649,24900,6967.89351,"{""7"": 37.2}","{""7"": 4.8}","{""7"": 1.0}","{""7"": 5}","{""7"": false}",0,"{""out_degree"": 1}",{},0.89351,1,1,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0015881,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,937,937:storage_in,-1,4,47,[17],,False,True,17933.44073,17933.44073,24600,6666.55927,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},0.95218,2,2,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0015904,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,938,938:direct,-1,4,49,[17],,False,True,17934.39291,17934.39291,22200,4265.60709,"{""17"": 62.4}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.60709,3,3,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0015917,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,940,940:storage_in,-1,5,47,[19],,False,True,17936.00073,17936.00073,24600,6663.99927,"{""19"": 38.0}","{""19"": 1.6}","{""19"": 1.0}","{""19"": 4}","{""19"": false}",0,"{""out_degree"": 1}",{},1.99927,4,4,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015930,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,942,942:storage_in,-1,0,47,[6],,False,True,17937.47783,17937.47783,29100,11162.52217,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},1.29189,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0015946,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,941,941:direct,-1,5,49,[19],,False,True,17936.89557,17936.89557,22200,4263.10443,"{""19"": 63.6}","{""19"": 1.6}","{""19"": 1.0}","{""19"": 4}","{""19"": false}",0,"{""out_degree"": 1}",{},2.88845,6,6,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0016028,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,951,951:storage_in,-1,1,47,[7],,False,True,17953.78538,17953.78538,26400,8446.21462,"{""7"": 37.2}","{""7"": 4.8}","{""7"": 1.0}","{""7"": 5}","{""7"": false}",0,"{""out_degree"": 1}",{},1.21462,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0016117,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,960,960:direct,-1,4,48,[17],,False,True,17973.4366,17973.4366,22200,4226.5634,"{""17"": 32.4}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.07555,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0016134,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,961,961:storage_in,-1,5,47,[19],,False,True,17974.51215,17974.51215,24300,6325.48785,"{""19"": 38.0}","{""19"": 1.6}","{""19"": 1.0}","{""19"": 4}","{""19"": false}",0,"{""out_degree"": 1}",{},1.48785,3,3,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0016146,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,963,963:direct,-1,5,48,[19],,False,True,17976.00086,17976.00086,22200,4223.99914,"{""19"": 33.6}","{""19"": 1.6}","{""19"": 1.0}","{""19"": 4}","{""19"": false}",0,"{""out_degree"": 1}",{},1.99914,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0016193,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,968,968:storage_in,-1,4,47,[17],,False,True,17981.30625,17981.30625,25200,7218.69375,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},2.6667,5,5,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0016212,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,967,967:storage_in,-1,0,47,[6],,False,True,17980.14449,17980.14449,30300,12319.85551,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},4.85551,9,9,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0016222,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,969,969:storage_in,-1,4,47,[17],,False,True,17982.6216,17982.6216,24300,6317.3784,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},2.3784,5,5,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0016277,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,977,977:storage_in,-1,4,47,[17],,False,True,17989.33408,17989.33408,24900,6910.66592,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},2.66592,4,4,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0016301,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,978,978:storage_in,-1,0,47,[6],,False,True,17990.81116,17990.81116,24000,6009.18884,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},2.45263,5,5,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0016311,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,980,980:storage_in,-1,1,47,[7],,False,True,17993.26379,17993.26379,27000,9006.73621,"{""7"": 37.2}","{""7"": 4.8}","{""7"": 1.0}","{""7"": 5}","{""7"": false}",0,"{""out_degree"": 1}",{},0.73621,1,1,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0016385,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,987,987:storage_in,-1,5,47,[19],,False,True,18002.76997,18002.76997,29100,11097.23003,"{""19"": 38.0}","{""19"": 1.6}","{""19"": 1.0}","{""19"": 4}","{""19"": false}",0,"{""out_degree"": 1}",{},0.23003,1,1,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0016450,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,993,993:storage_in,-1,0,47,[6],,False,True,18014.44891,18014.44891,26400,8385.55109,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},0.55109,1,1,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0016467,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,995,995:direct,-1,3,49,[16],,False,True,18017.28817,18017.28817,22200,4182.71183,"{""16"": 66.0}","{""16"": 1.6}","{""16"": 1.0}","{""16"": 4}","{""16"": false}",0,"{""out_degree"": 1}",{},0.71183,1,1,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0016500,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,997,997:direct,-1,4,49,[17],,False,True,18019.81637,18019.81637,22200,4180.18363,"{""17"": 62.4}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},2.18363,5,5,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0016524,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,999,999:direct,-1,4,48,[17],,False,True,18021.30645,18021.30645,22200,4178.69355,"{""17"": 32.4}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},2.69355,4,4,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0016639,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,1011,1011:direct,-1,4,49,[17],,False,True,18043.84544,18043.84544,22200,4156.15456,"{""17"": 62.4}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.15456,3,3,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0016659,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,1012,1012:storage_in,-1,0,47,[6],,False,True,18044.14334,18044.14334,27600,9555.85666,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},1.85666,3,3,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0016669,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,1014,1014:storage_in,-1,5,47,[19],,False,True,18046.63958,18046.63958,30300,12253.36042,"{""19"": 38.0}","{""19"": 1.6}","{""19"": 1.0}","{""19"": 4}","{""19"": false}",0,"{""out_degree"": 1}",{},0.36042,1,1,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0016744,g4d_first1024_no_fault,g4d_first1024_no_fault,real_inputdata_window,0,1024,1022,1022:storage_in,-1,4,47,[17],,False,True,18065.14955,18065.14955,28800,10734.85045,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.62461,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0016802,g4d_offset512_512_high_density,g4d_offset512_512_high_density,real_inputdata_window,512,512,516,516:storage_in,-1,4,47,[17],,False,True,16662.51207,16662.51207,24600,7937.48793,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.48793,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0016845,g4d_offset512_512_high_density,g4d_offset512_512_high_density,real_inputdata_window,512,512,521,521:storage_in,-1,1,47,[7],,False,True,16667.92142,16667.92142,27900,11232.07858,"{""7"": 37.2}","{""7"": 4.8}","{""7"": 1.0}","{""7"": 5}","{""7"": false}",0,"{""out_degree"": 1}",{},1.51939,4,4,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0016855,g4d_offset512_512_high_density,g4d_offset512_512_high_density,real_inputdata_window,512,512,522,522:storage_in,-1,53,47,[20],,False,True,16668.80392,16668.80392,23400,6731.19608,"{""20"": 36.8}","{""20"": 4.0}","{""20"": 1.0}","{""20"": 4}","{""20"": false}",0,"{""out_degree"": 1}",{},1.19608,3,3,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0016863,g4d_offset512_512_high_density,g4d_offset512_512_high_density,real_inputdata_window,512,512,523,523:storage_in,-1,4,47,[17],,False,True,16669.44081,16669.44081,28500,11830.55919,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},0.95215,2,2,WAIT_AT_SOURCE_RETRY,test,,False
g4d_source_retry_0016897,g4d_offset512_512_high_density,g4d_offset512_512_high_density,real_inputdata_window,512,512,524,524:storage_in,-1,4,47,[17],,False,True,16670.39296,16670.39296,28200,11529.60704,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.07768,4,4,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0016945,g4d_offset512_512_high_density,g4d_offset512_512_high_density,real_inputdata_window,512,512,530,530:storage_in,-1,0,47,[6],,False,True,16673.43983,16673.43983,23400,6726.56017,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},1.56017,3,3,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0016978,g4d_offset512_512_high_density,g4d_offset512_512_high_density,real_inputdata_window,512,512,534,534:storage_in,-1,1,47,[7],,False,True,16678.60448,16678.60448,29400,12721.39552,"{""7"": 37.2}","{""7"": 4.8}","{""7"": 1.0}","{""7"": 5}","{""7"": false}",0,"{""out_degree"": 1}",{},0.39552,1,1,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0017031,g4d_offset512_512_high_density,g4d_offset512_512_high_density,real_inputdata_window,512,512,539,539:storage_in,-1,0,47,[6],,False,True,16684.14444,16684.14444,24600,7915.85556,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},2.4638,5,5,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0017041,g4d_offset512_512_high_density,g4d_offset512_512_high_density,real_inputdata_window,512,512,541,541:storage_in,-1,4,47,[17],,False,True,16685.44088,16685.44088,24900,8214.55912,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.16736,2,2,WAIT_AT_SOURCE_RETRY,test,,False
g4d_source_retry_0017054,g4d_offset512_512_high_density,g4d_offset512_512_high_density,real_inputdata_window,512,512,542,542:storage_in,-1,1,47,[7],,False,True,16686.60824,16686.60824,29100,12413.39176,"{""7"": 37.2}","{""7"": 4.8}","{""7"": 1.0}","{""7"": 5}","{""7"": false}",0,"{""out_degree"": 1}",{},2.39176,3,3,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0017108,g4d_offset512_512_high_density,g4d_offset512_512_high_density,real_inputdata_window,512,512,548,548:storage_in,-1,0,47,[6],,False,True,16700.05422,16700.05422,28500,11799.94578,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},1.94578,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0017145,g4d_offset512_512_high_density,g4d_offset512_512_high_density,real_inputdata_window,512,512,552,552:storage_in,-1,4,47,[17],,False,True,16707.94876,16707.94876,24000,7292.05124,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.05124,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0017179,g4d_offset512_512_high_density,g4d_offset512_512_high_density,real_inputdata_window,512,512,556,556:storage_in,-1,4,47,[17],,False,True,16715.84546,16715.84546,22200,5484.15454,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.15454,2,2,WAIT_AT_SOURCE_RETRY,train,,False
