target_key,descriptor_id,kind,clone_group_id,event_ordinal,horizon,pair_status,eligible_causal_label,exclusion_reason,action_changed,same_state_start,certificate_valid,signed_label,delta_completion_mean_seconds,direct_affected_runtime_bag_ids,realized_affected_runtime_bag_ids,externality_runtime_bag_ids,sampling_stratum_id,N_h,n_h,pi_h,analysis_weight
b65a1e88426c66fd9e65b2c39b61a2eb7febd45f1ad895bdcd53b3c35a67b7e2:H_system,b65a1e88426c66fd9e65b2c39b61a2eb7febd45f1ad895bdcd53b3c35a67b7e2,I3,1e572e07b91cf3203d13e789bc65657ae0897b1314e5d114a6bb1892f48bc4be,1963,H_system,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,HARMFUL,0.00047015113636916794,[38],[38],[],I3|TAIL|NO_DIVERGENCE|HIGH,4196,58,0.013822688274547188,72.34482758620689
f4ae6b51f37f05f2c9ed79d771d758091000b29304218f118106100d7d70c0f7:H_system,f4ae6b51f37f05f2c9ed79d771d758091000b29304218f118106100d7d70c0f7,I4,d92cf0d322454cb18138e7e1d7f82a548a4b1fb00aabbfcf1aaeadfc6eefa016,6939,H_system,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,NEUTRAL_WITHIN_TOLERANCE,0.0,[120],[120],[],I4|BODY|NO_DIVERGENCE|HIGH,471856,945,0.0020027296463327794,499.31851851851854
0dee5dfaf569dcefd470d0b6200e1a40434f05ae95a2d02d9c602281e5498054:H_bag,0dee5dfaf569dcefd470d0b6200e1a40434f05ae95a2d02d9c602281e5498054,I4,247f1cc2b1840b826a7fdc6d9e347dfd80342afdb9d2701aa5164251a5c09a71,9314,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,HARMFUL,0.0010000000002037268,[160],,,I4|TAIL|NO_DIVERGENCE|LOW,205,1,0.004878048780487805,205.0
b273f5f82f2ba1f2fe47dc5bbdeccdfd0afd3c8e74272b0a4ed1f34c3d2c9f63:H_bag,b273f5f82f2ba1f2fe47dc5bbdeccdfd0afd3c8e74272b0a4ed1f34c3d2c9f63,I4,42d55f4ba2a8efd9a0caa0871541f31c9801bf01d1b4122a526136952114bfb3,11615,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,NEUTRAL_WITHIN_TOLERANCE,0.0,[202],,,I4|TAIL|NO_DIVERGENCE|HIGH,13582,67,0.004932999558238846,202.71641791044775
bffb45bc552225c77bb2d282cc0ee7a6f54f3ec748ff0191d0bd156127f5eefb:H_bag,bffb45bc552225c77bb2d282cc0ee7a6f54f3ec748ff0191d0bd156127f5eefb,I4,3f7bb766c0cf2b41754074673d6b260aa1e892e101890a26e6e522a7d2f0310c,12060,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,HARMFUL,0.5846500000043306,[200],,,I4|TAIL|NO_DIVERGENCE|HIGH,13582,67,0.004932999558238846,202.71641791044775
03baaddfc665950ef29c020aba5c274779a5acb1636314a51d881d7393ec1413:H_bag,03baaddfc665950ef29c020aba5c274779a5acb1636314a51d881d7393ec1413,I3,e7340330ebc330f9d84efa7942738204571447f8be9192947aa857e14e4f5325,14439,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,HARMFUL,31.200000000002547,[252],,,I3|TAIL|NO_DIVERGENCE|HIGH,4196,58,0.013822688274547188,72.34482758620689
b6ed43cab41dcb8ed01b3a2111a09b41bf85fd6fed526a80761cc972737d2635:H_bag,b6ed43cab41dcb8ed01b3a2111a09b41bf85fd6fed526a80761cc972737d2635,I4,fa1bb5de0d11ced2a7c4049c75251be2a7c08338e51e84a54a8019f7547c6c96,15000,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,NEUTRAL_WITHIN_TOLERANCE,0.0,[246],,,I4|TAIL|NO_DIVERGENCE|HIGH,13582,67,0.004932999558238846,202.71641791044775
5dfd5ded87d101e524ac981966113449bc869a787a2337ff743f55a0d3ced899:H_system,5dfd5ded87d101e524ac981966113449bc869a787a2337ff743f55a0d3ced899,I3,aa74980df80ad96ccad51fc6b1639bd6d3e90df9e6a995976a637c7078f8e4f9,16345,H_system,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,HARMFUL,0.001733825654184784,[240],[240],[],I3|TAIL|NO_DIVERGENCE|HIGH,4196,58,0.013822688274547188,72.34482758620689
92c4a60c08a035aa600563b7599d0c1a0b556798dee5c6e7869e629d37b1082f:H_bag,92c4a60c08a035aa600563b7599d0c1a0b556798dee5c6e7869e629d37b1082f,I3,f854081ccb818be89031d0e07825263a504ef93e60939712f9c921a2c5605b9d,17516,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,HARMFUL,75.60000000000218,[282],,,I3|TAIL|NO_DIVERGENCE|HIGH,4196,58,0.013822688274547188,72.34482758620689
e1d1312cafda947211f081b076a82a07b9c4afe521ebfda88d3e6b274ac6bbc6:H_bag,e1d1312cafda947211f081b076a82a07b9c4afe521ebfda88d3e6b274ac6bbc6,I3,84af7445e350e9f8cad581eaa99a45a8497b56e2ee3cda0c0385e91adeae9c9e,17594,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,HARMFUL,75.60000000000218,[278],,,I3|TAIL|NO_DIVERGENCE|LOW,78,1,0.01282051282051282,78.0
c830aeaeedfeef351e7612aa06069f3ead90329813cd4de87494ee9d96bdfb85:H_system,c830aeaeedfeef351e7612aa06069f3ead90329813cd4de87494ee9d96bdfb85,I4,6bc99d14ab0117dee20508974ce57181be636d5c9f8a202f6773c705b4ae1310,19696,H_system,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,HARMFUL,1.7200651313942217e-05,[336],"[334,336,340,342]","[334,340,342]",I4|TAIL|NO_DIVERGENCE|HIGH,13582,67,0.004932999558238846,202.71641791044775
0a7728fc1b8497cb68d5bfe88e5289bd5ea66139650f4e50db1791d864f3e717:H_bag,0a7728fc1b8497cb68d5bfe88e5289bd5ea66139650f4e50db1791d864f3e717,I4,c6ceb7b5c7fd35c9e8a7686d0e3ff6d121ba3104b0b452b34be478fae357539d,20943,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,NEUTRAL_WITHIN_TOLERANCE,0.0,[334],,,I4|BODY|NO_DIVERGENCE|HIGH,471856,945,0.0020027296463327794,499.31851851851854
1b5290e49ba8c20b3c597ae5810479c389afb458ccb273625a405ae56fb87d17:H_bag,1b5290e49ba8c20b3c597ae5810479c389afb458ccb273625a405ae56fb87d17,I4,3ded04e39783338eaa229eeeba978c70e422e63d20a35bc021a7c5fbe9e6ee54,22712,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,HARMFUL,1.0,[378],,,I4|BODY|NO_DIVERGENCE|HIGH,471856,945,0.0020027296463327794,499.31851851851854
7924e5be5d217c1a7b382a11c33ef07ff588596148441593fbc4eac868fc7fd8:H_system,7924e5be5d217c1a7b382a11c33ef07ff588596148441593fbc4eac868fc7fd8,I3,48c33ebc675f2cfa53b2f8b7ca564b6a8ddcda1e7df924bf5ea54dfc0964760b,23724,H_system,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,HARMFUL,0.0005871155654233462,[392],[392],[],I3|BODY|NO_DIVERGENCE|HIGH,170143,958,0.005630557824888476,177.60229645093946
140ace94612d17eccc6edfa7069cf6fd35dfd0616ae87818174fbe7240a2cae2:H_bag,140ace94612d17eccc6edfa7069cf6fd35dfd0616ae87818174fbe7240a2cae2,I3,fc1ded26ec31824cdf5d563f3524606d615277003603d9deaaa482ef6f1e0e3a,28269,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,HARMFUL,75.60000000000218,[440],,,I3|BODY|NO_DIVERGENCE|HIGH,170143,958,0.005630557824888476,177.60229645093946
76f4636145188ee9874142798bcabceb1cfbc1f46def631600a190a735889daa:H_bag,76f4636145188ee9874142798bcabceb1cfbc1f46def631600a190a735889daa,I3,49770eb00a1ada2d7157c3c88831a5f464d6f839c684a062fe7f8e26c669fbd5,29375,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,HARMFUL,4.200000000000728,[480],,,I3|BODY|NO_DIVERGENCE|LOW,1012,6,0.005928853754940711,168.66666666666669
048af86b2e9329f32b0848c8e6ee15aaa0eecff4d65c09a71cbf9ecdd3516daa:H_bag,048af86b2e9329f32b0848c8e6ee15aaa0eecff4d65c09a71cbf9ecdd3516daa,I4,d07d5a581ec9e404716a24e0c672a4f0df273550908c01b1ee744e2fda8ef24c,30230,H_bag,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,HARMFUL,1.0,[488],,,I4|BODY|NO_DIVERGENCE|HIGH,471856,945,0.0020027296463327794,499.31851851851854
cb5cf01e596aacbc73f7b98e6e20e41ba7e42cd5aeb5773f40d174d5e09f00ad:H_system,cb5cf01e596aacbc73f7b98e6e20e41ba7e42cd5aeb5773f40d174d5e09f00ad,I3,68de2667593efe03e481ca19b7d2ed721853b3cae0bae3cf3779c5f3ffeb9cf6,32097,H_system,ACTION_CHANGED_HORIZON_COMPLETE,true,,true,true,true,HARMFUL,-2.0227277985895853e-05,[542],"[540,542,544,546,552,556,570]","[540,544,546,552,556,570]",I3|BODY|NO_DIVERGENCE|HIGH,170143,958,0.005630557824888476,177.60229645093946
