repeat,speed_mps,start_epoch,max_epochs,max_new_tasks,epochs_run,generated_count,planned_count,completed_count,fault_event_count,repair_event_count,active_fault_count,generated_fault_edge_count,generated_repair_edge_count,active_route_count,unfinished_count,route_size_checksum,route_location_checksum,last_epoch
1,2.5,0,35,0,35,2,1,1,0,0,0,0,0,0,0,2,11,34.0
