event,count
released_segments,76112
entered_segments,75835
move_commits,59453852
stopped_ticks,56700975
holds,2599902894
entry_stopped_holds,1998294793
entry_moving_holds,359882200
local_fifo_conflict_holds,185024926
following_footprint_holds,45604156
junction_through_busy_holds,986738
no_path_holds,0
route_decisions,2544220793
tied_route_decisions,6988
