event,count
released_segments,76103
entered_segments,75828
move_commits,59452630
stopped_ticks,56710702
holds,2595491931
entry_stopped_holds,1994828662
entry_moving_holds,359263843
local_fifo_conflict_holds,184688724
following_footprint_holds,45611635
junction_through_busy_holds,989677
no_path_holds,0
route_decisions,2539800010
tied_route_decisions,6938
