metric,candidate,off,candidate_minus_off
original_entry_mean_minutes,170.20703898912035,170.20703898912035,0.0
original_entry_p95_seconds,11436.12360435,11436.12360435,0.0
original_entry_p99_seconds,11543.1984448,11543.1984448,0.0
java_release_mean_minutes,3.758802946759239,3.758802946759239,0.0
source_wait_mean_minutes,0.021238425925925928,0.021238425925925928,0.0
network_time_mean_minutes,3.737564520833313,3.737564520833313,0.0
total_system_time_mean_minutes,170.20703898912035,170.20703898912035,0.0
