task_id	tick	event	node	edge	position	detail
2	0	RELEASE	0	-1	-1	release_seconds=0.0
2	0	ENTER_EDGE	0	0	0	seed
2	0	MOVE	0	0	3	
2	1	NODE_SERVICE_START	2	0	3	arrival_tick=0;ready_tick=6;MAP_JUNCTION_THROUGH_EXCLUSIVE;map_through_seconds=1.0;basis=LEGACY_NODE_CONSTRAINT;upstream_edge=0
2	1	HOLD	2	-1	3	reason=MAP_JUNCTION_THROUGH_SERVICE;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=2
2	2	HOLD	2	-1	3	reason=MAP_JUNCTION_THROUGH_SERVICE;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=3
2	3	HOLD	2	-1	3	reason=MAP_JUNCTION_THROUGH_SERVICE;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=4
2	4	HOLD	2	-1	3	reason=MAP_JUNCTION_THROUGH_SERVICE;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=5
2	5	HOLD	2	-1	3	reason=MAP_JUNCTION_THROUGH_SERVICE;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=6
2	6	NODE_SERVICE_FINISH	2	0	3	
2	6	NODE_SERVICE_START	2	-1	-1	arrival_tick=0;ready_tick=16;INTERMEDIATE_FIXED_TRANSFER_DELAY;reconstructed_transfer_seconds=2.0;basis=HISTORICAL_OD_LOWER_ENVELOPE;upstream_edge=0
2	15	SELECT	2	2	-1	free_flow_seconds=1.2;moving=0;stopped=0;eta_seconds=1.2;equal_score_candidates=1;nodes=2>3
2	16	NODE_SERVICE_FINISH	2	-1	-1	
2	16	ENTER_EDGE	2	2	0	free_flow_seconds=1.2;moving=0;stopped=0;eta_seconds=1.2;equal_score_candidates=1;nodes=2>3
2	17	MOVE	2	2	1	
2	18	MOVE	2	2	2	
2	19	MOVE	2	2	3	
2	20	MOVE	2	2	4	
2	21	MOVE	2	2	5	
2	22	COMPLETE	3	-1	-1	
4	0	RELEASE	1	-1	-1	release_seconds=0.0
4	0	ENTER_EDGE	1	1	0	seed
4	0	MOVE	1	1	3	
4	1	HOLD	2	-1	3	reason=JUNCTION_THROUGH_BUSY;entry_occupant=2;entry_occupant_state=MOVING_ON_EDGE;retry_tick=2
4	2	HOLD	2	-1	3	reason=JUNCTION_THROUGH_BUSY;entry_occupant=2;entry_occupant_state=STOPPED_ON_EDGE;retry_tick=3
4	3	HOLD	2	-1	3	reason=JUNCTION_THROUGH_BUSY;entry_occupant=2;entry_occupant_state=STOPPED_ON_EDGE;retry_tick=4
4	4	HOLD	2	-1	3	reason=JUNCTION_THROUGH_BUSY;entry_occupant=2;entry_occupant_state=STOPPED_ON_EDGE;retry_tick=5
4	5	HOLD	2	-1	3	reason=JUNCTION_THROUGH_BUSY;entry_occupant=2;entry_occupant_state=STOPPED_ON_EDGE;retry_tick=6
4	6	HOLD	2	-1	3	reason=JUNCTION_THROUGH_BUSY;entry_occupant=2;entry_occupant_state=STOPPED_ON_EDGE;retry_tick=7
4	7	NODE_SERVICE_START	2	1	3	arrival_tick=0;ready_tick=12;MAP_JUNCTION_THROUGH_EXCLUSIVE;map_through_seconds=1.0;basis=LEGACY_NODE_CONSTRAINT;upstream_edge=1
4	7	HOLD	2	-1	3	reason=MAP_JUNCTION_THROUGH_SERVICE;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=8
4	8	HOLD	2	-1	3	reason=MAP_JUNCTION_THROUGH_SERVICE;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=9
4	9	HOLD	2	-1	3	reason=MAP_JUNCTION_THROUGH_SERVICE;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=10
4	10	HOLD	2	-1	3	reason=MAP_JUNCTION_THROUGH_SERVICE;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=11
4	11	HOLD	2	-1	3	reason=MAP_JUNCTION_THROUGH_SERVICE;entry_occupant=-1;entry_occupant_state=NONE;retry_tick=12
4	12	NODE_SERVICE_FINISH	2	1	3	
4	12	NODE_SERVICE_START	2	-1	-1	arrival_tick=0;ready_tick=22;INTERMEDIATE_FIXED_TRANSFER_DELAY;reconstructed_transfer_seconds=2.0;basis=HISTORICAL_OD_LOWER_ENVELOPE;upstream_edge=1
4	21	SELECT	2	2	-1	free_flow_seconds=1.2;moving=1;stopped=0;eta_seconds=1.6;equal_score_candidates=1;nodes=2>3
4	22	NODE_SERVICE_FINISH	2	-1	-1	
4	22	ENTER_EDGE	2	2	0	free_flow_seconds=1.2;moving=1;stopped=0;eta_seconds=1.6;equal_score_candidates=1;nodes=2>3
4	23	MOVE	2	2	1	
4	24	MOVE	2	2	2	
4	25	MOVE	2	2	3	
4	26	MOVE	2	2	4	
4	27	MOVE	2	2	5	
4	28	COMPLETE	3	-1	-1	
