event,count
released_segments,43603
entered_segments,43603
move_commits,28385384
stopped_ticks,2163903
holds,2230517
entry_stopped_holds,57190
entry_moving_holds,6408
local_fifo_conflict_holds,3016
following_footprint_holds,603242
junction_through_busy_holds,73081
no_path_holds,0
route_decisions,720816
tied_route_decisions,1107
