event,count
released_segments,76103
entered_segments,76103
move_commits,49705022
stopped_ticks,7510041
holds,665450659
entry_stopped_holds,439046964
entry_moving_holds,145890942
local_fifo_conflict_holds,73002712
following_footprint_holds,3873598
junction_through_busy_holds,96879
no_path_holds,0
route_decisions,658522373
tied_route_decisions,1016
