repeat,speed_mps,start_epoch,max_epochs,max_new_tasks,epochs_run,generated_count,planned_count,completed_count,fault_event_count,repair_event_count,active_fault_count,generated_fault_edge_count,generated_repair_edge_count,active_route_count,unfinished_count,route_size_checksum,route_location_checksum,last_epoch
1,2.5,8260,90000,0,90000,63205,63187,63117,0,0,0,0,0,70,2,1122044,1040725074,98259.0
