event,count
released_segments,43603
entered_segments,43603
move_commits,28378674
stopped_ticks,1871723
holds,2282982
entry_stopped_holds,243897
entry_moving_holds,112872
local_fifo_conflict_holds,54490
following_footprint_holds,359919
junction_through_busy_holds,49309
no_path_holds,0
route_decisions,747361
tied_route_decisions,581
