event,count
released_segments,87200
entered_segments,86426
move_commits,66047238
stopped_ticks,75307376
holds,3784462419
entry_stopped_holds,2916463708
entry_moving_holds,520691459
local_fifo_conflict_holds,271999876
following_footprint_holds,63039228
junction_through_busy_holds,1220421
no_path_holds,0
route_decisions,3710268319
tied_route_decisions,7358
