event,count
released_segments,43603
entered_segments,43603
move_commits,28375826
stopped_ticks,1877132
holds,2291584
entry_stopped_holds,245783
entry_moving_holds,113836
local_fifo_conflict_holds,54833
following_footprint_holds,365131
junction_through_busy_holds,49251
no_path_holds,0
route_decisions,750605
tied_route_decisions,558
