start	goal	raw_bag_id	segment_id	input_path	raw_row
0	77	3400	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	3400 21524.33023 24600 0 77 DU21 ID1
0	79	2277	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2277 20254.57991 24600 0 79 DU23 ID1
0	81	4398	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	4398 22691.16628 26400 0 81 DU25 ID1
0	83	3498	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	3498 21628.24513 26400 0 83 DU27 ID1
0	85	9834	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	9834 31846.4868 36600 0 85 DU29 ID1
0	87	8116	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	8116 27469.53799 31800 0 87 DU31 ID1
0	99	953	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	953 17961.17885 22200 0 99 DD5 ID1
0	101	2286	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2286 20258.8957 24600 0 101 DD7 ID1
0	103	2507	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2507 20486.47041 24900 0 103 DD9 ID1
0	106	11777	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	11777 37045.3698 41700 0 106 DD12 ID1
0	108	2846	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2846 20900.19386 25200 0 108 DD14 ID1
0	110	6116	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	6116 24637.94367 29100 0 110 DD16 ID1
0	114	13064	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	13064 39494.51276 44100 0 114 DD20 ID1
0	116	762	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	762 17418.81635 22200 0 116 DD22 ID1
0	118	1275	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	1275 18614.10773 23100 0 118 DD24 ID1
0	120	8394	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	8394 28054.36853 32400 0 120 DD26 ID1
0	122	10561	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	10561 34132.64859 38700 0 122 DD28 ID1
0	124	7331	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	7331 26221.68745 30900 0 124 DD30 ID1
0	126	7293	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	7293 26148.75199 30900 0 126 DD32 ID1
24	16	3909	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	3909 22119.08763 26400 24 16 ID17 ID25
24	17	2151	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2151 20000.24653 24600 24 17 ID18 ID25
24	18	2834	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2834 20883.55457 24900 24 18 ID19 ID25
24	19	10823	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	10823 34743.4928 39300 24 19 ID20 ID25
24	20	3865	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	3865 22091.23807 26700 24 20 ID21 ID25
24	21	2858	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2858 20904.2427 25200 24 21 ID22 ID25
24	22	12354	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	12354 38020.69028 42600 24 22 ID23 ID25
24	23	6102	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	6102 24627.05281 28800 24 23 ID24 ID25
24	41	4704	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	4704 23040.23891 27600 24 41 IU16 ID25
24	42	3588	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	3588 21744.43981 26400 24 42 IU17 ID25
24	43	1740	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	1740 19397.77449 24000 24 43 IU18 ID25
24	44	2026	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2026 19821.88543 24000 24 44 IU19 ID25
24	45	6421	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	6421 25053.823 29400 24 45 IU20 ID25
24	46	2446	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2446 20402.2759 23400 24 46 IU21 ID25
24	47	7782	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	7782 26880.83127 30900 24 47 IU22 ID25
24	48	4010	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	4010 22212.57763 27000 24 48 IU23 ID25
24	53	1	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	1 8866.845453 22200 24 99 DD5 ID25
24	60	4085	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	4085 22319.10648 27000 24 60 DU4 ID25
24	62	4520	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	4520 22811.80224 27300 24 62 DU6 ID25
24	64	3999	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	3999 22207.84128 26400 24 64 DU8 ID25
24	67	5579	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	5579 24004.73836 28800 24 67 DU11 ID25
24	69	4464	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	4464 22755.02433 26700 24 69 DU13 ID25
24	71	5961	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	5961 24486.67481 29100 24 71 DU15 ID25
24	73	2103	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2103 19924.57373 24300 24 73 DU17 ID25
24	77	10150	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	10150 32881.77983 37200 24 77 DU21 ID25
24	79	2292	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2292 20262.10792 24600 24 79 DU23 ID25
24	81	2887	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2887 20931.169 25200 24 81 DU25 ID25
24	83	3510	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	3510 21635.43478 26400 24 83 DU27 ID25
24	85	1938	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	1938 19718.73677 24000 24 85 DU29 ID25
24	87	6076	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	6076 24600.07651 29400 24 87 DU31 ID25
24	99	948	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	948 17943.95492 22200 24 99 DD5 ID25
24	101	11666	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	11666 36668.55205 41400 24 101 DD7 ID25
24	103	2417	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2417 20363.45171 24600 24 103 DD9 ID25
24	106	2346	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2346 20297.52504 24900 24 106 DD12 ID25
24	108	9256	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	9256 30482.39778 34800 24 108 DD14 ID25
24	110	2470	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2470 20425.63574 24600 24 110 DD16 ID25
24	114	2394	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2394 20345.93567 24600 24 114 DD20 ID25
24	116	782	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	782 17495.81638 22200 24 116 DD22 ID25
24	118	1279	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	1279 18621.90702 23100 24 118 DD24 ID25
24	120	13672	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	13672 40860.13659 45300 24 120 DD26 ID25
24	122	8433	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	8433 28099.83981 32400 24 122 DD28 ID25
24	124	5942	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	5942 24474.72482 29100 24 124 DD30 ID25
24	126	7306	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	7306 26176.68753 30900 24 126 DD32 ID25
26	16	3868	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	3868 22091.20496 26400 26 16 ID17 IU1
26	17	2104	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2104 19936.13696 24600 26 17 ID18 IU1
26	18	2312	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2312 20268.08418 24900 26 18 ID19 IU1
26	19	10826	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	10826 34759.35824 39300 26 19 ID20 IU1
26	20	4483	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	4483 22768.20856 26700 26 20 ID21 IU1
26	21	2453	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2453 20410.27592 25200 26 21 ID22 IU1
26	22	12382	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	12382 38136.42217 42600 26 22 ID23 IU1
26	23	6188	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	6188 24709.69038 28800 26 23 ID24 IU1
26	41	1522	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	1522 19087.52753 23400 26 41 IU16 IU1
26	42	3583	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	3583 21731.10661 26400 26 42 IU17 IU1
26	43	1745	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	1745 19410.80362 24000 26 43 IU18 IU1
26	44	2460	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2460 20422.70508 24000 26 44 IU19 IU1
26	45	6105	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	6105 24628.82901 29400 26 45 IU20 IU1
26	46	1537	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	1537 19102.67668 23400 26 46 IU21 IU1
26	47	7464	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	7464 26354.11878 30900 26 47 IU22 IU1
26	48	4385	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	4385 22683.21661 27000 26 48 IU23 IU1
26	53	2	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2 8872.816299 22200 26 116 DD22 IU1
26	60	4099	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	4099 22341.13571 27000 26 60 DU4 IU1
26	62	4524	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	4524 22816.57847 27300 26 62 DU6 IU1
26	64	3985	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	3985 22190.32253 26400 26 64 DU8 IU1
26	67	5963	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	5963 24486.60814 28800 26 67 DU11 IU1
26	69	3900	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	3900 22112.88384 26700 26 69 DU13 IU1
26	71	6478	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	6478 25097.64586 29700 26 71 DU15 IU1
26	73	2101	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2101 19913.80369 24300 26 73 DU17 IU1
26	77	10153	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	10153 32885.71432 37200 26 77 DU21 IU1
26	79	2273	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2273 20241.90699 24600 26 79 DU23 IU1
26	81	4443	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	4443 22730.59189 27000 26 81 DU25 IU1
26	83	3495	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	3495 21615.91192 26400 26 83 DU27 IU1
26	85	1983	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	1983 19775.96817 24000 26 85 DU29 IU1
26	87	6094	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	6094 24619.4792 29400 26 87 DU31 IU1
26	99	991	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	991 18013.84538 22200 26 99 DD5 IU1
26	101	11700	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	11700 36752.11164 41400 26 101 DD7 IU1
26	103	2331	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2331 20286.06686 24600 26 103 DD9 IU1
26	106	2960	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2960 20996.09334 24900 26 106 DD12 IU1
26	108	9491	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	9491 31075.0613 34800 26 108 DD14 IU1
26	110	2604	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2604 20611.04054 24600 26 110 DD16 IU1
26	114	2386	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2386 20339.45406 24600 26 114 DD20 IU1
26	116	760	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	760 17416.84538 22200 26 116 DD22 IU1
26	118	1272	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	1272 18613.57993 23100 26 118 DD24 IU1
26	120	13674	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	13674 40869.36665 45300 26 120 DD26 IU1
26	122	8437	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	8437 28108.33448 32400 26 122 DD28 IU1
26	124	7345	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	7345 26244.35432 30900 26 124 DD30 IU1
26	126	7297	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	7297 26162.71673 30900 26 126 DD32 IU1
49	16	3689	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	3689 21865.86953 26400 49 16 ID17 IU24
49	17	3488	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	3488 21610.20539 26400 49 17 ID18 IU24
49	18	2728	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2728 20745.75069 24900 49 18 ID19 IU24
49	19	21554	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	21554 60684.77499 65400 49 19 ID20 IU24
49	20	3779	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	3779 21999.2519 26700 49 20 ID21 IU24
49	21	2575	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2575 20576.83603 25200 49 21 ID22 IU24
49	22	12575	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	12575 38450.76929 43200 49 22 ID23 IU24
49	23	12281	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	12281 37825.30737 42600 49 23 ID24 IU24
49	41	1281	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	1281 18623.71523 23400 49 41 IU16 IU24
49	42	1838	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	1838 19636.64993 24000 49 42 IU17 IU24
49	43	22551	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	22551 62926.05779 67500 49 43 IU18 IU24
49	44	1761	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	1761 19425.27769 24000 49 44 IU19 IU24
49	45	9466	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	9466 31063.00258 35400 49 45 IU20 IU24
49	46	1283	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	1283 18625.49286 23400 49 46 IU21 IU24
49	47	7292	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	7292 26148.79735 30900 49 47 IU22 IU24
49	48	4140	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	4140 22403.83533 27000 49 48 IU23 IU24
49	53	8	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	8 10086.10648 23400 49 46 IU21 IU24
49	60	7067	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	7067 25791.01607 30300 49 60 DU4 IU24
49	62	7258	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	7258 26088.82435 30600 49 62 DU6 IU24
49	64	3534	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	3534 21661.06154 26400 49 64 DU8 IU24
49	67	6052	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	6052 24570.24485 28800 49 67 DU11 IU24
49	69	4114	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	4114 22362.90189 26700 49 69 DU13 IU24
49	71	6240	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	6240 24782.62585 29100 49 71 DU15 IU24
49	73	5614	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	5614 24038.83533 28500 49 73 DU17 IU24
49	77	10032	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	10032 32412.69423 37200 49 77 DU21 IU24
49	79	15327	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	15327 45451.95008 49800 49 79 DU23 IU24
49	81	2627	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2627 20629.63332 25200 49 81 DU25 IU24
49	83	4608	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	4608 22918.87333 27600 49 83 DU27 IU24
49	85	1707	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	1707 19341.01055 24000 49 85 DU29 IU24
49	87	6566	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	6566 25183.22556 29400 49 87 DU31 IU24
49	99	15482	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	15482 45641.45534 50400 49 99 DD5 IU24
49	101	15578	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	15578 46053.63141 50700 49 101 DD7 IU24
49	103	2222	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2222 20117.51503 24600 49 103 DD9 IU24
49	106	2243	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2243 20182.28701 24900 49 106 DD12 IU24
49	108	9221	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	9221 30451.3442 34800 49 108 DD14 IU24
49	110	2220	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2220 20114.20666 24600 49 110 DD16 IU24
49	114	2188	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	2188 20050.83532 24600 49 114 DD20 IU24
49	116	7220	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	7220 26023.68735 30600 49 116 DD22 IU24
49	118	7540	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	7540 26479.46397 31200 49 118 DD24 IU24
49	120	28329	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	28329 78444.09104 83100 49 120 DD26 IU24
49	122	8484	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	8484 28172.02758 32400 49 122 DD28 IU24
49	124	6618	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	6618 25237.67056 29100 49 124 DD30 IU24
49	126	10579	0	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	10579 34169.48716 38400 49 126 DD32 IU24
53	16	80	1	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	80 13046.16178 26400 49 16 ID17 IU24
53	17	25	1	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	25 11270.81636 24600 24 17 ID18 ID25
53	18	19	1	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	19 10691.81115 24900 57 18 ID19 DU1
53	19	3097	1	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	3097 21173.98043 34200 149 19 ID20 DD36
53	20	105	1	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	105 13227.07221 26700 92 20 ID21 DU36
53	21	54	1	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	54 11892.47782 25200 49 21 ID22 IU24
53	22	53	1	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	53 11887.97296 25200 95 22 ID23 DD1
53	23	56	1	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	56 12017.0724 25200 149 23 ID24 DD36
53	41	11	1	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	11 10084.43982 23400 57 41 IU16 DU1
53	42	12	1	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	12 10644.1686 24000 149 42 IU17 DD36
53	43	15	1	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	15 10670.8454 24000 0 43 IU18 ID1
53	44	17	1	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	17 10683.47782 24000 92 44 IU19 DU36
53	45	9	1	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	9 10086.33414 23400 149 45 IU20 DD36
53	46	8	1	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	8 10086.10648 23400 49 46 IU21 IU24
53	47	3	1	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	3 8876.000872 22200 95 47 IU22 DD1
53	48	92	1	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	92 13075.49516 27000 57 48 IU23 DU1
53	60	126	1	data/processed/workloads/cie_external_robustness/nanning_1p00x/seed_104729/inputdata.txt	126 13659.48291 27000 26 60 DU4 IU1
