event,count
released_segments,43603
entered_segments,43603
move_commits,28753472
stopped_ticks,40052040
holds,122709055
entry_stopped_holds,78003156
entry_moving_holds,4491067
local_fifo_conflict_holds,2244255
following_footprint_holds,33580448
junction_through_busy_holds,11044
no_path_holds,0
route_decisions,85074020
tied_route_decisions,2299
