task_id	tick	event	node	edge	position	detail
1	0	RELEASE	0	-1	-1	release_seconds=0.0
1	0	ENTER_EDGE	0	0	0	seed
1	0	MOVE	0	0	3	
1	1	NODE_SERVICE_START	1	0	3	arrival_tick=0;ready_tick=1;ZERO_MAP_THROUGH_TIME;basis=LEGACY_NODE_CONSTRAINT;upstream_edge=0
1	1	NODE_SERVICE_FINISH	1	0	3	
1	1	NODE_SERVICE_START	1	-1	-1	arrival_tick=0;ready_tick=11;INTERMEDIATE_FIXED_TRANSFER_DELAY;reconstructed_transfer_seconds=2.0;basis=HISTORICAL_OD_LOWER_ENVELOPE;upstream_edge=0
1	10	SELECT	1	1	-1	free_flow_seconds=0.8;moving=0;stopped=0;eta_seconds=0.8;equal_score_candidates=1;nodes=1>2
1	11	NODE_SERVICE_FINISH	1	-1	-1	
1	11	ENTER_EDGE	1	1	0	free_flow_seconds=0.8;moving=0;stopped=0;eta_seconds=0.8;equal_score_candidates=1;nodes=1>2
1	12	MOVE	1	1	1	
1	13	MOVE	1	1	2	
1	14	MOVE	1	1	3	
1	15	COMPLETE	2	-1	-1	
2	0	RELEASE	0	-1	-1	release_seconds=0.0
2	0	ENTER_EDGE	0	0	0	seed
2	0	MOVE	0	0	2	
2	1	MOVE	0	0	3	
2	2	NODE_SERVICE_START	1	0	3	arrival_tick=1;ready_tick=2;ZERO_MAP_THROUGH_TIME;basis=LEGACY_NODE_CONSTRAINT;upstream_edge=0
2	2	NODE_SERVICE_FINISH	1	0	3	
2	2	NODE_SERVICE_START	1	-1	-1	arrival_tick=1;ready_tick=12;INTERMEDIATE_FIXED_TRANSFER_DELAY;reconstructed_transfer_seconds=2.0;basis=HISTORICAL_OD_LOWER_ENVELOPE;upstream_edge=0
2	11	SELECT	1	1	-1	free_flow_seconds=0.8;moving=1;stopped=0;eta_seconds=1.2000000000000002;equal_score_candidates=1;nodes=1>2
2	12	NODE_SERVICE_FINISH	1	-1	-1	
2	12	ENTER_EDGE	1	1	0	free_flow_seconds=0.8;moving=1;stopped=0;eta_seconds=1.2000000000000002;equal_score_candidates=1;nodes=1>2
2	13	MOVE	1	1	1	
2	14	MOVE	1	1	2	
2	15	MOVE	1	1	3	
2	16	COMPLETE	2	-1	-1	
