repeat,speed_mps,start_epoch,max_epochs,max_new_tasks,epochs_run,generated_count,planned_count,completed_count,fault_event_count,repair_event_count,active_fault_count,generated_fault_edge_count,generated_repair_edge_count,active_route_count,unfinished_count,route_size_checksum,route_location_checksum,last_epoch,total_segment_count,not_released_count,terminal_accounting_residual,method
1,3.0,100,40,0,40,1,1,1,0,0,0,0,0,0,0,3,17,139.0,1,0,0,HCA_TIME_LABEL_REPAIR_V3
