event,count
released_segments,256
entered_segments,256
move_commits,215248
stopped_ticks,40210
holds,42326
entry_stopped_holds,0
entry_moving_holds,1058
local_fifo_conflict_holds,1058
following_footprint_holds,11426
junction_through_busy_holds,838
no_path_holds,0
route_decisions,5627
tied_route_decisions,32
