raw_bag_id,segment_id,start,goal,scheduled_release_seconds
14557,0,5,47,43648
14557,1,52,49,46309
14558,0,3,48,43649
14559,0,53,47,43651
14559,1,52,49,48038
14560,0,0,50,43651
14561,0,4,48,43652
14562,0,3,47,43652
14562,1,52,48,46012
14563,0,0,47,43653
14563,1,52,50,46628
14564,0,3,47,43654
14564,1,52,49,46313
14565,0,1,47,43654
14565,1,52,49,54301
14566,0,5,47,43654
14566,1,52,49,48322
14567,0,4,47,43655
14567,1,52,48,46014
14568,0,4,47,43657
14568,1,52,49,46316
14569,0,2,47,43656
14569,1,52,50,47147
14570,0,3,49,43657
14571,0,1,47,43657
14571,1,52,50,47149
14572,0,5,47,43659
14572,1,52,48,46016
14573,0,5,47,43662
14573,1,52,49,46318
14574,0,0,47,43670
14574,1,52,49,51008
14575,0,4,47,43660
14575,1,52,49,52206
14576,0,3,47,43660
14576,1,52,48,46018
14577,0,3,47,43662
14577,1,52,49,46319
14578,0,1,47,43662
14578,1,52,49,49535
14579,0,5,47,43664
14579,1,52,48,46020
14580,0,2,47,43662
14580,1,52,50,47151
14581,0,4,47,43666
14581,1,52,49,46321
14582,0,2,49,43664
14583,0,3,47,43665
14583,1,52,49,48323
14584,0,53,47,43674
14584,1,52,48,46022
14585,0,4,47,43668
14585,1,52,48,46024
14586,0,5,47,43670
14586,1,52,49,50706
14587,0,5,47,43672
14587,1,52,48,46026
14588,0,3,47,43672
14588,1,52,49,46322
14589,0,4,47,43676
14589,1,52,49,46324
14590,0,0,47,43681
14590,1,52,50,47153
14591,0,3,47,43676
14591,1,52,48,46028
14592,0,53,47,43677
14592,1,52,48,46030
14593,0,0,50,43685
14594,0,1,50,43678
14595,0,4,47,43679
14595,1,52,48,46032
14596,0,5,47,43681
14596,1,52,49,46326
14597,0,2,47,43681
14597,1,52,50,49818
14598,0,5,47,43683
14598,1,52,48,46034
14599,0,1,47,43682
14599,1,52,50,46630
14600,0,0,50,43688
14601,0,2,50,43686
14602,0,1,50,43686
14603,0,3,47,43687
14603,1,52,48,49213
14604,0,0,47,43692
14604,1,52,50,47427
14605,0,4,47,43690
14605,1,52,48,50707
14606,0,4,49,43692
14607,0,1,47,43693
14607,1,52,50,47155
14608,0,0,47,43695
14608,1,52,49,48040
14609,0,1,47,43696
14609,1,52,49,48324
14610,0,2,50,43695
14611,0,2,47,43697
14611,1,52,49,51906
14612,0,0,47,43699
14612,1,52,50,47746
14613,0,0,47,43702
14613,1,52,49,48325
14614,0,3,48,43700
14615,0,2,47,43701
14615,1,52,50,47748
14616,0,5,49,43702
14617,0,1,47,43705
14617,1,52,50,46631
14618,0,4,47,43702
14618,1,52,48,46632
14619,0,1,50,43707
14620,0,3,49,43707
14621,0,0,47,43709
14621,1,52,50,49537
14622,0,5,47,43708
14622,1,52,48,54302
14623,0,4,49,43710
14624,0,53,47,43710
14624,1,52,48,46633
14625,0,5,48,43711
14626,0,3,47,43711
14626,1,52,48,53403
14627,0,1,47,43712
14627,1,52,50,47750
14628,0,2,49,43713
14629,0,2,50,43715
14630,0,3,49,43716
14631,0,0,50,43718
14632,0,5,47,43718
14632,1,52,49,46330
14633,0,4,47,43718
14633,1,52,49,47752
14634,0,4,48,43720
14635,0,1,49,43721
14636,0,5,47,43722
14636,1,52,49,46634
14637,0,3,49,43723
14638,0,3,47,43725
14638,1,52,48,46829
14639,0,5,48,43724
14640,0,0,50,43732
14641,0,4,48,43726
14642,0,3,48,43727
14643,0,4,48,43730
14644,0,4,47,43732
14644,1,52,49,46331
14645,0,1,50,43732
14646,0,5,48,43734
14647,0,2,50,43735
14648,0,0,47,43738
14648,1,52,50,46635
14649,0,3,48,43737
14650,0,1,50,43742
14651,0,5,47,43742
14651,1,52,49,47754
14652,0,2,50,43742
14653,0,4,48,43743
14654,0,0,50,43746
14655,0,2,47,43748
14655,1,52,49,46636
14656,0,5,47,43748
14656,1,52,48,46036
14657,0,5,47,43752
14657,1,52,49,47157
14658,0,1,47,43754
14658,1,52,50,53102
14659,0,3,47,43755
14659,1,52,49,47756
14660,0,0,47,43756
14660,1,52,49,46638
14661,0,4,47,43758
14661,1,52,49,47758
14662,0,1,47,43758
14662,1,52,49,46640
14663,0,5,47,43760
14663,1,52,49,47159
14664,0,2,47,43763
14664,1,52,49,46642
14665,0,3,47,43768
14665,1,52,49,47161
14666,0,0,50,43768
14667,0,2,47,43769
14667,1,52,50,47428
14668,0,3,47,43770
14668,1,52,48,46644
14669,0,1,47,43773
14669,1,52,49,46646
14670,0,4,47,43771
14670,1,52,49,47759
14671,0,3,47,43772
14671,1,52,49,48041
14672,0,0,47,43775
14672,1,52,50,47429
14673,0,4,47,43773
14673,1,52,48,46648
14674,0,5,47,43775
14674,1,52,49,47163
14675,0,2,47,43774
14675,1,52,49,48043
14676,0,5,47,43777
14676,1,52,48,46650
14677,0,0,47,43780
14677,1,52,49,48044
14678,0,3,47,43776
14678,1,52,49,47165
14679,0,1,49,43781
14680,0,2,47,43781
14680,1,52,50,47430
14681,0,4,49,43782
14682,0,3,47,43783
14682,1,52,48,46651
14683,0,4,47,43786
14683,1,52,48,46653
14684,0,1,50,43788
14685,0,5,47,43789
14685,1,52,49,46333
14686,0,2,50,43790
14687,0,5,47,43791
14687,1,52,48,46655
14688,0,4,49,43793
14689,0,0,50,43793
14690,0,3,47,43794
14690,1,52,48,46830
14691,0,1,47,43796
14691,1,52,50,54600
14692,0,4,47,43796
14692,1,52,48,46831
14693,0,5,47,43798
14693,1,52,49,47167
14694,0,0,49,43800
14695,0,2,47,43801
14695,1,52,50,47760
14696,0,0,50,43806
14697,0,3,47,43806
14697,1,52,49,48327
14698,0,1,47,43807
14698,1,52,50,46656
14699,0,2,47,43809
14699,1,52,50,51011
14700,0,4,47,43811
14700,1,52,49,46334
14701,0,5,47,43812
14701,1,52,48,54602
14702,0,5,47,43814
14702,1,52,49,48329
14703,0,3,47,43815
14703,1,52,48,46832
14704,0,3,47,43817
14704,1,52,49,48047
14705,0,4,48,43817
14706,0,4,47,43822
14706,1,52,49,49539
14707,0,5,48,43823
14708,0,5,47,43825
14708,1,52,49,48048
14709,0,3,48,43825
14710,0,0,47,43827
14710,1,52,50,46657
14711,0,3,47,43827
14711,1,52,49,47762
14712,0,4,47,43830
14712,1,52,49,49541
14713,0,5,47,43832
14713,1,52,49,48049
14714,0,3,47,43838
14714,1,52,49,47764
14715,0,4,48,43839
14716,0,5,48,43841
14717,0,4,47,43843
14717,1,52,49,47766
14718,0,3,48,43847
14719,0,4,47,43849
14719,1,52,48,46659
14720,0,5,47,43852
14720,1,52,48,51907
14721,0,3,48,43855
14722,0,1,49,43857
14723,0,1,50,43859
14724,0,5,49,43858
14725,0,4,48,43866
14726,0,5,47,43874
14726,1,52,48,46661
14727,0,2,49,43880
14728,0,3,49,43880
14729,0,2,47,43882
14729,1,52,50,49819
14730,0,3,48,43884
14731,0,3,47,43886
14731,1,52,48,46664
14732,0,4,48,43895
14733,0,5,48,43898
14734,0,3,48,43900
14735,0,4,47,43902
14735,1,52,49,51908
14736,0,4,48,43904
14737,0,0,50,43903
14738,0,4,49,43906
14739,0,5,48,43905
14740,0,5,47,43907
14740,1,52,49,52207
14741,0,3,48,43908
14742,0,4,48,43910
14743,0,5,48,43913
14744,0,3,48,43915
14745,0,3,49,43924
14746,0,4,48,43928
14747,0,5,47,43929
14747,1,52,49,48050
14748,0,5,48,43931
14749,0,3,47,43933
14749,1,52,48,46833
14750,0,1,47,43935
14750,1,52,50,47432
14751,0,4,47,43953
14751,1,52,48,46834
14752,0,5,48,43960
14753,0,3,48,43963
14754,0,4,47,43966
14754,1,52,48,53103
14755,0,53,47,43977
14755,1,52,48,50411
14756,0,53,47,43983
14756,1,52,48,50412
14757,0,5,48,43987
14758,0,53,47,43988
14758,1,52,50,47169
14759,0,3,48,43989
14760,0,53,47,43993
14760,1,52,50,47171
14761,0,53,47,43998
14761,1,52,50,47434
14762,0,53,47,44003
14762,1,52,50,47436
14763,0,53,47,44008
14763,1,52,49,50414
14764,0,4,48,44010
14765,0,53,47,44013
14765,1,52,49,50415
14766,0,53,47,44015
14766,1,52,49,47173
14767,0,53,47,44022
14767,1,52,49,47175
14768,0,53,47,44024
14768,1,52,50,47177
14769,0,53,47,44027
14769,1,52,49,47179
14770,0,53,47,44029
14770,1,52,50,47437
14771,0,53,47,44032
14771,1,52,49,47181
14772,0,5,47,44034
14772,1,52,48,46668
14773,0,3,48,44056
14774,0,53,47,44065
14774,1,52,49,47183
14775,0,53,47,44073
14775,1,52,50,47439
14776,0,53,47,44076
14776,1,52,49,50416
14777,0,53,47,44084
14777,1,52,48,50418
14778,0,53,47,44113
14778,1,52,49,47185
14779,0,4,48,44132
14780,0,53,47,44134
14780,1,52,50,47187
14781,0,53,47,44179
14781,1,52,49,49543
14782,0,53,47,44184
14782,1,52,49,48331
14783,0,53,49,44192
14784,0,53,47,44203
14784,1,52,50,49820
14785,0,53,47,44205
14785,1,52,50,46670
14786,0,4,49,44232
14787,0,0,49,44233
14788,0,5,49,44238
14789,0,1,49,44238
14790,0,3,48,44238
14791,0,2,49,44241
14792,0,4,48,44242
14793,0,53,49,44242
14794,0,0,47,44244
14794,1,52,49,46672
14795,0,3,49,44246
14796,0,1,49,44246
14797,0,5,48,44246
14798,0,4,47,44248
14798,1,52,49,47768
14799,0,2,47,44249
14799,1,52,49,53703
14800,0,3,47,44249
14800,1,52,48,46674
14801,0,53,47,44250
14801,1,52,49,46676
14802,0,2,47,44251
14802,1,52,50,46677
14803,0,5,49,44251
14804,0,0,49,44255
14805,0,4,48,44253
14806,0,1,47,44255
14806,1,52,50,47441
14807,0,5,48,44254
14808,0,3,47,44256
14808,1,52,49,47770
14809,0,4,47,44259
14809,1,52,49,47772
14810,0,2,47,44259
14810,1,52,49,49544
14811,0,3,48,44259
14812,0,5,47,44260
14812,1,52,49,46679
14813,0,0,47,44265
14813,1,52,50,46681
14814,0,53,47,44260
14814,1,52,49,48333
14815,0,5,49,44263
14816,0,4,48,44263
14817,0,3,47,44262
14817,1,52,48,46683
14818,0,1,47,44263
14818,1,52,50,49821
14819,0,53,48,44263
14820,0,5,48,44265
14821,0,0,47,44267
14821,1,52,50,46684
14822,0,4,49,44266
14823,0,3,47,44267
14823,1,52,49,53104
14824,0,3,48,44269
14825,0,5,49,44268
14826,0,53,47,44271
14826,1,52,48,46836
14827,0,4,47,44270
14827,1,52,49,47774
14828,0,2,47,44271
14828,1,52,50,54900
14829,0,53,48,44278
14830,0,3,47,44273
14830,1,52,49,48335
14831,0,0,47,44278
14831,1,52,50,47442
14832,0,53,47,44280
14832,1,52,48,46685
14833,0,4,49,44276
14834,0,1,47,44276
14834,1,52,50,49823
14835,0,4,48,44278
14836,0,2,47,44278
14836,1,52,50,47443
14837,0,5,48,44280
14838,0,5,47,44282
14838,1,52,49,48053
14839,0,0,47,44283
14839,1,52,50,51309
14840,0,2,50,44282
14841,0,3,48,44283
14842,0,1,47,44290
14842,1,52,50,49545
14843,0,4,48,44286
14844,0,2,47,44286
14844,1,52,50,47444
14845,0,0,50,44292
14846,0,5,49,44288
14847,0,5,48,44290
14848,0,1,47,44293
14848,1,52,49,48337
14849,0,0,47,44296
14849,1,52,50,47445
14850,0,3,48,44291
14851,0,1,47,44296
14851,1,52,50,47776
14852,0,2,47,44295
14852,1,52,49,48339
14853,0,0,47,44300
14853,1,52,49,46686
14854,0,3,48,44300
14855,0,2,47,44301
14855,1,52,50,47449
14856,0,1,47,44302
14856,1,52,49,46687
14857,0,3,49,44302
14858,0,4,48,44302
14859,0,4,49,44304
14860,0,0,47,44307
14860,1,52,50,47189
14861,0,53,48,44305
14862,0,5,49,44307
14863,0,2,47,44307
14863,1,52,49,46689
14864,0,5,48,44309
14865,0,3,49,44310
14866,0,4,48,44310
14867,0,0,50,44312
14868,0,4,49,44312
14869,0,1,47,44315
14869,1,52,49,46690
14870,0,3,47,44313
14870,1,52,49,48341
14871,0,1,50,44322
14872,0,5,49,44315
14873,0,5,48,44317
14874,0,2,50,44316
14875,0,3,49,44318
14876,0,3,48,44320
14877,0,2,47,44318
14877,1,52,49,50419
14878,0,4,48,44318
14879,0,0,50,44322
14880,0,1,50,44326
14881,0,4,48,44323
14882,0,0,47,44325
14882,1,52,50,47778
14883,0,5,47,44325
14883,1,52,49,47191
14884,0,4,49,44326
14885,0,5,48,44328
14886,0,2,50,44332
14887,0,5,47,44336
14887,1,52,49,47193
14888,0,3,47,44337
14888,1,52,49,47780
14889,0,0,47,44338
14889,1,52,50,54901
14890,0,3,48,44339
14891,0,4,49,44340
14892,0,1,47,44340
14892,1,52,50,51310
14893,0,4,48,44343
14894,0,5,47,44342
14894,1,52,49,47195
14895,0,2,50,44343
14896,0,5,48,44345
14897,0,0,47,44346
14897,1,52,50,54902
14898,0,3,48,44347
14899,0,1,50,44348
14900,0,4,48,44350
14901,0,2,47,44351
14901,1,52,50,46692
14902,0,5,48,44352
14903,0,1,47,44355
14903,1,52,49,48343
14904,0,3,47,44358
14904,1,52,49,48345
14905,0,2,47,44358
14905,1,52,49,48054
14906,0,4,47,44362
14906,1,52,49,48347
14907,0,0,47,44363
14907,1,52,50,47197
14908,0,5,47,44363
14908,1,52,49,48349
14909,0,3,47,44366
14909,1,52,49,52208
14910,0,3,47,44368
14910,1,52,48,46693
14911,0,1,47,44368
14911,1,52,49,48351
14912,0,4,47,44368
14912,1,52,49,47199
14913,0,2,47,44371
14913,1,52,49,48057
14914,0,5,47,44371
14914,1,52,49,47201
14915,0,4,47,44371
14915,1,52,48,49214
14916,0,3,47,44374
14916,1,52,49,47203
14917,0,0,47,44377
14917,1,52,49,48058
14918,0,1,47,44376
14918,1,52,49,48060
14919,0,5,47,44379
14919,1,52,48,50421
14920,0,4,49,44382
14921,0,3,47,44382
14921,1,52,48,49215
14922,0,5,47,44384
14922,1,52,49,48353
14923,0,4,47,44384
14923,1,52,48,54903
14924,0,0,50,44385
14925,0,5,47,44387
14925,1,52,48,54303
14926,0,3,49,44388
14927,0,1,47,44388
14927,1,52,50,47205
14928,0,3,48,44390
14929,0,2,47,44390
14929,1,52,50,47207
14930,0,4,48,44394
14931,0,4,47,44396
14931,1,52,49,47782
14932,0,0,47,44395
14932,1,52,50,47784
14933,0,3,49,44395
14934,0,5,48,44395
14935,0,5,49,44398
14936,0,1,47,44396
14936,1,52,50,47209
14937,0,3,48,44398
14938,0,2,47,44401
14938,1,52,50,47211
14939,0,4,48,44403
14940,0,0,47,44406
14940,1,52,50,47786
14941,0,5,48,44406
14942,0,1,47,44409
14942,1,52,50,47787
14943,0,4,47,44414
14943,1,52,49,48062
14944,0,5,47,44416
14944,1,52,49,55200
14945,0,3,47,44416
14945,1,52,48,46837
14946,0,3,47,44419
14946,1,52,49,48064
14947,0,4,48,44420
14948,0,2,50,44421
14949,0,4,47,44422
14949,1,52,49,48065
14950,0,5,47,44424
14950,1,52,49,51605
14951,0,3,47,44430
14951,1,52,49,48067
14952,0,5,48,44432
14953,0,4,47,44435
14953,1,52,49,51311
14954,0,3,47,44438
14954,1,52,48,46838
14955,0,5,47,44443
14955,1,52,49,47213
14956,0,4,48,44443
14957,0,5,48,44446
14958,0,3,48,44448
14959,0,4,48,44451
14960,0,5,48,44454
14961,0,3,48,44456
14962,0,3,47,44459
14962,1,52,49,47789
14963,0,4,48,44460
14964,0,5,48,44462
14965,0,2,49,44462
14966,0,4,49,44464
14967,0,3,48,44464
14968,0,5,47,44467
14968,1,52,49,47791
14969,0,3,49,44470
14970,0,4,49,44475
14971,0,4,48,44477
14972,0,1,50,44476
14973,0,5,49,44477
14974,0,5,48,44479
14975,0,3,49,44483
14976,0,3,48,44485
14977,0,3,47,44487
14977,1,52,48,46839
14978,0,4,49,44488
14979,0,4,48,44490
14980,0,0,50,44490
14981,0,5,49,44491
14982,0,3,49,44494
14983,0,5,47,44496
14983,1,52,48,46840
14984,0,4,49,44499
14985,0,3,47,44499
14985,1,52,48,53704
14986,0,4,48,44502
14987,0,4,48,44504
14988,0,5,48,44506
14989,0,3,48,44507
14990,0,4,47,44510
14990,1,52,48,46842
14991,0,5,48,44512
14992,0,3,47,44515
14992,1,52,48,46843
14993,0,4,47,44518
14993,1,52,48,46844
14994,0,5,47,44521
14994,1,52,49,48068
14995,0,5,47,44523
14995,1,52,49,49546
14996,0,3,47,44526
14996,1,52,49,47793
14997,0,4,47,44536
14997,1,52,49,47215
14998,0,5,47,44547
14998,1,52,49,47217
14999,0,5,48,44549
15000,0,3,47,44550
15000,1,52,49,49548
15001,0,4,47,44555
15001,1,52,49,47795
15002,0,3,48,44558
15003,0,4,48,44560
15004,0,5,48,44563
15005,0,3,48,44566
15006,0,5,47,44566
15006,1,52,49,53705
15007,0,4,48,44571
15008,0,53,47,44577
15008,1,52,50,51013
15009,0,5,48,44579
15010,0,53,47,44583
15010,1,52,50,51014
15011,0,53,47,44588
15011,1,52,49,48070
15012,0,53,47,44593
15012,1,52,49,48071
15013,0,53,47,44598
15013,1,52,49,51016
15014,0,53,47,44603
15014,1,52,49,51018
15015,0,53,47,44608
15015,1,52,48,50708
15016,0,53,47,44613
15016,1,52,48,50709
15017,0,53,47,44615
15017,1,52,49,47797
15018,0,53,47,44618
15018,1,52,50,47799
15019,0,53,47,44620
15019,1,52,49,47801
15020,0,53,47,44622
15020,1,52,49,47803
15021,0,53,47,44624
15021,1,52,49,48073
15022,0,53,47,44626
15022,1,52,50,47805
15023,0,53,47,44628
15023,1,52,50,47807
15024,0,53,47,44630
15024,1,52,49,47809
15025,0,53,47,44632
15025,1,52,49,48075
15026,0,53,47,44637
15026,1,52,49,48076
15027,0,53,47,44642
15027,1,52,49,50711
15028,0,53,47,44647
15028,1,52,49,50712
15029,0,53,47,44652
15029,1,52,49,47810
15030,0,53,47,44657
15030,1,52,49,47811
15031,0,53,47,44670
15031,1,52,49,50714
15032,0,53,47,44673
15032,1,52,49,51019
15033,0,53,47,44681
15033,1,52,48,50715
15034,0,53,47,44683
15034,1,52,49,48077
15035,0,53,47,44685
15035,1,52,50,47813
15036,0,53,47,44726
15036,1,52,49,48078
15037,0,53,47,44734
15037,1,52,50,51021
15038,0,53,47,44737
15038,1,52,49,48079
15039,0,53,47,44787
15039,1,52,49,47219
15040,0,53,47,44789
15040,1,52,49,47815
15041,0,53,49,44791
15042,0,53,49,44793
15043,0,53,47,44795
15043,1,52,49,47221
15044,0,53,50,44797
15045,0,53,47,44800
15045,1,52,50,49824
15046,0,53,47,44813
15046,1,52,50,47223
15047,0,0,47,44830
15047,1,52,49,48355
15048,0,1,47,44833
15048,1,52,49,49550
15049,0,3,48,44838
15050,0,2,47,44843
15050,1,52,49,48357
15051,0,3,47,44843
15051,1,52,49,47817
15052,0,4,47,44847
15052,1,52,49,47225
15053,0,4,48,44849
15054,0,53,47,44846
15054,1,52,49,47819
15055,0,53,47,44849
15055,1,52,49,49552
15056,0,0,47,44848
15056,1,52,49,54304
15057,0,5,48,44851
15058,0,53,47,44851
15058,1,52,50,47450
15059,0,1,47,44851
15059,1,52,49,48359
15060,0,5,47,44853
15060,1,52,49,47821
15061,0,3,47,44852
15061,1,52,48,49216
15062,0,1,47,44853
15062,1,52,50,47227
15063,0,3,47,44854
15063,1,52,49,47229
15064,0,3,48,44856
15065,0,2,47,44854
15065,1,52,49,51909
15066,0,4,48,44854
15067,0,4,47,44858
15067,1,52,49,47823
15068,0,0,47,44861
15068,1,52,49,48361
15069,0,4,48,44860
15070,0,5,48,44858
15071,0,5,47,44862
15071,1,52,49,47231
15072,0,5,48,44864
15073,0,2,47,44860
15073,1,52,50,55800
15074,0,3,47,44862
15074,1,52,49,47233
15075,0,3,48,44864
15076,0,0,47,44878
15076,1,52,50,47235
15077,0,4,47,44865
15077,1,52,49,47237
15078,0,1,47,44864
15078,1,52,50,47825
15079,0,4,48,44867
15080,0,3,49,44866
15081,0,53,48,44868
15082,0,1,47,44874
15082,1,52,50,47239
15083,0,5,47,44869
15083,1,52,49,47241
15084,0,2,47,44868
15084,1,52,50,47243
15085,0,4,47,44870
15085,1,52,49,47827
15086,0,2,47,44870
15086,1,52,50,51023
15087,0,5,47,44872
15087,1,52,49,49554
15088,0,53,47,44880
15088,1,52,48,49217
15089,0,3,49,44873
15090,0,0,47,44883
15090,1,52,50,49826
15091,0,5,48,44875
15092,0,4,47,44876
15092,1,52,49,48081
15093,0,1,47,44879
15093,1,52,50,47829
15094,0,53,48,44886
15095,0,3,48,44878
15096,0,5,49,44878
15097,0,2,47,44878
15097,1,52,50,49828
15098,0,53,48,44893
15099,0,4,48,44882
15100,0,0,47,44886
15100,1,52,50,47831
15101,0,5,48,44884
15102,0,1,47,44884
15102,1,52,50,47833
15103,0,0,49,44891
15104,0,2,47,44885
15104,1,52,50,47835
15105,0,3,48,44886
15106,0,2,47,44887
15106,1,52,50,49830
15107,0,4,48,44888
15108,0,0,47,44893
15108,1,52,50,49832
15109,0,0,47,44896
15109,1,52,50,47837
15110,0,5,48,44891
15111,0,1,47,44894
15111,1,52,50,47245
15112,0,1,49,44897
15113,0,2,50,44896
15114,0,2,49,44898
15115,0,3,48,44897
15116,0,3,49,44899
15117,0,4,49,44902
15118,0,0,47,44903
15118,1,52,50,47452
15119,0,5,49,44904
15120,0,0,49,44905
15121,0,4,48,44905
15122,0,1,49,44908
15123,0,3,49,44907
15124,0,1,50,44912
15125,0,4,49,44910
15126,0,3,48,44910
15127,0,4,48,44914
15128,0,5,48,44914
15129,0,5,48,44916
15130,0,2,47,44915
15130,1,52,49,49556
15131,0,3,47,44916
15131,1,52,49,48082
15132,0,1,50,44925
15133,0,5,49,44919
15134,0,0,50,44918
15135,0,4,48,44918
15136,0,2,50,44919
15137,0,3,48,44920
15138,0,0,47,44925
15138,1,52,50,49558
15139,0,3,47,44923
15139,1,52,49,47839
15140,0,1,47,44927
15140,1,52,50,47454
15141,0,4,49,44926
15142,0,5,49,44930
15143,0,4,48,44928
15144,0,5,49,44932
15145,0,1,47,44929
15145,1,52,50,47456
15146,0,3,47,44932
15146,1,52,49,47247
15147,0,2,47,44932
15147,1,52,50,47458
15148,0,4,47,44936
15148,1,52,49,48363
15149,0,0,47,44939
15149,1,52,50,47249
15150,0,5,48,44936
15151,0,5,47,44938
15151,1,52,49,47841
15152,0,1,47,44937
15152,1,52,50,47460
15153,0,3,48,44939
15154,0,3,47,44941
15154,1,52,49,48365
15155,0,2,47,44940
15155,1,52,50,47251
15156,0,4,48,44943
15157,0,0,47,44945
15157,1,52,50,47461
15158,0,5,48,44945
15159,0,1,50,44946
15160,0,2,47,44948
15160,1,52,49,48084
15161,0,3,48,44950
15162,0,0,47,44950
15162,1,52,49,51024
15163,0,1,47,44955
15163,1,52,49,48086
15164,0,3,49,44958
15165,0,2,47,44958
15165,1,52,49,48087
15166,0,4,49,44962
15167,0,5,49,44966
15168,0,4,48,44966
15169,0,0,47,44966
15169,1,52,49,48089
15170,0,3,49,44968
15171,0,5,48,44968
15172,0,1,49,44968
15173,0,2,50,44970
15174,0,3,48,44971
15175,0,0,47,44974
15175,1,52,50,54603
15176,0,4,49,44974
15177,0,2,50,44974
15178,0,1,50,44975
15179,0,0,49,44977
15180,0,4,48,44976
15181,0,5,49,44979
15182,0,1,47,44979
15182,1,52,49,48091
15183,0,5,48,44981
15184,0,3,49,44982
15185,0,4,49,44984
15186,0,2,47,44985
15186,1,52,49,48367
15187,0,5,49,44987
15188,0,3,47,44987
15188,1,52,48,49219
15189,0,4,49,44988
15190,0,2,50,44988
15191,0,0,50,44991
15192,0,4,47,44992
15192,1,52,48,49220
15193,0,1,47,44993
15193,1,52,50,53105
15194,0,5,47,44995
15194,1,52,48,49222
15195,0,5,49,44997
15196,0,2,50,44996
15197,0,3,47,44998
15197,1,52,48,53106
15198,0,0,47,44999
15198,1,52,50,49560
15199,0,4,48,45000
15200,0,1,50,45003
15201,0,3,47,45003
15201,1,52,49,47843
15202,0,2,47,45004
15202,1,52,50,56100
15203,0,5,48,45010
15204,0,4,47,45008
15204,1,52,49,48093
15205,0,3,47,45022
15205,1,52,48,53406
15206,0,5,47,45024
15206,1,52,49,49562
15207,0,3,47,45027
15207,1,52,49,49564
15208,0,0,47,45027
15208,1,52,49,50423
15209,0,4,48,45027
15210,0,4,49,45030
15211,0,5,48,45030
15212,0,5,47,45032
15212,1,52,49,52210
15213,0,3,47,45035
15213,1,52,49,48094
15214,0,4,49,45038
15215,0,5,47,45040
15215,1,52,49,49566
15216,0,3,48,45040
15217,0,4,48,45043
15218,0,5,48,45046
15219,0,1,49,45047
15220,0,3,48,45048
15221,0,4,48,45053
15222,0,5,48,45056
15223,0,3,47,45064
15223,1,52,49,47845
15224,0,3,48,45067
15225,0,0,50,45069
15226,0,4,48,45069
15227,0,2,49,45070
15228,0,4,49,45075
15229,0,5,47,45078
15229,1,52,49,47847
15230,0,5,48,45080
15231,0,3,47,45081
15231,1,52,49,47849
15232,0,3,48,45083
15233,0,4,47,45087
15233,1,52,49,51910
15234,0,4,48,45089
15235,0,2,50,45089
15236,0,5,47,45091
15236,1,52,49,48095
15237,0,5,47,45093
15237,1,52,48,51911
15238,0,3,47,45099
15238,1,52,49,47851
15239,0,3,48,45101
15240,0,3,48,45103
15241,0,1,47,45100
15241,1,52,50,47463
15242,0,4,48,45101
15243,0,5,48,45107
15244,0,3,48,45107
15245,0,4,47,45110
15245,1,52,49,48098
15246,0,4,47,45112
15246,1,52,48,50426
15247,0,5,47,45115
15247,1,52,48,54305
15248,0,4,48,45117
15249,0,3,48,45120
15250,0,2,50,45123
15251,0,5,49,45126
15252,0,4,47,45136
15252,1,52,48,50716
15253,0,3,47,45139
15253,1,52,49,48369
15254,0,4,47,45144
15254,1,52,49,48371
15255,0,5,47,45147
15255,1,52,49,48373
15256,0,3,49,45150
15257,0,5,48,45152
15258,0,4,47,45158
15258,1,52,49,48375
15259,0,0,50,45162
15260,0,3,48,45162
15261,0,4,48,45168
15262,0,5,48,45170
15263,0,5,47,45172
15263,1,52,49,48377
15264,0,3,48,45173
15265,0,3,47,45177
15265,1,52,49,48101
15266,0,53,47,45177
15266,1,52,49,48379
15267,0,53,47,45182
15267,1,52,49,48381
15268,0,53,47,45187
15268,1,52,49,48383
15269,0,4,48,45188
15270,0,53,47,45193
15270,1,52,50,51312
15271,0,5,48,45194
15272,0,53,47,45198
15272,1,52,50,51313
15273,0,4,49,45200
15274,0,53,47,45203
15274,1,52,50,51314
15275,0,53,47,45208
15275,1,52,50,51315
15276,0,3,48,45211
15277,0,53,47,45222
15277,1,52,49,51607
15278,0,53,47,45225
15278,1,52,49,48385
15279,0,53,47,45227
15279,1,52,49,51608
15280,0,53,47,45229
15280,1,52,49,48387
15281,0,53,47,45232
15281,1,52,49,51316
15282,0,53,47,45237
15282,1,52,49,51317
15283,0,5,47,45238
15283,1,52,49,50717
15284,0,53,47,45242
15284,1,52,49,48389
15285,0,53,47,45247
15285,1,52,49,48391
15286,0,53,47,45252
15286,1,52,49,48393
15287,0,3,47,45260
15287,1,52,49,47853
15288,0,4,47,45260
15288,1,52,48,54604
15289,0,53,47,45268
15289,1,52,49,48395
15290,0,53,47,45278
15290,1,52,50,51318
15291,0,4,47,45282
15291,1,52,49,53706
15292,0,5,48,45283
15293,0,5,49,45304
15294,0,53,47,45326
15294,1,52,49,48397
15295,0,53,47,45334
15295,1,52,50,51319
15296,0,53,47,45342
15296,1,52,49,51320
15297,0,53,47,45381
15297,1,52,49,49567
15298,0,53,47,45384
15298,1,52,49,47855
15299,0,53,47,45387
15299,1,52,49,47857
15300,0,53,47,45389
15300,1,52,49,48105
15301,0,53,47,45395
15301,1,52,50,47859
15302,0,53,47,45403
15302,1,52,50,49568
15303,0,53,47,45406
15303,1,52,49,51610
