event,count
released_segments,43602
entered_segments,43602
move_commits,28401460
stopped_ticks,3657714
holds,17338534
entry_stopped_holds,9058663
entry_moving_holds,3045864
local_fifo_conflict_holds,1576293
following_footprint_holds,1575463
junction_through_busy_holds,39322
no_path_holds,0
route_decisions,14016269
tied_route_decisions,641
