gap_group,count,historical_dh_seconds_min,historical_dh_seconds_p01,historical_dh_seconds_p05,historical_dh_seconds_median,historical_dh_seconds_mean,historical_dh_seconds_p95,historical_dh_seconds_p99,historical_dh_seconds_max,historical_hca_seconds_min,historical_hca_seconds_p01,historical_hca_seconds_p05,historical_hca_seconds_median,historical_hca_seconds_mean,historical_hca_seconds_p95,historical_hca_seconds_p99,historical_hca_seconds_max,current_dh_seconds_min,current_dh_seconds_p01,current_dh_seconds_p05,current_dh_seconds_median,current_dh_seconds_mean,current_dh_seconds_p95,current_dh_seconds_p99,current_dh_seconds_max,historical_minus_current_seconds_min,historical_minus_current_seconds_p01,historical_minus_current_seconds_p05,historical_minus_current_seconds_median,historical_minus_current_seconds_mean,historical_minus_current_seconds_p95,historical_minus_current_seconds_p99,historical_minus_current_seconds_max,historical_excess_over_current_free_flow_min,historical_excess_over_current_free_flow_p01,historical_excess_over_current_free_flow_p05,historical_excess_over_current_free_flow_median,historical_excess_over_current_free_flow_mean,historical_excess_over_current_free_flow_p95,historical_excess_over_current_free_flow_p99,historical_excess_over_current_free_flow_max,current_excess_over_free_flow_min,current_excess_over_free_flow_p01,current_excess_over_free_flow_p05,current_excess_over_free_flow_median,current_excess_over_free_flow_mean,current_excess_over_free_flow_p95,current_excess_over_free_flow_p99,current_excess_over_free_flow_max,current_source_wait_seconds_min,current_source_wait_seconds_p01,current_source_wait_seconds_p05,current_source_wait_seconds_median,current_source_wait_seconds_mean,current_source_wait_seconds_p95,current_source_wait_seconds_p99,current_source_wait_seconds_max
"(0.0, 1.0]",7198,157.900000000,157.900000000,160.100000000,201.200000000,189.686399000,224.215000000,254.515000000,362.600000000,146.000000000,146.000000000,146.000000000,199.000000000,198.333287024,251.000000000,275.000000000,277.000000000,157.400000000,157.400000000,157.800000000,198.800000000,185.799861073,213.800000000,225.000000000,236.600000000,-15.700000000,-5.700000000,-1.400000000,2.200000000,3.886537927,11.900000000,54.603000000,156.400000000,0.300000000,0.300000000,0.400000000,3.200000000,6.937274243,21.400000000,55.809000000,156.400000000,-0.000000000,-0.000000000,-0.000000000,1.200000000,3.050736316,11.230000000,18.800000000,30.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.369519311,4.000000000,11.612000000,25.200000000
"(1.0, 2.0]",10983,60.200000000,61.400000000,61.400000000,166.600000000,167.822525722,252.000000000,295.736000000,401.700000000,46.000000000,46.000000000,47.000000000,196.000000000,167.372575799,251.000000000,276.000000000,351.000000000,59.600000000,60.800000000,60.800000000,164.400000000,161.669489211,232.000000000,251.200000000,287.800000000,-46.400000000,-12.000000000,-4.200000000,0.600000000,6.153036511,33.700000000,80.000000000,181.500000000,0.300000000,0.300000000,0.400000000,3.200000000,9.805226259,43.800000000,87.518000000,188.700000000,-14.200000000,-0.000000000,-0.000000000,0.600000000,3.652189748,17.800000000,32.000000000,58.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.110589092,2.000000000,4.200000000,24.600000000
"(10.0, 30.0]",7717,60.200000000,60.300000000,63.600000000,217.600000000,178.270104963,297.540000000,340.768000000,480.400000000,46.000000000,46.000000000,46.000000000,189.000000000,141.842296229,248.000000000,278.000000000,351.000000000,59.600000000,59.600000000,60.400000000,212.200000000,149.899365038,232.800000000,245.968000000,293.800000000,-25.400000000,-5.500000000,0.500000000,24.800000000,28.370739925,84.600000000,129.172000000,259.200000000,0.600000000,0.600000000,0.700000000,28.600000000,31.473681482,88.340000000,133.684000000,262.800000000,-14.200000000,-13.600000000,-0.000000000,0.600000000,3.102941558,17.800000000,33.368000000,57.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
"(2.0, 5.0]",7471,60.200000000,61.400000000,61.400000000,157.900000000,162.070204792,282.800000000,320.200000000,403.000000000,46.000000000,46.000000000,47.000000000,82.000000000,137.040021416,275.000000000,278.000000000,351.000000000,59.600000000,59.800000000,60.800000000,105.800000000,140.741400080,238.600000000,256.380000000,291.600000000,-40.700000000,-10.230000000,-0.500000000,17.100000000,21.328804712,65.150000000,100.800000000,190.100000000,0.300000000,0.400000000,0.600000000,21.600000000,26.427854370,75.350000000,107.330000000,178.900000000,-14.200000000,-13.400000000,-0.000000000,1.200000000,5.099049659,23.800000000,40.000000000,60.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.001284969,2.000000000,2.000000000,6.600000000
"(30.0, 60.0]",1009,60.200000000,60.300000000,61.500000000,104.800000000,149.298116947,292.740000000,336.844000000,418.900000000,46.000000000,46.000000000,46.000000000,73.000000000,116.760158573,240.000000000,267.320000000,280.000000000,59.600000000,59.600000000,60.400000000,68.000000000,126.777601586,224.400000000,236.600000000,254.200000000,-9.500000000,-0.500000000,0.700000000,10.900000000,22.520515362,84.700000000,123.484000000,200.500000000,0.400000000,0.700000000,0.700000000,10.800000000,23.093161546,85.260000000,126.308000000,201.300000000,-14.200000000,-14.200000000,-0.000000000,0.000000000,0.572646184,5.320000000,17.784000000,46.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
"(5.0, 10.0]",8095,60.200000000,61.400000000,64.500000000,217.600000000,179.230710315,295.060000000,330.912000000,442.200000000,46.000000000,46.000000000,46.000000000,189.000000000,141.843730698,275.000000000,278.000000000,351.000000000,59.600000000,59.600000000,60.400000000,206.400000000,149.094453366,239.400000000,257.000000000,291.400000000,-35.000000000,-6.306000000,0.600000000,28.100000000,30.136256949,76.800000000,113.112000000,203.000000000,0.400000000,0.600000000,0.700000000,30.900000000,35.067374923,85.300000000,121.918000000,205.600000000,-14.200000000,-13.800000000,-0.000000000,1.400000000,4.931117974,23.400000000,36.412000000,57.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
"(60.0, inf]",1122,60.200000000,60.300000000,61.500000000,123.100000000,154.806773619,291.335000000,335.400000000,416.400000000,46.000000000,46.000000000,46.000000000,78.000000000,119.788770053,225.000000000,275.000000000,282.000000000,59.600000000,59.600000000,60.400000000,73.900000000,131.682174688,225.400000000,236.600000000,239.800000000,-14.500000000,-0.158000000,0.600000000,14.300000000,23.124598930,82.650000000,128.355000000,203.200000000,0.400000000,0.400000000,0.600000000,13.700000000,23.156684492,81.220000000,124.464000000,204.200000000,-14.200000000,-14.200000000,-0.000000000,0.000000000,0.032085561,3.000000000,5.800000000,30.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
,8,60.200000000,60.263000000,60.515000000,64.000000000,83.412500000,138.260000000,154.052000000,158.000000000,46.000000000,46.000000000,46.000000000,49.000000000,61.250000000,113.800000000,139.560000000,146.000000000,59.600000000,59.656000000,59.880000000,63.200000000,75.750000000,128.000000000,151.520000000,157.400000000,0.600000000,0.600000000,0.600000000,0.750000000,7.662500000,28.655000000,28.851000000,28.900000000,0.600000000,0.600000000,0.600000000,0.750000000,7.762500000,28.965000000,28.993000000,29.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.100000000,0.520000000,0.744000000,0.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
