release_300s_bin,count,historical_dh_seconds_min,historical_dh_seconds_p01,historical_dh_seconds_p05,historical_dh_seconds_median,historical_dh_seconds_mean,historical_dh_seconds_p95,historical_dh_seconds_p99,historical_dh_seconds_max,historical_hca_seconds_min,historical_hca_seconds_p01,historical_hca_seconds_p05,historical_hca_seconds_median,historical_hca_seconds_mean,historical_hca_seconds_p95,historical_hca_seconds_p99,historical_hca_seconds_max,current_dh_seconds_min,current_dh_seconds_p01,current_dh_seconds_p05,current_dh_seconds_median,current_dh_seconds_mean,current_dh_seconds_p95,current_dh_seconds_p99,current_dh_seconds_max,historical_minus_current_seconds_min,historical_minus_current_seconds_p01,historical_minus_current_seconds_p05,historical_minus_current_seconds_median,historical_minus_current_seconds_mean,historical_minus_current_seconds_p95,historical_minus_current_seconds_p99,historical_minus_current_seconds_max,historical_excess_over_current_free_flow_min,historical_excess_over_current_free_flow_p01,historical_excess_over_current_free_flow_p05,historical_excess_over_current_free_flow_median,historical_excess_over_current_free_flow_mean,historical_excess_over_current_free_flow_p95,historical_excess_over_current_free_flow_p99,historical_excess_over_current_free_flow_max,current_excess_over_free_flow_min,current_excess_over_free_flow_p01,current_excess_over_free_flow_p05,current_excess_over_free_flow_median,current_excess_over_free_flow_mean,current_excess_over_free_flow_p95,current_excess_over_free_flow_p99,current_excess_over_free_flow_max,current_source_wait_seconds_min,current_source_wait_seconds_p01,current_source_wait_seconds_p05,current_source_wait_seconds_median,current_source_wait_seconds_mean,current_source_wait_seconds_p95,current_source_wait_seconds_p99,current_source_wait_seconds_max
106,126,60.200000000,61.400000000,61.400000000,208.700000000,178.448412698,249.500000000,315.675000000,386.200000000,47.000000000,47.000000000,47.000000000,197.500000000,174.380952381,275.000000000,278.750000000,279.000000000,59.600000000,59.950000000,60.800000000,206.600000000,167.007936508,219.800000000,222.600000000,237.200000000,-0.900000000,0.100000000,0.300000000,1.300000000,11.440476190,39.900000000,107.675000000,149.000000000,0.300000000,0.300000000,0.300000000,1.300000000,11.510317460,39.875000000,108.775000000,149.600000000,-14.200000000,-10.500000000,-0.000000000,0.000000000,0.069841270,1.400000000,2.350000000,2.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
107,201,61.400000000,61.400000000,63.200000000,199.000000000,174.164179104,268.500000000,299.800000000,334.700000000,46.000000000,46.000000000,47.000000000,194.000000000,156.358208955,241.000000000,276.000000000,284.000000000,59.600000000,59.600000000,60.800000000,199.000000000,157.658706468,231.400000000,244.400000000,245.200000000,-6.600000000,-4.800000000,-2.500000000,4.900000000,16.505472637,54.900000000,87.100000000,118.900000000,0.600000000,0.600000000,0.600000000,9.900000000,18.975124378,57.900000000,89.700000000,122.500000000,-14.200000000,-13.600000000,-0.000000000,1.200000000,2.469651741,10.600000000,11.800000000,15.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.081592040,2.400000000,4.200000000,4.800000000
108,157,60.200000000,61.400000000,61.400000000,161.300000000,152.043312102,250.260000000,305.300000000,311.700000000,46.000000000,46.000000000,47.000000000,171.000000000,148.675159236,224.600000000,244.080000000,248.000000000,59.600000000,59.600000000,60.800000000,160.200000000,144.785987261,220.520000000,225.176000000,225.400000000,-8.900000000,-6.296000000,-4.100000000,1.000000000,7.257324841,41.100000000,82.044000000,92.100000000,0.500000000,0.500000000,0.500000000,4.100000000,10.370700637,42.740000000,90.276000000,94.100000000,-0.000000000,-0.000000000,-0.000000000,1.800000000,3.113375796,10.440000000,11.888000000,12.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.026751592,2.000000000,2.888000000,3.400000000
109,231,60.200000000,61.400000000,64.500000000,163.600000000,161.310822511,251.150000000,309.720000000,315.600000000,46.000000000,46.000000000,47.000000000,171.000000000,148.528138528,235.000000000,275.700000000,279.000000000,59.600000000,60.400000000,60.700000000,160.600000000,146.348917749,219.100000000,236.860000000,242.600000000,-5.200000000,-3.850000000,-0.700000000,4.100000000,14.961904762,56.550000000,98.690000000,108.100000000,0.500000000,0.500000000,0.500000000,6.400000000,16.528138528,60.000000000,96.220000000,108.100000000,-14.200000000,-14.200000000,0.000000000,0.800000000,1.566233766,7.400000000,9.340000000,10.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.070995671,2.000000000,4.140000000,4.800000000
110,125,60.200000000,60.224000000,61.160000000,160.100000000,143.422400000,235.360000000,305.836000000,312.700000000,46.000000000,46.000000000,46.200000000,171.000000000,139.536000000,222.000000000,236.440000000,275.000000000,59.600000000,59.600000000,59.920000000,158.000000000,136.425600000,219.000000000,225.256000000,231.400000000,-3.300000000,-2.404000000,-1.500000000,0.800000000,6.996800000,40.160000000,95.484000000,110.100000000,0.500000000,0.500000000,0.500000000,2.900000000,8.382400000,44.640000000,99.300000000,110.100000000,-14.200000000,-0.000000000,-0.000000000,0.400000000,1.385600000,5.000000000,7.704000000,7.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
111,198,60.300000000,61.391000000,62.945000000,128.000000000,149.596969697,242.200000000,279.518000000,300.500000000,46.000000000,46.000000000,46.000000000,80.000000000,129.328282828,250.000000000,275.000000000,275.000000000,59.600000000,59.600000000,60.800000000,86.100000000,135.125252525,218.200000000,223.992000000,231.000000000,-11.900000000,-5.078000000,0.255000000,5.000000000,14.471717172,50.530000000,68.164000000,77.200000000,0.300000000,0.300000000,0.300000000,8.550000000,19.184848485,56.105000000,75.842000000,87.500000000,-13.600000000,-6.792000000,-0.000000000,0.400000000,4.713131313,17.830000000,20.842000000,24.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
112,69,60.200000000,60.268000000,61.400000000,93.800000000,142.605797101,249.260000000,323.784000000,416.400000000,46.000000000,46.000000000,46.000000000,54.000000000,111.724637681,199.000000000,214.480000000,241.000000000,59.600000000,59.600000000,60.400000000,65.000000000,126.063768116,217.600000000,217.600000000,217.600000000,-0.200000000,0.344000000,0.600000000,4.100000000,16.542028986,56.260000000,107.592000000,203.200000000,0.600000000,0.600000000,0.600000000,4.100000000,16.524637681,56.260000000,107.912000000,204.200000000,-14.200000000,-4.544000000,-0.000000000,0.000000000,-0.017391304,1.200000000,1.456000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
113,212,61.100000000,61.400000000,61.885000000,157.900000000,147.550471698,254.380000000,276.767000000,286.800000000,46.000000000,46.000000000,46.000000000,146.000000000,130.683962264,232.000000000,275.000000000,276.000000000,60.000000000,60.400000000,60.800000000,157.400000000,134.062264151,232.190000000,249.134000000,252.000000000,-11.600000000,-6.967000000,-3.700000000,4.050000000,13.488207547,53.025000000,80.038000000,145.100000000,0.500000000,0.500000000,0.500000000,9.500000000,17.567452830,56.095000000,80.794000000,152.900000000,-0.000000000,-0.000000000,0.000000000,2.300000000,4.079245283,11.580000000,15.334000000,18.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.077358491,2.180000000,4.178000000,4.800000000
114,106,60.200000000,61.400000000,61.400000000,86.100000000,148.179245283,275.875000000,347.840000000,480.400000000,46.000000000,46.000000000,46.250000000,73.000000000,116.377358491,196.000000000,240.300000000,241.000000000,59.600000000,59.600000000,60.400000000,65.000000000,130.084905660,219.950000000,221.180000000,222.000000000,0.600000000,0.600000000,0.600000000,6.350000000,18.094339623,55.975000000,134.760000000,259.200000000,0.600000000,0.600000000,0.600000000,7.100000000,18.750943396,58.275000000,135.480000000,262.800000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.656603774,3.000000000,6.660000000,7.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
115,187,61.400000000,61.400000000,61.430000000,202.100000000,169.266310160,268.570000000,289.254000000,322.300000000,46.000000000,46.000000000,47.000000000,185.000000000,142.058823529,240.700000000,276.000000000,276.000000000,60.400000000,60.744000000,60.800000000,204.400000000,149.628877005,234.200000000,240.684000000,243.200000000,-11.200000000,-9.328000000,-1.770000000,15.200000000,19.637433155,58.980000000,81.956000000,103.900000000,0.600000000,0.600000000,0.600000000,19.600000000,23.631016043,61.200000000,91.932000000,104.700000000,-14.200000000,-14.200000000,-0.000000000,4.000000000,3.993582888,11.940000000,15.456000000,17.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.049197861,2.000000000,3.428000000,4.000000000
116,103,61.400000000,61.400000000,61.400000000,89.400000000,140.394174757,275.600000000,327.414000000,335.600000000,46.000000000,46.000000000,46.100000000,54.000000000,106.980582524,196.000000000,240.720000000,275.000000000,59.600000000,59.600000000,59.840000000,65.000000000,119.580582524,219.720000000,225.156000000,231.200000000,-2.300000000,-0.988000000,0.150000000,10.000000000,20.813592233,79.880000000,105.600000000,115.600000000,0.600000000,0.600000000,0.600000000,10.000000000,21.601941748,80.560000000,109.814000000,118.000000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.788349515,3.600000000,6.780000000,7.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
117,202,61.100000000,61.400000000,63.615000000,128.500000000,150.336138614,271.070000000,297.289000000,334.900000000,46.000000000,46.000000000,47.000000000,80.000000000,123.811881188,226.750000000,275.990000000,276.000000000,59.600000000,60.404000000,60.830000000,79.400000000,130.747524752,225.350000000,240.168000000,248.000000000,-11.500000000,-9.898000000,-5.590000000,15.750000000,19.588613861,57.880000000,85.068000000,107.500000000,0.500000000,0.501000000,0.700000000,21.050000000,24.920297030,59.685000000,85.062000000,117.300000000,-14.200000000,-13.594000000,0.000000000,5.200000000,5.331683168,12.590000000,13.600000000,14.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
118,125,61.100000000,61.400000000,61.400000000,157.900000000,134.388800000,241.960000000,268.832000000,350.400000000,46.000000000,46.000000000,46.000000000,146.000000000,118.160000000,222.000000000,243.280000000,248.000000000,59.600000000,59.600000000,59.880000000,157.400000000,122.251200000,218.240000000,221.472000000,232.000000000,-9.500000000,-7.196000000,-1.980000000,4.100000000,12.137600000,47.560000000,75.092000000,137.200000000,0.500000000,0.524000000,0.600000000,9.100000000,14.296000000,47.600000000,75.548000000,137.400000000,-14.200000000,-0.000000000,-0.000000000,0.400000000,2.158400000,9.800000000,10.352000000,10.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
119,291,61.400000000,61.400000000,69.200000000,170.200000000,175.459106529,288.700000000,323.750000000,354.700000000,46.000000000,46.000000000,47.000000000,185.000000000,148.752577320,235.000000000,275.000000000,276.000000000,59.600000000,60.800000000,62.300000000,165.800000000,151.637800687,226.100000000,240.160000000,251.600000000,-6.600000000,-4.720000000,-0.500000000,7.700000000,23.821305842,79.000000000,101.140000000,129.300000000,0.500000000,0.500000000,0.500000000,13.100000000,28.085223368,82.150000000,105.850000000,137.100000000,-14.200000000,-13.820000000,0.000000000,3.600000000,4.263917526,16.300000000,20.800000000,22.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.056357388,2.000000000,4.020000000,4.800000000
120,171,60.200000000,60.200000000,61.400000000,160.200000000,156.030409357,245.900000000,301.780000000,326.300000000,46.000000000,46.000000000,46.000000000,171.000000000,148.076023392,250.000000000,275.000000000,275.000000000,59.600000000,59.600000000,60.000000000,157.800000000,143.755555556,220.300000000,224.920000000,242.800000000,-2.300000000,-0.330000000,0.100000000,2.100000000,12.274853801,52.500000000,85.300000000,87.300000000,0.300000000,0.300000000,0.400000000,2.700000000,13.102923977,56.100000000,86.200000000,94.100000000,-14.200000000,-3.720000000,-0.000000000,0.000000000,0.828070175,6.800000000,8.120000000,9.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
121,213,61.100000000,61.400000000,64.740000000,160.400000000,162.923474178,277.740000000,342.016000000,350.800000000,46.000000000,46.000000000,47.000000000,146.000000000,137.976525822,235.000000000,275.880000000,276.000000000,59.600000000,60.400000000,60.800000000,160.600000000,140.286384977,228.520000000,236.432000000,239.000000000,-5.300000000,-4.040000000,-1.440000000,12.500000000,22.637089202,72.800000000,128.568000000,140.100000000,0.500000000,0.500000000,0.600000000,15.200000000,24.868075117,73.920000000,120.864000000,133.200000000,-14.200000000,-14.200000000,-5.040000000,2.200000000,2.230985915,8.800000000,10.000000000,12.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.076995305,2.160000000,4.176000000,4.800000000
122,217,60.200000000,61.148000000,61.400000000,160.100000000,145.927188940,254.540000000,294.732000000,356.200000000,46.000000000,46.000000000,46.000000000,146.000000000,138.806451613,240.000000000,247.360000000,248.000000000,59.600000000,59.600000000,60.400000000,158.200000000,133.294009217,218.640000000,225.072000000,236.600000000,-6.300000000,-4.540000000,-2.140000000,2.100000000,12.633179724,54.600000000,88.492000000,165.700000000,0.500000000,0.500000000,0.500000000,4.000000000,13.970506912,54.200000000,84.084000000,166.700000000,-14.200000000,-10.752000000,-0.000000000,0.600000000,1.337327189,5.400000000,6.800000000,7.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
123,170,60.300000000,61.400000000,63.160000000,133.250000000,164.086470588,268.240000000,278.723000000,322.200000000,46.000000000,46.000000000,46.000000000,80.000000000,134.288235294,258.200000000,276.930000000,282.000000000,59.600000000,59.600000000,60.800000000,77.500000000,141.770588235,235.860000000,242.758000000,247.600000000,-2.900000000,-1.017000000,0.600000000,19.850000000,22.315882353,53.010000000,96.938000000,195.700000000,0.600000000,0.600000000,0.700000000,23.150000000,25.247647059,55.490000000,97.558000000,201.300000000,-14.200000000,-13.786000000,-0.000000000,2.600000000,2.931764706,8.800000000,10.800000000,11.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
124,155,60.200000000,61.100000000,61.400000000,93.200000000,140.810322581,253.460000000,269.952000000,313.400000000,46.000000000,46.000000000,46.000000000,72.000000000,109.890322581,227.000000000,242.840000000,275.000000000,59.600000000,59.600000000,60.400000000,65.200000000,119.994838710,222.000000000,234.484000000,239.600000000,-1.600000000,-0.046000000,0.600000000,15.400000000,20.815483871,58.040000000,121.386000000,176.900000000,0.600000000,0.600000000,0.600000000,16.200000000,21.314838710,56.990000000,122.478000000,177.100000000,-13.200000000,-12.492000000,-0.000000000,0.200000000,0.499354839,3.060000000,4.200000000,9.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
125,268,61.100000000,61.400000000,62.200000000,158.500000000,162.698507463,284.580000000,310.766000000,357.100000000,46.000000000,46.000000000,47.000000000,171.000000000,135.899253731,235.000000000,275.330000000,276.000000000,59.600000000,59.734000000,60.800000000,157.800000000,140.917910448,228.800000000,245.520000000,249.200000000,-7.900000000,-4.898000000,-1.430000000,10.650000000,21.780597015,76.090000000,108.272000000,136.500000000,0.500000000,0.500000000,0.500000000,16.600000000,26.574626866,84.075000000,121.692000000,144.100000000,-14.200000000,-13.600000000,0.000000000,4.000000000,4.794029851,13.930000000,17.196000000,18.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.061194030,2.000000000,4.066000000,4.800000000
126,225,60.200000000,60.416000000,61.400000000,160.100000000,154.925333333,244.660000000,273.924000000,289.700000000,46.000000000,46.000000000,46.000000000,171.000000000,154.777777778,250.000000000,269.000000000,275.000000000,59.600000000,59.600000000,59.800000000,158.000000000,145.933333333,218.760000000,222.656000000,236.600000000,-2.100000000,-1.452000000,-0.100000000,1.700000000,8.992000000,39.280000000,61.076000000,70.900000000,0.300000000,0.300000000,0.400000000,2.700000000,9.644444444,39.760000000,61.532000000,72.100000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.652444444,2.560000000,6.800000000,8.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
127,207,60.200000000,61.400000000,62.890000000,163.600000000,163.683091787,266.070000000,302.558000000,336.600000000,46.000000000,46.000000000,47.000000000,146.000000000,138.260869565,240.700000000,272.760000000,279.000000000,59.600000000,59.612000000,60.800000000,161.000000000,144.376811594,228.060000000,247.020000000,255.200000000,-14.300000000,-5.958000000,-2.900000000,13.100000000,19.306280193,64.410000000,97.680000000,128.400000000,0.500000000,0.500000000,0.600000000,18.800000000,25.294685990,75.530000000,109.820000000,138.600000000,-6.600000000,-0.000000000,0.000000000,4.400000000,5.988405797,17.440000000,19.388000000,22.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.079227053,2.280000000,4.188000000,4.800000000
128,283,60.200000000,61.346000000,64.500000000,202.000000000,191.621908127,292.870000000,329.088000000,379.100000000,46.000000000,46.000000000,47.000000000,197.000000000,178.378091873,235.000000000,249.620000000,276.000000000,59.600000000,59.600000000,60.400000000,199.200000000,175.440282686,224.340000000,234.468000000,237.400000000,-5.600000000,-4.218000000,-1.100000000,4.800000000,16.181625442,78.260000000,116.172000000,159.900000000,0.500000000,0.500000000,0.600000000,6.800000000,18.296819788,81.120000000,118.940000000,161.500000000,-12.200000000,-0.000000000,0.000000000,1.200000000,2.115194346,7.400000000,8.672000000,9.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
129,296,60.200000000,61.480000000,77.250000000,208.950000000,199.823648649,279.275000000,304.970000000,339.800000000,46.000000000,46.950000000,54.000000000,197.000000000,184.510135135,273.500000000,276.000000000,276.000000000,59.600000000,60.190000000,61.400000000,206.500000000,181.862162162,233.000000000,238.020000000,239.800000000,-3.700000000,-1.720000000,-0.225000000,7.250000000,17.961486486,62.050000000,88.615000000,118.400000000,0.300000000,0.300000000,0.400000000,10.050000000,19.228378378,59.575000000,91.485000000,122.200000000,-14.200000000,-13.630000000,-0.000000000,0.800000000,1.266891892,6.650000000,8.600000000,10.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
130,167,60.200000000,60.200000000,61.400000000,178.400000000,176.106586826,270.440000000,291.344000000,330.900000000,46.000000000,46.000000000,47.000000000,194.000000000,161.820359281,248.000000000,276.680000000,279.000000000,59.600000000,59.600000000,60.260000000,163.400000000,162.244311377,232.000000000,238.400000000,238.800000000,-4.600000000,-2.134000000,-0.810000000,6.000000000,13.862275449,46.210000000,70.752000000,110.700000000,0.500000000,0.500000000,0.600000000,9.000000000,15.307784431,51.040000000,73.592000000,113.300000000,-0.000000000,-0.000000000,-0.000000000,0.600000000,1.445508982,5.400000000,8.472000000,10.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
131,177,61.400000000,61.476000000,71.380000000,228.100000000,203.895480226,277.140000000,300.036000000,377.100000000,46.000000000,47.000000000,47.000000000,196.000000000,171.790960452,275.000000000,276.480000000,282.000000000,59.800000000,60.352000000,61.360000000,217.400000000,179.675706215,238.600000000,242.072000000,246.400000000,-1.000000000,-0.140000000,0.600000000,22.700000000,24.219774011,64.180000000,88.600000000,140.500000000,0.600000000,0.600000000,0.700000000,24.900000000,26.031073446,63.240000000,88.480000000,140.500000000,-14.200000000,-14.048000000,-6.600000000,1.200000000,1.811299435,9.120000000,11.448000000,12.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
132,172,60.200000000,60.200000000,61.400000000,216.350000000,182.301162791,267.725000000,308.680000000,340.900000000,46.000000000,46.000000000,47.000000000,195.000000000,162.319767442,247.450000000,275.290000000,276.000000000,59.600000000,59.600000000,60.400000000,212.200000000,166.588372093,236.600000000,238.658000000,238.800000000,-5.600000000,-2.796000000,-0.300000000,7.650000000,15.712790698,52.155000000,91.297000000,120.100000000,0.500000000,0.600000000,0.600000000,12.300000000,18.087209302,53.545000000,92.646000000,127.900000000,-13.600000000,-0.000000000,-0.000000000,1.000000000,2.374418605,11.270000000,12.716000000,13.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
133,346,60.200000000,60.200000000,65.800000000,175.450000000,186.568208092,294.000000000,320.425000000,393.700000000,46.000000000,46.000000000,47.000000000,196.000000000,173.667630058,248.000000000,319.550000000,327.000000000,59.600000000,59.600000000,60.800000000,174.500000000,168.784393064,236.600000000,239.440000000,244.000000000,-14.100000000,-12.960000000,-4.750000000,4.600000000,17.783815029,77.650000000,108.115000000,185.100000000,0.500000000,0.500000000,0.525000000,9.750000000,21.395375723,82.075000000,108.875000000,180.300000000,-14.200000000,-10.450000000,-0.000000000,2.200000000,3.611560694,14.350000000,16.910000000,17.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.199421965,4.000000000,5.800000000,6.600000000
134,240,60.200000000,61.100000000,61.400000000,161.300000000,166.506250000,274.470000000,321.850000000,336.900000000,46.000000000,46.000000000,47.000000000,197.000000000,171.754166667,241.000000000,319.610000000,327.000000000,59.600000000,59.600000000,60.400000000,158.600000000,157.332500000,231.430000000,236.600000000,237.800000000,-4.500000000,-2.400000000,-0.525000000,2.300000000,9.173750000,48.250000000,96.498000000,117.100000000,0.500000000,0.500000000,0.500000000,3.200000000,10.274583333,48.440000000,104.250000000,120.100000000,-13.800000000,-0.000000000,-0.000000000,0.400000000,1.100833333,4.610000000,7.644000000,9.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
135,320,61.100000000,61.157000000,66.180000000,160.450000000,167.506250000,263.325000000,317.915000000,391.900000000,46.000000000,46.000000000,47.000000000,185.000000000,159.318750000,250.000000000,275.000000000,276.000000000,59.800000000,60.400000000,61.580000000,158.800000000,156.269375000,226.080000000,238.610000000,243.600000000,-18.100000000,-7.268000000,-0.505000000,2.000000000,11.236875000,56.110000000,102.809000000,170.300000000,0.300000000,0.300000000,0.400000000,2.900000000,13.994375000,58.980000000,105.563000000,178.900000000,-6.600000000,-0.000000000,-0.000000000,0.800000000,2.757500000,15.810000000,19.162000000,20.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
136,239,60.200000000,61.214000000,61.400000000,201.300000000,178.682426778,255.900000000,273.396000000,310.900000000,46.000000000,46.000000000,47.000000000,197.000000000,183.225941423,275.000000000,275.000000000,275.000000000,59.600000000,59.876000000,60.800000000,198.400000000,170.757322176,217.680000000,220.496000000,232.200000000,-5.600000000,-1.862000000,-0.310000000,1.000000000,7.925104603,49.190000000,59.520000000,93.300000000,0.300000000,0.300000000,0.300000000,2.600000000,8.592050209,49.370000000,60.624000000,93.300000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.666945607,3.000000000,6.800000000,7.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
137,161,61.400000000,61.400000000,65.800000000,149.800000000,162.501863354,263.700000000,295.280000000,337.200000000,46.000000000,46.000000000,46.000000000,80.000000000,139.602484472,275.000000000,276.000000000,276.000000000,59.800000000,60.160000000,60.800000000,88.200000000,144.544099379,241.400000000,248.760000000,251.200000000,-20.000000000,-8.600000000,-2.200000000,9.600000000,17.957763975,56.400000000,78.840000000,100.400000000,0.400000000,0.600000000,0.700000000,19.100000000,25.611180124,67.000000000,87.360000000,100.600000000,-0.000000000,-0.000000000,0.000000000,8.000000000,7.653416149,17.800000000,19.720000000,20.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.254658385,4.400000000,5.200000000,5.600000000
138,144,60.200000000,61.229000000,61.400000000,215.350000000,185.457638889,251.160000000,273.202000000,403.000000000,46.000000000,46.000000000,47.000000000,199.000000000,187.381944444,275.000000000,276.000000000,351.000000000,59.600000000,59.686000000,60.800000000,213.000000000,178.988888889,223.770000000,235.568000000,238.200000000,-13.500000000,-10.754000000,-3.970000000,0.800000000,6.468750000,32.215000000,61.986000000,171.600000000,0.300000000,0.429000000,0.600000000,8.600000000,11.727083333,32.215000000,63.126000000,171.800000000,-0.000000000,-0.000000000,-0.000000000,2.400000000,5.258333333,16.970000000,17.514000000,17.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.927777778,7.970000000,8.514000000,8.800000000
139,172,61.400000000,61.400000000,63.195000000,133.200000000,149.153488372,257.270000000,279.348000000,286.800000000,46.000000000,46.000000000,47.000000000,80.000000000,124.406976744,235.000000000,275.290000000,276.000000000,59.600000000,59.800000000,60.800000000,78.000000000,131.889534884,236.230000000,242.064000000,247.000000000,-6.900000000,-6.487000000,-4.030000000,9.000000000,17.263953488,50.320000000,60.012000000,66.200000000,0.500000000,0.600000000,0.700000000,15.500000000,22.120930233,55.440000000,69.490000000,72.600000000,-0.000000000,-0.000000000,0.000000000,4.500000000,4.856976744,11.090000000,12.374000000,13.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.140697674,3.180000000,4.858000000,5.400000000
140,62,61.100000000,61.283000000,61.400000000,163.300000000,151.211290323,254.940000000,265.868000000,266.600000000,46.000000000,46.000000000,46.050000000,134.500000000,132.693548387,275.000000000,276.000000000,276.000000000,59.600000000,60.088000000,60.800000000,140.300000000,141.500000000,233.770000000,238.800000000,238.800000000,-1.900000000,-1.595000000,-0.070000000,1.300000000,9.711290323,34.105000000,45.766000000,51.500000000,0.600000000,0.600000000,0.600000000,1.300000000,10.291935484,35.255000000,48.142000000,52.900000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.580645161,2.200000000,3.000000000,3.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
141,174,60.300000000,61.319000000,64.220000000,160.300000000,154.536781609,262.670000000,289.851000000,343.800000000,46.000000000,46.000000000,46.650000000,146.000000000,129.178160920,232.000000000,270.080000000,278.000000000,59.600000000,60.238000000,60.730000000,158.400000000,136.882758621,232.460000000,247.588000000,251.200000000,-8.000000000,-6.943000000,-2.670000000,11.600000000,17.654022989,58.215000000,77.914000000,128.200000000,0.500000000,0.600000000,0.700000000,15.550000000,22.154022989,60.105000000,84.517000000,131.600000000,-0.000000000,-0.000000000,0.000000000,3.400000000,4.500000000,14.600000000,16.508000000,17.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.139080460,3.140000000,4.854000000,5.400000000
142,139,61.100000000,61.214000000,61.400000000,157.900000000,136.610791367,222.900000000,260.700000000,321.700000000,46.000000000,46.000000000,46.900000000,171.000000000,133.949640288,222.000000000,223.860000000,225.000000000,59.600000000,59.600000000,60.360000000,157.800000000,130.864748201,222.000000000,235.384000000,238.800000000,-7.200000000,-6.582000000,-2.940000000,0.900000000,5.746043165,28.700000000,54.124000000,106.500000000,0.500000000,0.500000000,0.500000000,3.100000000,7.675539568,28.720000000,54.124000000,109.500000000,-0.000000000,-0.000000000,0.000000000,0.400000000,1.929496403,7.640000000,9.724000000,10.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
143,188,60.200000000,61.361000000,61.400000000,125.900000000,145.501595745,257.795000000,293.726000000,442.200000000,46.000000000,46.000000000,46.000000000,80.000000000,120.026595745,232.000000000,275.130000000,278.000000000,59.600000000,60.322000000,60.800000000,79.300000000,127.151063830,225.910000000,241.502000000,252.200000000,-11.000000000,-7.538000000,-3.925000000,9.150000000,18.350531915,63.935000000,77.730000000,203.000000000,0.500000000,0.500000000,0.600000000,16.300000000,23.511170213,62.530000000,83.170000000,205.600000000,-14.200000000,-14.200000000,0.000000000,4.600000000,5.160638298,14.530000000,17.626000000,18.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.087234043,2.400000000,4.226000000,4.800000000
