event,count
released_segments,43599
entered_segments,43599
move_commits,34859327
stopped_ticks,16777546
holds,69207869
entry_stopped_holds,38053055
entry_moving_holds,9251836
local_fifo_conflict_holds,5125432
following_footprint_holds,11379799
junction_through_busy_holds,437239
no_path_holds,0
route_decisions,53045737
tied_route_decisions,4335
